url,size
https://anthembcbsoh.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568451&Signature=EjLCYylf2uH3THjzJ9Pirzwl3HhsuqLpO1aIFHPhMO~DD8fWk~bHnROx-eYD0T~x9yIFhzTrKYSWNhX7D2OpDQwlrGqrgVqASY0ko9RY3bQBAo65rGY5FIZd~OGRwc9A8Vasm7QAu488wCMo8xvZ53VE4gNmIQgOgTte1AMXj6D1eGItaX1Cu8y8We2lN4iwNfRy8hKWK7gLAWHlUTlaB0G6c3SCx7Tv9n~j965V6JFAuDoBu7qRQ9Cd4Y3cSkDjh4A5gbaumC3wxkNkXSAO-5qjTBEpywdNe~~PQ1IdHsKvOKAWvVHhhywqLE0tBm8Aslb5JQU8aB8xNYsTOn8lxA__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsnh.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=JCIS4CPea2JxzUIO1R8QkDXzeNrsJHPYwvd1hBE8o4YQoc3rkc47Q71kqIB-sEq76AwbwLozyYNR3qMyrPPGURb2drqaazDeW1kxicQ0BWE~sSixV3F~cs8MUjmsIFMYf8JxSH-bYsO-r4I-4XyZl6Cgveg6WPXNCBYimvwm85tAATP0IT36jAAGKpZ58Efr~be4Hb7kdtpYM1MoWBLWDg4pHbhhtdo4O3YvPCG~6~XQc5DVytRXZ8TYit~JyWKD4JOpShSs1cVFMaPecZhtqJEYh9VmBo5WUxbyzeWmsqVZFOljECR3A53nFj8zackd7ruen-vyzhpv2Nu6N231xQ__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsct.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568451&Signature=huHp9b7exMJI3jY8GsSG~Eq9VfpuDCm6kk1ohMhYQLMTmi~fGb6IGWek~BKwtYfN3ODDHPSu9r71DvG4Two2bdXvAwBPfaRxNfmVbmkK4FOC6eXXcU3zPeOs7m-EtjB8kfz4mCMu1smvwmfoe7gs-DsK2MbE0-29GJ~TqI9-0ErsSpOrj7h8g7YSXGAz9giz3TRR8RwxlwmPGBsmuvAjYYchFPLBrItisOEF5VJcyZg9CyVeePsRzvLg0w1JNi3blW6zIIrzZmJ7FvYd2dkLKmSoXjAAxbtIimxSOJO0T8Y6DB81T5V9exlScbvgaHL0DOuvuM7LkOQ6Lsv5IU7Uyg__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcca.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568451&Signature=1z8fCTEhQBBpWNOwNgW8yaFp9buSQ3iz9BQQYiSV2Zbp2602MHAAAYCnnIFx0dX9pHgr4gV7i2R7BNEhcx7xEZQpElXWiwEd1DALR0ZyhW2wZwemsT4Etciwlz3unM-FOzh08~35MF5T8rKry1tHXlVoUQL6xPpFzR5to~QbEV4D78fatbGk07VxmIjXttdqask1taXQKyysJomnleLO9ZJgXMjiMkzg8ODiFAlbrLpf~jqquUFm0COXjDFnTSrU3aNKKuvRCr1ZM8PV5u5iVR6PU1lyi1S1S0ezGxr9zUI4uPwXZWcv5qPWN7Btp9OJza5mf5v9GDnNsby4XfXE3g__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsnv.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=cUAet48B7iiHExOAd2qWG4dJuhdsqKtAYZ-UOqN40bpdw7sRM1VRqatNMrSNbBIUgl-Pv-IPHeBrZQMRERWWlVlFp~020T7bq8zWm5gpK6OdLpltkBcv~knxm4-UIFwVRJxKarE8XNg29EIhHB8K5nXEeWJeaD4EztHhXQIeL2qxQti~OB5FaOexKlIcxDRG9MvrWCtGE3iwLOAS-aDyAqQ92j6o7Nn2PxgdHa0fcMk236kX5VwzQ-hTvS5lDhZ0VYFR0RokRVK6PO9HUnKeiG9a1nvAlwd8EWl1-T6iIlp2o3Jrr548YWCsTLG5Rgz-5mtNP7MCJAnlwZyDjVQSGw__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsin.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=Jdk2o-oOlGbz53OULsHGwvt01yTXhTsnxjFYRQs7e2CYcN-80kc-rWdhSItLJLBoCtgzXJxQFof2B4DOu3NGjUa-MswtkX5HTXy7Ww4RRV7PDWAYXg0oqCXT0x5sdYiyLCl693DAgnFH7hfqtiVLGyj8giGgPNREhf89sMMeLi9zoMii5tV3V35EUGpgNym8fvk5MOKy7jx41iYHCSuJ4FUibWBkpYVELMIADG4ZVMCH9kUKTEnld7VewvYOSWV8wPZnzjba2uP9LsgBsPuN9FT~Bj6jesVFM11spsr0kXP9xdZcWJ6O7DLZ96S0dRzELcOpJNbCxqzKzxQ7u4fWnw__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsmo.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=d565EZxerHjLpjb4Z0tz24BtDKx~NJZG37IX~OOWp4Fej0WpxPEbJ8G~g4rEELpVbRXIozxSMtCWW1DZk8g0I-BFO6BbG8ihkZUPmsClhvQNKIOZRiw7GVfEqSoP3f46QSoTPiexbnRS4sQcHJFWVjQSMxKTHHN3z21iH6P9nvmB8iMNw8p5DdBgMM~EGTQYJDJkfbC2FACBNqmephfXDxnZMriXAj-lVrrdwyWGhuuC2Iqr7kxEmNOTu7kLJsdQfV~I8Drn-557VSRrc49QC-YiR29F~NzPlnCm0WLxpsI-OerM3sQx1FH0UN1YGmtF7B-EFR6dWifaKOHrq~LZFA__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsva.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=2OeuN3vRwM63-1uNIjl4k~3hntBVC-szMY63fxrf6WkdG7zq-sFJjidhE8~SIWSO03q7CI3nKgKTmLTDdubxAWxbvAGlWKx9weM-jEejfo4txPyDshX1XuTfjpS7YueOguuMM8KR9gVdGp85fmOCN6GWHJ5~0ECQwZPvRxtoGzKUZHCPf8hQ04tj-T-PcBfYviczy2MR0piWzP35P2q-qS-NTnwi-h7y6RKZiiQBBBdINtYyDn1BfjvPmE9oAi-OVt~lfsUBbHjNrB9Mol58C8oLLlSAM7xybYz5W3ei8vUHAas-hwulB9yC0MvXtcsLbLnSjhMzF4uNoZhE6~QEng__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsga.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568461&Signature=3waSxkpF23h4~4IPxQKCef968hFNfgfz~7SQYIrXCsDKg-UtYm2IDPe6Qk1mfkELh6aIVD6ZMxWWxe7zktXpHDG2aOfLCLJe24KhtRLWBelUbPHbPt8xVQTQdXEvsy3X4A6ZmCsJdR2kLZXaUPP98zf97-yCs35r0sBEyDPjNHD6XZfzL056EC6SLUIM-Pwbolbt67keKHooplRqtCZ04gpXOGGbcjdZSy-CWMkxBEOWrQES2eI7F9kGO~z-t6Datub0Qu4DlVwWigaSiHFSxanT13Xp3I7BG3tKx11igP~O6YkWmUuNeRou8Fgj~U8Zx47D8Au7gAujpBPU6Xva0g__&Key-Pair-Id=K27TQMT39R1C8A,1265
https://anthembcbsco.mrf.bcbs.com/2023-01_460_70J0_in-network-rates_05_of_06.json.gz?&Expires=1676568451&Signature=WIOLxRP9gZrHYZqEj7XThEL6BTOY6UsimM1wx2lKQG4HcCayBPK70KWTMkBgHqChDjn7D1PTkc14VUqXH~0ff3Gi9S-JnpPDIcgcHD5olTafmADIfFYLSrEBR4f0yc~W0LIV28litJ-lZgQiLWbyO~DU3Xxr9Om6c8HAA-xTdSR4aAXC5nxN9OypKZqkjalFwRkZa808IEehPor3r~N10cVXb0IpKOA7NsYJf5uK7cNHzfxcPYhOZgkNpN~Y~49LETIa8kTifKlVlb9GRk6rD9bbWKnh1Q4Krwt0B7nqANFruwxnZbUipZWBe2hHC2PgrJ6kB8A3ZA861-GU7Vkvcw__&Key-Pair-Id=K27TQMT39R1C8A,1265
