DEWEYVILLE H S, ORANGE, TX
DEWITT HIGH SCHOOL, DEWITT, MI
DEWITT MIDDLE SCHOOL, ITHACA, NY
DEWITT ROAD ELEMENTARY SCHOOL, WEBSTER, NY
DEWITT-LAVACA SPECIAL ED CO-OP, YOAKUM, TX
DEWOLF CONTINUATION HIGH, FRESNO, CA
DEXTER ELEM, DEXTER, KS
DEXTER ELEMENTARY SCHOOL, DEXTER, IA
DEXTER ELEMENTARY SCHOOL, DEXTER, NY
DEXTER ELEMENTARY SCHOOL, TYLERTOWN, MS
DEXTER HIGH, DEXTER, NM
DEXTER MCCARTY MIDDLE SCHOOL, GRESHAM, OR
DEXTER PARK, ORANGE, MA
DIABLO VALLEY MONTESSORI SCHOOL, LAFAYETTE, CA
DIABLO VIEW MIDDLE, CLAYTON, CA
DIABLO VISTA ELEMENTARY, ANTIOCH, CA
DIABLO VISTA MIDDLE, DANVILLE, CA
DIAMOND CANYON CHRISTIAN PRESCHOOL, DIAMOND BAR, CA
DIAMOND CANYON ELEMENTARY, ANTHEM, AZ
DIAMOND ELEMENTARY, SANTA ANA, CA
DIAMOND LAKE ELEM SCHOOL, MUNDELEIN, IL
DIAMOND POINT ELEMENTARY, DIAMOND BAR, CA
DIAMOND RIDGE HIGH SCHOOL, SANDY, UT
DIAMOND RIDGE SCHOOL, SALT LAKE CITY, UT
DIAMOND VALLEY ELEMENTARY, MARKLEEVILLE, CA
DIAMOND VALLEY SCHOOL, ST GEORGE, UT
DIAMOND VIEW MIDDLE, SUSANVILLE, CA
DIAMONDBACK ELEMENTARY SCHOOL, BULLHEAD CITY, AZ
DIANE S. LEICHMAN CAREER PREPARATORY AND TRANSITION CENTER, RESEDA, CA
DIANE WINBORN EL, KATY, TX
DIANN BANKSWILLIAMSON EDUCATIONAL CENTER, DETROIT, MI
DIANNE M PELLERIN CENTER, CLINTON TOWNSHIP, MI
DIAZ J H, HIDALGO, TX
DIBBLE ES, BLANCHARD, OK
DICK WILLIAM SCH, PHILADELPHIA, PA
DICKENS SANOMI ACADEMY, PLANTATION, FL
DICKENSON ELEMENTARY SCHOOL, TAMPA, FL
DICKERSON MIDDLE SCHOOL, MARIETTA, GA
DICKEY EL SCH, LOCK HAVEN, PA
DICKEY HILL ELEMENTARY/MIDDLE, BALTIMORE, MD
DICKINSON (JOHN) HIGH SCHOOL, WILMINGTON, DE
DICKINSON AVENUE ELEMENTARY SCHOOL, EAST NORTHPORT, NY
DICKINSON CATHOLIC SCHOOLS, DICKINSON, ND
DICKINSON CONTINUATION CENTER, DICKINSON, TX
DICKINSON ELEMENTARY, DE PERE, WI
DICKINSON FINE ARTS ACADEMY, SOUTH BEND, IN
DICKINSON IRON EARLY CHILDHOOD EDUCATION, KINGSFORD, MI
DICKSON COUNTY HIGH SCHOOL, DICKSON, TN
DICKSON ELEMENTARY, DICKSON, TN
DIECK ELEMENTARY SCHOOL, SWARTZ CREEK, MI
DIEGO HILLS CENTRAL PUBLIC CHARTER, SAN DIEGO, CA
DIEHL SCH, ERIE, PA
DIERINGER HEIGHTS ELEMENTARY, LAKE TAPPS, WA
DIERKS ES, BROKEN BOW, OK
DIERKS HIGH SCHOOL, DIERKS, AR
DIETRICH SCHOOL, DIETRICH, ID
DIGITAL ARTS AND TECHNOLOGY, ALBUQUERQUE, NM
DIGITAL FILM ACADEMY, NEW YORK, NY
DIGITAL HARBOR HIGH SCHOOL, BALTIMORE, MD
DIGITAL MEDIA INSTITUTE AT INTERTECH, SHREVEPORT, LA
DIGRIGOLI SCHOOL OF COSMETOLOGY, WEST SPRINGFIELD, MA
DIKAIOS CHRISTIAN ACADEMY, SAN  BERNARDINO, CA
DIKE ELEMENTARY SCHOOL, DIKE, IA
DIKE-NEW HARTFORD HIGH SCHOOL, DIKE, IA
DIKE-NEWELL SCHOOL, BATH, ME
DILDINE ELEMENTARY, CHEYENNE, WY
DILLARD ACADEMY, GOLDSBORO, NC
DILLARD MIDDLE, GOLDSBORO, NC
DILLARD STREET ELEMENTARY, WINTER GARDEN, FL
DILLER-ODELL SECONDARY SCHOOL, ODELL, NE
DILLEY H S, DILLEY, TX
DILLINGHAM CORRESPONDENCE SCHOOL, DILLINGHAM, AK
DILLON COUNTY APPLIED TECHNOLOGY CENTER, DILLON, SC
DILLON ELEMENTARY SCHOOL, ROCK FALLS, IL
DILLON MIDDLE SCHOOL, DILLON, MT
DILLON VALLEY ELEMENTARY SCHOOL, DILLON, CO
DILLSBORO ELEMENTARY SCHOOL, DILLSBORO, IN
DILWORTH ELEMENTARY, CHARLOTTE, NC
DILWORTH ELEMENTARY, DILWORTH, MN
DIME BOX SCHOOL, DIME BOX, TX
DIMMICK COMM CONS SCHOOL, LA SALLE, IL
DIMMITT MIDDLE SCHOOL, SEATTLE, WA
DIMON ELEMENTARY, COLUMBUS, GA
DIMOND HIGH SCHOOL, ANCHORAGE, AK
DINE COLLEGE, TSAILE, AZ
DINGEMAN ELEMENTARY, SAN DIEGO, CA
DINGLE ELEMENTARY, WOODLAND, CA
DINUBA ADULT, DINUBA, CA
DINWIDDIE COUNTY HIGH, DINWIDDIE, VA
DINWIDDIE ELEMENTARY, DINWIDDIE, VA
DIPLOMA GOLD ADULT, SUSANVILLE, CA
DIRIGO HIGH SCHOOL, DIXFIELD, ME
DIRKSEN ELEM SCHOOL, CHICAGO, IL
DIRKSEN JUNIOR HIGH SCHOOL, JOLIET, IL
DISCOVER LEARNING CENTER, CHESAPEAKE, VA
DISCOVER MONTESSORI ACADEMY, MIAMI LAKES, FL
DISCOVERY, LANCASTER, CA
DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL, COLORADO SPRINGS, CO
DISCOVERY CENTRAL, MARQUETTE, MI
DISCOVERY CHARTER, RALEIGH, NC
DISCOVERY CHARTER SCHOOL, COLUMBUS, WI
DISCOVERY CHARTER SCHOOL, ROCHESTER, NY
DISCOVERY CHARTER SCHOOL HILLPOINTE, LAS VEGAS, NV
DISCOVERY CHRISTIAN SCHOOL, FLORENCE, MS
DISCOVERY CORNER CHILDCARE AND ENRICHMENT CENTER, CHERRY HILL, NJ
DISCOVERY DAYS INSTITUTE OF LEARNING, EDGEWATER, FL
DISCOVERY ELEMENTARY, EVERETT, WA
DISCOVERY ELEMENTARY, GRAND RAPIDS, MI
DISCOVERY ELEMENTARY SCHOOL, MERIDIAN, ID
DISCOVERY KEY ELEMENTARY SCHOOL, LAKE WORTH, FL
DISCOVERY MIDDLE SCHOOL, ALEXANDRIA, MN
DISCOVERY MIDDLE SCHOOL, GRANGER, IN
DISCOVERY MIDDLE SCHOOL, LIBERTY, MO
DISCOVERY PUBLIC SCHOOL FARIBAULT, FARIBAULT, MN
DISCOVERY RIDGE ELEMENTARY, O'FALLON, MO
DISCOVERY SCHOOL, BRIGHAM CITY, UT
DISCOVERY SCHOOL, MANSFIELD, OH
DISCOVERY WORLD MONTESSORI, WALNUT, CA
DISNARD ELEMENTARY SCHOOL, CLAREMONT, NH
DISTRICT AUTISM PROGRAM, NORTH GROSVENORDA, CT
DIVINE MERCY CATHOLIC ACADEMY, OZONE PARK, NY
DIVINE MERCY CATHOLIC SCHOOL, FARIBAULT, MN
DIVINE MERCY SCHOOL, PAYNE, OH
DIVINE MERCY SCHOOL, SOUTH MILWAUKEE, WI
DIVINE PROVIDENCE ACADEMY RAVENNA, RAVENNA, MI
DIVINE PROVIDENCE PRESCHOOL & KINDERGARTEN, LOS ANGELES, CA
DIVINE REDEEMER SCHOOL, FORD CITY, PA
DIVINE SAVIOR HOLY ANGELS HIGH SCHOOL, MILWAUKEE, WI
DIVISION AVENUE SENIOR HIGH SCHOOL, LEVITTOWN, NY
DIXIE ATTENDANCE CENTER, HATTIESBURG, MS
DIXIE BEE ELEMENTARY SCHOOL, TERRE HAUTE, IN
DIXIE COUNTY HIGH SCHOOL, CROSS CITY, FL
DIXIE ELEMENTARY SCHOOL, OPELIKA, AL
DIXON 7-8, DIXON, MT
DIXON COMMUNITY DAY, DIXON, CA
DIXON ELEMENTARY SCHOOL, IRVINGTON, AL
DIXON ROAD ELEMENTARY, WILLOW SPRING, NC
DOAK ELEMENTARY, GREENEVILLE, TN
DOCTOR FRANKLIN PERKINS SCHOOL, LANCASTER, MA
DODD CITY SCHOOL, DODD CITY, TX
DODDRIDGE COUNTY ELEMENTARY SCHOOL, WEST UNION, WV
DODGE CITY HIGH SCHOOL, DODGE CITY, KS
DODGELAND MIDDLE, JUNEAU, WI
DODSON PRI, DENVER CITY, TX
DOGAN EL, HOUSTON, TX
DOGAN MIDDLE, TYLER, TX
DOGWOOD ELEM., CAMDENTON, MO
DOGWOOD ELEMENTARY, BALTIMORE, MD
DOGWOOD HILLS SCHOOL, ELDON, MO
DOHERTY MEMORIAL HIGH, WORCESTER, MA
DOHRON WILSON ELEMENTARY SCHOOL, MECHANICSBURG, OH
DOLBY ELEMENTARY SCHOOL, LAKE CHARLES, LA
DOLLARWAY HIGH SCHOOL, PINE BLUFF, AR
DOLORES HUERTA ELEMENTARY, LENNOX, CA
DOMINICAN COLLEGE OF BLAUVELT, ORANGEBURG, NY
DOMINICAN SCHOOL OF PHILOSOPHY & THEOLOGY, BERKELEY, CA
DOMINION CHRISTIAN SCHOOL, OAKTON, VA
DOMINION HIGH, STERLING, VA
DON CARTER EL, ROSENBERG, TX
DON D STEED ELEMENTARY, RAEFORD, NC
DON PEDRO ELEMENTARY, LA GRANGE, CA
DON PEDRO HIGH, LA GRANGE, CA
DON R DANIEL NINTH GRADE CAMPUS, ALEDO, TX
DON RIGGIO, STOCKTON, CA
DON SMITH LEARNING ACADEMY, BEAVER DAM, WI
DON STOWELL ELEMENTARY, MERCED, CA
DONALD D. SIEGRIST ELEM., PLATTE CITY, MO
DONALD EL, FLOWER MOUND, TX
DONALD J HOBBS MIDDLE SCHOOL, SHELLEY, ID
DONALD R. KUHN JUVENILE CENTER, JULIAN, WV
DONALD S. JORDAN INTERMEDIATE, GARDEN GROVE, CA
DONALDSON ELEM SCH, OAKDALE, PA
DONALDSONVILLE HIGH SCHOOL, DONALDSONVILLE, LA
DONEGAL EL SCH, JONES MILLS, PA
DONEGAL HS, MOUNT JOY, PA
DONEGAL INTERMEDIATE SCHOOL, MARIETTA, PA
DONEHOO ELEMENTARY SCHOOL, GADSDEN, AL
DONNA J. BEASLEY TECHNICAL ACADEMY, LEHIGH ACRES, FL
DONNA NORTH H S, DONNA, TX
DONNA PARK, HURST, TX
DONNELLY ELEMENTARY, DONNELLY, ID
DONNIE BICKHAM MIDDLE SCHOOL, SHREVEPORT, LA
DONOVAN SR HIGH SCHOOL, DONOVAN, IL
DONUM DEI CLASSICAL ACADEMY, SAN FRANCISCO, CA
DOOLEN MIDDLE SCHOOL, TUCSON, AZ
DOON CHRISTIAN SCHOOL, DOON, IA
DOOR PRAIRIE ADVENTIST CHRISTIAN SCHOOL, LAPORTE, IN
DORA ELEM., DORA, MO
DORA ROMERO EL, LOS FRESNOS, TX
DORAL ACADEMY OF COLORADO, ARVADA, CO
DORAL ACADEMY WEST PEBBLE, LAS VEGAS, NV
DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE, DORAL, FL
DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY, DORAL, FL
DORCHESTER ELEMENTARY SCHOOL, DORCHESTER, NE
DORCHESTER ELEMENTARY SCHOOL, WOODCLIFF LAKE, NJ
DORIE MILLER INT, ENNIS, TX
DORIS CULLINS-LAKE POINTE EL, ROWLETT, TX
DORIS FRENCH ELEMENTARY SCHOOL, LAS VEGAS, NV
DORIS HENDERSON NEWCOMERS SCH, GREENSBORO, NC
DORMAN HIGH FRESHMAN CAMPUS, ROEBUCK, SC
DOROTHY AND NOBLE HARRELSON SCHOOL, PURYEAR, TN
DOROTHY DODDS ELEMENTARY SCHOOL, MOORHEAD, MN
DOROTHY P ADKINS EL, LANTANA, TX
DORSEY ATTENDANCE CENTER, FULTON, MS
DORSEY BUSINESS SCHOOLS-LANSING, LANSING, MI
DORSEYVILLE ELEMENTARY SCHOOL, WHITE CASTLE, LA
DORT ELEMENTARY SCHOOL, ROSEVILLE, MI
DORTON ELEMENTARY SCHOOL, DORTON, KY
DOS CAMINOS ELEMENTARY, CAMARILLO, CA
DOSS HIGH, LOUISVILLE, KY
DOT LAKE SCHOOL, DOT LAKE, AK
DOTHAN BROOK SCHOOL, WHITE RIVER JUNCTION, VT
DOTHAN TECHNOLOGY CENTER, DOTHAN, AL
DOTY MEMORIAL SCHOOL, WORCESTER, VT
DOUDNA ELEMENTARY, RICHLAND CENTER, WI
DOUGLAS CO WEST ALTERNATIVE HIGH SCHOOL, WATERLOO, NE
DOUGLAS ELEMENTARY, TRENTON, SC
DOUGLAS INTERMEDIATE SCHOOL, DOUGLAS, WY
DOUGLAS J AVEDA INSTITUTE - ROYAL OAK, ROYAL OAK, MI
DOUGLAS MACARTHUR ELEMENTARY, ALEXANDRIA, VA
DOUGLAS T. ORCHARD SCHOOL, WEST VALLEY CITY, UT
DOUGLASS ACADEMY, WILMINGTON, NC
DOUGLASS SCHOOL, LEESBURG, VA
DOUGLASVILLE SDA ELEMENTARY SCHOOL, DOUGLASVILLE, GA
DOVE DAY SCHOOL- EDUCATIONAL PROGRAMS- INC., SAN DIMAS, CA
DOVE SCH OF DISCOVERY ES TULSA, TULSA, OK
DOVER FIRST CHRISTIAN SCHOOL, DOVER, DE
DOVER HIGH SCHOOL, DOVER, DE
DOVER HIGH SCHOOL, DOVER, OH
DOVER HS, DOVER, OK
DOVER INTERMEDIATE SCHOOL, WESTLAKE, OH
DOVER SHORES ELEMENTARY, ORLANDO, FL
DOVER-EYOTA HIGH SCHOOL, EYOTA, MN
DOWDS ELEMENTARY SCHOOL, SHELBY, OH
DOWLING ELEMENTARY, MINNEAPOLIS, MN
DOWNE TOWNSHIP ELEMENTARY SCHOOL, NEWPORT, NJ
DOWNERS GROVE ADVENTIST SCHOOL, DOWNERS GROVE, IL
DOWNEY CHRISTIAN SCHOOL, ORLANDO, FL
DOWNIE (CARRIE) ELEMENTARY SCHOOL, NEW CASTLE, DE
DOWNRIVER HIGH SCHOOL, ROCKWOOD, MI
DOWNRIVER VIRTUAL ACADEMY, ECORSE, MI
DOWNSVILLE CENTRAL SCHOOL, DOWNSVILLE, NY
DOWNSVILLE ELEMENTARY, DOWNSVILLE, WI
DOWNTOWN SCHOOL, DES MOINES, IA
DOWS LANE (K-3) SCHOOL, IRVINGTON, NY
DOYLE ELEMENTARY, SAN DIEGO, CA
DOYLINE HIGH SCHOOL, DOYLINE, LA
DOZIER EL, FORT WORTH, TX
DR A PANTOJA COMM SCH EXCLLNCE -#18, BUFFALO, NY
DR ALEJO SALINAS JR EL, HIDALGO, TX
DR ANDY HALL EARLY EDUC CTR, MT VERNON, IL
DR CLEVELAND STEWARD JR EL SCH, MONROEVILLE, PA
DR GEORGE BLACKMAN ECC, BUFFALO, NY
DR H B TANNER ELEMENTARY, KAUKAUNA, WI
DR HESIQUIO RODRIGUEZ EL, HARLINGEN, TX
DR HUBERT EATON SR ELEM, WILMINGTON, NC
DR JOHN C PAGE SCHOOL, WEST NEWBURY, MA
DR JOHN CODINGTON ELEM, WILMINGTON, NC
DR JULIAN ROGUS SCHOOL, FRANKFORT, IL
DR KAY TEER CRAWFORD EL, EDINBURG, TX
DR LENA EDWARDS ACADEMIC CHARTER SCHOOL, JERSEY CITY, NJ
DR LEO CIGARROA H S, LAREDO, TX
DR LEWIS S LIBBY SCHOOL, MILFORD, ME
DR N H JONES ELEMENTARY SCHOOL, OCALA, FL
DR NICK OSBORNE PRIMARY CENTER, MOUNT VERNON, IL
DR PEDRO ALBIZU CAMPOS, JUANA DIAZ, PR
DR PEDRO ALBIZU CAMPOS, PONCE, PR
DR PRESTON L WILLIAMS JR ELEM SCH, URBANA, IL
DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL, BRONX, NY
DR ROBERT KETTERER CS INC., LATROBE, PA
DR RONALD E MCNAIR JH, PEARLAND, TX
DR SUE A SHOOK SCHOOL, EL PASO, TX
DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS, BROOKLYN, NY
DR TOMAS RIVERA EL, CRYSTAL CITY, TX
DR. ALBERT M. BEAN SCHOOL, PINE HILL, NJ
DR. BERNICE JAMESON TODD ACADEMY, CORONA, CA
DR. C OWEN ROUNDY ELEMENTARY SCHOOL, LAS VEGAS, NV
DR. CARLOS GONZALEZ, AGUADA, PR
DR. CHARLES P. DEFUCCIO SCHOOL, JERSEY CITY, NJ
DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL, MIAMI GARDENS, FL
DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL, QUEEN CREEK, AZ
DR. GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL, RICHMOND HILL, GA
DR. H. O. SMITH ELEMENTARY SCHOOL, HUDSON, NH
DR. HERIBERTO DOMENECH, ISABELA, PR
DR. J. MICHAEL MCGRATH ELEMENTARY, NEWHALL, CA
DR. JAMES CRAIK ELEMENTARY SCHOOL, POMFRET, MD
DR. JOHN A. LANGFORD SCHOOL, EAST HARTFORD, CT
DR. JORGE ALVAREZ HS, PROVIDENCE, RI
DR. JOSE M. LAZARO, CAROLINA, PR
DR. KEVIN M. HURLEY MIDDLE SCHOOL, SEEKONK, MA
DR. MARY MCLEOD BETHUNE ELEMENTARY, RIVIERA BEACH, FL
DR. MAY ANGELOU ELEMENTARY SCHOOL, JERSEY CITY, NJ
DR. MICHAEL M. KROP SENIOR HIGH, MIAMI, FL
DR. MILDRED DALTON HENRY ELEMENTARY, SAN BERNARDINO, CA
DR. MODESTO RIVERA RIVERA, CAROLINA, PR
DR. PETER MARSHALL, ANAHEIM, CA
DR. PHILLIPS HIGH, ORLANDO, FL
DR. SALLY K. RIDE ELEMENTARY, GERMANTOWN, MD
DR. SAMMY LEE MEDICAL AND HEALTH SCIENCE MAGNET ELEMENTARY, LOS ANGELES, CA
DR. W.J. CREEL ELEMENTARY SCHOOL, MELBOURNE, FL
DR. WALTER C. RALSTON INTERMEDIATE, GARDEN GROVE, CA
DRA. MARIA SOCORRO LACOT, GUAYAMA, PR
DRAKE ELEM SCHOOL, CHICAGO, IL
DRAKE MIDDLE SCHOOL, AUBURN, AL
DRAKE SCHOOL, NORTH TONAWANDA, NY
DRAKE UNIVERSITY, DES MOINES, IA
DRANESVILLE ELEMENTARY, HERNDON, VA
DRAPER MIDDLE SCHOOL, SCHENECTADY, NY
DRAPER PARK MIDDLE, DRAPER, UT
DRAYTON HALL ELEMENTARY, CHARLESTON, SC
DRAYTONVILLE ELEMENTARY, GAFFNEY, SC
DREAM ACADEMY ALTERNATIVE SCHOOL OF CHOICE, BENTON HARBOR, MI
DREAM CHARTER SCHOOL, NEW YORK, NY
DREAM DINE, SHIPROCK, NM
DREAM TECHNICAL ACADEMY, WILLMAR, MN
DRESDEN ELEMENTARY, DRESDEN, TN
DRESDEN ELEMENTARY SCHOOL, STERLING HEIGHTS, MI
DRESSEL ELEMENTARY SCHOOL, ST. LOUIS, MO
DRESSER ELEMENTARY, DRESSER, WI
DREW (CHARLES) COLLEGE PREPARATORY ACADEMY, SAN FRANCISCO, CA
DREW EL, CROSBY, TX
DREW ELEMENTARY SCHOOL, WEST MONROE, LA
DREW ES, WASHINGTON, DC
DREW HUNTER MIDDLE SCHOOL, DREW, MS
DREWRY MASON ELEMENTARY, RIDGEWAY, VA
DREXEL ELEM SCHOOL, CICERO, IL
DREXEL HILL MS, DREXEL HILL, PA
DREXEL NEUMANN ACADEMY, CHESTER, PA
DREXEL UNIVERSITY - QUEEN LANE CAMPUS, PHILADELPHIA, PA
DREXLER MIDDLE- INTERMEDIATE SCHOOL, FARLEY, IA
DRIFFILL ELEMENTARY, OXNARD, CA
DRIFTWOOD ELEMENTARY SCHOOL, HOLLYWOOD, FL
DRIFTWOOD ELEMENTARY SCHOOL, PORT ORFORD, OR
DRIGGERS EL, SAN ANTONIO, TX
DRIGGS ELEMENTARY SCHOOL, DRIGGS, ID
DRISCOLL ELEMENTARY SCHOOL, DAYTON, OH
DRISCOLL MIDDLE, CORPUS CHRISTI, TX
DRISCOLL MIDDLE, SAN ANTONIO, TX
DRISWOOD ELEMENTARY SCHOOL, SHENANDOAH JUNCTION, WV
DRIVER ELEMENTARY, SUFFOLK, VA
DRUID HILL ELEMENTARY SCHOOL, OMAHA, NE
DRUID HILLS ACADEMY, CHARLOTTE, NC
DRUID HILLS MIDDLE SCHOOL, DECATUR, GA
DRUM INTERMEDIATE, UNIVERSITY PLA, WA
DRUMMOND ES, DRUMMOND, OK
DRUMMOND ISLAND ELEM SCHOOL, DRUMMOND ISLAND, MI
DRUMMOND SCHOOL, DRUMMOND, MT
DRUMMONDS ELEMENTARY, DRUMMONDS, TN
DRUMRIGHT HS, DRUMRIGHT, OK
DRURY UNIVERSITY, SPRINGFIELD, MO
DRY CREEK ELEMENTARY, RIO LINDA, CA
DRYDEN ELEMENTARY, DRYDEN, VA
DRYDEN ELEMENTARY SCHOOL, DRYDEN, NY
DRYDEN HIGH SCHOOL, DRYDEN, MI
DRYDEN HIGH SCHOOL, DRYDEN, NY
DRYDEN MIDDLE SCHOOL, DRYDEN, NY
DSST: CONSERVATORY GREEN MIDDLE SCHOOL, DENVER, CO
DSST: GREEN VALLEY RANCH MIDDLE SCHOOL, DENVER, CO
DUAL IMMERSION ACADEMY, SALT LAKE CITY, UT
DUAL LANGUAGE & ARTS MAGNET MIDDLE SCHOOL, WATERFORD, CT
DUAL LANGUAGE IMMERSION NORTH COUNTY, VISTA, CA
DUANESBURG HIGH SCHOOL, DELANSON, NY
DUARTE HIGH, DUARTE, CA
DUBACH SCHOOL, DUBACH, LA
DUBLIN ADULT EDUCATION, DUBLIN, CA
DUBLIN CHRISTIAN ACADEMY, DUBLIN, NH
DUBLIN CONSOLIDATED SCHOOL, DUBLIN, NH
DUBLIN ELEMENTARY, DUBLIN, CA
DUBLIN ELEMENTARY, STREET, MD
DUBLIN ELEMENTARY, WHITE LAKE, MI
DUBLIN HIGH SCHOOL, DUBLIN, GA
DUBLIN LEARNING ACADEMY, DUBLIN, OH
DUBLIN MIDDLE SCHOOL, DUBLIN, GA
DUBLIN PRIMARY, DUBLIN, NC
DUBLIN SCIOTO HIGH SCHOOL, DUBLIN, OH
DUBNOFF CENTER FOR CHILD DEVELOPMENT, NORTH HILLS, CA
DUBOIS ELEMENTARY SCHOOL, DUBOIS, IN
DUBOIS INTEGRITY ACADEMY, RIVERDALE, GA
DUBOSE INT, ALICE, TX
DUBUQUE SENIOR HIGH SCHOOL, DUBUQUE, IA
DUCHESNE ACADEMY OF THE SACRED HEART, OMAHA, NE
DUCHESNE ELEM., FLORISSANT, MO
DUCHESNE HIGH SCHOOL, SAINT CHARLES, MO
DUCK SPRINGS ELEMENTARY SCHOOL, ATTALLA, AL
DUCKREY TANNER SCH, PHILADELPHIA, PA
DUDLEY ELEMENTARY SCHOOL, GOTHENBURG, NE
DUDLEY MIDDLE SCHOOL, DUDLEY, MA
DUDLEY SCHOOL, BATTLE CREEK, MI
DUDLEY SCHOOL, FAIRPORT, NY
DUDLEY SHOALS ELEMENTARY, GRANITE FALLS, NC
DUDLEY STREET NEIGHBORHOOD CHARTER SCHOOL, BOSTON, MA
DUE WEST ELEMENTARY SCHOOL, MARIETTA, GA
DUEBER ELEMENTARY SCHOOL, CANTON, OH
DUELLO ELEM., LAKE ST LOUIS, MO
DUFF-ALLEN CENTRAL ELEMENTARY, EASTERN, KY
DUFFY SCHOOL, WEST HARTFORD, CT
DUFUR SCHOOL, DUFUR, OR
DUG GAP ELEMENTARY SCHOOL, DALTON, GA
DUGAN-TARANGO MIDDLE, LORDSBURG, NM
DUGGER UNION COMMUNITY SCHOOL CORP, DUGGER, IN
DUJARDIN ELEMENTARY SCHOOL, BLOOMINGDALE, IL
DUKE SCHOOL, HAW RIVER, NC
DULANEY HIGH, TIMONIUM, MD
DULARGE ELEMENTARY SCHOOL, HOUMA, LA
DULCE HIGH, DULCE, NM
DULLES ELEM SCHOOL, CHICAGO, IL
DULUTH ADVENTIST CHRISTIAN SCHOOL, DULUTH, GA
DULUTH AREA LEARNING CENTER, DULUTH, MN
DULUTH HIGH SCHOOL, DULUTH, GA
DUMAS HIGH SCHOOL, DUMAS, AR
DUMBARTON MIDDLE, BALTIMORE, MD
DUMFRIES ELEMENTARY, DUMFRIES, VA
DUMMERSTON SCHOOLS, EAST DUMMERSTON, VT
DUMONT HIGH SCHOOL, DUMONT, NJ
DUNAIRE ELEMENTARY SCHOOL, STONE MOUNTAIN, GA
DUNBAR (PAUL LAURENCE) ELEMENTARY SCHOOL, LAUREL, DE
DUNBAR COLLEGE PREPARATORY ACADEMY, LUBBOCK, TX
DUNBAR CREATIVE PERFORMING ARTS, MOBILE, AL
DUNBAR EARLY COLLEGE HIGH SCHOOL, DAYTON, OH
DUNBAR ELEMENTARY, MEMPHIS, TN
DUNBAR ELEMENTARY MAGNET SCHOOL, TAMPA, FL
DUNBAR ELEMENTARY SCHOOL, TALLMADGE, OH
DUNBAR H S, FORT WORTH, TX
DUNBAR HILL SCHOOL, HAMDEN, CT
DUNBAR HS, WASHINGTON, DC
DUNBAR INTERMEDIATE CENTER, DUNBAR, WV
DUNBAR INTERMEDIATE ES, OKMULGEE, OK
DUNBAR MAGNET MIDDLE SCHOOL, LITTLE ROCK, AR
DUNBAR MIDDLE, DICKINSON, TX
DUNBAR PAUL L SCH, PHILADELPHIA, PA
DUNBARTON ELEMENTARY SCHOOL, DUNBARTON, NH
DUNCAN CHAPEL ELEMENTARY, GREENVILLE, SC
DUNCAN CREEK ELEMENTARY, HOSCHTON, GA
DUNCAN EL, FORT HOOD, TX
DUNCAN ELEMENTARY, DUNCAN, AZ
DUNCAN ELEMENTARY, DUNCAN, SC
DUNCAN FALLS ELEMENTARY SCHOOL, DUNCAN FALLS, OH
DUNCAN HOLBERT, WATSONVILLE, CA
DUNCAN HS, DUNCAN, OK
DUNCAN LAKE EARLY CHILDHOOD CENTER, CALEDONIA, MI
DUNCANVILLE MIDDLE SCHOOL, DUNCANVILLE, AL
DUNCOMBE ELEMENTARY SCHOOL, FORT DODGE, IA
DUNDEE COMMUNITY HIGH SCHOOL, DUNDEE, MI
DUNDEE ELEM SCHOOL, OMAHA, NE
DUNDEE ELEMENTARY SCHOOL, DUNDEE, MS
DUNDEE ELEMENTARY SCHOOL, DUNDEE, NY
DUNDEE ELEMENTARY SCHOOL, DUNDEE, OH
DUNDEE HIGHLANDS ELEM SCHOOL, WEST DUNDEE, IL
DUNDEE MIDDLE SCHOOL, DUNDEE, IL
DUNDEE RIDGE MIDDLE ACADEMY, DUNDEE, FL
DUNDEE-CROWN HIGH SCHOOL, CARPENTERSVILLE, IL
DUNDY CO STRATTON HIGH SCHOOL, BENKELMAN, NE
DUNEDIN ACADEMY, DUNEDIN, FL
DUNEDIN ELEMENTARY SCHOOL, DUNEDIN, FL
DUNELLEN HIGH SCHOOL, DUNELLEN, NJ
DUNGANNON INTERMEDIATE, DUNGANNON, VA
DUNHAM CHARTER, PETALUMA, CA
DUNIWAY ELEMENTARY SCHOOL, PORTLAND, OR
DUNIWAY MIDDLE SCHOOL, MCMINNVILLE, OR
DUNKERTON ELEMENTARY, DUNKERTON, IA
DUNLAP ELEMENTARY SCHOOL, SEATTLE, WA
DUNLAP GRADE SCHOOL, DUNLAP, IL
DUNLEITH ELEMENTARY SCHOOL, MARIETTA, GA
DUNLOE ELEMENTARY SCHOOL, COLUMBUS, OH
DUNLOGGIN MIDDLE, ELLICOTT CITY, MD
DUNLOW ELEMENTARY SCHOOL, DUNLOW, WV
