name,city,state,website
PAWS ACADEMY,BATAVIA,IL,
PAYETTE ALTERNATIVE CENTER,PAYETTE,ID,
PEDRO J. RODRIGUEZ OQUENDO,CAROLINA,PR,
PEDRO LOPEZ CANINO,DORADO,PR,
PENFIELD EL SCH,PENFIELD,PA,
PENINSULA MARINE INSTITUTE,NEWPORT NEWS,VA,
PENNVILLE ELEMENTARY SCHOOL,PENNVILLE,IN,
PERCHAS DIAZ,MOROVIS,PR,
PESA PARCELAS,CIALES,PR,
PETERSBURG REGIONAL ALTERNATIVE,PETERSBURG,VA,
PINK SCHOOL,MARSLAND,NE,
PLATTE COLONY ELEMENTARY - 10,ACADEMY,SD,
POLAND NORTH PRESCHOOL,POLAND,OH,
PORFIRIO CRUZ GARCIA,COROZAL,PR,
PRAIRIE ELK COLONY SCHOOL,WOLF POINT,MT,
PRESCOTT SPECIAL ED PRE-SCHOOL,PRESCOTT,WA,
PRESTIGE PREPARATORY ACADEMY,NORTH CHARLESTON,SC,
PRIMARY DCD - SNW,MONTICELLO,MN,
PROGRAM FOR ACADEMIC AND CAREER ENHANCEMENT (PACE),GLEN ALLEN,VA,
PROJECT BRIDGE/RUSSELL CO,LEBANON,VA,
PROJECT RENEW/NORTHAMPTON CO,MACHIPONGO,VA,
PROJECT RETURN/FLUVANNA CO,PALMYRA,VA,
PROVE HIGH SCHOOL,LAKE STEVENS,WA,
PURIFICACION RODRIGUEZ,COAMO,PR,
R D BROWN VOC CENTER,BILOXI,MS,
R E SIMPSON SCHOOL,PHOENIX,AZ,
R.P. PABLO GUTIERREZ FLORES,AGUADA,PR,
RABANAL,AIBONITO,PR,
RAES EAST ALT ED,GALESBURG,IL,
RAES WEST,MONMOUTH,IL,
RAFAEL COLON SALGADO,BAYAMON,PR,
RAMON B. LOPEZ,CATANO,PR,
RAMON E. RODRIGUEZ DIAZ,HORMIGUEROS,PR,
RAMON MARIA TORRES,SAN SEBASTIAN,PR,
RAMON T. RIVERA (SU LAJITA),BARRANQUITAS,PR,
RAVENNA CHILD CARE PRESCHOOL,RAVENNA,OH,
REACHING INDIVIDUAL STUDENT EXCELLENCE,PORT READING,NJ,
READ-TURRENTINE EL,SILSBEE,TX,
REAL SPECIAL ED CTR,RICHMOND,VA,
RED RIVER ALC - BARNESVILLE 146,MOORHEAD,MN,
RED ROCK RIDGE MID-LEVEL ALC,WINDOM,MN,
REDIRECTION ALTERNATIVE EDUCATION,ORANGE,VA,
REDWOOD VALLEY ALTERNATIVE,REDWOOD FALLS,MN,
REGIONAL ALTERNATIVE EDUCATION CENTER/BUENA VISTA,BUENA VISTA,VA,
REGIONAL ALTERNATIVE/WYTHE CO,WYTHEVILLE,VA,
RESIDENTIAL CONSORTIUM,SEATTLE,WA,
RICARDO ARROYO LARACUENTE,DORADO,PR,
RICH HILL YOUTH DEV. CTR.,RICH HILL,MO,
RICHMOND HOSPITAL EP.,RICHMOND,VA,
RIRIE JR/SR HIGH SCHOOL,RIRIE,ID,
RISING STARS ACADEMY ON GLENMORE,CINCINNATI,OH,
RISING STARS ACADEMY ON HARRISON,CINCINNATI,OH,
RIVERSIDE YOUTH CORR FACIL EL,BOULDER,MT,
ROMAN COLON CORREA (RIO JUEYES),COAMO,PR,
ROOSEVELT-PERRY ELEMENTARY,LOUISVILLE,KY,
ROSA BERNARD,RIO GRANDE,PR,
ROY 7-8,ROY,MT,
RTC 1,BOYS TOWN,NE,
RTR ALC,TYLER,MN,
RUBEN RODRIGUEZ FIGUEROA,NARANJITO,PR,
RUFINO HUERTAS,COAMO,PR,
SABINA ELEMENTARY SCHOOL,SABINA,OH,
SAI CAMP CASSIDY LAKE,CHELSEA,MI,
SAINT THOMAS ELEMENTARY SCHOOL,SAINT THOMAS,ND,
SAINT THOMAS HIGH SCHOOL,SAINT THOMAS,ND,
SANTA MARIA JJAEP,SANTA MARIA,TX,
SANTA ROSA JJAEP,SAN BENITO,TX,
SANTIAGO R. PALMER SUPERIOR,CAMUY,PR,
SATELLITE HIGH SCHOOL,SEATTLE,WA,
SAVANNAH EL,AUBREY,TX,
SCOBEY 7-8,SCOBEY,MT,
SCOTT CHILD DEVELOPMENT CENTER,OXFORD,MS,
SECOND CHANCE ACADEMY,ROSCOMMON,MI,
SEN./TATE CO. OPTIONAL LEARNING CEN,SENATOBIA,MS,
SERV BY APPT,AMERICAN FORK,UT,
SEVIER CONNECTION ONLINE,RICHFIELD,UT,
SHAWMUT SCHOOL,SHAWMUT,MT,
SHENANDOAH VALLEY REG ALTERNATIVE ED/GENESIS,STAUNTON,VA,
SHERWOOD,WILLITS,CA,
SMOUSE OPPORTUNITY SCHOOL,DES MOINES,IA,
SMYLIE WILSON MIDDLE,LUBBOCK,TX,
SOUTH BRANDYWINE MS,EAST FALLOWFIELD,PA,
SOUTH REGION DEAF,OREM,UT,
SOUTH SIDE EXTENDED RESOURCE,BRISTOL,CT,
SOUTHERN HIGH SCHOOL,AGAT,GU,
SOUTHERN RGC,EGG HARBOR,NJ,
SOUTHSIDE L.I.N.K. PROJECT/BRUNSWICK CO,LAWRENCEVILLE,VA,
SOUTHWEST BEHAVIOR J/SHS,LAS VEGAS,NV,
SPENCER COUNTY HEADSTART,TAYLORSVILLE,KY,
ST. CLOUD HOSPITAL PROGRAMS NON-RES,SAINT CLOUD,MN,
ST. JOHN CHILD DEVELOPMENT CENTER,GARYVILLE,LA,
STEP TD PROGRAM,HOWARD LAKE,MN,
STEPS K-2 NICHOLS,STRATFORD,CT,
STIEGEL EL SCH,MANHEIM,PA,
STILES FAMILY CENTER,COLUMBUS,OH,
STINESVILLE ELEMENTARY SCHOOL,STINESVILLE,IN,
STORER ELEMENTARY SCHOOL,MUNCIE,IN,
STRUTHERS PRESCHOOL,STRUTHERS,OH,
SU ADELAIDA VEGA,VEGA ALTA,PR,
SU ALFREDO DORRINGTON,HORMIGUEROS,PR,
SU ANTONIA SERRANO GONZALEZ,JAYUYA,PR,
SU BOTIJAS 1,OROCOVIS,PR,
SU CARLOS CONDE MARIN,CAROLINA,PR,
SU CARMELO SERRANO CUBANO,SAN SEBASTIAN,PR,
SU CARMEN ZENAIDA VEGA (LA PLATA),AIBONITO,PR,
SU DAVID ANTONGIORGI CORDOVA,SABANA GRANDE,PR,
SU DAVID COLON VEGA,MOROVIS,PR,
SU DR ARTURO MORALES CARRION,SAN JUAN,PR,
SU FRANCISCO MARIA QUINONES,SAN GERMAN,PR,
SU FRANCISCO VAZQUEZ PUEYO,SABANA GRANDE,PR,
SU FRANCISCO VINCENTY,MARICAO,PR,
SU HELECHAL,BARRANQUITAS,PR,
SU HIGINIO FIGUEROA VILLEGAS,MAUNABO,PR,
SU JAGUAL ADENTRO,SAN LORENZO,PR,
SU JESUS T SANABRIA CRUZ,YABUCOA,PR,
SU JOAQUIN PARRILLA,PATILLAS,PR,
SU JOAQUIN VAZQUEZ CRUZ,CAMUY,PR,
SU JOSE C. BARBOSA,AIBONITO,PR,
SU JOSE R. BARRERAS,MOROVIS,PR,
SU JOSE TORO RIOS,HUMACAO,PR,
SU JOSEFINA SITIRICHE,GURABO,PR,
SU JUAN CARDONA RODRIGUEZ,SAN SEBASTIAN,PR,
SU PEDRO DIAZ FONSECA,CAYEY,PR,
SU PEDRO FERNANDEZ,NARANJITO,PR,
SU RAFAEL HERNANDEZ,GUAYNABO,PR,
SU RAMON ALEJANDRO AYALA,COMERIO,PR,
SU RAMON E. BETANCES,ARECIBO,PR,
SU SILVERIO GARCIA,NAGUABO,PR,
SU TOMAS CARRION MADURO,JUANA DIAZ,PR,
SUCCESS ACADEMY LEWIS,BUCKEYE,AZ,
SUMMIT SCHOOL,LAS VEGAS,NV,
SUMMITT EL,AUSTIN,TX,
SUPERIOR CATALINA MORALES FLORES,MOCA,PR,
SURPRISE CREEK SCHOOL,STANFORD,MT,
SVI 1418 RE-ENGAGEMENT PROGRAM,SEATTLE,WA,
TALLABOA ALTA INTERMEDIA,PENUELAS,PR,
TCS ALTERNATIVE SCHOOL,TUNICA,MS,
TEAGUE PARK SCHOOL,CARIBOU,ME,
TECHNOLOGY - ENGINEERING & COMMUNICATIONS,SEATTLE,WA,
TELFAIR ALTERNATIVE PREPARATION SCHOOL (TAPS),MCRAE,GA,
TERESA C HAMLIN ELEM SCHOOL,RANDOLPH,ME,
THE REGIONAL COMMUNITY ALTERNATIVE ED CONTINUUM,MIDLAND,VA,
THIRD STREET ELEMENTARY SCHOOL,BELVIDERE,NJ,
THOMAS ARMSTRONG TORO,PONCE,PR,
THUNDERBOLT ELEMENTARY SCHOOL,THUNDERBOLT,GA,
TIYAN HIGH SCHOOL,BARRIGADA,GU,
TOMAS CARRION MADURO,PONCE,PR,
TOMAS CARRION MADURO,SAN JUAN,PR,
TONI WOFFORD MORRISON ES,LORAIN,OH,
TYNDALL CENTER,OAK PARK,MI,
U OF L PACT PROGRAM,LOUISVILLE,KY,
VALLEY MILLS DAEP,VALLEY MILLS,TX,
VAN BUREN EL,GROVES,TX,
VAN HORNE ELEMENTARY SCHOOL - CLOSED,TUCSON,AZ,
VECTOR BASIC,PLYMOUTH,MN,
VENICE HEIGHTS ELEMENTARY SCHOOL,SANDUSKY,OH,
VENUS GARDENS,TRUJILLO ALTO,PR,
VICENTE ACEVEDO BALLESTER,BARCELONETA,PR,
VICENTE BENAVENTE MIDDLE SCHOOL,DEDEDO,GU,
VICTOR ROJAS 2,ARECIBO,PR,
VILLA GRANADA,SAN JUAN,PR,
VISION ACADEMY,MONROE,LA,
WAIT PRIMARY ELEMENTARY SCHOOL,STREETSBORO,OH,
WALNUT SPRINGS DAEP,WALNUT SPRINGS,TX,
WALTER G. CADY SCHOOL,MIDDLETOWN,CT,
WCOC - DAY TREATMENT,WASECA,MN,
WEBSTER CO EARLY LRN-BLUE HILL,BLUE HILL,NE,
WEST CAMPUS FACILITY,MASON CITY,IL,
WEST SHORE MIDDLE SCHOOL,MILFORD,CT,
WESTPHALIA,WESTPHALIA,KS,
WHITE CONE - INACTIVE,INDIAN WELLS,AZ,
WHITEHALL PRE-K CENTER,JACKSON,TN,
WHITEHOUSE A E P,WHITEHOUSE,TX,
WHITESVILLE ROAD ELEMENTARY SCHOOL,LAGRANGE,GA,
WM S LOTT JUVENILE CTR,GRANGER,TX,
WORLD OF WONDER PREK-6 SCHOOL,DAYTON,OH,
WORTHINGTON ELEMENTARY SCHOOL,PARKERSBURG,WV,
WYVETTER YOUNGE ALTRNTV CNTR,EAST SAINT LOUIS,IL,
ZOILO CAJIGAS SOTOMAYOR,AGUADA,PR,
