name,city,state,address,category
BRADFORD ELEMENTARY SCHOOL,BRADFORD,RI,15 CHURCH STREET,
CAPE CORAL CHRISTIAN SCHOOL,CAPE CORAL,FL,811 SANTA BARBARA BLVD,
CAPE FEAR ACADEMY,WILMINGTON,NC,3900 S COLLEGE RD,
CAPE FEAR CHRISTIAN ACADEMY,ERWIN,NC,138 ERWIN CHAPEL RD,
BRADFORD-UNION TECHNICAL CENTER,STARKE,FL,609 N ORANGE ST,
CAPE GIRARDEAU CAR  TECH CTR.,CAPE GIRARDEAU,MO,1080 S SILVER SPRINGS RD,
CAPE HENRY COLLEGIATE SCHOOL,VIRGINIA BEACH,VA,1320 MILL DAM RD,
CAPE TRINITY CATHOLIC SCHOOL,NORTH WILDWOOD,NJ,1500 CENTRAL AVE STE 300,
BRADLEY SCHOOL - WESTERLY SITE,WESTERLY,RI,93 TOWER ST,
BRADLEY SCHOOL PROVIDENCE,PROVIDENCE,RI,130 BROADWAY,
CAPISTRANO INTERMEDIATE,SAN JUAN CAPISTRANO,CA,31422 CAMINO CAPISTRANO,
BRADSHAW CHRISTIAN HIGH SCHOOL,SACRAMENTO,CA,9555 CALVINE RD,
CAPISTRANO UNIFIED ADULT EDUCATION PROGRAM,SAN JUAN CAPISTRANO,CA,31431 EL CAMINO REAL,
CAPITAL ACADEMY,EWING,NJ,1440 PARKSIDE AVE,
CAPITAL ACADEMY,HARRISBURG,PA,1414 N CAMERON ST,
CAPITAL AREA TECHNICAL CENTER,AUGUSTA,ME,40 PIERCE DRIVE SUITE # 1,
BRAINARD SCHOOL (MH),LAKE VIEW,CA,11407 BRAINARD AVE.,
CAPITAL CHRISTIAN SCHOOL,CONCORD,NH,310 SHEEP DAVIS RD,
BRAINERD BAPTIST SCHOOL,CHATTANOOGA,TN,300 BROOKFIELD AVE,
CAPITAL CITY ADVENTIST CHRISTIAN SCHOOL,SAINT PAUL,MN,1220 MCKNIGHT RD S,
CAPITAL CITY ALTERNATIVE SCHOOL,JACKSON,MS,2221 BOLING STREET,
CAPITAL CITY CHRISTIAN ACADEMY,LITTLE ROCK,AR,7800 INTERSTATE 30,
BRAINTREE ST COLETTA DAY SCHOOL,BRAINTREE,MA,85 WASHINGTON ST,
CAPITAL CITY PUBLIC CHARTER SCHOOL (E),CONCORD,NH,2 STIRRUP IRON RD,
CAPITAL CITY PUBLIC CHARTER SCHOOL (H),CONCORD,NH,2 STIRRUP IRON RD,
CAPITAL DAY SCHOOL,FRANKFORT,KY,120 DEEPWOOD DR,
CAPITAL HIGH,MADISON,WI,1045 E DAYTON ST,
BRANCH BROOK ELEMENTARY SCHOOL,SMITHTOWN,NY,15 RIDGELY RD,
CAPITAL INNOVATIONS ACADEMY,SACRAMENTO,CA,"1828 TRIBUTE RD, STE H",
CAPITAL MONTESSORI SCHOOL,OLYMPIA,WA,730 LILLY RD SE,
CAPITOL CHRISTIAN ACADEMY,UPPER MARLBORO,MD,610 LARGO RD,
CAPITOL CITY BAPTIST SCHOOL,HOLT,MI,5100 WILLOUGHBY RD,
BRANDEIS MARIN,SAN RAFAEL,CA,180 N SAN PEDRO RD,
CAPITOL CITY SEVENTH-DAY ADVENTIST SCHOOL,INDIANAPOLIS,IN,2143 BLVD PL,
BRANDON ACADEMY OF ART AND SCIENCE,ORTONVILLE,MI,209 VARSITY DR,
BRANDON ADULT/COMMUNITY CENTER,BRANDON,FL,1101 VICTORIA ST,
CAPITOL SCHOOL OF AUSTIN,AUSTIN,TX,2011 W KOENIG LN,
BRANDON FIRST UMC KINDERGARTEN,BRANDON,MS,205 MARY ANN DR,
BRANDON FLETCHER INTERMEDIATE SCHOOL,ORTONVILLE,MI,300 SOUTH ST,
CAPITOLA/SERIOUSLY EMOTIONALLY,CAPITOLA,CA,504 MONTEREY AVE.,
BRANDON HALL SCHOOL,ATLANTA,GA,1701 BRANDON HALL DR,
BRANDON SCHOOL & RESIDENTAL TREATMENT,NATICK,MA,27 WINTER ST,
BRANDON SPECIAL ED. CENTER (SH,GOLETA,CA,195 BRANDON DR.,
"BRANDYWINE CHILDREN'S HOUSE",MALVERN,PA,123 GREAT VALLEY PKWY,
CAPSTONE ACADEMY,EAST NORRITON,PA,351 E JOHNSON HWY,
CAPSTONE ACADEMY CHARTER SCHOOL SDA  SOUTH CAMPUS,DETROIT,MI,3500 JOHN R STREET,
CAPSTONE CLASSICAL ACADEMY,PLAIN CITY,UT,2307 N. 2850 W.,
BRANDYWINE VALLEY CHRISTIAN PRESCH,WILMINGTON,DE,7 MOUNT LEBANON RD,
CAPTAIN GILMER CHRISTIAN SCHOOL,FLETCHER,NC,257 DOELGER DR,
CAR.  TECH. CTR. AT FT. OSAGE,INDEPENDENCE,MO,2101 N TWYMAN RD,
CARBONDALE NEW SCHOOL,CARBONDALE,IL,1302 E PLEASANT HILL RD,
CARDEN ACADEMY OF ALMADEN,SAN JOSE,CA,5200 DENT AVE,
CARDEN ACADEMY OF BASIC EDUCATION,MISSION VIEJO,CA,24741 CHRISANTA DR,
CARDEN ACADEMY OF MAUI,MAKAWAO,HI,55 MAKAENA PL,
CARDEN CHRISTIAN ACADEMY CENTRAL,TUCSON,AZ,2727 N SWAN RD,
CARDEN COUNTRY SCHOOL,BAINBRIDGE ISLAND,WA,6974 ISLAND CENTER RD NE,
BRASELTON CHRISTIAN ACADEMY,BRASELTON,GA,401 ZION CHURCH RD,
CARDEN DAY SCHOOL,SAN JOSE,CA,1980 HAMILTON AVE,
CARDEN HALL,NEWPORT BEACH,CA,1541 MONROVIA AVE,
BRASHIER MIDDLE COLLEGE CHARTER,SIMPSONVILLE,SC,1830 WEST GEORGIA ROAD,
CARDEN MEMORIAL SCHOOL,SALT LAKE CITY,UT,1452 E 2700 S,
CARDEN SCHOOL,REDONDO BEACH,CA,706 KNOB HILL AVE,
CARDEN SCHOOL OF SACRAMENTO,SACRAMENTO,CA,3020 MARCONI AVE,
BRAUSER MAIMONIDES ACADEMY,FORT LAUDERDALE,FL,5300 SW 40TH AVE,
BRAWERMAN WEST ELEMENTARY OF WILSHIRE BLVD TEMPLE,LOS ANGELES,CA,11661 W OLYMPIC BLVD,
CARDEN SCHOOL OF TEHACHAPI,TEHACHAPI,CA,20419 BRIAN WAY,
CARDEN WHITTIER SCHOOL,WHITTIER,CA,11537 GROVEDALE DR,
CARDIGAN MOUNTAIN SCHOOL,CANAAN,NH,62 ALUMNI DR,
CARDINAL BERNARDIN EARLY CHILDHOOD CENTER,CHICAGO,IL,1651 W DIVERSEY PKWY,
CARDINAL CHARTER ACADEMY WEST CAMPUS,CARY,NC,1020 ST. CHARLES PLACE,
CARDINAL CUSHING CENTERS,HANOVER,MA,405 WASHINGTON ST,
BRAZORIA CO J J A E P,DAMON,TX,1211 MULCAHY ST,
BRAZORIA CO J J A E P,DANBURY,TX,5611 PANTHER DR,
BRAZORIA CO J J A E P,SWEENY,TX,1310 N ELM ST,
BRAZORIA CO J J A E P,WEST COLUMBIA,TX,521 S 16TH ST,
CARDINAL GIBBONS HIGH SCHOOL,FORT LAUDERDALE,FL,2900 NE 47TH ST,
BRAZOS CHRISTIAN SCHOOL,BRYAN,TX,3000 W VILLA MARIA RD,
CARDINAL GIBBONS HIGH SCHOOL,RALEIGH,NC,1401 EDWARDS MILL RD,
CARDINAL HAYES HIGH SCHOOL,BRONX,NY,650 GRAND CONCOURSE,
CARDINAL HAYES SCHOOL FOR SPECIAL CHILDREN,MILLBROOK,NY,3374 FRANKLIN AVE,
CARDINAL HICKEY ACADEMY,OWINGS,MD,1601 W MOUNT HARMONY RD,
CARDINAL JOHN FOLEY REGIONAL CA,HAVERTOWN,PA,300 E EAGLE RD,
BRAZOS VALLEY CORNERSTONE CHRISTIAN ACADEMY,BRYAN,TX,3200 CAVITT AVE,
CARDINAL JOSEPH BERNARDIN CATHOLIC SCHOOL,ORLAND HILLS,IL,9250 W 167TH ST,
CARDINAL MAIDA ACADEMY,VANDERGRIFT,PA,315 FRANKLIN AVE,
CARDINAL MCCLOSKEY SCHOOL,OSSINING,NY,155 N HIGHLAND AVE,
CARDINAL MONTESSORI SCHOOL,WOODBRIDGE,VA,1424 G ST,
CARDINAL MOONEY CATHOLIC,MARINE CITY,MI,660 S WATER ST,
BREAD OF LIFE CHURCH KINDERGARTEN,TORRANCE,CA,2780 LOMITA BLVD,
CARDINAL MOONEY CATHOLIC HIGH SCHOOL,SARASOTA,FL,4171 FRUITVILLE RD,
CARDINAL MOONEY HIGH SCHOOL,YOUNGSTOWN,OH,2545 ERIE ST,
CARDINAL NEWMAN HIGH SCHOOL,WEST PALM BEACH,FL,512 SPENCER DR,
BREAKING BARRIERS ALTERNATIVE ED/HENRY CO,MARTINSVILLE,VA,340 RIDGEDALE DRIVE,
CARDINAL NEWMAN SCHOOL,COLUMBIA,SC,2945 ALPINE RD,
"CARDINAL O'HARA HIGH SCHOOL",SPRINGFIELD,PA,1701 S SPROUL RD,
BREAKWATER SCHOOL,PORTLAND,ME,856 BRIGHTON AVE,
CARDINAL RITTER COLLEGE PREP HIGH SCHOOL,SAINT LOUIS,MO,701 N SPRING AVE,
BREATH OF LIFE PREPARATORY PRESCHOOL,MEMPHIS,TN,3795 FRAYSER RALEIGH RD,
CARDINAL RITTER HIGH SCHOOL,INDIANAPOLIS,IN,3360 W 30TH ST,
CARDINAL SHEHAN SCHOOL,BALTIMORE,MD,5407 LOCH RAVEN BLVD,
CARDINAL SPELLMAN HIGH SCHOOL,BRONX,NY,1 CARDINAL SPELLMAN PL,
CARDINAL STRITCH HIGH SCHOOL,OREGON,OH,3225 PICKLE RD,
BREBEUF JESUIT PREPARATORY SCHOOL,INDIANAPOLIS,IN,2801 W 86TH ST,
BREC ACADEMY,PETERSBURG,VA,455 OLD WAGNER RD,
CARDINAL WING SCHOOL,QUARRYVILLE,PA,689 CONOWINGO RD,
BRECK SCHOOL,MINNEAPOLIS,MN,123 OTTAWA AVE N,
BRECKINRIDGE COUNTY AREA TECHNOLOGY CTR,HARNED,KY,1915 E HWY 60,
BRECKINRIDGE MONTESSORI SCHOOL,RICHARDSON,TX,3900 BRECKENRIDGE BLVD,
CARE ELEMENTARY SCHOOL,MIAMI,FL,2025 NW 1ST AVE,
CARE FOR KIDS,PROSPECT HEIGHTS,IL,670 N MILWAUKEE AVE,
CAREER ACADEMIC PLACEMENT PROGRAM,JACKSON,MS,622 DULING AVENUE,
BREEZEWAY AMISH SCHOOL,ALBION,PA,14700 TRACY RD,
BREEZEWAY SCHOOL,FREDERICKSBURG,OH,12605 NISLEY RD,
BREEZEWAY SCHOOL,GREENWOOD,WI,N 10599 RESEWOOD AVE,
BREEZEWOOD AMISH SCHOOL,PARKESBURG,PA,6138 LIMEVILLE RD,
BREEZY HOLLOW AMISH SCHOOL,MIFFLINTOWN,PA,903 CENTER RD,
BREEZY KNOLL SCHOOL,MARSHALL,IN,2140 E 350 N,
BREEZY KNOLL SCHOOL,MILLERSBURG,OH,48514 TR 218,
BREEZY POINT DAY SCHOOL,LANGHORNE,PA,1126 BRIDGETOWN PIKE,
CAREER ACADEMYADULT EDUCATION,HIGHLAND PARK,MI,GLENDALE AT SECOND AVE,
BREHM PREPARATORY SCHOOL,CARBONDALE,IL,950 S BREHM LN,
CAREER AND TECHNICAL CENTER,GREENWOOD,MS,616 SYCAMORE AVENUE,
CAREER AND TECHNOLOGY ACADEMY,PRINCE FREDERICK,MD,330 DORSEY ROAD,
CAREER AND TECHNOLOGY CENTER,NATCHEZ,MS,315 SEARGENT PRENTISS DRIVE,
BREMEN HOLINESS SCHOOL,BREMEN,OH,1300 MOUNT ZWINGLI RD SE,
CAREER BUILDING ACADEMY,COLORADO SPRINGS,CO,410 TIAJUANA,
CAREER CENTER,OMAHA,NE,3230 BURT ST,
CAREER DEVELOPMENT CENTER,JACKSON,MS,2703 FIRST AVENUE,
BRENKWITZ ELEMENTARY,HAYWARD,CA,2560 DARWIN ST.,
CAREER OPPORTUNITIES ADULT,HOLLISTER,CA,3230 SOUTHSIDE RD.,
CAREER OPPORTUNITY CENTER,MERCED,CA,632 W. 13TH ST.,
CAREER PATHWAYS INSTITUTE,GRAND ISLAND,NE,1215 ADAMS STREET,
CAREER PATHWAYS TO SUCCESS COMMUNITY SCHOOL,REDDING,CA,3711 OASIS RD.,
CAREER PREP ACADEMY OF SOUTH,CUTLERBAY,FL,19001 SW 106TH AVE SUIT C-104,
CAREER PREP ACADEMY OF SOUTH FLORIDA,MIAMI,FL,19001 SW 106 AVE STE 104,
CAREER PREP ACADEMY OF SOUTH FLORIDA KENDALL,MIAMI,FL,10300 SUNSET DR STE 321,
BRENTWOOD ACADEMY,ALEXANDRIA,VA,3725 NALLS RD,
BRENTWOOD ADVENTIST CHRISTIAN SCHOOL,BISMARCK,ND,9111 WENTWORTH DR,
BRENTWOOD CHRISTIAN SCHOOL,AUSTIN,TX,11908 N LAMAR BLVD,
CARENCRO CATHOLIC SCHOOL,CARENCRO,LA,200 W SAINT PETER ST,
CARES SCHOOL,JACKSON,MS,402 WESLEY AVE,
CARIBOU REGIONALTECHNOLOGY CTR,CARIBOU,ME,308 SWEDEN STREET,
CARING HANDS MONTESSORI,KANSAS CITY,MO,10560 N AMBASSADOR DR # 218,
CARING HANDS MONTESSORI NORTH,PLATTE CITY,MO,601 4TH ST,
BRENTWOOD SCHOOL,GAINESVILLE,FL,1111 NW 55TH ST,
CARL B. HUTCHERSON BUILDING,LYNCHBURG,VA,2401 HIGH STREET,
BRENTWOOD SCHOOL,SANDERSVILLE,GA,725 LINTON RD,
BRENWOOD ACADEMY,CANTON,GA,8991 E CHEROKEE DR,
BRET HARTE COMMUNITY,SAN JOSE,CA,6677 CAMDEN AVE.,
BRET HARTE PRESCHOOL,CORCORAN,CA,CORNER OF LITTS & SHERMAN,
BREVARD ACADEMY,WEST MELBOURNE,FL,3453 W NEW HAVEN AVE STE B,
BREVARD ACHIEVEMENT CENTER,ROCKLEDGE,FL,1845 COGSWELL ST,
BREVARD ADVENTIST CHRISTIAN ACADEMY,COCOA,FL,1500 COX RD,
CARL D PERKINS COMPREHENSIVE REHAB CTR,THELMA,KY,5659 MAIN STREET,
BREVARD PRIVATE ACADEMY,MERRITT ISLAND,FL,508 S PLUMOSA ST STE C,
CARL J POLK ELEMENTARY SCHOOL,LAKE STATION,IN,2460 VERMILLION ST,
CARL KEEN VOC,CLARKSDALE,MS,1050 WALNUT STREET,
BREWSTER ACADEMY,WOLFEBORO,NH,80 ACADEMY DR,
CARLETON PROJECT,HOULTON,ME,52 MAIN ST,
BRIARFIELD ACADEMY,LAKE PROVIDENCE,LA,301 RIDDLE LN,
CARLISLE CHRISTIAN ACADEMY,CARLISLE,PA,1412 HOLLY PIKE,
BRIARGLEN ES,TULSA,OK,3303 S 121ST EAST AVENUE,
CARLISLE EARLY EDUCATION CENTER,CARLISLE,PA,100 E POMFRET ST,
BRIARWOOD ACADEMY,WARRENTON,GA,4859 THOMSON HWY,
BRICE CHRISTIAN ACADEMY,BRICE,OH,3160 BRICE RD,
BRICK CHURCH SCHOOL,NEW YORK,NY,62 E 92ND ST,
CARLISLE MONTESSORI SCHOOL OF BUCKHEAD,ATLANTA,GA,1036 LINDBERGH DR NE,
CARLISLE SCHOOL,AXTON,VA,300 CARLISLE RD,
CARLISLE SCHOOL,DALLAS,TX,4705 W LOVERS LN,
BRICKHOUSE ACADEMY,SARASOTA,FL,3552 WEBBER ST,
CARLISLE VALLEY C/O FREDA MILLER,MILLERSBURG,OH,3372 TR 371,
BRICKTON MONTESSORI SCHOOL,CHICAGO,IL,8622 W CATALPA AVE,
CARLOS F DANIELS (VOC. DE AREA),CAROLINA,PR,URB SEVERO QUINONES CALLE J S QUINONES,
CARLOTA MATIENZO,CABO ROJO,PR,CARR 102 KM 24 HM 5 BO MONTE GRANDE,
CARLSBAD ADULT TRANSITION,CARLSBAD,CA,6225 EL CAMINO REAL,
CARLSBAD COUNTRY DAY SCHOOL,CARLSBAD,CA,5150 HEMINGWAY DR,
CARLTHORP SCHOOL,SANTA MONICA,CA,438 SAN VICENTE BLVD,
CARLTON AMISH SCHOOL,SANDY LAKE,PA,33 OAK ST,
CARLTON PALMS EDUCATIONAL CENTER,MOUNT DORA,FL,28308 CHURCHILL SMITH LN,
BRIDGE BUILDER ACADEMY,RICHARDSON,TX,"1221 W CAMPBELL ROAD, STE 209",
CARMAN ADVENTIST SCHOOL,MARIETTA,GA,1330 COBB PKWY N,
BRIDGE CREEK ES,BLANCHARD,OK,2209 EAST SOONER ROAD,
CARMEL ADULT,CARMEL,CA,8421 CARMEL VALLEY RD.,
CARMEL CATHOLIC HIGH SCHOOL,MUNDELEIN,IL,1 CARMEL PKWY,
CARMEL ELEMENTARY DEFUNCT,LOS ALTOS,CA,1175 ALTAMEAD DR.,
BRIDGE WAY,APPLE CREEK,OH,2791 S KANSAS RD,
BRIDGE WAY SCHOOL,PHILADELPHIA,PA,725 ANNIN ST,
BRIDGEPORT CATHOLIC ACADEMY,CHICAGO,IL,3700 S LOWE AVE,
BRIDGEPORT CORRECTIONAL CENTER,BRIDGEPORT,CT,1106 NORTH AVE.,
"CARMEL MONTESSORI ACADEMY & CHILDREN'S HOUSE",WARRENVILLE,IL,3S238 STATE ROUTE 59,
CARMEL WOODS ELEMENTARY,CARMEL,CA,PO BOX 222700,
BRIDGEPORT HOPE SCHOOL,BRIDGEPORT,CT,283 LAFAYETTE ST,
BRIDGEPORT INTERNATIONAL ACADEMY,BRIDGEPORT,CT,285 LAFAYETTE ST STE 200,
CARMEN FLORES,JUANA DIAZ,PR,CARR 535 KM 4 CALLE 7 BO RIO CA?AS ABAJO,
CARMEN MIDDLE SCHOOL OF SCIENCE AND TECHNOLOGY SOUTH CAMPUS,MILWAUKEE,WI,1236 S LAYTON BLVD,
BRIDGES,NAPA,CA,1133 COOMBSVILLE RD.,
BRIDGES ACADEMY,SAINT CHARLES,IL,1713 HOWARD ST,
BRIDGES ACADEMY (THE),WEST ISLIP,NY,339 SNEDECOR AVE,
BRIDGES BTC INC,ROCKLEDGE,FL,1694 CEDAR ST,
CARNEGIE MELLON CYERT CENTER FOR EARLY EDUCATION,PITTSBURGH,PA,1060 MOREWOOD AVE,
"CARNEGIE MELLON UNIV CHILDREN'S SCHOOL",PITTSBURGH,PA,CARNEGIE MELLON UNIVERSITY MMC 17,
CARNEGIE SCHOOLS-RIVERSIDE,RIVERSIDE,CA,8775 MAGNOLIA AVE,
BRIDGES MIDDLE SCHOOL,PORTLAND,OR,2510 SW FIRST AVE,
BRIDGES MNONTESSORI,BEL AIR,MD,2529 CONOWINGO RD,
CARNES ELEMENTARY,MEMPHIS,TN,943 JW WILLIAMS LN,
BRIDGES MONTESSORI,STUART,FL,51 SE CENTRAL PKWY,
BRIDGES MONTESSORI,TOWSON,MD,1105 PROVIDENCE RD,
BRIDGES PREPARATORY ACADEMY,COMPTON,CA,400 SOUTH SANTA FE AVE.,
BRIDGES TREATMENT CENTER,LYNCHBURG,VA,693 LEESVILLE RD,
BRIDGETON CHRISTIAN SCHOOL,BRIDGETON,NJ,27 CENTRAL AVE,
BRIDGEVIEW AMISH SCHOOL,ATLANTIC,PA,2912 KENNARD,
BRIDGEVIEW MONTESSORI SCHOOL,SAGAMORE,MA,885 SANDWICH RD,
BRIDGEVILLE SCHOOL,MIFFLINBURG,PA,693 CENTENNIAL SCHOOL,
CAROL MARTIN GATTON ACADEMY,BOWLING GREEN,KY,1906 COLLEGE HEIGHTS BLVD,
BRIDGEWAY ACADEMY,COLUMBUS,OH,2500 MEDARY AVE,
BRIDGEWAY CHRISTIAN ACADEMY,ALPHARETTA,GA,4755 KIMBALL BRIDGE RD,
BRIDGEWAY CHRISTIAN ACADEMY,BELLINGHAM,WA,858 W SMITH RD,
BRIDGEWAY CHRISTIAN ACADEMY,GREENVILLE,SC,725 GARLINGTON RD,
BRIDGEWAY PREPARATORY ACADEMY,DALLAS,TX,4100 ALPHA RD STE 1150,
CAROLINA ADVENTIST ACADEMY,WHITEVILLE,NC,3710 JAMES B WHITE HWY S,
CAROLINA BAPTIST ACADEMY,REIDSVILLE,NC,116 S FRANKLIN ST,
BRIDGEWOOD EDUCATION,COUNCIL BLUFFS,IA,525 WOODBURY AVE,
BRIDGING COMMUNITIES REG CAREER & TECHNICAL CENTER,NEW KENT,VA,7930 NEW CHIPPING LANE,
BRIDGING COMMUNITIES STEM ACADEMY,NEW KENT,VA,7930 NEW CHIPPING LANE,
CAROLINA CHARTER ACADEMY: CFA,FUQUAY-VARINA,NC,2507 BELVINWOOD DRIVE,
CAROLINA CHRISTIAN ACADEMY,HAYESVILLE,NC,259 TUSQUITTEE ST,
BRIDGTON ACADEMY,NORTH BRIDGTON,ME,11 ACADEMY LN,
CAROLINA CHRISTIAN ACADEMY,THOMASVILLE,NC,367 ACADEMY DR,
CAROLINA CHRISTIAN SCHOOL,LOCUST,NC,406 RENEE FORD RD,
CAROLINA DAY SCHOOL,ASHEVILLE,NC,1345 HENDERSONVILLE RD,
BRIER PATCH ELEMENTARY,LA MESA,CA,9000 WAKARUSA ST.,
CAROLINE CAREER & TECHNOLOGY CENTER,RIDGELY,MD,10855 CENTRAL AVE,
CAROLINE EDUCATION COMMUNITY INTERNATIONAL PSA,DEARBORN HEIGHTS,MI,22759 ANN ARBOR TRL,
CARONDELET CATHOLIC,MINNEAPOLIS,MN,3210 W 51ST ST,
BRIGHT ACADEMY,LA HABRA HEIGHTS,CA,2425 PANCHOY PL,
BRIGHT BEGINNINGS,HOOD RIVER,OR,616 STATE ST,
CAROUSEL LEARNING ACADEMY,MIAMI,FL,470 NW 22ND AVE,
CARPE DIEM - MERIDIAN CAMPUS,INDIANAPOLIS,IN,2240 N MERIDIAN ST,
CARPE DIEM - SHADELAND,INDIANAPOLIS,IN,2240 N MERIDIAN ST,
CARPE DIEM ACADEMY,MIAMI,FL,11025 SW 84 ST COTTAGE #8,
CARPE DIEM ACADEMY HAMMOCKS,MIAMI,FL,11025 SW 84TH ST STE 8,
CARPENTER SCHOOL,MIDLAND,MI,1407 WEST CARPENTER ST,
CARR (EVELYN) SCHOOL,TORRANCE,CA,3404 W. 168TH ST.,
CARR (EVELYN) SCHOOL (APHASIA),TORRANCE,CA,3404 W. 168TH ST.,
CARR VALLEY AMISH SCHOOL,LA VALLE,WI,53057 COUNTY ROAD G,
CARRA ACADEMY,HAZEL CREST,IL,17504 E CARRIAGEWAY DR,
CARRABASSETT VALLEY ACADEMY,CARRABASSETT VALLEY,ME,3197 CARRABASSETT DR,
CARRIAGE HOUSE CHILDRENS CENTER,PITTSBURGH,PA,5604 SOLWAY ST,
CARRIE BRAZER CENTER FOR AUTISM,MIAMI,FL,7425 SW 42ND ST,
CARRIERS OF LIGHT,WHEATON,IL,900 E GENEVA RD,
CARRIG MONTESSORI SCHOOL,BROOKLYN,NY,100 MASPETH AVE,
CARRINGTON ACADEMY WINDERMERE,CUMMING,GA,4410 FRONT NINE DR,
CHRIST LUTHERAN SCHOOL,WEYAUWEGA,WI,N6412 STATE ROAD 49,
CHRIST LUTHERAN SCHOOL,ZUMBROTA,MN,223 E 5TH ST STE 1,
CHRIST MEMORIAL LUTHERAN SCHOOL,MALVERN,PA,89 LINE RD,
CHRIST METHODIST DAY SCHOOL,MEMPHIS,TN,411 S GROVE PARK RD,
CHRIST OUR KING-STELLA MARIS SCHOOL,MOUNT PLEASANT,SC,1183 RUSSELL DR,
CHRIST OUR REDEEMER LUTHERAN SCHOOL,AURORA,CO,17700 E ILIFF AVE,
CHRIST OUR ROCK LUTHERAN HIGH SCHOOL,CENTRALIA,IL,9545 SHATTUC RD,
CHRIST OUR SAVIOR CATHOLIC SCHOOL,SOUTH HOLLAND,IL,900 E 154TH ST,
CHRIST OUR SAVIOR LUTHERAN HIGH SCHOOL,EVANSVILLE,IL,810 SOLDIERS WAY,
CHRIST PRESBYTERIAN ACADEMY,NASHVILLE,TN,2323 A OLD HICKORY BLVD,
CHRIST PRINCE OF PEACE SCHOOL,MANCHESTER,MO,417 WEIDMAN RD,
CHRIST SCHOOL,ARDEN,NC,500 CHRIST SCHOOL RD,
CHRIST SCHOOL LLC,WARNER ROBINS,GA,508 PLEASANT HILL RD,
CHRIST TEMPLE CHRISTIAN ACADEMY,INDIANAPOLIS,IN,430 W FALL CRK PKWY N DR,
CHRIST THE CORNERSTONE ACADEMY,LAURINBURG,NC,10401 MCCOLL RD,
CHRIST THE DIVINE TEACHER SCHOOL,LATROBE,PA,323 CHESTNUT ST,
CHRIST THE KING CATHEDRAL SCHOOL,LUBBOCK,TX,4011 54TH ST,
CHRIST THE KING CATHOLIC HIGH SCHOOL,HUNTERSVILLE,NC,2011 CRUSADER WAY,
CHRIST THE KING CATHOLIC SCHOOL,DALLAS,TX,4100 COLGATE AVE,
CHRIST THE KING CATHOLIC SCHOOL,DAPHNE,AL,1503 MAIN ST,
CHRIST THE KING CATHOLIC SCHOOL,FORT SMITH,AR,1918 S GREENWOOD AVE,
CARROLL ACADEMY,CARROLLTON,MS,909 COLLEGE ST,
CHRIST THE KING CATHOLIC SCHOOL,INDIANAPOLIS,IN,5858 CRITTENDEN AVE,
CHRIST THE KING CATHOLIC SCHOOL,JACKSONVILLE,FL,6822 LARKIN RD,
CHRIST THE KING CATHOLIC SCHOOL,MADISONVILLE,KY,1500 KINGSWAY DR,
CHRIST THE KING CATHOLIC SCHOOL,MILWAUKIE,OR,7414 SE MICHAEL DR,
CHRIST THE KING CATHOLIC SCHOOL,OKLAHOMA CITY,OK,1905 ELMHURST AVE,
CHRIST THE KING CATHOLIC SCHOOL,PLEASANT HILL,CA,195 BRANDON RD # B,
CHRIST THE KING CATHOLIC SCHOOL,SAINT LOUIS,MO,7324 BALSON AVE,
CARROLL CHRISTIAN SCHOOLS,WESTMINSTER,MD,550 BALTIMORE BLVD 2,
CHRIST THE KING CATHOLIC SCHOOL,TAMPA,FL,3809 W MORRISON AVE,
CHRIST THE KING CATHOLIC SCHOOL,WICHITA,KS,4501 W MAPLE ST,
CHRIST THE KING CHILD DEVELOPMENT CTR & KINDERG,COEUR D ALENE,ID,1700 E PENNSYLVANIA AVE,
CHRIST THE KING CHRISTIAN ACADEMY,NEW LONDON,NC,210 N FERRY RD,
CHRIST THE KING ELEMENTARY SCHOOL,AMHERST,NY,2 LAMARCK DR,
CHRIST THE KING ELEMENTARY SCHOOL,CHICAGO,IL,9240 S HOYNE AVE,
CHRIST THE KING ELEMENTARY SCHOOL,KANSAS CITY,KS,3027 N 54TH ST,
CARROLL COUNTY AREA TECHNOLOGY CENTER,CARROLLTON,KY,1704 HIGHLAND AVE,
CHRIST THE KING ELEMENTARY SCHOOL,MANDAN,ND,505 10TH AVE NW,
CARROLL COUNTY CAREER & TECHNOLOGY CENTER,WESTMINSTER,MD,1229 WASHINGTON ROAD,
CHRIST THE KING ELEMENTARY SCHOOL,PHILADELPHIA,PA,3205 CHESTERFIELD RD,
CHRIST THE KING ELEMENTARY SCHOOL,SPRINGFIELD,IL,1920 BARBERRY DR,
CARROLL COUNTY CHRISTIAN ACADEMY,CARROLLTON,OH,1211 LINCOLN AVE NW,
CHRIST THE KING ELEMENTARY SCHOOL,TERRYTOWN,LA,2106 DEERFIELD RD,
CARROLL COUNTY EDUCATION CENTER,HILLSVILLE,VA,205 OAK STREET,
CHRIST THE KING ELEMENTARY SCHOOL,TOLEDO,OH,4100 HARVEST LN,
CHRIST THE KING HIGH SCHOOL,MIDDLE VILLAGE,NY,6802 METROPOLITAN AVE,
CHRIST THE KING LUTHERAN PRESCHOOL & KINDERGARTEN,REDLANDS,CA,1505 FORD ST,
CHRIST THE KING LUTHERAN SCHOOL,BREMERTON,WA,8065 CHICO WAY NW,
