name,city,state,address,category
THE FAMILY SCHOOL,LOS OLIVOS,CA,5300 FIGUEROA MT. RD,
THE FAMILY SCHOOL,PHOENIX,AZ,1127 W MCDOWELL RD,
THE FARM MONTESSORI,POULSBO,WA,17271 CLEAR CREEK RD NW,
THE FARM SCHOOL,SUMMERTOWN,TN,151 SCHOOLHOUSE RD,
THE FAY SCHOOL,HOUSTON,TX,105 N POST OAK LN,
THE FENN SCHOOL,CONCORD,MA,516 MONUMENT ST,
THE FESSENDEN SCHOOL,WEST NEWTON,MA,250 WALTHAM ST,
THE FIRST UNITED METHODIST SCHOOL CENTER,BROOKSVILLE,FL,109 S BROAD ST,
THE FLETCHER ACADEMY,RALEIGH,NC,400 CEDARVIEW CT,
TWO SISTERS ANGELS PRESCHOOL,NORTH MIAMI BEACH,FL,425 NE 154TH ST,
THE FLETCHER SCHOOL,CHARLOTTE,NC,8500 SARDIS RD,
THE FOOTE SCHOOL,NEW HAVEN,CT,50 LOOMIS PL,
THE FORBUSH SCHOOL AT GLYNDON,REISTERSTOWN,MD,407 CENTRAL AVE,
THE FORUM SCHOOL,WALDWICK,NJ,107 WYCKOFF AVE,
THE FOUNDATION ACADEMY,JACKSONVILLE,FL,3675 SAN PABLO RD S,
THE FOUNDATION FOR BLIND CHILDREN,PHOENIX,AZ,1234 E NORTHERN AVE,
THE FOUNDATION SCHOOL,LARGO,MD,1330 MCCORMICK DR,
TYGART VALLEY CHRISTIAN ACADEMY,BEVERLY,WV,496 MAIN ST,
TYLER ADVENTIST SCHOOL,TYLER,TX,2931 S SE LOOP 323,
THE FOUNDATION SCHOOL ORANGE,ORANGE,CT,719 DERBY MILFORD RD,
THE FOUNDERS CENTER,RICHMOND,VA,6818 W GRACE ST,
TYLER STREET CHRISTIAN ACADEMY,DALLAS,TX,915 W 9TH ST,
THE FRANCISCAN SCHOOL,RALEIGH,NC,10000 SAINT FRANCIS DR,
THE FRANKFORT CHRISTIAN ACADEMY,FRANKFORT,KY,1349A LEESTOWN RD,
THE FREE SCHOOL,ALBANY,NY,8 ELM ST,
THE FREEDOM SCHOOL,SAINT LOUIS,MO,1483 82ND BLVD,
THE FRENCH AMERICAN ACADEMY,NEW MILFORD,NJ,1092 CARNATION DR,
THE FRENCH AMERICAN SCHOOL OF MIAMI,MIAMI SHORES,FL,650 NE 88TH TER,
THE FRENCH AMERICAN SCHOOL OF MIAMI,SOUTH MIAMI,FL,6565 SW 57TH AVE,
THE FRENCH MATERNAL SCHOOL,WASHINGTON,DC,3224 N ST NW,
THE FRENCH SCHOOL,ST LOUIS,MO,3740 MARINE AVE.,
THE FRIENDS SCHOOL OF ATLANTA,DECATUR,GA,862 COLUMBIA DR,
TYRO COMMUNITY CHRISTIAN SCHOOL,TYRO,KS,302 S CHESTNUT ST,
THE FRISCH SCHOOL,PARAMUS,NJ,120 W CENTURY RD,
THE FROST SCHOOL,ROCKVILLE,MD,4915 ASPEN HILL RD,
THE FULL WILL OF GOD CHRISTIAN ACADEMY,JERSEY CITY,NJ,81 MARTIN LUTHER KING DR,
THE FULTON SCHOOL,HEATH,TX,1626 SMIRL DR,
THE FULTON SCHOOL AT ST ALBANS,SAINT ALBANS,MO,123 SCHOOLHOUSE RD,
THE G.I.F.T.ED LEARNING CENTER INC.,ORANGE PARK,FL,1624 SMITH ST,
THE GALLOWAY SCHOOL,ATLANTA,GA,215 W WIEUCA RD NW,
THE GALLOWAY SCHOOL,FRIENDSWOOD,TX,3200 W BAY AREA BLVD,
THE GALVESTON MULTICULTURAL ACADEMY,GALVESTON,TX,1111 32ND ST,
THE GAN,PHILADELPHIA,PA,7620 CASTOR AVE,
THE GAN MONTESSORI,SILVER SPRING,MD,519 LAMBERTON DR,
THE GARDNER SCHOOL OF ARTS & SCIENCES,VANCOUVER,WA,16413 NE 50TH AVE,
THE GARDNER SCHOOL OF DUBLIN,DUBLIN,OH,6145 EMERALD PKWY,
THE GATEWAY ACADEMY,HOUSTON,TX,3721 DACOMA ST,
THE GATEWAY SCHOOL,NEW YORK,NY,211 W 61ST ST,
THE GATEWAY SCHOOL,WYNNEWOOD,PA,24 OLD GULPH RD,
THE GENEVA SCHOOL,WINTER PARK,FL,2025 STATE ROAD 436,
THE GENEVA SCHOOL OF MANHATTAN,NEW YORK,NY,593 PARK AVE,
TYRRELL JUNIOR HIGH,HAYWARD,CA,27000 TYRRELL AVE.,
TZU CHI GREAT LOVE ELEMENTARY,MONROVIA,CA,429 WILDROSE AVE,
THE GENEVA SCHOOL OF MANHATTAN WEST CAMPUS,NEW YORK,NY,150 W 83RD ST,
THE GENTLEMEN AND LADIES ACADEMY,CORDOVA,TN,1690 BONNIE LN,
THE GEORGETOWN SCHOOL,MECHANICSVILLE,VA,10000 LEARNING LANE,
THE GIRLS MIDDLE SCHOOL,PALO ALTO,CA,3400 W BAYSHORE RD,
"THE GIRLS' MIDDLE SCHOOL",PALO ALTO,CA,3400 WEST BAYSHORE RD.,
U U WORLD OF CHILDREN,GREENVILLE,SC,1135 STATE PARK RD,
THE GIVING NEST PRESCHOOL,NORTH PLAINFIELD,NJ,300 CLINTON AVE,
THE GIVING NEST PRESCHOOL IN MARTINSVILLE,MARTINSVILLE,NJ,1949 WASHINGTON VALLEY RD,
THE GLADWYNE MONTESSORI SCHOOL,GLADWYNE,PA,920 YOUNGS FORD RD,
THE GLADYS H OBERLE SCHOOL,FREDERICKSBURG,VA,404 WILLIS ST,
THE GLEN MONTESSORI SCHOOL,PITTSBURGH,PA,950 PERRY HWY,
U.SCHOOL,SPRINGFIELD,MO,425 W MCDANIEL ST STE 160,
THE GODDARD SCHOOL,ALPHARETTA,GA,12665 CRABAPPLE RD,
UAB ENGEL THERAPEUTIC SCHOOL AND DAY TREATMENT,BIRMINGHAM,AL,930 20TH ST S STE 357,
THE GODDARD SCHOOL,ASHBURN,VA,42885 ORCHARD ORIOLE DR,
THE GODDARD SCHOOL,BETHLEHEM,PA,4500 FALMER DR,
UBIC ACADEMY,HOLLY HILL,FL,560 FLOMICH ST,
THE GODDARD SCHOOL,BROOKFIELD,CT,1 PRODUCTION DR,
THE GODDARD SCHOOL,CHANTILLY,VA,5001 WESTONE PLZ,
UC CHILD STUDY PARENT NURSERY,BERKELEY,CA,2425 ATHERTON,
THE GODDARD SCHOOL,CHESTERFIELD,MO,1633 KEHRS MILL RD,
UCAN ACADEMY,CHICAGO,IL,3110 W GRAND AVE,
THE GODDARD SCHOOL,CHESTERFIELD,VA,10211 KRAUSE RD,
THE GODDARD SCHOOL,CINCINNATI,OH,1280 NAGEL RD,
THE GODDARD SCHOOL,CONCORD TWP,OH,7645 FREDLE DR,
THE GODDARD SCHOOL,DOYLESTOWN,PA,100 FARM LN,
THE GODDARD SCHOOL,ELLICOTT CITY,MD,5633 WATERLOO RD,
THE GODDARD SCHOOL,ENOLA,PA,4955 WOODLAND DR,
THE GODDARD SCHOOL,FLOWERY BRANCH,GA,5989 SPOUT SPRINGS,
THE GODDARD SCHOOL,FORKED RIVER,NJ,214 LACEY RD,
THE GODDARD SCHOOL,JAMISON,PA,1600 MEYER WAY,
THE GODDARD SCHOOL,MECHANICSBURG,PA,5049 RITTER RD,
THE GODDARD SCHOOL,MOUNT LAUREL,NJ,2026 BRIGGS RD D,
UCIC SCHOOL,BOTHELL,WA,3727 240TH ST SE,
UCO EARLY BEGINNINGS ACADEMY,FORT LAUDERDALE,FL,3150 SW 13TH CT,
THE GODDARD SCHOOL,NAPERVILLE,IL,1928 SPRINGBROOK SQ DR,
THE GODDARD SCHOOL,"O'FALLON",MO,9008 PHOENIX PKWY,
THE GODDARD SCHOOL,ORANGE,CT,42 OLD TAVERN RD,
THE GODDARD SCHOOL,PARKER,CO,11450 PINE DR,
THE GODDARD SCHOOL,PISCATAWAY,NJ,376 S RANDOLPHVILLE RD,
THE GODDARD SCHOOL,PLAINFIELD,IL,24829 W 135TH ST,
THE GODDARD SCHOOL,SEWELL,NJ,3 PLZ DR,
THE GODDARD SCHOOL,SIMPSONVILLE,SC,8 FIVE FORK PLZ CT,
UCP-ASSOC GREATER SUFFOLK INC,COMMACK,NY,9 AZEALIA CT,
THE GODDARD SCHOOL,STATE COLLEGE,PA,1545 WESTERLY PKWY,
THE GODDARD SCHOOL,SUWANEE,GA,3710 OLD ATLANTA RD,
THE GODDARD SCHOOL,WAYNE,NJ,2086 HAMBURG TPKE,
THE GODDARD SCHOOL,WEST WINDSOR,NJ,1306 WINDSOR EDINBURGH RD,
THE GODDARD SCHOOL,WESTERVILLE,OH,8750 OLDE WORTHINGTON RD,
THE GODDARD SCHOOL,WESTLAKE,OH,30502 CENTER RIDGE RD,
THE GODDARD SCHOOL (CHESAPEAKE),CHESAPEAKE,VA,300 CEDAR LN,
THE GODDARD SCHOOL - ASHLAND,ASHLAND,VA,9431 ATLEE COMMERCE BLVD,
THE GODDARD SCHOOL - CANTON I,WOODSTOCK,GA,140 FOSTER RD,
UHLAND EL,KYLE,TX,2331 HIGH RD,
UINTA ACADEMY,WELLSVILLE,UT,3746 S 4800 W,
THE GODDARD SCHOOL - CENTERVILLE,CENTERVILLE,OH,10685 DAYTON LEBANON PIKE,
THE GODDARD SCHOOL - FLORENCE,FLORENCE,KY,1501 CAVALRY LN,
THE GODDARD SCHOOL - LEWIS CENTER,POWELL,OH,8542 OWENFIELD DR,
UINTAH BASIN CHRISTIAN ACADEMY,VERNAL,UT,1921 W 750 S,
THE GODDARD SCHOOL - MASON I,MASON,OH,754 READING RD,
THE GODDARD SCHOOL - MEDINA,MEDINA,OH,5138 NORMANDY PARK DR,
THE GODDARD SCHOOL - NUCKOLS,GLEN ALLEN,VA,11393 NUCKOLS RD,
THE GODDARD SCHOOL - SANDY SPRINGS,ATLANTA,GA,1150 HAMMOND DR BLDG E,
THE GODDARD SCHOOL - SNELLVILLE,SNELLVILLE,GA,1565 JANMAR RD,
THE GODDARD SCHOOL - SPARKS,SPARKS,NV,751 LOS ALTOS PKWY,
THE GODDARD SCHOOL - SUWANEE III,SUWANEE,GA,1460 SATELLITE BLVD NW,
THE GODDARD SCHOOL - WEST CHESTER,HAMILTON,OH,7739 PRINCETON GLENDALE RD,
THE GODDARD SCHOOL CEDAR PARK,CEDAR PARK,TX,1905 EL SALIDO PKWY,
UKIAH ADULT,UKIAH,CA,1056 NORTH BUSH ST.,
THE GODDARD SCHOOL FOR EARLY CHILDHOOD DEVT,TAMPA,FL,13401 TAMPA OAKS BLVD,
THE GODDARD SCHOOL IN GROVE CITY,GROVE CITY,OH,2585 LONDON GROVEPORT RD,
UKIAH COMMUNITY SCHOOL,UKIAH,CA,524 LOW GAP RD.,
THE GODDARD SCHOOL IN ROUND LAKE,ROUND LAKE,IL,1155 S AMARIAS DR,
THE GODDARD SCHOOL LAKE RIDGE,LAKE RIDGE,VA,12405 CAPE COD CT,
THE GODDARD SCHOOL OF ALLEN,ALLEN,TX,1695 E EXCHANGE PKWY,
THE GODDARD SCHOOL OF FREDERICK,FREDERICK,MD,2080 YELLOW SPRINGS RD,
THE GODDARD SCHOOL OF SPRINGBORO,SPRINGBORO,OH,250 W CENTRAL AVE,
THE GODDARD SCHOOL OF WALL,WALL TOWNSHIP,NJ,1981 STATE ROUTE 34,
THE GODDARD SCHOOL OF WOODBRIDGE,ISELIN,NJ,400 GILL LN STE 2,
UKIAH JUVENILE HALL,UKIAH,CA,585 LOW GAP RD.,
THE GODDARD SCHOOL THIRD LAKE,THIRD LAKE,IL,34638 N US HIGHWAY 45,
THE GODDARD SCHOOL-REYNOLDSBURG,COLUMBUS,OH,40 CHRIS PERRY LN,
THE GODDARD SCHOOL-SKIPPACK,SKIPPACK,PA,1246 BRIDGE RD,
THE GOOD SHEPHERD CATHOLIC MONTESSORI,CINCINNATI,OH,4460 BERWICK ST,
THE GOOD SHEPHERD NATIVITY MISSION SCHOOL,NEW ORLEANS,LA,353 BARONNE ST,
THE GORDON SCHOOL OF BETH DAVID CONGREGATION,MIAMI,FL,2625 SW 3RD AVE,
THE GOSPEL LIGHTHOUSE CHRISTIAN ACADEMY,LOCKHART,TX,2000 W SAN ANTONIO ST,
"THE GOVERNOR'S CAREER AND TECHNICAL EDUCATION ACADEMY FOR ST",RICHMOND,VA,2020 WESTWOOD AVENUE,
"THE GOVERNOR'S SCHOOL @ INNOVATION PARK",MANASSAS,VA,10900 UNIVERSITY BOULEVARD,
THE GOVERNORS ACADEMY,BYFIELD,MA,1 ELM ST 99,
THE GOW SCHOOL,SOUTH WALES,NY,2491 EMERY RD,
THE GRACE S WEBB SCHOOL,HARTFORD,CT,200 RETREAT AVE,
THE GRAMMAR SCHOOL,PUTNEY,VT,69 HICKORY RIDGE RD S,
THE GRAMON SCHOOL,FAIRFIELD,NJ,24 DWIGHT PL,
UMC OF THE COVENANT CHILD DEVELOPMENT CENTER,SPARTANBURG,SC,9020 ASHEVILLE HWY,
UMDNJ - CTR,PISCATAWAY,NJ,671 HOES LANE,
THE GRANT ACADEMY,WOODSTOCK,GA,102 SPRINGFIELD CENTER DR,
THE GRAYSON SCHOOL,BROOMALL,PA,35 N MALIN RD,
UMMATI SCHOOL OF TAMPA,TAMPA,FL,8745 N 48TH ST,
THE GREENE SCHOOL,WEST PALM BEACH,FL,2001 S DIXIE HWY,
THE GREENMOUNT SCHOOL,BALTIMORE,MD,501 W 30TH ST,
THE GREENVALE SCHOOL,GLEN HEAD,NY,250 VALENTINES LN,
THE GREENVILLE LEARNING CENTER,GREENVILLE,NC,1101 S ELM ST,
THE GREENWICH JAPANESE SCHOOL,GREENWICH,CT,270 LAKE AVE,
THE GREENWOOD SCHOOL,PUTNEY,VT,14 GREENWOOD LN,
THE GREGORY SCHOOL,TUCSON,AZ,3231 N CRAYCROFT RD,
THE GRODEN CENTER,PROVIDENCE,RI,86 MOUNT HOPE AVE,
THE GROSSE POINTE ACADEMY,GROSSE POINTE FARMS,MI,171 LAKE SHORE RD,
THE GROVE,UPPER LAKE,CA,635 FIRST ST.,
THE GROWING GARDEN NURSERY SCHOOL,PARAMUS,NJ,156 FOREST AVE,
THE GROWING PLACE,CORAL GABLES,FL,536 CORAL WAY,
THE GROWING PLACE MONTESSORI,POWAY,CA,13242 POMERADO RD,
THE GUNNERY,WASHINGTON,CT,22 KIRBY RD,
THE GUNSTON SCHOOL,CENTREVILLE,MD,911 GUNSTON RD,
THE GW COMMUNITY SCHOOL,SPRINGFIELD,VA,9001 BRADDOCK RD STE 111,
THE HABERSHAM SCHOOL,SAVANNAH,GA,505 E 54TH ST,
THE HAGEDORN LITTLE VILLAGE SCHOOL,SEAFORD,NY,750 HICKSVILLE RD,
THE HALLEN SCHOOL,NEW ROCHELLE,NY,97 CENTRE AVE,
THE HAMLIN SCHOOL,SAN FRANCISCO,CA,2129 VALLEJO ST,
THE HAMMOND SCHOOL,COLUMBIA,SC,854 GALWAY LN,
UMPQUA VALLEY CHRISTIAN SCHOOL,ROSEBURG,OR,18585 DIXONVILLE RD,
THE HANOVER CENTER FOR TRADES AND TECHNOLOGY,MECHANICSVILLE,VA,10002 LEARNING LANE,
THE HARBOUR SCHOOL AT ANNAPOLIS,ANNAPOLIS,MD,1277 GREEN HOLLY DR,
THE HARID CONSERVATORY,BOCA RATON,FL,2285 POTOMAC RD,
THE HARLEY SCHOOL,ROCHESTER,NY,1981 CLOVER ST,
THE HARRIS SCHOOL,HOUSTON,TX,6210 ROOKIN ST,
THE HARTSBROOK SCHOOL,HADLEY,MA,193 BAY RD,
THE HARVEY SCHOOL,KATONAH,NY,260 JAY ST,
THE HAVERFORD SCHOOL,HAVERFORD,PA,450 LANCASTER AVE,
"UNDER CARREY'S CARE CHILDCARE CENTER",RIVERDALE,IL,419 W 144TH ST,
UNDER THE SUN LEARNING CENTER,MARLTON,NJ,701 LIPPINCOTT DR,
UNDERCROFT MONTESSORI SCHOOL,TULSA,OK,3745 S HUDSON AVE,
UNDERDOWN JUNIOR HIGH SCHOOL,CASHION,AZ,1642 S. 30TH DRIVE,
THE HAYGROUND SCHOOL,BRIDGEHAMPTON,NY,151 MITCHELL LN,
THE HEALDSBURG SCHOOL,HEALDSBURG,CA,33 HEALDSBURG AVE H,
THE HEBREW ACADEMY OHR MENACHEM-CHABAD,NEW CITY,NY,315 N MAIN ST,
THE HEIGHTS SCHOOL,POTOMAC,MD,10400 SEVEN LOCKS RD,
"THE HELP GROUP'S PARKHILL SCHOOL",VAN NUYS,CA,15339 SATICOY ST,
THE HENRY BUCKNER SCHOOL,CAMBRIDGE,MA,85 BISHOP RICHARD ALLEN DR,
THE HERITAGE SCHOOL,NEWNAN,GA,2093 HWY 29 N,
THE HEWITT SCHOOL,NEW YORK,NY,45 E 75TH ST,
THE HIGH SCHOOL OF SAINT THOMAS MORE,CHAMPAIGN,IL,3901 N MATTIS AVE,
UNDERWOOD ELEMENTARY SCHOOL,DEL NORTE,CO,10TH & OAK,
THE HIGHLAND SCHOOL,ELLENBORO,WV,98 SYCAMORE SPRINGS LN,
THE HIGHLANDS SCHOOL,BEL AIR,MD,2409 CRESWELL RD,
THE HILL CENTER,DURHAM,NC,3200 PICKETT RD,
THE HILL SCHOOL,MIDDLEBURG,VA,130 S MADISON ST,
THE HILL SCHOOL,POTTSTOWN,PA,860 BEACH ST,
THE HILLIER SCHOOL,DALLAS,TX,3821 UNIVERSITY BLVD,
THE HILLSIDE SCHOOL,MACUNGIE,PA,2697 BROOKSIDE RD,
THE HILLSIDE SCHOOL & LEARNING CENTER,LA CANADA FLINTRIDGE,CA,4331 OAK GROVE DR,
THE HILLSPRINGS LEARNING CENTER,COLORADO SPRINGS,CO,2776 JANITELL RD,
THE HIRSCH ACADEMY,DECATUR,GA,705 S CANDLER ST,
UNFINISHED SYMPHONY,AGOURA,CA,3380 TRIUNFO CANYON RD.,
THE HOCKESSIN MONTESSORI SCHOOL,HOCKESSIN,DE,1000 OLD LANCASTER PIKE,
THE HOLY NAME OF JESUS ACADEMY,MASSENA,NY,337 TRIPPANY RD,
THE HOMESTEAD SCHOOL,GLEN SPEY,NY,428 HOLLOW RD,
THE HONOR ROLL SCHOOL,SUGAR LAND,TX,4111 SWEETWATER BLVD,
UNICORN VILLAGE ACADEMY,BOCA RATON,FL,21100 COLEMAN BLVD STE 200,
THE HOPE CHRISTIAN ACADEMY,ALIQUIPPA,PA,434 FRANKLIN AVE,
THE HOPE SCHOOL LEARNING CENTER,SPRINGFIELD,IL,15 E HAZEL DELL LN,
THE HOTCHKISS SCHOOL,LAKEVILLE,CT,11 INTERLAKEN RD,
THE HOUSE AT POOH CORNER,HOUSTON,TX,2808 FERNDALE ST,
THE HOWARD GARDNER SCHOOL,ALEXANDRIA,VA,4913 FRANCONIA RD,
THE HOWARD SCHOOL,ATLANTA,GA,1192 FOSTER ST NW,
THE HOWARD SCHOOL,CARPINTERIA,CA,5315 FOOTHILL RD,
THE HUB HOUSTON INC.,HOUSTON,TX,4209 GALWAY LN,
UNION BAPTIST KINDERGARTEN,PICAYUNE,MS,1628 W UNION RD,
THE HUDA ACADEMY,LITTLE ROCK,AR,3221 ANNA ST,
UNION BIBLE ACADEMY,WESTFIELD,IN,434 S UNION ST,
THE HUDSON SCHOOL,HOBOKEN,NJ,601 PARK AVE,
THE HUGHES CENTER,DANVILLE,VA,1601 FRANKLIN TPKE,
THE HUN SCHOOL OF PRINCETON,PRINCETON,NJ,176 EDGERSTOUNE RD,
THE IDEAL SCHOOL OF MANHATTAN,NEW YORK,NY,314 W 91ST ST,
UNION CATHOLIC REGIONAL HIGH SCHOOL,SCOTCH PLAINS,NJ,1600 MARTINE AVE,
THE IMAGO SCHOOL ASSOCIATION I,MAYNARD,MA,1 PERCIVAL ST,
THE IMANI SCHOOL,HOUSTON,TX,12401 S POST OAK RD STE A,
"THE INCREASE LEARNING CENTER, INC.",REIDSVILLE,NC,605 MONTEGOMERY ST,
THE INCUBATOR,LOS ANGELES,CA,7400 W. MANCHESTER BLDG K,
THE INDEPENDENCE ACADEMY,INDIANAPOLIS,IN,4701 CENTRAL AVE,
UNION CHRISTIAN ACADEMY,FARMERVILLE,LA,110 W HILL ST,
THE INDEPENDENCE SCHOOL,NEWARK,DE,1300 PAPER MILL RD,
UNION CHRISTIAN ACADEMY,FORT SMITH,AR,4201 WINDSOR DR,
THE INDEPENDENT DAY SCHOOL,MIDDLEFIELD,CT,115 LAUREL BROOK RD,
UNION CHRISTIAN ACADEMY,HULL,GA,11720 NOWHERE RD,
THE INDEPENDENT SCHOOL,WICHITA,KS,8317 E DOUGLAS,
UNION CHRISTIAN ACADEMY ELEMENTARY CAMPUS,FORT SMITH,AR,4201 WINDSOR DR,
UNION CHRISTIAN DAY SCHOOL,UNION,SC,331 MEANSVILLE RD,
THE INDEPENDENT SCHOOL OF WINCHESTER INC,STEPHENS CITY,VA,130 CARRIEBROOKE DR,
THE INTERNATIONAL SCHOOL,PORTLAND,OR,025 SW SHERMAN ST,
THE INTERNATIONAL SCHOOL,ST LOUIS,MO,3740 MARINE,
THE INTERNATIONAL SCHOOL OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,830 MONTICELLO AVE,
THE INTERNATIONAL SCHOOL OF MINNESOTA LLC,EDEN PRAIRIE,MN,6385 BEACH RD,
THE ISLAMIC ACADEMY FOR PEACE,METHUEN,MA,125 OAKLAND AVE,
THE ISLAMIC EDUCATION SCHOOL -TIES,PHILADELPHIA,PA,4431 WALNUT ST,
THE ISLAND SCHOOL,BAINBRIDGE ISLAND,WA,8553 NE DAY RD E,
THE JACKSON ACADEMY,JACKSON,AL,1954 COFFEEVILLE RD,
THE JANE JUSTIN SCHOOL,FORT WORTH,TX,1300 W LANCASTER AVE,
THE JANUS SCHOOL,MOUNT JOY,PA,205 LEFEVER RD,
THE JEFFERSON SCHOOL,GEORGETOWN,DE,22051 WILSON RD,
THE JEFFERSON SCHOOL AT FINAN CENTER,CUMBERLAND,MD,10100 COUNTRY CLUB RD SE,
THE JENKINS SCHOOL,LANCASTER,PA,3131 COLUMBIA AVE,
THE JERICHO SCHOOL FOR CHILDREN WITH AUTISM,JACKSONVILLE,FL,1351 SPRINKLE DR,
THE JOHN COOPER SCHOOL,THE WOODLANDS,TX,ONE JOHN COOPER DR,
UNION COUNTY ADULT HIGH SCHOOL,LAKE BUTLER,FL,55 SW 6TH ST,
THE JOHN CROSLAND SCHOOL,CHARLOTTE,NC,5146 PKWY PLZ BLVD,
UNION COUNTY AREA VOCATIONAL ED CENTER,MORGANFIELD,KY,4464 US HWY 60 W,
THE JONES-GORDON SCHOOL,PARADISE VALLEY,AZ,4800 E DOUBLETREE RANCH RD,
THE JOSHUA SCHOOL,ENGLEWOOD,CO,2303 E DARTMOUTH AVE,
THE JOULE SCHOOL,CEDAR PARK,TX,3402 LITTLE ELM TRL,
THE JOURNEY SCHOOL,MINNEAPOLIS,MN,3901 FIRST AVENUE SOUTH,
THE JOY SCHOOL,HOUSTON,TX,ONE CHELSEA BLVD,
THE JUDGE ROTENBERG CENTER,CANTON,MA,250 TPKE ST,
THE JULIA BROWN SCHOOL,LAUREL,MD,9450 MADISON AVE,
THE KARAFIN SCHOOL,MOUNT KISCO,NY,"40 RADIO CIR DR, STE 1",
THE KATHERINE THOMAS SCHOOL,ROCKVILLE,MD,9975 MEDICAL CENTER DR,
THE KATHY HERWARD CHILD CARE CENTER,ANDOVER,MA,310 LOWELL ST STOP 237,
THE KELLAR SCHOOL OF INOVA KELLAR CENTER,FAIRFAX,VA,11204 WAPLES MILL RD,
THE KENLEY SCHOOL,ABILENE,TX,1434 MATADOR ST,
THE KESSLER SCHOOL,DALLAS,TX,1215 TURNER AVE,
THE KILDONAN SCHOOL,AMENIA,NY,425 MORSE HILL RD,
"THE KING'S ACADEMY",FLORENCE,SC,1015 S EBENEZER RD,
"THE KING'S ACADEMY",LAKE OZARK,MO,1700 BAGNELL DAM BLVD,
"THE KING'S ACADEMY",MOHRSVILLE,PA,1562 MAIN ST,
UNION ELEMENTARY,PETALUMA,CA,5300 RED HILL RD.,
"THE KING'S ACADEMY",SEYMOUR,TN,202 SMOTHERS RD,
"THE KING'S ACADEMY",WOODSTOCK,GA,471 ARNOLD MILL RD,
THE KINGS ACADEMY,WEST PALM BEACH,FL,8401 BELVEDERE RD,
THE KINGS CHRISTIAN ACADEMY,CALLAWAY,MD,20738 POINT LOOKOUT RD,
THE KINGS DAUGHTERS SCHOOL,COLUMBIA,TN,412 W 9TH ST,
THE KINKAID SCHOOL,HOUSTON,TX,201 KINKAID SCHOOL DR,
THE KIPLING SCHOOL,HOUSTON,TX,600 SHEPHERD DR,
THE KISKI SCHOOL,SALTSBURG,PA,1888 BRETT LN,
THE KNOX SCHOOL,SAINT JAMES,NY,541 LONG BEACH RD,
THE LAB SCHOOL OF WASHINGTON,WASHINGTON,DC,4759 RESERVOIR RD NW,
THE LAKE AND PARK SCHOOL,SEATTLE,WA,3201 HUNTER BLVD S,
THE LAKESIDE SCHOOL,EUFAULA,AL,1020 LAKE DR,
THE LAMB OF GOD SCHOOL,HALETHORPE,MD,1810 FAIRVIEW AVE,
THE LAMBS WORKSHOP,BEDFORD,NH,1 COVENANT WAY,
THE LAMPLIGHTER SCHOOL,DALLAS,TX,11611 INWOOD RD,
THE LANGLEY SCHOOL,MCLEAN,VA,1411 BALLS HILL RD,
THE LATIN SCHOOL OF CHICAGO,CHICAGO,IL,59 W N BLVD,
THE LAUREL HILL SCHOOL,EAST SETAUKET,NY,201 OLD TOWN RD,
THE LAUREL SCHOOL,BREWSTER,MA,1436 LONG POND RD,
THE LAUREL SCHOOL,SAN FRANCISCO,CA,350 NINTH AVE,
THE LAWRENCEVILLE SCHOOL,LAWRENCEVILLE,NJ,2500 MAIN ST,
THE LEAD CENTER LTD,HOPEWELL,VA,622 A S 6TH AVE,
UNION GROVE CHRISTIAN SCHOOL,LEXINGTON,NC,2295 UNION GROVE RD,
UNION GROVE CHRISTIAN SCHOOL,UNION GROVE,WI,417 15TH AVE,
THE LEARNING ACADEMY OF TETON VALLEY,DRIGGS,ID,1480 S 500 W,
THE LEARNING CENTER,BRADFORD,PA,90 JACKSON AVE,
THE LEARNING CENTER,CASTLEWOOD,VA,117 REJOICE LN,
UNION GROVE MENNONITE SCHOOL,EAST EARL,PA,1508 UNION GROVE RD,
THE LEARNING CENTER,GULFPORT,MS,1215 CHURCH STREET,
THE LEARNING CENTER,TALLAHASSEE,FL,1725 HERMITAGE BLVD,
THE LEARNING CENTER AT FIRST BAPTIST,RICHMOND,KY,425 EASTERN BYP,
THE LEARNING CENTER FOR THE DEAF,FRAMINGHAM,MA,848 CENTRAL ST,
THE LEARNING COMMUNITY DAY SCHOOL,WESTPORT,CT,90 HILLSPOINT RD,
THE LEARNING COMMUNITY SCHOOL,BLACK MOUNTAIN,NC,375 LAKE EDEN RD,
THE LEARNING CORNER EARLY CHILDHOOD CENTER I,HALLANDALE BEACH,FL,1003 SE 1ST AVE,
THE LEARNING CURVE ACADEMY INC,EUSTIS,FL,480 W COUNTY ROAD 44,
THE LEARNING EXPERIENCE,BELLE MEAD,NJ,2176 US HIGHWAY 206,
THE LEARNING EXPERIENCE,WAYNE,NJ,1784 HAMBURG TPKE,
THE LEARNING EXPERIENCE AT PARKVILLE,NOTTINGHAM,MD,8601 WALTHER BLVD,
THE LEARNING EXPERIENCE DOYLESTOWN,DOYLESTOWN,PA,1721 S EASTON RD,
THE LEARNING FOUNDATION OF FLORIDA,ROYAL PALM BEACH,FL,507 ROYAL PALM BEACH BLVD,
THE LEARNING PATH CHILDCARE CTR & KINDERGARTEN,ATKINSON,NH,72 ROUTE 111,
THE LEARNING PLACE ACADEMY,MACON,GA,1569 EDNA PL,
THE LEARNING STATION,ELLENWOOD,GA,5135 HWY 42,
