name,city,state,address,category
ARCHBISHOP STEPINAC HIGH SCHOOL,WHITE PLAINS,NY,950 MAMARONECK AVE,MIDDLE
ARCHBISHOP WILLIAMS HIGH SCHOOL,BRAINTREE,MA,80 INDEPENDENCE AVE,MIDDLE
ARCHBISHOP WOOD HIGH SCHOOL,WARMINSTER,PA,655 YORK RD,MIDDLE
ARCHER SCHOOL FOR GIRLS,LOS ANGELES,CA,11725 W SUNSET BLVD,MIDDLE
ARCHES ACADEMY,OREM,UT,280 S 400 E,MIDDLE
ARCHWAY,LEICESTER,MA,77 MULBERRY ST,MIDDLE
ARCHWAYS COMMUNITY DAY,AMERICAN CANYON,CA,300 BENTON WAY,MIDDLE
ARDEN CAHILL ACADEMY,GRETNA,LA,3101 WALL BLVD,MIDDLE
ARDEN CHRISTIAN SCHOOL,ARDEN,NC,2568 HENDERSONVILLE RD,MIDDLE
ARDMORE ADVENTIST ACADEMY,ARDMORE,OK,154 BEAVER ACADEMY RD,MIDDLE
ABRAM FRIEDMAN OCCUPATIONAL,LOS ANGELES,CA,1646 SOUTH OLIVE ST.,MIDDLE
ABRAXAS ACADEMY,MORGANTOWN,PA,1000 ACADEMY DR,MIDDLE
ABRAXAS I ARLENE LISSNER HIGH SCHOOL,MARIENVILLE,PA,165 ABRAXAS RD,MIDDLE
ABRAXAS LEADERSHIP DEVELOPMENT PROGRAM,SOUTH MOUNTAIN,PA,"10058 S MOUNTAIN ROAD,BLDG. #6",MIDDLE
ABRAXAS YOUTH CENTER,SOUTH MOUNTAIN,PA,10058 S MOUNTAIN RD BLDG 3,MIDDLE
ABUNDANT LIFE ACADEMY,BELLEVUE,PA,10 N FREMONT AVE,MIDDLE
ABUNDANT LIFE ACADEMY,KINGSTON,NY,389 BROADWAY,MIDDLE
ABUNDANT LIFE ACADEMY,NUTLEX,NJ,390 WASHINGTON AVE,MIDDLE
AREA 7 ALTERNATIVE SCHOOL,LOS ANGELES,CA,4805 PASADENA AVE. TR.,MIDDLE
ABUNDANT LIFE CHRISTIAN ACADEMY,INDIAN TRAIL,NC,4224 BLANCHARD CIR,MIDDLE
ABUNDANT LIFE CHRISTIAN ACADEMY,LAS VEGAS,NV,1720 J ST,MIDDLE
ABUNDANT LIFE CHRISTIAN ACADEMY,MARGATE,FL,1494 BANKS RD,MIDDLE
ABUNDANT LIFE CHRISTIAN ACADEMY,THORP,WI,105 E HILL ST,MIDDLE
ABUNDANT LIFE CHRISTIAN LRNG CENTER /NEW JERUSALEM,MIAMI,FL,777 NW 85TH ST,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,ALBUQUERQUE,NM,2851 ARENAL RD SW,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,GREENVILLE,SC,630 FARRS BRIDGE RD,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,LA MARQUE,TX,5130 HALLAM RD,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,MADISON,WI,4901 E BUCKEYE RD,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,TRIADELPHIA,WV,976 CHAPEL HILL RD,MIDDLE
ABUNDANT LIFE CHRISTIAN SCHOOL,WILMINGTON,MA,173 CHURCH ST,MIDDLE
ABUNDANT LIFE MINISTRIES,VIRGINIA BEACH,VA,6037 PROVIDENCE RD STE 1,MIDDLE
ABUNDANT LIFE SCHOOL,SHERWOOD,AR,9200 HWY 107,MIDDLE
ABUNDANTCRESCENT CITY CHRISTIAN ACADEMY,CRESCENT CITY,FL,2701 S US HIGHWAY 17,MIDDLE
ACACIA ACADEMY,KOKOMO,IN,830 S MAIN ST,MIDDLE
ACACIA ACADEMY,LA GRANGE,IL,6425 WILLOW SPRINGS RD,MIDDLE
ACACIA ELEMENTARY CHARTER,STOCKTON,CA,1016 E. BIANCHI RD.,MIDDLE
ARENAC EASTERN ELEMENTARYMIDDLE SCHOOL,TWINING,MI,200 SMALLEY ST,MIDDLE
ARENAC EASTERN HIGH SCHOOL,TWINING,MI,200 SMALLEY ST,MIDDLE
ARENDELL PARROTT ACADEMY,KINSTON,NC,1901 DOBBS FARM RD,MIDDLE
ACACIA LEARNING CENTER,LOS ANGELES,CA,2900 W VERNON AVE,MIDDLE
ACACIA MIDDLE CHARTER,STOCKTON,CA,1016 E. BIANCHI RD.,MIDDLE
ARETE PREPATORY SCHOOL,LITHONIA,GA,3072 EVANS MILL RD,MIDDLE
ACACIAWOOD SCHOOL,ANAHEIM,CA,2530 W LA PALMA AVE,MIDDLE
ACADEME OF THE OAKS,DECATUR,GA,146 NEW ST,MIDDLE
ARGONAUT ELEMENTARY,HAYWARD,CA,1481 FRY LN.,MIDDLE
ACADEMIA DE LA RECTA PORTA ICDS,WASHINGTON,DC,7614 GEORGIA AVE NW,MIDDLE
ACADEMIA PRIVATE SCHOOL,WINDERM,FL,6506 OLD BRICK RD STE 110,MIDDLE
ARGONNE ELEMENTARY,SAN LEANDRO,CA,15550 ARGONNE ST.,MIDDLE
ACADEMIC ALTERNATIVE EDUCATION,BOCA RATON,FL,23123 STATE ROAD 7,MIDDLE
ACADEMIC BEHAVIOR SCHOOL EAST,HOUSTON,TX,7703 S LOOP E,MIDDLE
ACADEMIC BEHAVIOR SCHOOL WEST,HOUSTON,TX,7800 WESTGLEN,MIDDLE
ACADEMIC HIGH SCHOOL,BOCA RATON,FL,23123 STATE ROAD 7 STE 107,MIDDLE
ACADEMIC MASTERY ACADEMY,SOUTH HOLLAND,IL,16341 S PARK AVE,MIDDLE
ACADEMICS PLUS,EVANS,GA,717 INDUSTRIAL PARK RD,MIDDLE
ACADEMIE DE MONTESSORI,JACKSONVILLE,FL,1216 LASALLE ST,MIDDLE
ACADEMY 360,MIDLOTHIAN,VA,13900 HULL STREET ROAD,MIDDLE
ACADEMY ADVENTURES MID-TOWN,TUCSON,AZ,825 E. FT. LOWELL RD.,MIDDLE
ACADEMY AT DOUBLE H RANCH,FAIRMOUNT,GA,9906 HENDERSON MOUNTAIN RD,MIDDLE
ACADEMY AT NEW LIFE,FAYETTEVILLE,NC,6501 CAMDEN RD,MIDDLE
ACADEMY AT ST. SABINA,FLORISSANT,MO,1625 SWALLOW LN,MIDDLE
ACADEMY AT THE BEACH,PALM HARBOR,FL,1961 E LAKE RD,MIDDLE
ACADEMY AT VIRGINIA RANDOLPH,GLEN ALLEN,VA,2204 MOUNTAIN RD,MIDDLE
ARI GUIRAGOS MINASSIAN ARMENIAN SCHOOL,SANTA ANA,CA,5311 W MCFADDEN AVE,MIDDLE
ACADEMY FOR ACADEMIC EXCELLENCE,CLARKSVILLE,TN,2134 OLD ASHLAND CITY RD,MIDDLE
ACADEMY FOR ACADEMICS  ARTS,HUNTSVILLE,AL,2800 POPLAR ST NW,MIDDLE
ACADEMY FOR ADVANCEMENT OF CHILDREN WITH AUTISM,CHATSWORTH,CA,10824 TOPANGA CANYON BLVD,MIDDLE
ACADEMY FOR ADVANCEMENT OF CHILDREN WITH AUTISM,LANCASTER,CA,6742 E AVE H,MIDDLE
ARISE ACADEMY CHARTER HIGH SCHOOL,PHILADELPHIA,PA,2116 E. HAINES STREET,MIDDLE
ACADEMY FOR AUTISM,ORLANDO,FL,11 E LANCASTER RD,MIDDLE
ARISTA PREP NURSERY SCHOOL,BROOKLYN,NY,275 KINGSTON AVE,MIDDLE
ARISTOTLE ACADEMY,AMERICAN FORK,UT,704 S 600 E,MIDDLE
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - MESA,MESA,AZ,1833 W. SOUTHERN AVE,MIDDLE
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - PRESCOTT VALLEY,PRESCOTT VALLEY,AZ,7500 CIVIC CIRCLE DR.,MIDDLE
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - RED MOUNTAIN,MESA,AZ,2165 N. POWER ROAD,MIDDLE
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. - MESA,MESA,AZ,1833 W. SOUTHERN AVE,MIDDLE
ARIZONA AUTISM CHARTER SCHOOL  UPPER SCHOOL CAMPUS,PHOENIX,AZ,1445 E. INDIAN SCHOOL RD.,MIDDLE
ARIZONA CULTURAL ACADEMY & COLLEGE PREP,PHOENIX,AZ,7810 S 42ND PL,MIDDLE
ARIZONA INTERNATIONAL ACADEMY,SCOTTSDALE,AZ,12430 N SCOTTSDALE RD,MIDDLE
ARIZONA LUTHERAN ACADEMY,PHOENIX,AZ,6036 S 27TH AVE,MIDDLE
ACADEMY FOR INDIVIDUAL EXCELLENCE,LOUISVILLE,KY,3101 BLUEBIRD LN,MIDDLE
ACADEMY FOR INDIVIDUALIZED STUDY/INDEPENDENT STUDY/HOME SCHO,LAS VEGAS,NV,4601 W. BONANZA RD,MIDDLE
ARIZONA WORLD SCHOOL,ELOY,AZ,900 N. MAIN STREET,MIDDLE
ARK CHRISTIAN ACADEMY,BROOKLYN,NY,1710 EASTERN PKWY,MIDDLE
ACADEMY FOR KIDS,CLACKAMAS,OR,13698 SE 147TH AVE,MIDDLE
ARK CHRISTIAN ACADEMY,ST AUGUSTINE,FL,307 ANASTASIA BLVD,MIDDLE
ARK OF SAFETY CHRISTIAN ACADEMY,WAIANAE,HI,"86-120 FARRINGTON HWY, STE 110",MIDDLE
ACADEMY FOR LEARNING,LAS VEGAS,NV,1018 E SAHARA AVE STE D,MIDDLE
ARKANSAS CONNECTIONS ACADEMY ELEMENTARY,BENTONVILLE,AR,609 SW 8TH ST,MIDDLE
ARKANSAS CONSOLIDATED HIGH SCHOOL - DERMOTT #3,DERMOTT,AR,878 E GAINES ST,MIDDLE
ACADEMY FOR PRECISION LEARNING,SEATTLE,WA,"5031 UNIVERSITY WAY NE, #105",MIDDLE
ACADEMY FOR SCIENCE  FOREIGN LANGUAGE,HUNTSVILLE,AL,3221 MASTIN LAKE RD,MIDDLE
ACADEMY FOR YOUNG LEARNERS INC,HIALEAH,FL,18191 NW 68TH AVE STE 101,MIDDLE
ACADEMY HILL SCHOOL,SPRINGFIELD,MA,1190 LIBERTY ST,MIDDLE
ACADEMY INNOVATION,GAINESVILLE,GA,1399 THOMPSON BRIDGE RD,MIDDLE
ACADEMY JJAEP,LITTLE RIVER,TX,704 E MAIN ST,MIDDLE
ACADEMY MONTESSORI INTERNATIONALE,KANSAS CITY,MO,12501 STATE LINE RD,MIDDLE
ACADEMY MONTESSORI PRESCHOOL,ALBUQUERQUE,NM,11216 PHOENIX AVE NE,MIDDLE
ACADEMY NORTHWEST,MARYSVILLE,WA,514 STATE AVE STE 108,MIDDLE
ACADEMY OF ART  CAREERS AND TECHNOLOGY,RENO,NV,380 EDISON WAY,MIDDLE
ARLINGTON ACADEMY OF MIAMI LLC,HIALEAH,FL,4814 NW 167TH ST,MIDDLE
ARLINGTON BAPTIST SCHOOL,BALTIMORE,MD,3030 N ROLLING RD,MIDDLE
ARLINGTON CATHOLIC HIGH SCHOOL,ARLINGTON,MA,16 MEDFORD ST,MIDDLE
ARLINGTON CHRISTIAN ACADEMY,AKRON,OH,539 S ARLINGTON ST,MIDDLE
ARLINGTON CHRISTIAN SCHOOL,ARLINGTON,WA,2425 200TH ST NE,MIDDLE
ACADEMY OF ARTS AND SCIENCES: SONOMA,THOUSAND OAKS,CA,850 HAMPSHIRE RD. STE. P,MIDDLE
ACADEMY OF ARTS AND SCIENCES: THOUSAND OAKS & SIMI VALLEY,WESTLAKE VILLAGE,CA,850 HAMPSHIRE RD. STE. P,MIDDLE
ARLINGTON COMMUNITY MIDDLE SCHOOL,INDIANAPOLIS,IN,120 E WALNUT ST,MIDDLE
ACADEMY OF CHRISTIAN EDUCATION,RESTON,VA,10800 PARKRIDGE BLVD # 150,MIDDLE
ACADEMY OF COASTAL CAROLINA,SHALLOTTE,NC,623 VILLAGE RD SW,MIDDLE
ACADEMY OF CONSTRUCTION/ENGINEERING,MINNEAPOLIS,MN,4001 HARRIET AVE S,MIDDLE
ARLINGTON FAITH ACADEMY,ARLINGTON,TX,5100 US HIGHWAY 287,MIDDLE
ARLINGTON HEIGHTS CHRISTIAN SCHOOL,CORPUS CHRISTI,TX,9550 LEOPARD ST,MIDDLE
ACADEMY OF EARLY LEARNING,HYANNIS,MA,465 FALMOUTH RD,MIDDLE
ACADEMY OF ENGINEERING AND TECHNOLOGY,LEESBURG,VA,801 N KING STREET,MIDDLE
"ARLINGTON KINDERGARTEN OF JACKSONVILLE, INC",JACKSONVILLE,FL,1210 MARCHECK ST,MIDDLE
ACADEMY OF EXCELLENCE,EUREKA SPRINGS,AR,157 HUNTSVILLE RD,MIDDLE
ACADEMY OF EXCELLENCE,MILWAUKEE,WI,633 S 12TH ST,MIDDLE
ACADEMY OF EXCELLENCE,STATESVILLE,NC,612 S RACE ST,MIDDLE
ACADEMY OF GREATNESS AND EXCELLENCE,TEANECK,NJ,441 N ST,MIDDLE
ARLINGTON MONTESSORI HOUSE,ARLINGTON,VA,3809 WASHINGTON BLVD,MIDDLE
ARLINGTON MONTESSORI SCHOOL,ARLINGTON HEIGHTS,IL,2025 S GOEBBERT RD,MIDDLE
ARLINGTON OAKS ELEMENTARY,WEST SACRAMENTO,CA,1800 DEVON AVE.,MIDDLE
ARLINGTON SCHOOL,BELMONT,MA,115 MILL ST,MIDDLE
ARLINGTON SCHOOL,BIRMINGHAM,AL,1312 22ND ST S,MIDDLE
ARLYN DAY SCHOOL,HIGHLAND PARK,IL,2789 OAK ST,MIDDLE
ARMA DEI ACADEMY,HIGHLANDS RANCH,CO,345 E WILDCAT RESERVE PKWY,MIDDLE
ACADEMY OF INTERNATIONAL STUDIES,HAMTRAMCK,MI,3056 HANLEY ST,MIDDLE
ARMAND BAYOU MONTESSORI,HOUSTON,TX,16204 HICKORY KNOLL DR,MIDDLE
ARMBRUST CHRISTIAN ACADEMY,HUNKER,PA,7786 ROUTE 819,MIDDLE
ARMENIAN SISTERS ACADEMY,MONTROSE,CA,2361 FLORENCITA AVE,MIDDLE
ARMENIAN SISTERS ACADEMY,RADNOR,PA,440 UPPER GULPH RD,MIDDLE
ACADEMY OF MEDIA ARTS,LOS ANGELES,CA,2009 WEST MARTIN LUTHER KING BLVD.,MIDDLE
ACADEMY OF MONTESSORI INTERNATIONAL,THONOTOSASSA,FL,15421 MORRIS BRIDGE RD,MIDDLE
ACADEMY OF MOUNT ST URSULA,BRONX,NY,330 BEDFORD PARK BLVD,MIDDLE
ACADEMY OF NOTRE DAME,TYNGSBORO,MA,180 MIDDLESEX RD,MIDDLE
ACADEMY OF OUR LADY,MARRERO,LA,5501 WESTBANK EXPY,MIDDLE
ACADEMY OF OUR LADY OF GRACE,FAIRVIEW,NJ,400 KAMENA ST,MIDDLE
"ACADEMY OF OUR LADY OF MERCY, LAURALTON HALL",MILFORD,CT,200 HIGH ST,MIDDLE
ACADEMY OF OUR LADY OF MT CARMEL,TENAFLY,NJ,10 COUNTY ROAD,MIDDLE
ACADEMY OF OUR LADY OF PEACE,NEW PROVIDENCE,NJ,99 S ST,MIDDLE
ACADEMY OF PERSONALIZED EXCELLENCE,MINNEAPOLIS,MN,2620 RUSSELL AVE N,MIDDLE
ACADEMY OF SAINT ELIZABETH,MORRISTOWN,NJ,2 CONVENT RD,MIDDLE
ACADEMY OF SAINT LOUIS,CHESTERFIELD,MO,1633 KEHRS MILL RD BLDG B,MIDDLE
ACADEMY OF SAINT PAUL,RAMSEY,NJ,187 WYCKOFF AVE,MIDDLE
ARMSTRONG MS,FAIRLESS HILLS,PA,475 WISTAR RD,MIDDLE
ACADEMY OF SCHOLASTIC ACHIEVEMENT,CHICAGO,IL,4651 W MADISON ST,MIDDLE
ACADEMY OF SCIENCE AND ENGINEERING,LOS ANGELES,CA,5753 RODEO RD.,MIDDLE
ARMSTRONG VALLEY CHRISTIAN SCHOOL,HALIFAX,PA,943 ENDERS RD,MIDDLE
ACADEMY OF ST ADALBERT,BEREA,OH,56 ADELBERT ST,MIDDLE
ACADEMY OF ST BENEDICT THE AFRICAN,CHICAGO,IL,6020 S LAFLIN ST,MIDDLE
ACADEMY OF ST JAMES OF THE MARCHES,TOTOWA,NJ,400 TOTOWA RD,MIDDLE
ARMY & NAVY ACADEMY,CARLSBAD,CA,2605 CARLSBAD BLVD,MIDDLE
ACADEMY OF ST JOSEPH,NEW YORK,NY,111 WASHINGTON PL,MIDDLE
ACADEMY OF THE ARTS (THE),BRONX,NY,888 REV J A POLITE AVE,MIDDLE
ARNOLD CHRISTIAN ACADEMY,ARNOLD,MD,365 JONES STATION RD,MIDDLE
ACADEMY OF THE HOLY ANGELS,DEMAREST,NJ,315 HILLSIDE AVE,MIDDLE
ACADEMY OF THE HOLY CROSS,KENSINGTON,MD,4920 STRATHMORE AVE,MIDDLE
ACADEMY OF THE HOLY FAMILY,BALTIC,CT,54 W MAIN ST # 691,MIDDLE
ACADEMY OF THE HOLY NAMES,TAMPA,FL,3319 BAYSHORE BLVD,MIDDLE
ACADEMY OF THE IMMACULATE HEART OF MARY,AKRON,OH,2935 CHENOWETH RD,MIDDLE
ACADEMY OF THE MOST BLESSED SACRAMENT,FRANKLIN LAKES,NJ,785 FRANKLIN LAKE RD,MIDDLE
ACADEMY OF THE NEW CHURCH BOYS SCHOOL,BRYN ATHYN,PA,2815 BENADE CIR,MIDDLE
ACADEMY OF THE NEW CHURCH GIRLS SCHOOL,BRYN ATHYN,PA,2815 BENADE CIR,MIDDLE
ACADEMY OF THE SACRED HEART,NEW ORLEANS,LA,4521 ST CHARLES AVE,MIDDLE
ACADEMY OF THE SACRED HEART,SAINT CHARLES,MO,619 N 2ND ST,MIDDLE
AROUND THE WORLD CHILDREN CENTER,DOWNEY,CA,10441 LAKEWOOD BLVD,MIDDLE
ACADEMY OF WHOLE LEARNING,MINNETONKA,MN,3500 WILLISTON RD,MIDDLE
ACADEMY ON THE HILL,ALISO VIEJO,CA,10 MAREBLU,MIDDLE
ACADEMY PERFORMING PRESCHOOL,VICTORVILLE,CA,12219 SECOND AVE.,MIDDLE
ACADEMY PREP CENTER OF ST PETERSBURG,ST PETERSBURG,FL,2301 22ND AVE S,MIDDLE
ACADEMY PREP CENTER OF TAMPA,TAMPA,FL,1407 E COLUMBUS DR,MIDDLE
ACADEMY PRIMARY SCHOOL & CHILD DEVELOPMENT CENTER,ROCKVILLE,MD,10107 DARNESTOWN RD,MIDDLE
ACADEMY SCHOOLS,TUKWILA,WA,14601 INTERURBAN AVE S,MIDDLE
ARRIS MONTESSORI,ASHBURN,VA,44675 CAPE CT STE 189,MIDDLE
ACADEMY-NOTRE DAME DE NAMUR,VILLANOVA,PA,560 SPROUL RD,MIDDLE
ARROW ACADEMY,WHIPPANY,NJ,90 WHIPPANY RD,MIDDLE
ACADEMY/FULL-TIME PROGRAMS,TRENTON,NJ,1085 OLD TRENTON RD,MIDDLE
ACADEMY360 UPPER SCHOOL,LIVINGSTON,NJ,6 REGENT ST,MIDDLE
ARROW CENTER FOR EDUCATION TANGRAM,BALTIMORE,MD,8830 ORCHARD TREE LN,MIDDLE
ARROWHEAD CHRISTIAN ACADEMY,REDLANDS,CA,105 TENNESSEE ST,MIDDLE
ACALANES ADULT EDUCATION CENTER,WALNUT CREEK,CA,1963 TICE VALLEY BLVD.,MIDDLE
ACARATH MONTESSORI CENTER,SCHAUMBURG,IL,22 KRISTIN DR,MIDDLE
ACCEL,PHOENIX,AZ,10251 N 35TH AVE,MIDDLE
ARROWHEAD MONTESSORI,PEORIA,AZ,14801 N 83RD AVE,MIDDLE
ACCELERATED INT CHARTER SCHOOL,HOUSTON,TX,12825 SUMMIT RDG DR,MIDDLE
ACCELERATED SCHOOLS,DENVER,CO,2160 S COOK ST,MIDDLE
ACCELERATED SCHOOLS OF OVERLAND PARK,OVERLAND PARK,KS,10713 BARKLEY ST,MIDDLE
ACCELERATION ACADEMIES LLC,MIAMI BEACH,FL,1001 N MIAMI BEACH BLVD,MIDDLE
ACCELERATIONS LEARNING CENTER,HONOLULU,HI,1012 PIIKOI ST FL 2,MIDDLE
ACCELERE,OMAHA,NE,2606 HAMILTON ST,MIDDLE
ACCESS FUTURES CHILD CARE CENTER,WORCESTER,MA,799 W BOYLSTON ST STE 3,MIDDLE
ACCOTINK ACADEMY,SPRINGFIELD,VA,8519 TUTTLE RD,MIDDLE
ACE ACADEMY  JEFFERSON SITE,DETROIT,MI,13330 E JEFFERSON AVENUE,MIDDLE
ACE ACADEMY SOUTH,FLORIDA CITY,FL,303 W PALM DR,MIDDLE
ACE DAY & NIGHT SCHOOL  - CLOSED,PHOENIX,AZ,735 E FILLMORE ST.,MIDDLE
ACE DAY & NIGHT SCHOOL - CLOSED,PHOENIX,AZ,735 E FILLMORE ST.,MIDDLE
ARROYO GARFIELD ELEM.,PASADENA,CA,540 S. PASADENA AVE.,MIDDLE
ARROYO GRANDE MONTESSORI SCHOOL,ARROYO GRANDE,CA,216 OAK ST,MIDDLE
ARROYO HIGH (APHASIA),EL MONTE,CA,4921 N. CEDAR AVE.,MIDDLE
ACERA SCHOOL,WINCHESTER,MA,5 LOWELL AVE,MIDDLE
ACERO CHTR  ROBERTO CLEMENTE CMPS,CHICAGO,IL,2050 N NATCHEZ AVE,MIDDLE
ACERO CHTR  SOR JUANA INES DE LA,CHICAGO,IL,7416 N RIDGE BLVD,MIDDLE
ARROYO PASEO CHARTER HIGH,SAN DIEGO,CA,3773 EL CAJON BLVD.,MIDDLE
ACERO CHTR NETRK -  MAJOR GARCIA,CHICAGO,IL,4248 W 47TH ST,MIDDLE
ARRUPE JESUIT HIGH SCHOOL,DENVER,CO,4343 UTICA ST,MIDDLE
ART'S LEARNING ACADEMY,CHIPLEY,FL,739 7TH ST,MIDDLE
ARTE I RPTCS (REGIONAL PROFESSIONAL TECHNICAL CHARTER SCHOOL,TWIN FALLS,ID,COLLEGE OF SOUTHERN IDAHO EVER,MIDDLE
ACHIEVE KIDS,SAN JOSE,CA,1212 MCGINNESS AVE,MIDDLE
ARTHUR B. INGHAM CENTER,SALINAS,CA,47 SAN BANACIO CANYON RD.,MIDDLE
ACHIEVEMENT CENTER OF SARASOTA THE,SARASOTA,FL,1201 N BENEVA RD,MIDDLE
ARTHUR E. WRIGHT ELEMENTARY,CALABASAS,CA,4029 N. LAS VIRGENES RD.,MIDDLE
ARTHUR I MEYER JEWISH ACADEMY,PALM BEACH GARDENS,FL,5225 HOOD RD,MIDDLE
ACHIEVEMENT INTEGRITY AND MATURITY,ALEXANDRIA,VA,C/O KATHRYN SALERNO,MIDDLE
ARTHUR MORGAN SCHOOL,BURNSVILLE,NC,60 AMS CIR,MIDDLE
ACHIEVER CHRISTIAN SCHOOL,SAN JOSE,CA,540 SANDS DR,MIDDLE
ACHIEVER'S CHRISTIAN ACADEMY,JENNINGS,FL,1424 HAMILTON AVE,MIDDLE
ACHIEVERS CENTER FOR EDUCATION,SAN ANTONIO,TX,5084 DEZAVLA RD,MIDDLE
ACHIEVING STARS ACADEMY,MILPITAS,CA,301 S ABBOTT AVE,MIDDLE
ARTHUR ROBERT ASHE CENTER,FORT LAUDERDALE,FL,1701 NW 23RD AVE,MIDDLE
ACLD SCHOOL,YOUNGSTOWN,OH,118 E WOOD ST,MIDDLE
ACLD TILLOTSON SCHOOL,PITTSBURGH,PA,4900 GIRARD RD,MIDDLE
ACORN HILL WALDORF KINDERGARTEN & NURSERY,SILVER SPRING,MD,9504 BRUNETT AVE,MIDDLE
ACORN LEARNING CENTER,TWIN FALLS,ID,493 EASTLAND DR,MIDDLE
ACORN MONTESSORI,MINNEAPOLIS,MN,310 - 38TH ST. S SUITE 133,MIDDLE
ACORN MONTESSORI CHARTER SCHOOL  INC. - WEST,PRESCOTT VALLEY,AZ,7555 E. LONG LOOK DRIVE,MIDDLE
ARTOIS ELEMENTARY,ARTOIS,CA,PO BOX H,MIDDLE
ACORN MONTESSORI SCHOOL,LEBANON,NJ,1222 STATE ROUTE 31,MIDDLE
ARTS  COMMUNICATIONS ACADEMY AT FAIR PLAIN,BENTON HARBOR,MI,120 E NAPIER AVE,MIDDLE
ACORN SCHOOL,STRATHAM,NH,136 WINNICUTT RD,MIDDLE
ARTS & HUMANITIES FOCUS PRGM,LINCOLN,NE,643 S 25TH STE 9,MIDDLE
ARTS & IDEAS SUDBURY SCHOOL,BALTIMORE,MD,4915 HOLDER AVE,MIDDLE
ACRES OF FUN CHILD CARE CENTER INC.,PINELLAS PARK,FL,6262 62ND AVE N,MIDDLE
ACS EDUCATIONAL RESOURCES AND CONSULTANT LLC,ORMOND BEACH,FL,53 N OLD KINGS RD STE D,MIDDLE
ACT,STONE MOUNTAIN,GA,1170 N HAIRSTON RD,MIDDLE
ARTS AND MEDIA PREPARATORY ACADEMY,BROOKLYN,NY,905 WINTHROP ST,MIDDLE
ACTION BASED ENTERPRISES SCHOOL,WOONSOCKET,RI,141 MAIN ST,MIDDLE
ACTION DAY PRIMARY PLUS ALLEN SCHOOL,SAN JOSE,CA,5845 ALLEN AVE,MIDDLE
ACTIS (O. J.) JUNIOR HIGH,BAKERSFIELD,CA,2400 WESTHOLME BLVD.,MIDDLE
ACTIVE LEARNING CENTER,ALLENTOWN,PA,7200B WINDSOR DR,MIDDLE
ACTIVE LEARNING CENTER,BREINIGSVILLE,PA,9999 HAMILTON BLVD BLDG 10,MIDDLE
ARTS SCHOOL,OAKLAND,CA,5263 BROADWAY TER.,MIDDLE
ARTS THEREAFTER CHRISTIAN SCHOOL,ST CLOUD,FL,2745 CANOE CREEK RD,MIDDLE
ARTSTECH,KANSAS CITY,MO,1522 HOLMES ST,MIDDLE
ARTURO SOMOHANO,BAYAMON,PR,URB VILLA ESPA?A CALLE LOS PIRINEOS,MIDDLE
ARUNDEL CHRISTIAN SCHOOL,HANOVER,MD,"7459 CANDLEWOOD ROAD, SUITES A-F",MIDDLE
ARVIN CONTINUATION HIGH,BAKERSFIELD,CA,2000 24TH ST.,MIDDLE
ARVIN-LAMONT ADULT SCHOOL,ARVIN,CA,PO BOX 518,MIDDLE
ACTON (EH),ACTON,CA,32248 NORTH CROWN VALLEY RD.,MIDDLE
ACTON ACADEMY,AUSTIN,TX,1404 E RIVERSIDE DR,MIDDLE
ACTON ACADEMY ALBUQUERQUE,ALBUQUERQUE,MN,6901 SAN ANTONIO DR NE,MIDDLE
AS YOU ARE PRESCHOOL,RESEDA,CA,7855 LINDLEY AVE,MIDDLE
AS-SABEEL ACADEMY,GREER,SC,1601 CLEMENT RD,MIDDLE
ACTON ACADEMY VENICE BEACH,VENICE,CA,2210 LINCOLN BLVD STE 13,MIDDLE
AS-SAFA INSTITUTE/AS-SAFA ACADEMY,SAN JOSE,CA,801 HIBISCUS LN,MIDDLE
ACTS ACADEMY,VALLEY,AL,316 FOB JAMES DR,MIDDLE
ACTS CHRISTIAN ACADEMY,FARMINGTON,NM,2600 SULLIVAN AVE,MIDDLE
ACU ARKANSAS CHILDREN'S UNIVERSITY,HARRISON,AR,400 HWY 43 E,MIDDLE
AD ASTRA SCHOOL,HAWTHORNE,CA,3715 JACK NORTHROP AVE,MIDDLE
ADA CHRISTIAN SCHOOL,ADA,MI,6206 ADA DR SE,MIDDLE
ASBURY CHILD DEVELOPMENT CENTER,SALISBURY,MD,1401 CAMDEN AVE,MIDDLE
ADAIR COMMUNITY DAY,SUNNYVALE,CA,819 WEST IOWA AVE.,MIDDLE
ADAIR ELEMENTARY,SUNNYVALE,CA,830 W. MCKINLEY,MIDDLE
ASBURY KINDERGARTEN & PRESCHOOL,COLUMBIA,SC,1005 ASBURY DR,MIDDLE
ADALINE E. KENT ELEMENTARY,KENTFIELD,CA,250 STADIUM WAY,MIDDLE
ASCEND LEADERSHIP ACADEMY: LEE COUNTY,DURHAM,NC,315 RONDELAY DRIVE,MIDDLE
