federal_offense,misdemeanor,total,detained_or_awaiting_trial,felony,snapshot_date,id,source_url,source_url1
1,13,92,78,0,2021-09-01,9002,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,87,85,2,2021-09-01,9007,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
3,42,268,207,16,2021-09-01,9008,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,11,20,2,7,2021-09-01,9048,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
56,11,150,70,13,2021-09-01,9011,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,25,124,95,2,2021-09-01,9012,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,50,45,2,2021-09-01,9013,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,14,141,123,4,2021-09-01,9015,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,41,265,201,23,2021-09-01,9016,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,40,213,152,20,2021-09-01,9017,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,18,159,101,38,2021-09-01,9018,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,54,265,202,9,2021-09-01,9019,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,52,668,593,23,2021-09-01,9020,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,38,99,0,61,2021-09-01,9021,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,150,144,0,2021-09-01,9022,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,8,98,81,9,2021-09-01,9023,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,18,103,82,3,2021-09-01,9028,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,95,79,1,2021-09-01,9029,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,68,574,460,46,2021-09-01,9030,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,52,263,196,15,2021-09-01,10110,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,144,595,410,41,2021-09-01,9031,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,29,165,121,15,2021-09-01,9032,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,26,20,0,2021-09-01,9033,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,7,66,53,5,2021-09-01,9035,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,43,18,10,2021-09-01,9036,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,32,235,158,45,2021-09-01,9037,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
24,26,152,97,5,2021-09-01,9889,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,10,69,53,6,2021-09-01,9039,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,71,146,61,14,2021-09-01,9040,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,90,274,171,13,2021-09-01,9041,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,114,435,295,25,2021-09-01,9042,https://www.tn.gov/content/dam/tn/correction/documents/JailAugust2021.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
25,6,107,59,17,2020-01-01,8948,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,142,130,3,2020-01-01,8949,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
130,44,549,362,13,2020-01-01,8950,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,19,297,225,53,2020-01-01,8952,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,53,33,11,2020-01-01,8953,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,37,139,92,10,2020-01-01,8954,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,22,129,107,0,2020-01-01,8956,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,7,84,65,10,2020-01-01,8957,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,20,16,1,2020-01-01,8959,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,47,319,244,28,2020-01-01,8961,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,2,55,45,4,2020-01-01,8962,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,64,189,116,5,2020-01-01,8963,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,2,61,59,0,2020-01-01,8964,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,20,84,62,2,2020-01-01,8965,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,88,376,287,1,2020-01-01,8966,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,10,186,170,6,2020-01-01,8967,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,43,35,5,2020-01-01,8967,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
8,7,143,122,6,2020-01-01,8968,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,49,160,108,3,2020-01-01,8969,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,38,218,131,49,2020-01-01,8970,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,25,159,110,24,2020-01-01,8972,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,11,90,66,13,2020-01-01,8975,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,131,384,247,6,2020-01-01,8976,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,107,75,17,2020-01-01,8978,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,8,97,82,7,2020-01-01,8979,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
3,13,143,120,7,2020-01-01,8980,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,67,240,171,2,2020-01-01,8981,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,12,108,62,30,2020-01-01,8982,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,41,231,148,38,2020-01-01,8983,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,22,170,112,36,2020-01-01,8984,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,14,73,59,0,2020-01-01,8985,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
3,4,30,15,8,2020-01-01,8986,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,28,101,68,5,2020-01-01,8987,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
12,2,121,84,23,2020-01-01,8988,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,4,189,162,21,2020-01-01,8990,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,4,38,22,12,2020-01-01,8989,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,117,94,14,2020-01-01,8991,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,84,0,84,2020-01-01,9049,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,5,94,78,11,2020-01-01,8996,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,5,44,35,4,2020-01-01,8998,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,36,161,104,21,2020-01-01,8999,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,17,229,212,0,2020-01-01,9003,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,25,116,79,12,2020-01-01,9004,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,38,136,91,7,2020-01-01,9005,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,72,312,203,37,2020-01-01,9006,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,82,351,248,21,2020-01-01,9001,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,4,103,98,0,2020-01-01,9002,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,74,66,5,2020-01-01,9007,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
3,73,264,164,24,2020-01-01,9008,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,13,30,10,7,2020-01-01,9048,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
70,5,151,68,8,2020-01-01,9011,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,13,106,85,8,2020-01-01,9012,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
5,0,55,50,0,2020-01-01,9013,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,8,180,168,4,2020-01-01,9015,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,121,388,240,27,2020-01-01,9016,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
6,5,109,90,8,2020-01-01,9017,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,48,202,132,22,2020-01-01,9018,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,96,471,362,13,2020-01-01,9019,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,61,879,783,35,2020-01-01,9020,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,31,156,0,125,2020-01-01,9021,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,8,164,156,0,2020-01-01,9022,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,7,92,76,9,2020-01-01,9023,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,39,133,91,3,2020-01-01,9028,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,93,83,1,2020-01-01,9029,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,56,624,543,25,2020-01-01,9030,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,49,271,207,15,2020-01-01,10110,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,150,812,579,83,2020-01-01,9031,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,56,190,120,14,2020-01-01,9032,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,5,54,49,0,2020-01-01,9033,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,2,93,85,5,2020-01-01,9035,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
6,20,78,35,17,2020-01-01,9036,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,79,246,123,44,2020-01-01,9037,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
3,22,133,93,15,2020-01-01,9889,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,16,94,70,8,2020-01-01,9039,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,89,195,79,27,2020-01-01,9040,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,112,325,201,12,2020-01-01,9041,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,119,492,340,32,2020-01-01,9042,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2019.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,386,341,30,2021-01-01,8946,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,41,158,108,5,2021-01-01,8947,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,10,83,68,3,2021-01-01,8948,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,122,115,1,2021-01-01,8949,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
118,40,448,285,5,2021-01-01,8950,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,16,203,167,20,2021-01-01,8952,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,50,37,7,2021-01-01,8953,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,10,68,50,7,2021-01-01,8954,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,8,78,68,2,2021-01-01,8956,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,10,72,55,7,2021-01-01,8957,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,10,10,0,2021-01-01,8959,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,10,239,225,4,2021-01-01,8961,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,37,31,3,2021-01-01,8962,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
5,28,149,113,3,2021-01-01,8963,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,2,51,44,5,2021-01-01,8964,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,21,21,0,2021-01-01,8965,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,40,229,187,2,2021-01-01,8966,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,144,127,8,2021-01-01,8967,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,2,37,33,2,2021-01-01,8967,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
20,1,96,73,2,2021-01-01,8968,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
5,26,136,64,41,2021-01-01,8969,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,43,165,101,21,2021-01-01,8970,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,19,108,77,12,2021-01-01,8972,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,4,60,50,6,2021-01-01,8975,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,86,269,175,8,2021-01-01,8976,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,9,105,80,16,2021-01-01,8978,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,76,58,12,2021-01-01,8979,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
2,4,104,96,2,2021-01-01,8980,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,49,186,137,0,2021-01-01,8981,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
5,8,93,61,19,2021-01-01,8982,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
4,43,188,126,15,2021-01-01,8983,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,145,107,23,2021-01-01,8984,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,14,81,67,0,2021-01-01,8985,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,1,23,17,4,2021-01-01,8986,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,92,71,6,2021-01-01,8987,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
7,2,100,70,21,2021-01-01,8988,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,19,159,118,21,2021-01-01,8990,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,26,14,9,2021-01-01,8989,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,3,66,53,10,2021-01-01,8991,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,64,64,0,2021-01-01,9049,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,10,69,58,1,2021-01-01,8996,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
1,3,39,29,6,2021-01-01,8998,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,6,79,65,8,2021-01-01,8999,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,15,136,121,0,2021-01-01,9003,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,21,88,56,11,2021-01-01,9004,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,31,114,79,4,2021-01-01,9005,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,79,265,154,32,2021-01-01,9006,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,21,180,149,10,2021-01-01,9001,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,11,98,87,0,2021-01-01,9002,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
0,0,53,48,5,2021-01-01,9007,https://www.tn.gov/content/dam/tn/correction/documents/JailDecember2020.pdf,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html
