name,city,state,address,zip
WATERBURY ARTS MAGNET SCHOOL (HIGH),WATERBURY,CT,16 S ELM ST,06706
WATERBURY ARTS MAGNET SCHOOL (MIDDLE),WATERBURY,CT,16 S ELM ST,06706
WATERBURY ELEM SCHOOL,ROSELLE,IL,355 RODENBURG RD,60172
WATEREE ELEMENTARY,LUGOFF,SC,424 WILDWOOD LN,29078
WATERFORD COUNTRY SCHOOL,QUAKER HILL,CT,78 HUNTS BROOK RD,06375
WATERFORD ELEMENTARY,ORLANDO,FL,12950 LAKE UNDERHILL RD,32828
WATERFORD ELEMENTARY,WATERFORD,VA,15513 LOYALTY RD,20197
WATERFORD ELEMENTARY SCHOOL,GOSHEN,IN,65560 IN-15,46526
WATERFORD ELEMENTARY SCHOOL,WATERFORD,OH,19701 OH-339,45786
WATERFORD HIGH SCHOOL,WATERFORD,OH,330 MAIN ST,45786
WATERFORD JUNIOR,WATERFORD,CA,12916 BENTLEY ST,95386
WATERFORD MEMORIAL SCHOOL,WATERFORD,ME,148 VALLEY RD,04088
WATERFORD-HALFMOON ELEMENTARY SCHOOL,WATERFORD,NY,125 MIDDLETOWN RD,12188
WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL,WATERFORD,NY,125 MIDDLETOWN RD,12188
WATERFRONT ACADEMY,WASHINGTON,DC,222 M ST SW,20024
WATERFRONT ELEMENTARY SCHOOL,BUFFALO,NY,95 4TH ST,14202
WATERGRASS ELEMENTARY SCHOOL,WESLEY CHAPEL,FL,32750 OVERPASS RD,33545
WATERHOUSE GUILD,EL SEGUNDO,CA,591 E PALM AVE,90245
WATERLEAF ELEMENTARY,JACKSONVILLE,FL,450 KERNAN BLVD N,32225
WATERLOO CHRISTIAN SCHOOL,WATERLOO,IA,1307 W RIDGEWAY AVE,50701
WATERLOO ELEMENTARY,COLUMBIA,MD,5940 WATERLOO RD,21045
WATERLOO ELEMENTARY,STOCKTON,CA,7007 PEZZI RD,95215
WATERLOO ELEMENTARY,WATERLOO,SC,10457 US-221,29384
WATERLOO ELEMENTARY SCHOOL,ATWATER,OH,1464 INDUSTRY RD,44201
WATERLOO ELEMENTARY SCHOOL,WATERLOO,IN,300 E DOUGLAS ST,46793
WATERLOO HIGH,WATERLOO,WI,813 N MONROE ST,53594
WATERLOO HIGH SCHOOL,ATWATER,OH,1464 INDUSTRY RD,44201
WATERLOO HIGH SCHOOL,WATERLOO,AL,311 SCHOOL HOUSE LN,35677
WATERLOO HIGH SCHOOL,WATERLOO,NY,96 STARK ST #8807,13165
WATERLOO INTERMEDIATE,WATERLOO,WI,813 N MONROE ST,53594
WATERLOO JUNIOR HIGH SCHOOL,WATERLOO,IL,200 BELLEFONTAINE DR,62298
WATERLOO MIDDLE,WATERLOO,WI,813 N MONROE ST,53594
WATERLOO MIDDLE SCHOOL,ATWATER,OH,1464 INDUSTRY RD,44201
WATERLOO MIDDLE SCHOOL,WATERLOO,NY,65 CENTER ST,13165
WATERMAN ELEMENTARY SCHOOL,SKANEATELES,NY,55 EAST ST,13152
WATERS CAREER CENTER,TAMPA,FL,2704 N HIGHLAND AVE,33602
WATERS EDGE ELEMENTARY SCHOOL,BOCA RATON,FL,21601 SHOREWIND DR,33428
WATERS ELEMENTARY,FOND DU LAC,WI,495 WABASH AVE,54935
WATERS LANDING ELEMENTARY,GERMANTOWN,MD,13100 WATERS LANDING DR,20874
WATERSET CHARTER SCHOOL,APOLLO BEACH,FL,6540 KNOWLEDGE LN,33572
WATERSHED CHARTER SCHOOL,FAIRBANKS,AK,4975 DECATHLON AVE,99709
WATERSHED HIGH SCHOOL,RICHFIELD,MN,6541 16TH AVE S,55423
WATERSHED SCHOOL,CAMDEN,ME,1 FREE ST,04843
WATERSMEET TOWNSHIP SCHOOL,WATERSMEET,MI,N4720 US-45,49969
WATERSPRINGS SCHOOL,IDAHO FALLS,ID,4250 S 25TH E,83404
WATERTOWN CHRISTIAN SCHOOL,WATERTOWN,SD,15 12TH AVE NE,57201
WATERTOWN ELEMENTARY,WATERTOWN,TN,751 W MAIN ST,37184
WATERTOWN HIGH SCHOOL,WATERTOWN,CT,324 FRENCH ST,06795
WATERTOWN HIGH SCHOOL,WATERTOWN,TN,9360 SPARTA PIKE,37184
WATERTOWN MAYER HIGH,WATERTOWN,MN,1001 MN-25 NW,55388
WATERTOWN MIDDLE,WATERTOWN,MA,68 WAVERLEY AVE,02472
WATERTOWN MIDDLE SCHOOL,WATERTOWN,TN,515 W MAIN ST,37184
WATERTOWN-MAYER ELEMENTARY SCHOOL,WATERTOWN,MN,500 PAUL AVE,55388
WATERVIEW LEARNING ACADEMY,WILMINGTON,NC,3719 CAROLINA BEACH RD,28412
WATERVILLE COMMUNITY ELEMENTARY SCHOOL,CLEVELAND,TN,4081 SE DALTON PIKE,37323
WATERVILLE ELEMENTARY,WATERVILLE,MN,500 PAQUIN ST E,56096
WATERVILLE ELEMENTARY,WATERVILLE,WA,200 E BIRCH ST,98858
WATERVILLE ELEMENTARY SCHOOL,WATERVILLE,VT,3414 VT-109,05492
WATERVILLE HIGH SCHOOL,WATERVILLE,WA,200 E BIRCH ST,98858
WATERVILLE JR/SR HIGH SCHOOL,WATERVILLE,NY,381 MADISON ST,13480
WATERVILLE JUNIOR HIGH SCHOOL,WATERVILLE,ME,100 W RIVER RD,04901
WATERVILLE VALLEY ACADEMY,WATERVILLE VALLEY,NH,88 BOULDER PATH RD,03215
WATERVILLE VALLEY ELEMENTARY SCHOOL,WATERVILLE VALLEY,NH,11A NOON PEAK RD,03215
WATERVLIET ELEMENTARY SCHOOL,WATERVLIET,NY,2557 10TH AVE #1,12189
WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,WATERVLIET,NY,1245 HILLSIDE DR,12189
WATERVLIET MIDDLE SCHOOL,WATERVLIET,MI,450 E ST JOSEPH ST,49098
WATERWAY ELEMENTARY,LITTLE RIVER,SC,700 SANDRIDGE RD,29566
WATFORD CITY ELEMENTARY SCHOOL,WATFORD CITY,ND,300 3RD ST SE,58854
WATFORD CITY HIGH SCHOOL,WATFORD CITY,ND,2313 WOLVES DEN PARKWAY,58854
WATKINS EARLY CHILDHOOD CENTER,NEWPORT NEWS,VA,21 BURNS DR,23601
WATKINS ELEMENTARY SCHOOL,COLUMBUS,OH,1520 WATKINS RD,43207
WATKINS ELEMENTARY SCHOOL,JACKSON,MS,3915 WATKINS DR,39206
WATKINS ELEMENTARY SCHOOL,PEMBROKE PARK,FL,3520 SW 52ND AVE,33023
WATKINS GLEN ELEMENTARY SCHOOL,WATKINS GLEN,NY,612 S DECATUR ST,14891
WATKINS MIDDLE,HOUSTON,TX,4800 CAIRNVILLAGE ST,77084
WATKINS MIDDLE SCHOOL,PATASKALA,OH,8808 WATKINS RD SW,43062
WATKINS MILL HIGH,GAITHERSBURG,MD,10301 APPLE RIDGE RD,20879
WATKINS-NANCE ELEMENTARY,COLUMBIA,SC,2525 BARHAMVILLE RD,29204
WATKINSON SCHOOL,HARTFORD,CT,180 BLOOMFIELD AVE,06105
WATSESSING ELEMENTARY,BLOOMFIELD,NJ,71 PROSPECT ST,07003
WATSON B. DUNCAN MIDDLE SCHOOL,PALM BEACH GARDENS,FL,5150 117TH CT N,33418
WATSON CHAPEL HIGH SCHOOL,PINE BLUFF,AR,4000 S CAMDEN RD,71603
WATSON ELEMENTARY SCHOOL,LITTLE ROCK,AR,7000 VALLEY DR,72209
WATSON HALL MONTESSORI SCHOOL,CATONSVILLE,MD,5820 EDMONDSON AVE,21228
WATSON INSTITUTE FRIENDSHIP ACADEMY THE,PITTSBURGH,PA,255 S NEGLEY AVE,15206
WATSON JUNIOR HIGH SCHOOL,COLORADO SPRINGS,CO,136 FONTAINE BLVD,80911
WATSON LANE ELEMENTARY,LOUISVILLE,KY,7201 WATSON LN,40272
WATSON PRIMARY SCHOOL,HUNTSVILLE,AR,314 N GASKILL ST,72740
WATSON SCHOOL,ROCKVILLE CENTRE,NY,128 SHEPHERD ST,11570
WATSONVILLE CHARTER SCHOOL OF THE ARTS,WATSONVILLE,CA,75 WHITING RD,95076
WATSONVILLE/APTOS/SANTA CRUZ ADULT EDUCATION,WATSONVILLE,CA,294 GREEN VALLEY RD #1,95076
WATT HARDISON ELEMENTARY,PORTLAND,TN,300 GIBSON ST,37148
WATTERS MONTESSORI ACADEMY,ALLEN,TX,1292 BOSSY BOOTS DR,75013
WATTERSON ELEMENTARY,LOUISVILLE,KY,3900 BRECKENRIDGE LN,40218
WATTLES ELEMENTARY SCHOOL,TROY,MI,3555 ELLENBORO DR,48083
WATTLES PARK ELEMENTARY SCHOOL,BATTLE CREEK,MI,132 S WATTLES RD,49014
WATTS EL,CIBOLO,TX,100 DEER MEADOW BLVD,78108
WATTS ES,WATTS,OK,616 6TH ST,74964
WATTS HS,WATTS,OK,616 6TH ST,74964
WATTS SCHOOL OF NURSING,DURHAM,NC,2828 CROASDAILE DR,27705
WAUBAY MIDDLE SCHOOL - 03,WAUBAY,SD,202 W SCHOOL RD,57273
WAUBESA INTERMEDIATE,MCFARLAND,WI,5605 RED OAK TRAIL,53558
WAUBONSEE COMMUNITY COLLEGE,SUGAR GROVE,IL,4S783 IL-47,60554
WAUBONSIE VALLEY HIGH SCHOOL,AURORA,IL,2590 OGDEN AVE,60504
WAUBUN ELEMENTARY,WAUBUN,MN,1013 3RD ST,56589
WAUBUN SECONDARY,WAUBUN,MN,1013 3RD ST,56589
WAUCHULA ELEMENTARY SCHOOL,WAUCHULA,FL,400 S FLORIDA AVE,33873
WAUCONDA GRADE SCHOOL,WAUCONDA,IL,225 OSAGE ST,60084
WAUCOUSTA LUTHERAN SCHOOL,CAMPBELLSPORT,WI,W2011 COUNTY RD F #1716,53010
WAUGH CHAPEL ELEMENTARY,ODENTON,MD,840 SUNFLOWER DR,21113
WAUKA MOUNTAIN ELEMENTARY SCHOOL,GAINESVILLE,GA,5850 BROOKTON LULA RD,30506
WAUKAZOO ELEMENTARY SCHOOL,HOLLAND,MI,1294 W LAKEWOOD BLVD,49424
WAUKEE MIDDLE SCHOOL,WAUKEE,IA,905 S WARRIOR LN,50263
WAUKESHA ACADEMY OF HEALTH PROFESSIONS,WAUKESHA,WI,401 E ROBERTA AVE,53186
WAUKESHA EAST ALTERNATIVE SCHOOL,WAUKESHA,WI,1150 WHITE ROCK AVE,53186
WAUKESHA ENGINEERING PREPARATORY ACADEMY,WAUKESHA,WI,401 E ROBERTA AVE,53186
WAUKOMIS ES,WAUKOMIS,OK,130 LOCUST ST,73773
WAUKOMIS HS,WAUKOMIS,OK,1818 WOOD RD,73773
WAUKON HIGH SCHOOL,WAUKON,IA,1061 3RD AVE NW,52172
WAUNAKEE INTERMEDIATE,WAUNAKEE,WI,6273 WOODLAND DR,53597
WAUNAKEE PRAIRIE ELEMENTARY,WAUNAKEE,WI,700 N MADISON ST,53597
WAUNETA PALISADE MIDDLE SCHOOL,WAUNETA,NE,214 W WICHITA ST,69045
WAUPACA COUNTY CHARTER,WEYAUWEGA,WI,310 E MAIN ST,54983
WAUPACA HIGH,WAUPACA,WI,E2325 KING RD,54981
WAUPACA LEARNING CENTER ELEMENTARY,WAUPACA,WI,1515 SHOEMAKER RD,54981
WAUPACA MIDDLE,WAUPACA,WI,1149 SHOEMAKER RD,54981
WAUPUN CORRECTIONAL INSTITUTION,WAUPUN,WI,200 S MADISON ST,53963
WAURIKA HS,WAURIKA,OK,600 E FLORIDA AVE,73573
WAUSA ELEMENTARY SCHOOL,WAUSA,NE,WAUSA,68786
WAUSA HIGH SCHOOL,WAUSA,NE,WAUSA,68786
WAUSAU AREA MONTESSORI CHARTER SCHOOL,WAUSAU,WI,3101 N 13TH ST,54403
WAUSAU AREA VIRTUAL EDUCATION,WAUSAU,WI,415 SEYMOUR ST,54403
WAUSAUKEE ELEMENTARY,WAUSAUKEE,WI,N11941 US-141,54177
WAUSAUKEE HIGH,WAUSAUKEE,WI,N11941 US-141,54177
WAUSEON PRIMARY SCHOOL,WAUSEON,OH,940 E LEGGETT ST,43567
WAUWATOSA CATHOLIC SCHOOL,WAUWATOSA,WI,1500 N WAUWATOSA AVE #2641,53213
WAUWATOSA MONTESSORI SCHOOL,WAUWATOSA,WI,12101 W NORTH AVE,53226
WAUWATOSA STEM,WAUWATOSA,WI,1060 GLENVIEW AVE,53213
WAUWATOSA VIRTUAL ACADEMY,WAUWATOSA,WI,12121 W NORTH AVE,53226
WAVE - ARIZONA WESTERN COLLEGE,PARKER,AZ,1109 S GERONIMO AVE,85344
WAVE - RIVER VALLEY HIGH SCHOOL,MOHAVE VALLEY,AZ,2250 LAGUNA RD,86440
WAVE LEADERSHIP COLLEGE,VIRGINIA BEACH,VA,1000 N GREAT NECK RD,23454
WAVE- LEE WILLIAMS HIGH SCHOOL,KINGMAN,AZ,400 GRANDVIEW AVE,86401
WAVE-CULINARY ARTS AND BUSINESS,LAKE HAVASU CITY,AZ,1540 PALO VERDE BLVD S,86403
WAVE-MOHAVE COMMUNITY COLLEGE,KINGMAN,AZ,1971 JAGERSON AVE,86409
WAVELAND ELEMENTARY SCHOOL,WAVELAND,MS,1101 ST JOSEPH ST,39576
WAVERLEY ELEMENTARY,FREDERICK,MD,201 WAVERLEY DR,21702
WAVERLY ACADEMY,JACKSONVILLE,FL,5710 WESCONNETT BLVD,32244
WAVERLY AVENUE SCHOOL,HOLTSVILLE,NY,1111 WAVERLY AVE,11742
WAVERLY CENTRAL HIGH SCHOOL,WAVERLY,TN,1325 US-70,37185
WAVERLY EARLY CHILDHOOD CENTER,EASTCHESTER,NY,45 HALL AVE,10709
WAVERLY ELEMENTARY,ELLICOTT CITY,MD,10220 WETHERBURN RD,21042
WAVERLY ELEMENTARY,STOCKTON,CA,3507 WILMARTH RD,95215
WAVERLY ELEMENTARY SCHOOL,ALBANY,OR,425 SE COLUMBUS ST,97321
WAVERLY ELEMENTARY SCHOOL,CLEVELAND,OH,1805 W 57TH ST,44102
WAVERLY ELEMENTARY SCHOOL,MARTINSVILLE,IN,8525 WAVERLY RD,46151
WAVERLY ELEMENTARY SCHOOL,WAVERLY,IL,499 W ELM ST,62692
WAVERLY HALL CHRISTIAN ACADEMY,WAVERLY HALL,GA,8365 GA-208,31831
WAVERLY HIGH SCHOOL,WAVERLY,NE,ELECTION PRECINCT,68462
WAVERLY HIGH SCHOOL,WAVERLY,NY,1 FREDERICK ST,14892
WAVERLY INTERMEDIATE,THOUSAND OAKS,CA,233 W GAINSBOROUGH RD,91360
WAVERLY INTERMEDIATE SCHOOL,WAVERLY,NE,14621 HEYWOOD ST,68462
WAVERLY INTERMEDIATE SCHOOL,WAVERLY,OH,5 TIGER DR,45690
WAVERLY JR HIGH SCHOOL,WAVERLY,TN,520 E MAIN ST,37185
WAVERLY JR/SR  HIGH SCHOOL,WAVERLY,IL,201 N MILLER ST,62692
WAVERLY JR/SR HIGH SCHOOL,WAVERLY,IL,201 N MILLER ST,62692
WAVERLY MIDDLE SCHOOL,LANSING,MI,620 SNOW RD,48917
WAVERLY MIDDLE SCHOOL,WAVERLY,NY,1 FREDERICK ST,14892
WAVERLY PARK EL,FORT WORTH,TX,3604 CIMMARON TRAIL,76116
WAVERLY PARK SCHOOL,EAST ROCKAWAY,NY,320 WAVERLY AVE,11518
WAVERLY SCH,WAVERLY,PA,103 WAVERLY RD,18471
WAVERLY SENIOR HIGH SCHOOL,LANSING,MI,160 SNOW RD,48917
WAVERLY YOWELL ELEMENTARY,MADISON,VA,1809 N MAIN ST,22727
WAVERLY-BELMONT ELEMENTARY SCHOOL,NASHVILLE,TN,2301 10TH AVE S,37204
WAVERLY-SHELL ROCK MIDDLE SCHOOL,WAVERLY,IA,501 HERITAGE WAY,50677
WAVERLY-SHELL ROCK SENIOR HIGH SCHOOL,WAVERLY,IA,1405 4TH AVE SW,50677
WAVERLY-SOUTH SHORE ELEMENTARY - 02,WAVERLY,SD,319 MARY PL,57201
WAVERLY-SOUTH SHORE HIGH SCHOOL - 01,WAVERLY,SD,319 MARY PL,57201
WAVERLY-SOUTH SHORE MIDDLE SCHOOL - 03,WAVERLY,SD,319 MARY PL,57201
WAVES OF WONDER MONTESSORI SCHOOL,NAPLES,FL,10904 WINTERVIEW DR,34109
WAWALOAM SCHOOL,EXETER,RI,100 VICTORY HWY,02822
WAWASEE MIDDLE SCHOOL,SYRACUSE,IN,9850 IN-13,46567
WAWECUS ROAD SCHOOL,WORCESTER,MA,20 WAWECUS RD,01605
WAWONA K-8,FRESNO,CA,4524 N THORNE AVE,93704
WAWONA MIDDLE,FRESNO,CA,4524 N THORNE AVE,93704
WAXAHACHIE FAMILY FAITH ACADEMY,WAXAHACHIE,TX,701 OVILLA RD,75167
WAXAHACHIE H S,WAXAHACHIE,TX,3001 US-287,75167
WAXAHACHIE PREPARATORY ACADEMY,WAXAHACHIE,TX,1000 BUTCHER RD,75165
WAXHAW ELEMENTARY,WAXHAW,NC,1101 OLD PROVIDENCE RD,28173
WAY  WATERVLIET HIGH SCHOOL,WATERVLIET,MI,450 E ST JOSEPH ST,49098
WAY ACADEMY  CHICAGO SITE,DETROIT,MI,19321 W CHICAGO,48228
WAY ACADEMY  FLINT FLINT CAMPUS,FLINT,MI,817 E KEARSLEY ST,48503
WAY ACADEMY  ROSEVILLE SITE,ROSEVILLE,MI,15900 COMMON RD,48066
WAY ACADEMY  VERNOR SITE,DETROIT,MI,8701 WEST VERNOR HWY,48209
WAY ACADEMY CHICAGO SITE,DETROIT,MI,19321 W CHICAGO,48228
WAY ACADEMY FLINT FLINT CAMPUS,FLINT,MI,817 E KEARSLEY ST,48503
WAY ACADEMY FLINT WASHTENAW CAMPUS,ANN ARBOR,MI,555 BRIARWOOD CIR UNIT 105,48108
WAY ACADEMY ROSEVILLE SITE,ROSEVILLE,MI,15900 COMMON RD,48066
WAY ACADEMY VERNOR SITE,DETROIT,MI,8701 WEST VERNOR HWY,48209
WAY MICHIGAN,DETROIT,MI,407 E FORT ST #201,48226
WAY WATERVLIET HIGH SCHOOL,WATERVLIET,MI,450 E ST JOSEPH ST,49098
WAYCROSS MIDDLE SCHOOL,WAYCROSS,GA,700 CENTRAL AVE,31501
WAYCROSS REGIONAL YOUTH DETENTION CENTER,WAYCROSS,GA,3275 HARRIS RD,31503
WAYFINDER FAMILY SERVICES,LOS ANGELES,CA,5300 ANGELES VISTA BLVD,90043
WAYFINDER SCHOOLS,CAMDEN,ME,79 WASHINGTON ST,04843
WAYLAND ACADEMY,BEAVER DAM,WI,101 N UNIVERSITY AVE,53916
WAYLAND ALEXANDER ELEMENTARY SCHOOL,HARTFORD,KY,1250 OAKWOOD DR,42347
WAYLAND BAPTIST UNIVERSITY - ALBUQUERQUE CAMPUS,ALBUQUERQUE,NM,2201 SAN PEDRO DR NE BUILDING 3,87110
WAYLAND BAPTIST UNIVERSITY - ANCHORAGE CAMPUS,ANCHORAGE,AK,7801 E 32ND AVE,99504
WAYLAND BAPTIST UNIVERSITY - ANCHORAGE-VALLEY CENTER CAMPUS,WASILLA,AK,1590 E FINANCIAL DR,99654
WAYLAND BAPTIST UNIVERSITY - CLOVIS-CANNON AIR FORCE BASE CAMPUS,CANNON AFB,NM,110 E SEXTANT AVE # 2090,88103
WAYLAND BAPTIST UNIVERSITY - FAIRBANKS CAMPUS,EIELSON AFB,AK,2631 WABASH AVE #202,99702
WAYLAND BAPTIST UNIVERSITY - LUBBOCK CAMPUS,LUBBOCK,TX,801 N QUAKER AVE,79416
WAYLAND BAPTIST UNIVERSITY - PHOENIX CAMPUS,PHOENIX,AZ,1430 E MISSOURI AVE B165,85014
WAYLAND BAPTIST UNIVERSITY - TUCSON CAMPUS,TUCSON,AZ,7777 E SPEEDWAY BLVD,85710
WAYLAND BAPTIST UNIVERSITY - WICHITA FALLS CAMPUS,SHEPPARD AFB,TX,426 5TH STREET # 7,76311
WAYLAND ELEMENTARY SCHOOL,WAYLAND,NY,2350 NY-63,14572
WAYLAND HIGH SCHOOL,WAYLAND,MA,264 OLD CONNECTICUT PATH,01778
WAYLAND MIDDLE SCHOOL,WAYLAND,MA,201 MAIN ST,01778
WAYLAND UNION MIDDLE SCHOOL,WAYLAND,MI,701 WILDCAT DR,49348
WAYLAND-COHOCTON HIGH SCHOOL,WAYLAND,NY,2350 NY-63,14572
WAYMAN ACADEMY OF THE ARTS,JACKSONVILLE,FL,1176 LABELLE ST,32205
WAYNE A COX EL,ROANOKE,TX,1100 LITSEY RD,76262
WAYNE AVENUE ELEM,DUNN,NC,910 W HARNETT ST,28334
WAYNE BARTELS MIDDLE,PORTAGE,WI,2505 NEW PINERY RD,53901
WAYNE BUILTA ELEMENTARY SCHOOL,BOLINGBROOK,IL,1835 APPLE VALLEY RD,60490
WAYNE CARLE MIDDLE SCHOOL,WESTMINSTER,CO,10200 W 100TH AVE,80021
WAYNE CENTER ELEM SCHOOL,KENDALLVILLE,IN,1231 E APPLEMAN RD,46755
WAYNE CENTRAL ELEMENTARY SCHOOL,WAYNESBORO,MS,1022 AZALEA DR,39367
WAYNE CENTRAL PRIMARY SCHOOL,ONTARIO CENTER,NY,1730 RIDGE RD,14520
WAYNE CHRISTIAN SCHOOL,GOLDSBORO,NC,1201 PATETOWN RD,27530
WAYNE CO CAREER & TECHNICAL,WAYNESBORO,MS,100 COLLINS ST,39367
WAYNE COMMUNITY COLLEGE,GOLDSBORO,NC,3000 WAYNE MEMORIAL DR,27534
WAYNE COUNTRY DAY SCHOOL,GOLDSBORO,NC,480 COUNTRY DAY RD,27530
WAYNE COUNTY AREA TECHNOLOGY CENTER,MONTICELLO,KY,150 CARDINAL WAY,42633
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT - DOWNRIVER CAMPUS,TAYLOR,MI,21000 NORTHLINE RD,48180
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT - EASTERN CAMPUS,DETROIT,MI,5901 CONNER ST,48213
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT - WESTERN CAMPUS,BELLEVILLE,MI,9555 HAGGERTY RD,48111
WAYNE COUNTY HIGH SCHOOL,WAYNESBORO,MS,1325 AZALEA DR,39367
WAYNE COUNTY HIGH SCHOOL,WAYNESBORO,TN,707 S MAIN ST,38485
WAYNE COUNTY MIDDLE SCHOOL,MONTICELLO,KY,95 CHAMPION DRIVE,42633
WAYNE COUNTY SCHOOLS CAREER CENTER,SMITHVILLE,OH,518 W PROSPECT ST,44677
WAYNE EARLY / MIDDLE COLLEGE HIGH,GOLDSBORO,NC,WAYNE COMMUNITY COLLEGE - HOCUTT,27534
WAYNE ELEMENTARY SCHOOL,CORYDON,IA,607 S WEST ST,50060
WAYNE ELEMENTARY SCHOOL,DETROIT,MI,10633 COURVILLE ST,48224
WAYNE ELEMENTARY SCHOOL,WAYNE,NE,312 DOUGLAS ST,68787
WAYNE ELEMENTARY SCHOOL,WAYNE,WV,80 MCGINNIS DR,25570
WAYNE FINGER LAKES BOCES-PRACTICAL NURSING PROGRAM,NEWARK,NY,131 DRUMLIN CT,14513
WAYNE HIGH,BICKNELL,UT,265 N 400 W,84715
WAYNE HIGH SCHOOL,FORT WAYNE,IN,9100 WINCHESTER RD,46819
WAYNE HIGH SCHOOL,HUBER HEIGHTS,OH,5400 CHAMBERSBURG RD,45424
WAYNE HIGH SCHOOL,WAYNE,NE,611 W 7TH ST,68787
WAYNE HIGHLANDS MS,HONESDALE,PA,482 GROVE ST,18431
WAYNE HILLS CENTER,WAYNESBORO,VA,937 FIR ST,22980
WAYNE HILLS HIGH SCHOOL,WAYNE,NJ,272 BERDAN AVE,07470
WAYNE HS,WAYNE,OK,212 S SEIFRIED ST,73095
WAYNE JUNIOR HIGH SCHOOL,WAYNE,NE,611 W 7TH ST,68787
WAYNE M HENKLE MIDDLE SCHOOL,WHITE SALMON,WA,480 NW LOOP RD,98672
WAYNE MEMORIAL HIGH SCHOOL,WAYNE,MI,3001 4TH ST,48184
WAYNE MIDDLE,BICKNELL,UT,75 N CENTER ST,84715
WAYNE MIDDLE / HIGH ACADEMY,GOLDSBORO,NC,801 N LIONEL ST,27530
WAYNE MIDDLE SCHOOL,WAYNE,WV,200 PIONEER RD,25570
WAYNE MONTESSORI SCHOOL,GOLDSBORO,NC,103 NEWHARE DR,27534
WAYNE N TANAKA ELEMENTARY SCHOOL,LAS VEGAS,NV,9135 W MAULE AVE,89148
WAYNE PREPARATORY ACADEMY,GOLDSBORO,NC,600 TOMMYS RD,27530
WAYNE RUBLE MIDDLE,FONTANA,CA,6762 JUNIPER AVE,92336
WAYNE SCHOOL OF ENGINEERING,GOLDSBORO,NC,700 N HERMAN ST,27530
WAYNE SENIOR HIGH SCHOOL,ONTARIO CENTER,NY,6200 ONTARIO CENTER RD,14520
WAYNE STATE COLLEGE,WAYNE,NE,1111 MAIN ST,68787
WAYNE TRACE HIGH SCHOOL,HAVILAND,OH,4915 US-127,45851
WAYNE TRAIL ELEMENTARY SCHOOL,MAUMEE,OH,1147 7TH ST,43537
WAYNE VALLEY HIGH SCHOOL,WAYNE,NJ,551 VALLEY RD,07470
WAYNEDALE ELEMENTARY SCHOOL,FORT WAYNE,IN,7201 ELZEY ST,46809
WAYNEDALE HIGH SCHOOL,APPLE CREEK,OH,9050 DOVER RD,44606
WAYNES COLLEGE OF BEAUTY,SALINAS,CA,1271 N MAIN ST,93906
WAYNESBORO AREA MS,WAYNESBORO,PA,702 E 2ND ST,17268
WAYNESBORO HIGH,WAYNESBORO,VA,301 PINE AVE,22980
WAYNESBORO MIDDLE SCHOOL,WAYNESBORO,TN,407 S MAIN ST,38485
WAYNESBORO RIVERVIEW ELE SCHOOL,WAYNESBORO,MS,155 WAYNE ST,39367
WAYNESBURG CENTRAL EL SCHOOL,WAYNESBURG,PA,90 ZIMMERMAN DR,15370
WAYNESBURG CENTRAL HS,WAYNESBURG,PA,30 ZIMMERMAN DR,15370
WAYNESBURG UNIVERSITY,WAYNESBURG,PA,51 W COLLEGE ST,15370
WAYNESBURG UNIVERSITY - SOUTHPOINTE CENTER,CANONSBURG,PA,6000 TOWN CENTER BLVD,15317
WAYNESFIELD-GOSHEN LOCAL ELEMENTARY SCHOOL,WAYNESFIELD,OH,500 N WESTMINSTER ST,45896
WAYNESFIELD-GOSHEN LOCAL HIGH SCHOOL,WAYNESFIELD,OH,500 N WESTMINSTER ST,45896
WAYNESVILLE CAREER CENTER,WAYNESVILLE,MO,400 GW LN,65583
WAYNESVILLE ELEMENTARY SCHOOL,WAYNESVILLE,OH,659 DAYTON RD,45068
WAYNESVILLE HIGH SCHOOL,WAYNESVILLE,OH,735 DAYTON RD,45068
WAYNESVILLE MIDDLE,WAYNESVILLE,NC,495 BROWN AVE,28786
WAYNESVILLE MIDDLE SCHOOL,WAYNESVILLE,OH,723 DAYTON RD,45068
WAYNEWOOD ELEMENTARY,ALEXANDRIA,VA,1205 WAYNEWOOD BLVD,22308
WAYNFLETE SCHOOL,PORTLAND,ME,360 SPRING ST,04102
WAYNOKA HS,WAYNOKA,OK,2134 S LINCOLN ST,73860
WAYPOINT MONTESSORI,COLLEYVILLE,TX,1513 HALL - JOHNSON RD,76034
WAYSIDE ACADEMY,FRAMINGHAM,MA,1 FREDERICK ABBOTT WAY,01701
WAYSIDE CHRISTIAN SCHOOL,BUCYRUS,OH,2345 KERSTETTER RD,44820
WAYSIDE ELEMENTARY,BAKERSFIELD,CA,1000 MING AVE,93307
WAYSIDE ELEMENTARY,POTOMAC,MD,10011 GLEN RD,20854
WAYSIDE ES,BARTLESVILLE,OK,3000 WAYSIDE DR,74006
WAYSIDE MIDDLE,FORT WORTH,TX,1300 OLD DECATUR RD,76179
WAYZATA CENTRAL MIDDLE,PLYMOUTH,MN,305 VICKSBURG LN N,55447
