name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
THREE CHEESE CHICKEN QUESADILLA,TROPICAL SMOOTHIE CAFE,NATIONAL,550,27,100,1880,41,1,3,33
APPLE,TROPICAL SMOOTHIE CAFE,NATIONAL,90,0,0,0,25,4,19,0
BANANA,TROPICAL SMOOTHIE CAFE,NATIONAL,110,0,0,0,27,3,14,1
HARVEST CHEDDAR SUNCHIPS,TROPICAL SMOOTHIE CAFE,NATIONAL,140,6,0,200,19,2,2,2
KALE APPLE SLAW,TROPICAL SMOOTHIE CAFE,NATIONAL,120,8,5,140,11,2,7,1
MISS VICKIES JALAPENO,TROPICAL SMOOTHIE CAFE,NATIONAL,200,11,0,180,22,2,2,3
MISS VICKIES SEA SALT VINEGAR,TROPICAL SMOOTHIE CAFE,NATIONAL,200,11,0,230,23,2,2,3
MISS VICKIES SIMPLY SEA SALT,TROPICAL SMOOTHIE CAFE,NATIONAL,210,12,0,125,23,2,1,3
MISS VICKIES SMOKEHOUSE BBQ,TROPICAL SMOOTHIE CAFE,NATIONAL,200,11,0,200,23,2,3,2
ORANGE,TROPICAL SMOOTHIE CAFE,NATIONAL,60,0,0,0,15,3,12,1
OVEN BAKED ORIGINAL LAYS,TROPICAL SMOOTHIE CAFE,NATIONAL,110,3,0,140,19,1,2,2
ACAI BERRY BOOST SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,470,2,0,10,114,5,102,1
AVOCOLADA SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,600,17,0,50,112,9,100,4
BAHAMA MAMA SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,500,4,0,50,117,3,110,3
BEACH BUM SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,550,5,0,110,129,7,108,4
BLIMEY LIMEY SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,440,0,0,10,111,2,108,1
BLUEBERRY BLISS SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,340,0,0,5,86,4,75,1
CHIA BANANA BOOST WITH PEANUT BUTTER SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,780,27,0,160,128,15,95,16
CHIA BANANA BOOST WITH STRAWBERRY SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,610,12,0,15,127,14,94,8
CHIA BANANA MAX SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,880,29,40,190,130,15,97,38
DETOX ISLAND GREEN SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,180,0,0,35,43,5,29,4
ISLAND GREEN SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,410,0,0,35,102,4,88,3
JETTY PUNCH SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,370,0,0,5,94,5,77,2
KIWI QUENCHER SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,450,0,0,45,111,11,94,2
LEAN MACHINE SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,490,0,0,10,124,5,107,2
MANGO MAGIC SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,400,0,0,35,98,11,81,3
MOCHA MADNESS SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,660,5,0,150,152,11,132,6
ORANGE GINGER GLOW SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,420,0,0,90,105,6,91,3
PARADISE POINT SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,430,0,0,0,110,6,92,3
PEACHES N SILK SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,360,0,0,15,91,2,79,1
PEANUT BUTTER CUP SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,710,20,0,250,127,7,107,12
POMEGRANATE PLUNGE SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,520,0,0,15,131,3,121,1
STRAWBERRY LIMEADE SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,470,0,0,15,117,2,112,0
SUNRISE SUNSET SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,360,0,0,10,89,2,82,2
SUNSHINE SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,390,0,0,5,98,4,87,2
TRIPLE BERRY OAT SMOOTHIE,TROPICAL SMOOTHIE CAFE,NATIONAL,410,4,20,25,83,7,56,15
MULTIVITAMIN,TROPICAL SMOOTHIE CAFE,NATIONAL,15,0,0,0,4,0,0,0
PEA PROTEIN POWDER,TROPICAL SMOOTHIE CAFE,NATIONAL,150,2,0,530,4,1,0,28
PROBIOTIC,TROPICAL SMOOTHIE CAFE,NATIONAL,20,0,0,0,6,0,0,0
SOY PROTEIN POWDER,TROPICAL SMOOTHIE CAFE,NATIONAL,110,0,0,70,6,0,0,22
VITAMIN B12,TROPICAL SMOOTHIE CAFE,NATIONAL,15,0,0,0,4,0,0,0
VITAMIN C IMMUNE COMPLEX,TROPICAL SMOOTHIE CAFE,NATIONAL,20,0,0,0,5,0,5,0
WHEY PROTEIN POWDER,TROPICAL SMOOTHIE CAFE,NATIONAL,100,2,40,30,2,0,2,22
CALI CHICKEN CLUB TOASTED FLATBREAD,TROPICAL SMOOTHIE CAFE,NATIONAL,570,29,75,1520,47,6,2,30
CHICKEN APPLE CLUB TOASTED FLATBREAD,TROPICAL SMOOTHIE CAFE,NATIONAL,580,29,90,1330,49,3,8,32
CHICKEN BACON RANCH TOASTED FLATBREAD,TROPICAL SMOOTHIE CAFE,NATIONAL,500,23,85,1270,44,3,3,31
CHICKEN PESTO TOASTED FLATBREAD,TROPICAL SMOOTHIE CAFE,NATIONAL,430,16,65,1090,43,3,2,28
CHIPOTLE CHICKEN CLUB TOASTED FLATBREAD,TROPICAL SMOOTHIE CAFE,NATIONAL,490,24,70,1170,42,3,2,27
CHICKEN CAPRESE PRESSED SANDWICH,TROPICAL SMOOTHIE CAFE,NATIONAL,730,30,125,1480,64,1,5,45
CHICKEN CAPRESE WITH BACON PRESSED SANDWICH,TROPICAL SMOOTHIE CAFE,NATIONAL,790,35,135,1730,64,1,5,49
CUBAN PRESSED SANDWICH,TROPICAL SMOOTHIE CAFE,NATIONAL,790,42,105,2020,64,0,2,35
BAJA CHICKEN TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,640,24,95,1700,67,7,5,38
BUFFALO CHICKEN TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,510,21,90,2080,44,3,3,34
CARIBBEAN JERK CHICKEN TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,590,17,95,1560,74,5,15,37
HUMMUS VEGGIE TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,740,38,25,1410,83,11,10,18
SUPERGREEN CAESAR CHICKEN TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,610,31,120,1460,42,3,2,37
THAI CHICKEN TOASTED WRAP,TROPICAL SMOOTHIE CAFE,NATIONAL,500,15,65,1350,62,3,12,30
BREWED UNSWEET TEA 16 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,0,0,0,15,1,0,0,0
BREWED UNSWEET TEA 24 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,5,0,0,20,2,0,0,0
COCA COLA 8.5 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,110,0,0,30,29,0,29,0
COCA COLA 12 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,150,0,0,35,40,0,40,0
COCA COLA 20 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,240,0,0,60,67,0,67,0
COCA COLA 24 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,290,0,0,70,80,0,80,0
DIET COKE 20 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,0,0,0,70,0,0,0,0
DIET COKE 8.5 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,0,0,0,30,0,0,0,0
DIET COKE 24 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,0,0,0,85,0,0,0,0
DIET COKE 12 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,0,0,0,40,0,0,0,0
SPRITE 8.5 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,100,0,0,25,27,0,24,0
SPRITE 12 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,140,0,0,70,39,0,38,0
SPRITE 20 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,240,0,0,115,64,0,64,0
SPRITE 24 FL OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,280,0,0,135,77,0,76,0
KIDS AWESOME ORANGE SMOOTHIE 12 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,370,5,0,100,80,6,70,3
KIDS AWESOME ORANGE SMOOTHIE 24 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,750,10,3,210,160,11,139,7
KIDS CHOCOLATE CHIMP SMOOTHIE 12 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,260,2,0,55,61,2,52,2
KIDS CHOCOLATE CHIMP SMOOTHIE 24 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,530,5,0,120,122,5,104,4
KIDS JETTY JUNIOR SMOOTHIE 12 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,190,0,0,0,47,2,39,1
KIDS JETTY JUNIOR SMOOTHIE 24 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,370,0,0,20,94,5,77,2
KIDS LIL LIME BERRY SMOOTHIE 12 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,260,0,0,5,66,1,63,0
KIDS LIL LIME BERRY SMOOTHIE 24 OZ,TROPICAL SMOOTHIE CAFE,NATIONAL,470,0,0,20,117,2,112,0
HEALTH NUT SMOOTHIE WITH WHEY,TROPICAL SMOOTHIE CAFE,NATIONAL,520,6,40,40,97,5,82,25
HEALTH NUT SMOOTHIE WITH SOY,TROPICAL SMOOTHIE CAFE,NATIONAL,530,4,0,80,101,5,80,25
HEALTH NUT SMOOTHIE WITH PEA,TROPICAL SMOOTHIE CAFE,NATIONAL,570,6,0,540,99,6,80,31
MUSCLE BLASTER SMOOTHIE WITH WHEY,TROPICAL SMOOTHIE CAFE,NATIONAL,470,2,40,35,96,5,79,24
MUSCLE BLASTER SMOOTHIE WITH SOY,TROPICAL SMOOTHIE CAFE,NATIONAL,480,0,0,75,100,5,77,24
MUSCLE BLASTER SMOOTHIE WITH PEA,TROPICAL SMOOTHIE CAFE,NATIONAL,520,2,0,540,98,6,77,30
PEANUT PARADISE SMOOTHIE WITH WHEY,TROPICAL SMOOTHIE CAFE,NATIONAL,690,17,40,210,105,14,79,33
PEANUT PARADISE SMOOTHIE WITH SOY,TROPICAL SMOOTHIE CAFE,NATIONAL,700,16,0,250,109,14,77,33
PEANUT PARADISE SMOOTHIE WITH PEA,TROPICAL SMOOTHIE CAFE,NATIONAL,740,17,0,710,107,15,77,39
TROPICAL CHICKEN SALAD PRESSED SANDWICH HALF,TROPICAL SMOOTHIE CAFE,NATIONAL,300,17,35,440,26,0,7,13
TROPICAL CHICKEN SALAD PRESSED SANDWICH WHOLE,TROPICAL SMOOTHIE CAFE,NATIONAL,610,33,70,880,52,2,14,27
TURKEY APPLE DIJON PRESSED SANDWICH HALF,TROPICAL SMOOTHIE CAFE,NATIONAL,320,16,55,830,26,0,8,22
TURKEY APPLE DIJON PRESSED SANDWICH WHOLE,TROPICAL SMOOTHIE CAFE,NATIONAL,640,31,110,1670,52,0,16,44
TURKEY BACON RANCH PRESSED SANDWICH HALF,TROPICAL SMOOTHIE CAFE,NATIONAL,280,10,45,780,30,3,7,21
TURKEY BACON RANCH PRESSED SANDWICH WHOLE,TROPICAL SMOOTHIE CAFE,NATIONAL,560,20,95,1570,59,5,14,42
ULTIMATE CLUB PRESSED SANDWICH HALF,TROPICAL SMOOTHIE CAFE,NATIONAL,310,13,50,860,29,3,7,21
ULTIMATE CLUB PRESSED SANDWICH WHOLE,TROPICAL SMOOTHIE CAFE,NATIONAL,620,27,95,1720,59,5,13,42
