ID,STATE_CODE,STATE_NAME,CITY,COUNTY,LATITUDE,LONGITUDE
27803,WA,Washington,Curlew,Ferry,48.910775,-118.645182
27804,WA,Washington,Curtis,Lewis,46.558372,-123.156974
27805,WA,Washington,Cusick,"Pend Oreille",48.391513,-117.329464
27806,WA,Washington,Custer,Whatcom,48.937412,-122.622571
27807,WA,Washington,Dallesport,Klickitat,45.6175,-121.178333
27808,WA,Washington,Danville,Ferry,48.972524,-118.488408
27809,WA,Washington,Darrington,Snohomish,48.249285,-121.591807
27810,WA,Washington,Davenport,Lincoln,47.680855,-118.166657
27811,WA,Washington,Dayton,Columbia,46.307459,-117.973791
27812,WA,Washington,"Deer Harbor","San Juan",48.620278,-122.998333
27813,WA,Washington,"Deer Park",Spokane,47.948615,-117.443559
27814,WA,Washington,Deming,Whatcom,48.803366,-122.153957
27815,WA,Washington,Dixie,"Walla Walla",46.140278,-118.154167
27816,WA,Washington,Doty,Lewis,46.634722,-123.276389
27817,WA,Washington,Dryden,Chelan,47.541389,-120.559722
27818,WA,Washington,Dupont,Pierce,47.096944,-122.63
27819,WA,Washington,Duvall,King,47.724987,-121.936906
27820,WA,Washington,"East Olympia",Thurston,46.967778,-122.834444
27821,WA,Washington,"East Wenatchee",Douglas,47.418596,-120.273136
27822,WA,Washington,Easton,Kittitas,47.237222,-121.177778
27823,WA,Washington,Eastsound,"San Juan",48.665554,-122.937045
27824,WA,Washington,Eatonville,Pierce,46.870778,-122.269626
27825,WA,Washington,Edmonds,Snohomish,47.800693,-122.366949
27826,WA,Washington,Edwall,Lincoln,47.537896,-117.907095
27827,WA,Washington,Elbe,Pierce,46.766607,-122.150344
27828,WA,Washington,"Electric City",Grant,47.926446,-119.036728
27829,WA,Washington,Elk,Spokane,48.020523,-117.296253
27830,WA,Washington,Ellensburg,Kittitas,46.999632,-120.516274
27831,WA,Washington,Elma,"Grays Harbor",47.005813,-123.39969
27832,WA,Washington,"Elmer City",Okanogan,47.998056,-118.953333
27833,WA,Washington,Eltopia,Franklin,46.474996,-119.101333
27834,WA,Washington,Endicott,Whitman,46.936407,-117.723005
27835,WA,Washington,Entiat,Chelan,47.705653,-120.276031
27836,WA,Washington,Enumclaw,King,47.266545,-122.031429
27837,WA,Washington,Ephrata,Grant,47.277051,-119.533582
27838,WA,Washington,Ethel,Lewis,46.53581,-122.776009
27839,WA,Washington,Evans,Stevens,48.745787,-118.00012
27840,WA,Washington,Everett,Snohomish,47.988431,-122.200571
27841,WA,Washington,Everson,Whatcom,48.90447,-122.332474
27842,WA,Washington,"Fairchild Air Force Base",Spokane,47.613068,-117.643746
27843,WA,Washington,Fairfield,Spokane,47.398726,-117.192054
27844,WA,Washington,"Fall City",King,47.568233,-121.889646
27845,WA,Washington,Farmington,Whitman,47.084742,-117.076327
27846,WA,Washington,"Federal Way",King,47.3203,-122.311726
27847,WA,Washington,Ferndale,Whatcom,48.862531,-122.595293
27848,WA,Washington,Ford,Stevens,47.916873,-117.811858
27849,WA,Washington,Forks,Clallam,47.928732,-124.398949
27850,WA,Washington,"Four Lakes",Spokane,47.561389,-117.593056
27851,WA,Washington,"Fox Island",Pierce,47.25238,-122.628579
27852,WA,Washington,Freeland,Island,48.03417,-122.564086
27853,WA,Washington,"Friday Harbor","San Juan",48.545416,-123.094717
27854,WA,Washington,Fruitland,Stevens,47.979746,-118.215906
27855,WA,Washington,Galvin,Lewis,46.7425,-123.025833
27856,WA,Washington,Garfield,Whitman,46.994639,-117.152293
27857,WA,Washington,George,Grant,47.079167,-119.854722
27858,WA,Washington,Gifford,Stevens,48.22287,-118.12989
27859,WA,Washington,"Gig Harbor",Pierce,47.378579,-122.7
27860,WA,Washington,Glenoma,Lewis,46.528266,-122.099014
27861,WA,Washington,Glenwood,Klickitat,46.007104,-121.28849
27862,WA,Washington,"Gold Bar",Snohomish,47.856944,-121.695833
27863,WA,Washington,Goldendale,Klickitat,45.832021,-120.812981
27864,WA,Washington,"Goose Prairie",Yakima,46.731111,-120.698333
27865,WA,Washington,Graham,Pierce,47.024575,-122.293648
27866,WA,Washington,"Grand Coulee",Grant,47.938511,-118.997835
27867,WA,Washington,Grandview,Yakima,46.253846,-119.915734
27868,WA,Washington,Granger,Yakima,46.348045,-120.181848
27869,WA,Washington,"Granite Falls",Snohomish,48.078977,-121.942752
27870,WA,Washington,Grapeview,Mason,47.305783,-122.949742
27871,WA,Washington,Grayland,"Grays Harbor",46.853201,-124.056194
27872,WA,Washington,"Grays River",Wahkiakum,46.353481,-123.588845
27873,WA,Washington,Greenacres,Spokane,47.658357,-117.156801
27874,WA,Washington,Greenbank,Island,48.124432,-122.587086
27875,WA,Washington,Hamilton,Skagit,48.521667,-121.988056
27876,WA,Washington,Hansville,Kitsap,47.906143,-122.565509
27877,WA,Washington,Harrah,Yakima,46.410383,-120.573606
27878,WA,Washington,Harrington,Lincoln,47.4555,-118.277793
27879,WA,Washington,Hartline,Grant,47.725631,-119.104467
27880,WA,Washington,Hay,Whitman,46.678889,-117.914722
27881,WA,Washington,Heisson,Clark,45.825,-122.49
27882,WA,Washington,Hobart,King,47.421944,-121.971667
27883,WA,Washington,Hoodsport,Mason,47.423526,-123.173932
27884,WA,Washington,Hooper,Whitman,46.754444,-118.146944
27885,WA,Washington,Hoquiam,"Grays Harbor",46.982269,-123.884169
27886,WA,Washington,Humptulips,"Grays Harbor",47.135632,-123.971695
27887,WA,Washington,Hunters,Stevens,48.133261,-118.152491
27888,WA,Washington,Husum,Klickitat,45.799444,-121.485833
27889,WA,Washington,Ilwaco,Pacific,46.314214,-124.02822
27890,WA,Washington,Inchelium,Ferry,48.292411,-118.355166
27891,WA,Washington,Index,Snohomish,47.820833,-121.553889
27892,WA,Washington,Indianola,Kitsap,47.747222,-122.524444
27893,WA,Washington,Ione,"Pend Oreille",48.713023,-117.404859
27894,WA,Washington,Issaquah,King,47.550911,-122.033517
27895,WA,Washington,Joyce,Clallam,48.136667,-123.732778
27896,WA,Washington,Kahlotus,Franklin,46.643333,-118.555833
27897,WA,Washington,Kalama,Cowlitz,46.011229,-122.816588
27898,WA,Washington,Kapowsin,Pierce,46.985833,-122.224444
27899,WA,Washington,Keller,Ferry,48.023594,-118.654731
27900,WA,Washington,Kelso,Cowlitz,46.148491,-122.886994
27901,WA,Washington,Kenmore,King,47.7575,-122.242778
27902,WA,Washington,Kennewick,Benton,46.210913,-119.167951
27903,WA,Washington,Kent,King,47.3695,-122.1949
27904,WA,Washington,"Kettle Falls",Stevens,48.636375,-118.054801
27905,WA,Washington,Keyport,Kitsap,47.702222,-122.619722
27906,WA,Washington,Kingston,Kitsap,47.810844,-122.525503
27907,WA,Washington,Kirkland,King,47.678597,-122.189442
27908,WA,Washington,Kittitas,Kittitas,46.983333,-120.415833
27909,WA,Washington,Klickitat,Klickitat,45.751534,-121.229231
27910,WA,Washington,"La Center",Clark,45.880587,-122.623972
27911,WA,Washington,"La Conner",Skagit,48.409306,-122.53134
27912,WA,Washington,"La Grande",Pierce,46.834444,-122.3175
27913,WA,Washington,"La Push",Clallam,47.908889,-124.635278
27914,WA,Washington,Lacey,Thurston,47.023967,-122.782665
27915,WA,Washington,Lacrosse,Whitman,46.771684,-117.770277
27916,WA,Washington,"Lake Stevens",Snohomish,48.017103,-122.067153
27917,WA,Washington,Lakebay,Pierce,47.247366,-122.74273
27918,WA,Washington,Lakewood,Pierce,47.122905,-122.529326
27919,WA,Washington,Lamona,Lincoln,47.359444,-118.481389
27920,WA,Washington,Lamont,Whitman,47.17304,-117.830239
27921,WA,Washington,Langley,Island,48.018672,-122.452992
27922,WA,Washington,Latah,Spokane,47.303815,-117.16884
27923,WA,Washington,Laurier,Ferry,48.998889,-118.223056
27924,WA,Washington,Leavenworth,Chelan,47.6438,-120.674792
27925,WA,Washington,Lebam,Pacific,46.559167,-123.547778
27926,WA,Washington,"Liberty Lake",Spokane,47.651672,-117.083808
27927,WA,Washington,Lilliwaup,Mason,47.512773,-123.063119
27928,WA,Washington,Lincoln,Lincoln,47.78204,-118.481012
27929,WA,Washington,Lind,Adams,46.955954,-118.706057
27930,WA,Washington,Littlerock,Thurston,46.901944,-123.016667
27931,WA,Washington,"Long Beach",Pacific,46.377369,-124.047041
27932,WA,Washington,Longbranch,Pierce,47.200737,-122.756126
27933,WA,Washington,Longmire,Pierce,46.75,-121.811389
27934,WA,Washington,Longview,Cowlitz,46.151354,-122.963421
27935,WA,Washington,Loomis,Okanogan,48.869627,-119.642675
27936,WA,Washington,"Loon Lake",Stevens,48.078393,-117.632496
27937,WA,Washington,"Lopez Island","San Juan",48.520804,-122.967434
27938,WA,Washington,"Lummi Island",Whatcom,48.712765,-122.682285
27939,WA,Washington,Lyle,Klickitat,45.74495,-121.250112
27940,WA,Washington,Lyman,Skagit,48.525744,-122.016183
27941,WA,Washington,Lynden,Whatcom,48.937225,-122.459153
27942,WA,Washington,Lynnwood,Snohomish,47.811825,-122.287789
27943,WA,Washington,Mabton,Yakima,46.212082,-120.015141
27944,WA,Washington,Malaga,Chelan,47.355306,-120.208562
27945,WA,Washington,Malden,Whitman,47.228889,-117.471667
27946,WA,Washington,Malo,Ferry,48.81862,-118.623712
27947,WA,Washington,Malone,"Grays Harbor",46.960556,-123.325556
27948,WA,Washington,Malott,Okanogan,48.282778,-119.705556
27949,WA,Washington,Manchester,Kitsap,47.556111,-122.543611
27950,WA,Washington,Mansfield,Douglas,47.902136,-119.405315
27951,WA,Washington,Manson,Chelan,47.895764,-120.148963
27952,WA,Washington,"Maple Falls",Whatcom,48.924444,-122.075833
27953,WA,Washington,"Maple Valley",King,47.384526,-122.057413
27954,WA,Washington,Marblemount,Skagit,48.527778,-121.448333
27955,WA,Washington,Marcus,Stevens,48.663333,-118.067222
27956,WA,Washington,Marlin,Grant,47.320929,-119.090897
27957,WA,Washington,Marshall,Spokane,47.565,-117.498333
27958,WA,Washington,Marysville,Snohomish,48.065639,-122.156168
27959,WA,Washington,Matlock,Mason,47.177545,-123.337638
27960,WA,Washington,Mattawa,Grant,46.679444,-119.916111
27961,WA,Washington,Mazama,Okanogan,48.597728,-120.38796
27962,WA,Washington,"Mcchord Afb",Pierce,47.128611,-122.523056
27963,WA,Washington,Mccleary,"Grays Harbor",47.053987,-123.273301
27964,WA,Washington,Mckenna,Pierce,46.936111,-122.554444
27965,WA,Washington,Mead,Spokane,47.793268,-117.311716
27966,WA,Washington,"Medical Lake",Spokane,47.583696,-117.679351
27967,WA,Washington,Medina,King,47.621111,-122.226389
27968,WA,Washington,Menlo,Pacific,46.621667,-123.645833
27969,WA,Washington,"Mercer Island",King,47.563149,-122.226562
27970,WA,Washington,Mesa,Franklin,46.578223,-119.137324
27971,WA,Washington,Metaline,"Pend Oreille",48.850556,-117.389722
27972,WA,Washington,"Metaline Falls","Pend Oreille",48.859747,-117.36332
27973,WA,Washington,Methow,Okanogan,48.09001,-120.0059
27974,WA,Washington,Mica,Spokane,47.553814,-117.163711
27975,WA,Washington,"Mill Creek",Snohomish,47.860278,-122.203056
27976,WA,Washington,Milton,Pierce,47.24827,-122.315514
27977,WA,Washington,Mineral,Lewis,46.709635,-122.186056
27978,WA,Washington,Moclips,"Grays Harbor",47.222619,-124.20438
27979,WA,Washington,Mohler,Lincoln,47.481111,-118.253333
27980,WA,Washington,Monitor,Chelan,47.486944,-120.416944
27981,WA,Washington,Monroe,Snohomish,47.85853,-121.947376
27982,WA,Washington,Montesano,"Grays Harbor",47.09013,-123.500584
27983,WA,Washington,Morton,Lewis,46.558056,-122.249573
27984,WA,Washington,"Moses Lake",Grant,47.137363,-119.289149
27985,WA,Washington,Mossyrock,Lewis,46.513136,-122.478935
27986,WA,Washington,"Mount Vernon",Skagit,48.416427,-122.326548
27987,WA,Washington,"Mountlake Terrace",Snohomish,47.793061,-122.304036
27988,WA,Washington,Moxee,Yakima,46.554205,-120.368463
27989,WA,Washington,Mukilteo,Snohomish,47.919896,-122.301906
27990,WA,Washington,Naches,Yakima,46.735335,-120.826699
27991,WA,Washington,Nahcotta,Pacific,46.498611,-124.032222
27992,WA,Washington,Napavine,Lewis,46.574722,-122.906944
27993,WA,Washington,Naselle,Pacific,46.352758,-123.804381
27994,WA,Washington,"Neah Bay",Clallam,48.368333,-124.623611
27995,WA,Washington,Neilton,"Grays Harbor",47.413056,-123.879167
27996,WA,Washington,Nespelem,Okanogan,48.167222,-118.973611
27997,WA,Washington,"Newman Lake",Spokane,47.727371,-117.064041
27998,WA,Washington,Newport,"Pend Oreille",48.169465,-117.150784
27999,WA,Washington,"Nine Mile Falls",Spokane,47.801945,-117.589359
28000,WA,Washington,Nooksack,Whatcom,48.927778,-122.320278
28001,WA,Washington,Nordland,Jefferson,48.04321,-122.692553
28002,WA,Washington,"North Bend",King,47.475546,-121.757142
28003,WA,Washington,"North Bonneville",Skamania,45.6375,-121.975
28004,WA,Washington,"North Lakewood",Snohomish,48.151944,-122.2075
28005,WA,Washington,Northport,Stevens,48.924663,-117.793052
28006,WA,Washington,"Oak Harbor",Island,48.315096,-122.637439
28007,WA,Washington,Oakesdale,Whitman,47.080556,-117.280326
28008,WA,Washington,Oakville,"Grays Harbor",46.843366,-123.249329
28009,WA,Washington,"Ocean Park",Pacific,46.502867,-124.043582
28010,WA,Washington,"Ocean Shores","Grays Harbor",46.982905,-124.15323
28011,WA,Washington,Odessa,Lincoln,47.339491,-118.698316
28012,WA,Washington,Okanogan,Okanogan,48.351328,-119.604563
28013,WA,Washington,Olalla,Kitsap,47.424088,-122.574512
28014,WA,Washington,Olga,"San Juan",48.655526,-122.836224
28015,WA,Washington,Olympia,Thurston,47.012906,-122.876311
28016,WA,Washington,Omak,Okanogan,48.414347,-119.527156
28017,WA,Washington,Onalaska,Lewis,46.573016,-122.707503
28018,WA,Washington,Orcas,"San Juan",48.598056,-122.943333
28019,WA,Washington,Orient,Ferry,48.866111,-118.201667
28020,WA,Washington,Orondo,Douglas,47.696928,-120.172143
28021,WA,Washington,Oroville,Okanogan,48.939681,-119.403236
28022,WA,Washington,Orting,Pierce,47.082206,-122.185978
28023,WA,Washington,Othello,Adams,46.792518,-119.316405
28024,WA,Washington,"Otis Orchards",Spokane,47.70273,-117.11209
28025,WA,Washington,Outlook,Yakima,46.352497,-120.097005
28026,WA,Washington,Oysterville,Pacific,46.549167,-124.026944
28027,WA,Washington,Pacific,King,47.266605,-122.243481
28028,WA,Washington,"Pacific Beach","Grays Harbor",47.198144,-124.158833
28029,WA,Washington,Packwood,Lewis,46.650038,-121.655254
28030,WA,Washington,Palisades,Douglas,47.469367,-119.802264
28031,WA,Washington,Palouse,Whitman,46.907555,-117.085475
28032,WA,Washington,"Paradise Inn",Pierce,46.718333,-121.670556
28033,WA,Washington,Parker,Yakima,46.501111,-120.464167
28034,WA,Washington,Pasco,Franklin,46.249183,-119.104387
28035,WA,Washington,Pateros,Okanogan,48.059147,-119.913322
28036,WA,Washington,Paterson,Benton,45.991139,-119.755873
28037,WA,Washington,"Pe Ell",Lewis,46.56558,-123.285244
28038,WA,Washington,Peshastin,Chelan,47.581294,-120.613928
28039,WA,Washington,Plymouth,Benton,46.038184,-119.502998
28040,WA,Washington,"Point Roberts",Whatcom,48.987876,-123.055474
28041,WA,Washington,Pomeroy,Garfield,46.469838,-117.599282
28042,WA,Washington,"Port Angeles",Clallam,48.106489,-123.438442
28043,WA,Washington,"Port Gamble",Kitsap,47.854444,-122.5825
28044,WA,Washington,"Port Hadlock",Jefferson,48.034531,-122.768151
28045,WA,Washington,"Port Ludlow",Jefferson,47.922192,-122.689615
28046,WA,Washington,"Port Orchard",Kitsap,47.504838,-122.615276
28047,WA,Washington,"Port Townsend",Jefferson,48.104012,-122.794457
28048,WA,Washington,Poulsbo,Kitsap,47.742278,-122.627721
28049,WA,Washington,Prescott,"Walla Walla",46.353879,-118.409663
28050,WA,Washington,Preston,King,47.523889,-121.925833
28051,WA,Washington,Prosser,Benton,46.223183,-119.771014
28052,WA,Washington,Pullman,Whitman,46.735247,-117.172936
28053,WA,Washington,Puyallup,Pierce,47.199123,-122.315097
28054,WA,Washington,Quilcene,Jefferson,47.832429,-122.858304
28055,WA,Washington,Quinault,"Grays Harbor",47.448505,-123.803744
28056,WA,Washington,Quincy,Grant,47.197574,-119.845922
28057,WA,Washington,Rainier,Thurston,46.882942,-122.679468
28058,WA,Washington,Randle,Lewis,46.549195,-121.855533
28059,WA,Washington,Ravensdale,King,47.415476,-121.987897
28060,WA,Washington,Raymond,Pacific,46.671046,-123.692889
28061,WA,Washington,Reardan,Lincoln,47.705407,-117.866264
28062,WA,Washington,Redmond,King,47.671796,-122.123242
28063,WA,Washington,Redondo,King,47.348611,-122.322222
28064,WA,Washington,Renton,King,47.464759,-122.207484
28065,WA,Washington,Republic,Ferry,48.670366,-118.699942
28066,WA,Washington,Retsil,Kitsap,47.546111,-122.61
28067,WA,Washington,Rice,Stevens,48.406169,-118.124865
28068,WA,Washington,Richland,Benton,46.283265,-119.289201
28069,WA,Washington,Ridgefield,Clark,45.784634,-122.693354
28070,WA,Washington,Ritzville,Adams,47.131528,-118.395812
28071,WA,Washington,Riverside,Okanogan,48.487567,-119.580316
28072,WA,Washington,Rochester,Thurston,46.819295,-123.040634
28073,WA,Washington,"Rock Island",Douglas,47.370558,-120.137794
28074,WA,Washington,Rockford,Spokane,47.452804,-117.131842
28075,WA,Washington,Rockport,Skagit,48.470388,-121.555352
28076,WA,Washington,Rollingbay,Kitsap,47.664722,-122.508889
28077,WA,Washington,Ronald,Kittitas,47.235278,-121.022222
28078,WA,Washington,Roosevelt,Klickitat,45.82962,-120.356611
28079,WA,Washington,Rosalia,Whitman,47.221777,-117.41468
28080,WA,Washington,Rosburg,Wahkiakum,46.307076,-123.657105
28081,WA,Washington,Roslyn,Kittitas,47.223611,-120.991944
28082,WA,Washington,Roy,Pierce,46.956048,-122.448271
28083,WA,Washington,"Royal City",Grant,46.91557,-119.581473
28084,WA,Washington,Ryderwood,Cowlitz,46.375176,-123.043134
28085,WA,Washington,"Saint John",Whitman,47.075539,-117.573002
28086,WA,Washington,Salkum,Lewis,46.515059,-122.645364
28087,WA,Washington,Sammamish,King,47.6244,-122.0423
28088,WA,Washington,Satsop,"Grays Harbor",47.003333,-123.482222
28089,WA,Washington,Seabeck,Kitsap,47.625497,-122.822685
28090,WA,Washington,Seahurst,King,47.469444,-122.360833
28091,WA,Washington,Seattle,King,47.611435,-122.330456
28092,WA,Washington,Seaview,Pacific,46.334722,-124.053333
28093,WA,Washington,"Sedro Woolley",Skagit,48.527405,-122.232943
28094,WA,Washington,Sekiu,Clallam,48.303166,-124.468467
28095,WA,Washington,Selah,Yakima,46.67671,-120.540813
28096,WA,Washington,Sequim,Clallam,48.088136,-123.119814
28097,WA,Washington,"Shaw Island","San Juan",48.584444,-122.927778
28098,WA,Washington,Shelton,Mason,47.20863,-123.072862
28099,WA,Washington,Silvana,Snohomish,48.2025,-122.2525
28100,WA,Washington,"Silver Creek",Lewis,46.549077,-122.475716
28101,WA,Washington,Silverdale,Kitsap,47.692017,-122.716106
28102,WA,Washington,Silverlake,Cowlitz,46.316322,-122.764886
28103,WA,Washington,Skamokawa,Wahkiakum,46.295186,-123.43316
28104,WA,Washington,Skykomish,King,47.692158,-121.371297
28105,WA,Washington,Snohomish,Snohomish,47.895381,-122.071562
28106,WA,Washington,Snoqualmie,King,47.529286,-121.822533
28107,WA,Washington,"Snoqualmie Pass",Kittitas,47.409722,-121.405833
28108,WA,Washington,"Soap Lake",Grant,47.383034,-119.485962
28109,WA,Washington,"South Bend",Pacific,46.6544,-123.820315
28110,WA,Washington,"South Cle Elum",Kittitas,47.185833,-120.947778
28111,WA,Washington,"South Colby",Kitsap,47.522222,-122.536111
28112,WA,Washington,"South Prairie",Pierce,47.139444,-122.096944
28113,WA,Washington,Southworth,Kitsap,47.512222,-122.500556
28114,WA,Washington,Spanaway,Pierce,47.073218,-122.394336
28115,WA,Washington,Spangle,Spokane,47.4338,-117.382696
28116,WA,Washington,Spokane,Spokane,47.666485,-117.436527
28117,WA,Washington,Sprague,Lincoln,47.324725,-117.989684
28118,WA,Washington,Springdale,Stevens,47.992737,-117.873273
28119,WA,Washington,Stanwood,Snohomish,48.201067,-122.377978
28120,WA,Washington,Starbuck,Columbia,46.519722,-118.127778
