property_id,sale_date,sale_price,book,page,physical_address,property_type,county,state,source_url
964452492600,2001-11-08 00:00:00,2,761,955,313.0 ACORN DR,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964084529700,2001-11-08 00:00:00,1,761,848,0.0 LEMON SPRINGS RD,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
963177337600,2001-11-08 00:00:00,1,761,831,1705.0 BUTLER ST,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
967009734100,2001-11-07 00:00:00,0,761,850,6011.0 CYPRESS PT,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
953807454200,2001-11-07 00:00:00,6,761,714,5674.0 JEFFERSON DAVIS HWY,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
965304224800,2001-11-07 00:00:00,1,761,709,0.0 COLON RD,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
963146697300,2001-11-07 00:00:00,5,761,672,700.0 WOODLAND HEIGHTS DR,APT(S),Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
969377989400,2001-11-06 00:00:00,0,762,833,0.0 BUCKHORN RD,VACANT LND,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
969377762500,2001-11-06 00:00:00,0,762,830,0.0 BUCKHORN RD,VACANT LND,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
967002093100,2001-11-06 00:00:00,0,761,556,0.0 CREEKSIDE TR,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
953799084500,2001-11-05 00:00:00,3,762,576,0.0 PILSON RD,SW MH(S),Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964266102300,2001-11-05 00:00:00,0,761,395,413.0 CRESTVIEW ST,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
965258294000,2001-11-02 00:00:00,6,762,339,908.0 CLEARWATER DR,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
966091577900,2001-11-02 00:00:00,1,762,190,0.0 STILLWATER TURN,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964265873500,2001-11-02 00:00:00,0,761,798,0.0 WASHINGTON AVE,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
966091824900,2001-11-02 00:00:00,5,761,401,0.0 WIND BEACH,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
966744298300,2001-11-02 00:00:00,2,761,250,587.0 BUCKROE DR,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964326253400,2001-11-02 00:00:00,2,761,102,2103.0 BEECHTREE DR,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964326370000,2001-11-02 00:00:00,2,761,102,0.0 BEECHTREE DR,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964326132100,2001-11-02 00:00:00,2,761,102,0.0 BEECHTREE DR,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964035203900,2001-11-01 00:00:00,2,769,56,216.0 MAIDELINE AVE,DWELLING,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964040041500,2001-11-01 00:00:00,2,761,73,5008.0 LAKE WILLETT RD,MULTI-SFDS,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
964266118900,2001-11-01 00:00:00,0,761,418,0.0 S VANCE ST,VACANT LD,Lee,NC,https://leecountync.gov/Departments/GISStrategicServices/SalesData
