name,restaurant_name,identifier,calories,price_usd
CIVIL SOCIETY | CATCH THE BEAT - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
CIVIL SOCIETY | CATCH THE BEAT - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,20.99
PRAIRIE | SUNDAE SERVICE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,13.49
BIRDS FLY SOUTH | BIRD BRAINS: PLUM PASSION - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
BIRDS FLY SOUTH | APOLOGIZE LESS - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
BIRDS FLY SOUTH | PERCH: MARGARITA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
BIRDS FLY SOUTH | SILENT POET - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
HOURGLASS | NOMNOM PEACH COBBLER - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
CAPTAIN LAWRENCE | LEADS TO PARADISE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
MARLOW | EAGER TO SHARE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
DUE SOUTH | STRAWBERRY COASTLINE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.49
DOUBLE NICKEL | NEON TIDE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
DOUBLE NICKEL | MAXIMUM OCCUPANCY - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
DOUBLE NICKEL | LEISURE POLICE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
3 SONS | SOFLO FROSE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
EDMUND'S OAST | EXTRA SPECIAL SICHUAN - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
WOVEN WATER | REVENANT - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
WOVEN WATER | RELIC - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
BEAT CULTURE | SANGRIA SIESTA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
PONTOON | GALAXY DRIFTER - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
CROOKED STAVE | HOPPY SOUR - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
PRAIRIE | RAINBOW SHERBET - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.99
BEARDED IRIS | ILLUSION - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
HIDDEN SPRINGS | BLURRED LIMES - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
3 SONS | ALL JOKES ACAI'D - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
WILD MIND | SULTRY MYTHICAL CREATURES - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
WILD MIND | ATMOSPHERE OF CHAOS - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
HUMBLE FORAGER | ENCHANTED ISLAND V2 - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
HUMBLE FORAGER | COASTAL SUNSHINE V14 - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
EDMUND'S OAST | SOUR GUAVA TANGERINE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
CROOKED STAVE | BIANCA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
BHRAMARI | ATOMIC PAGEANTRY - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.49
BHRAMARI | UNICORN DEATHWISH - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
UNTITLED ART | DRAGONFRUIT NECTAR - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
GREEN BENCH | PUSH IT - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,1.99
PONTOON | TROPICAL CLUSTERF*#$% - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
OLOGY | PASSION DRAGON SLUSHHH - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
ANGRY CHAIR | TEE TIME - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
SUN LAB | PURE SUN - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
COLLECTIVE ARTS | JAM UP PASSION PEACH - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
DUCLAW | SOUR ME: MIMOSA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
SUN LAB | MY LOVELY - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
TAMPA BAY | MANGO & PEACH PIE TO THE FACE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
BLACK PROJECT | JUMPSEAT - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
NON SEQUITUR | PET INSURANCE GOSE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
BLAZE | BRUNCHSIDE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
PRAIRIE | JUST THE JUICE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
SLOOP | SAUER PEACH - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.49
FINBACK | CLOSER TO THE EQUATOR - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,6.99
BLACK PROJECT | BLACKJACK - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
BLACK PROJECT | BLACKJACK - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,20.99
BLACK PROJECT | FOXHOUND - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
BLACK PROJECT | FOXHOUND - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,21.99
BLACK PROJECT | JETTISON - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,6.99
BLACK PROJECT | JETTISON - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,24.49
BLACK PROJECT | NIMROD - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
BLACK PROJECT | NIMROD - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,21.99
SLOOP | BOOMSHAKALAKA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
SLOOP | CONFLICTION - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.49
BEAT CULTURE | SUNBRELLA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
BEAT CULTURE | SUNBRELLA - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,17.99
BARREL OF MONKS | INCREDIBLE WIZARD - 750 ML.,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,20.49
BARREL OF MONKS | PEACH SORCERY - 750 ML.,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,20.49
GUEUZERIE TILQUIN | STOUT RULLQUIN - 750 ML.,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,32.99
BAY CANNON | JOSIE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
INFINITE | FUZZY PEACH - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.99
TRANSIENT | SPRANKLE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
DC BRAU | LAVENDER LEMONADE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.99
OLOGY | SPA GOGGLES - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
DOGFISH HEAD | MANGO SMOOVIE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.99
DOGFISH HEAD | MANGO SMOOVIE - 6 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,14.99
PARISH | GREETINGS FROM HOLLY BEACH - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
PARISH | GREETINGS FROM HOLLY BEACH - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,16.49
26 DEGREES | CREAMSICLE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
JAPAS CERVEJARIA | SAWA PINK - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
PRAIRIE | LEMON SLICE - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
UNE ANNE | LE SEUL VII - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
ALMANAC | DOGPATCH - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,6.49
BARN TOWN | HELLOHA - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,6.99
BARN TOWN | MISCHIEVOUS GRIN - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,6.99
OVIEDO | KITTEN WHISPERS - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
HUMBLE FORAGER | ELEVATED PERSPECTIVE V6 - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
BHRAMARI | MODERN STRANGER - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
GREEN BENCH | TURBID 7 - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
OLOGY | TRISOLARAN TARDIGRADE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.99
FLYING MONKEYS | FIREWORKS AND KARATE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
CHAMPION | FRUIT BASKET - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.49
DUCLAW | GETAWAY MESSAGE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
LORD HOBO | ALOHA FROM NEW ENGLAND - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
3 SONS | DANIA POINTE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.49
HUMBLE FORAGER | WESTERN SKYLINE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
HUMBLE FORAGER | WESTERN SKYLINE - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,16.99
UNTITLED ART | OAT CREAM IPA V3 - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
ILLUMINATED | KREEPER - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,4.99
SIERRA NEVADA | SUMMER BREAK - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,1.99
SIERRA NEVADA | SUMMER BREAK - 6 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,10.49
HI WIRE | DOUBLE HI PITCH - 12 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,2.49
OLD NATION | GREENSTONE - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,3.99
OLD NATION | GREENSTONE - 4 PACK,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,13.49
LONE PINE | EL DORADO DDH OH-J - 16 OZ,GB'S BOTTLESHOP,"CHOWNOW, ORLANDO, FL",,5.49
