name,restaurant_name,identifier,calories,price_usdSATURDAY BEEF BARLEY SOUP | LARGE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,7.50
BBQ BABY BACK RIBS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,14.95
DENO'S HERB CHICKEN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
GRILLED PORK CHOP 6OZ. - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,16.95
COUNTRY FRIED STEAK - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,13.95
CHOICE NEW YORK STEAK - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,19.95
GRILLED MEATLOAF - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,13.95
PRIME TOP SIRLOIN 8OZ. - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,16.95
ENCRUSTED COD 6OZ. - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,16.95
DENO'S CHICKEN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,18.95
TERIYAKI PINEAPPLE CHICKEN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,18.95
PRIME TRI-TIP - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,21.95
"BBQ'D BABY BACK RIBS, HALF RACK - REGULAR",CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,20.95
PRIME TOP SIRLOIN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,24.95
GRILLED CENTER-CUT PORK CHOP - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,19.95
HERB ENCRUSTED SALMON - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,22.95
ALMOND ENCRUSTED ICELANDIC COD - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,19.95
FRESHLY BREWED COFFEE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.85
FRESHLY BREWED DECAF COFFEE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.85
SOFT DRINKS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.95
ICED TEAS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.95
JUICES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.35
HOT TEAS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.85
GOURMET HOT CHOCOLATE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.85
MILK - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.25
FRESH TAP ROOT BEER - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.25
BEER TO GO- DOMESTIC ON TAP - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.95
BEER TO GO- IMPORT OR MICROBREW ON TAP - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,6.50
FRESH ORANGE JUICE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
SOUTHERN COUNTRY FRIED STEAK - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,17.95
YOU PICK EM' BBQ PLATTER - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,20.95
GRANDMA'S MEATLOAF - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,16.95
CHOCOLATE ECLAIR - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.50
BANANA PUDDING - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.50
CARROT CAKE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,5.95
COCONUT CUSTARD CAKE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.95
CHOCOLATE FUDGE CAKE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,5.95
PINEAPPLE UPSIDE-DOWN CAKE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.25
FRESH BAKED COOKIES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,1.00
BAKERY CUPCAKES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.25
APPLEJACKS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
BLUE MUFFIN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.10
CARROT MUFFIN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.10
HONEY BRAN MUFFIN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.10
CRANBERRY ORANGE SCONE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.25
BLUEBERRY SCONE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.25
CINNAMON ROLLS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.75
1/2 CARROT CAKE LOG - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,35.00
RANCH - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,0.75
BLEU CHEESE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,0.75
HONEY MUSTARD - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,0.75
THOUSAND ISLAND - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,0.75
ITALIAN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,0.75APPLE DOUBLE CRUST PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,11.95
BANANA CREAM PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
BLUEBERRY PEACH PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.45
BOYSENBERRY CREAM CHEESE PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
BOYSENBERRY DOUBLE CRUST PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,11.95
CHERRY CRUNCH PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,11.95
CHOCOLATE CREAM PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
LEMON SOUR CREAM PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
COCONUT CREAM PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,12.95
LEMON MERINGUE PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,11.95
FRENCH APPLE PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,11.95
KEY LIME PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,13.95
KENTUCKY DERBY PIE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,13.95
KID CHICKEN STRIPS WITH FRIES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,7.95
KID GRILLED CHEESE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,7.95
KID MAC N CHEESE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,7.95
BROCCOLI SALAD - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.25
FULL ORDER FRENCH FRIES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.95
FULL ORDER ONION RINGS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,8.95
FULL ORDER SWEET POTATO FRIES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,6.50
POTATO CHIPS - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,4.95
POTATO SALAD - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.50
ARBORIO RICE - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
BAKED POTATO - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.95
BUTTER CORN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
CREAM CORN - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
GARLIC MASHED POTATOES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,2.95
MASHED POTATOES WITH GRAVY - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
SAUTÉED BROCCOLI - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.95
SAUTÉED MIXED VEGETABLES - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
SAUTÉED SPINACH - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.95
STEAMED BROCCOLI - REGULAR,CRUTCH & BISCUIT,"CHOWNOW, WICHITA, KS",,3.50
