name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
HOT N READY EXTRAMOSTBESTEST PIZZA CHEESE,LITTLE CAESARS,NATIONAL,284,11,28,561,32,2,2,15
HOT N READY EXTRAMOSTBESTEST PIZZA PEPPERONI,LITTLE CAESARS,NATIONAL,309,14,34,696,31,2,2,15
HOT N READY EXTRAMOSTBESTEST PIZZA SEASONED BEEF,LITTLE CAESARS,NATIONAL,319,15,35,703,31,2,2,16
HOT N READY EXTRAMOSTBESTEST PIZZA ITALIAN SAUSAGE,LITTLE CAESARS,NATIONAL,333,16,39,703,32,2,2,16
HOT N READY EXTRAMOSTBESTEST PIZZA STUFFED CRUST PEPPERONI,LITTLE CAESARS,NATIONAL,379,20,49,896,4,2,2,18
EXTRAMOSTBESTEST THIN CRUST PIZZA CHEESE,LITTLE CAESARS,NATIONAL,248,14,28,424,19,1,1,12
EXTRAMOSTBESTEST THIN CRUST PIZZA PEPPERONI,LITTLE CAESARS,NATIONAL,273,17,34,558,19,1,1,12
CHEESE STUFFED CRUST FOR DEEPDEEP DISH PIZZA,LITTLE CAESARS,NATIONAL,530,40,145,1710,9,0,0,33
CHEESE STUFFED CRUST ROUND PIZZA,LITTLE CAESARS,NATIONAL,560,46,130,1610,8,0,0,29
