name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
KIDS ROOT BEER,NEWKS EATERY,NATIONAL,160,0,,70,45,0,44,0
KIDS SPRITE,NEWKS EATERY,NATIONAL,150,0,,35,37,0,33,0
KIDS WHOLE MILK,NEWKS EATERY,NATIONAL,150,8,,105,12,0,13,8
KIDS CHEESE PIZZA,NEWKS EATERY,NATIONAL,320,12,,656,38,2,4,16
KIDS FIVE CHEESE MAC CHEESE,NEWKS EATERY,NATIONAL,452,29,,1087,28,2,2,18
KIDS PEPPERONI PIZZA,NEWKS EATERY,NATIONAL,346,14,,708,39,2,4,17
KIDS SIX CHEESE PIMIENTO MAC CHEESE WITH BACON,NEWKS EATERY,NATIONAL,487,37,,1061,21,1,2,17
KIDS TOASTED GRILLED CHEESE SANDWICH,NEWKS EATERY,NATIONAL,357,18,,623,27,1,1,19
KIDS TOASTED HAM AND CHEESE SANDWICH,NEWKS EATERY,NATIONAL,264,8,,1132,27,1,1,20
KIDS TOASTED TURKEY CHEESE SANDWICH,NEWKS EATERY,NATIONAL,264,5,,1005,28,1,2,22
BBQ CHICKEN PIZZA,NEWKS EATERY,NATIONAL,1083,47,,1839,101,5,29,63
FIVE CHEESE PESTO PIZZA,NEWKS EATERY,NATIONAL,1415,96,,2408,80,9,10,59
MARGHERITA PIZZA,NEWKS EATERY,NATIONAL,802,45,,1243,72,4,9,31
MEDITERRANEAN PIZZA,NEWKS EATERY,NATIONAL,1070,55,,2603,77,6,9,66
PEPPERONI PIZZA,NEWKS EATERY,NATIONAL,1022,64,,1728,74,4,9,42
Q PIZZA,NEWKS EATERY,NATIONAL,1438,94,,2667,73,6,7,75
SAUSAGE PEPPERONI PIZZA,NEWKS EATERY,NATIONAL,1127,70,,2395,79,7,10,51
SPICY CHICKEN PIZZA,NEWKS EATERY,NATIONAL,1112,61,,1429,73,6,7,67
SPICY SHRIMP PIZZA,NEWKS EATERY,NATIONAL,1028,61,,1408,73,6,7,49
SPICY SICILIAN PIZZA,NEWKS EATERY,NATIONAL,1435,98,,3835,74,5,8,68
THE DEBRA PIZZA,NEWKS EATERY,NATIONAL,1304,81,,1948,70,5,6,73
VEGGIE PIZZA,NEWKS EATERY,NATIONAL,1217,81,,1934,81,9,11,42
BALSAMIC VINAIGRETTE,NEWKS EATERY,NATIONAL,419,44,,7,5,0,5,0
BLUE CHEESE DRESSING,NEWKS EATERY,NATIONAL,500,52,,680,2,0,0,4
CAESAR DRESSING,NEWKS EATERY,NATIONAL,433,46,,606,2,0,0,1
FAT FREE RANCH,NEWKS EATERY,NATIONAL,31,0,,264,3,0,1,5
GINGER WASABI DRESSING,NEWKS EATERY,NATIONAL,320,29,,1396,11,0,10,3
GREEK DRESSING,NEWKS EATERY,NATIONAL,455,49,,1020,2,1,0,0
HONEY MUSTARD,NEWKS EATERY,NATIONAL,402,29,,586,39,0,29,0
LEMON BASIL VINAIGRETTE,NEWKS EATERY,NATIONAL,344,36,,47,6,0,3,0
RANCH DRESSING,NEWKS EATERY,NATIONAL,301,31,,591,5,0,2,2
RASPBERRY VINAIGRETTE,NEWKS EATERY,NATIONAL,260,22,,230,18,0,16,0
REMOULADE DRESSING,NEWKS EATERY,NATIONAL,380,38,,849,6,0,0,0
SHERRY VINAIGRETTE,NEWKS EATERY,NATIONAL,314,25,,185,20,0,20,0
AHI TUNA SALAD,NEWKS EATERY,NATIONAL,326,9,,362,29,5,6,31
BLACK BLEU SALAD,NEWKS EATERY,NATIONAL,538,37,,1067,14,6,6,39
CAESAR SALAD,NEWKS EATERY,NATIONAL,224,13,,332,19,4,3,9
CHEF SALAD,NEWKS EATERY,NATIONAL,412,22,,1304,24,5,6,30
COBB SALAD,NEWKS EATERY,NATIONAL,721,43,,1078,26,7,6,54
FAVORITE SALAD,NEWKS EATERY,NATIONAL,740,33,,1002,65,10,39,46
GREEK SALAD,NEWKS EATERY,NATIONAL,203,11,,1612,17,5,7,9
Q SALAD,NEWKS EATERY,NATIONAL,840,59,,2580,21,9,10,49
RED WHITE AND BLUEBERRY SALAD,NEWKS EATERY,NATIONAL,549,27,,863,38,6,26,42
SHRIMP AND AVOCADO SALAD,NEWKS EATERY,NATIONAL,340,18,,709,14,7,6,34
SHRIMP REMOULADE SALAD,NEWKS EATERY,NATIONAL,373,18,,474,10,4,5,41
SOUTHERN SALAD,NEWKS EATERY,NATIONAL,595,44,,699,24,5,6,28
SPICY SOUTHWEST CAESAR SALAD,NEWKS EATERY,NATIONAL,540,37,,1030,17,4,3,34
STRAWBERRY AND AVOCADO SPINACH SALAD,NEWKS EATERY,NATIONAL,676,58,,908,21,8,9,18
ULTIMATE SALAD,NEWKS EATERY,NATIONAL,670,31,,1803,25,5,6,67
AHI TUNA,NEWKS EATERY,NATIONAL,140,2,,133,1,0,1,26
GRILLED CHICKEN,NEWKS EATERY,NATIONAL,173,3,,208,0,0,0,32
GRILLED SALMON,NEWKS EATERY,NATIONAL,476,36,,412,0,0,0,34
GRILLED STEAK,NEWKS EATERY,NATIONAL,243,13,,540,1,0,0,27
OVEN ROASTED TURKEY BREAST,NEWKS EATERY,NATIONAL,55,0,,474,1,0,1,10
SHRIMP,NEWKS EATERY,NATIONAL,220,8,,460,0,0,0,35
SPICY SOUTHWEST CAESAR SANDWICH,NEWKS EATERY,NATIONAL,1010,55,,1820,77,4,3,49
VEGETARIAN CLUB SANDWICH,NEWKS EATERY,NATIONAL,405,4,,861,77,9,9,14
APPLE SAUCE,NEWKS EATERY,NATIONAL,41,0,,0,11,1,9,0
CHEETOS,NEWKS EATERY,NATIONAL,304,20,,506,26,0,2,4
COLESLAW,NEWKS EATERY,NATIONAL,226,21,,609,10,2,6,1
FRESH FRUIT,NEWKS EATERY,NATIONAL,141,0,,35,36,4,30,2
JALAPENO KETTLE CHIPS,NEWKS EATERY,NATIONAL,200,11,,300,23,0,2,2
LAYS BAKED POTATO CHIPS,NEWKS EATERY,NATIONAL,137,2,,154,26,2,2,2
MESQUITE BBQ KETTLE CHIPS,NEWKS EATERY,NATIONAL,200,11,,290,23,0,4,2
MULTIGRAIN SUN CHIPS,NEWKS EATERY,NATIONAL,209,9,,139,29,3,3,3
NACHO CHEESE DORITOS,NEWKS EATERY,NATIONAL,266,14,,372,30,2,2,4
ORIGINAL KETTLE CHIPS,NEWKS EATERY,NATIONAL,210,12,,200,23,2,2,2
ROTINI PASTA SALAD,NEWKS EATERY,NATIONAL,232,12,,452,27,2,1,5
TIPPAH COUNTY CAVIAR,NEWKS EATERY,NATIONAL,113,4,,249,13,3,0,5
