AUSTIN ST HOSPITAL,AUSTIN,TX,1111 W 6TH ST,"https://www.hhs.texas.gov/services/mental-health-substance-use/state-hospitals/austin-state-hospital"
MANNING ELEMENTARY,MANNING,SC,311 WEST BOYCE STREET,"https://www.clarendon2.k12.sc.us/Domain/10"
GRAY,TACOMA,WA,6229 S TYLER ST,"https://www.co.grays-harbor.wa.us/"
BONNY EAGLE MIDDLE SCHOOL,BUXTON,ME,92 SOKOKIS TRAIL,"https://bems.bonnyeagle.org/"
MOUNTAIN VIEW ELEMENTARY,CONCORD,CA,1705 THORNWOOD DR.,"https://www.mtnview.k12.ca.us/"
EL DORADO HIGH,PLACERVILLE,CA,561 CANAL ST.,"https://www.edhs.org/"
TYGARTS VALLEY MIDDLE/HIGH SCHOOL,MILL CREEK,WV,10189 SENECA TRAIL,"http://tvmhs.rand.k12.wv.us/"
PLYMOUTH ELEMENTARY,MONROVIA,CA,1300 BOLEY ST.,"https://plymouth.monroviaschools.net/"
TEMPLE CITY ALTERNATIVE,TEMPLE CITY,CA,9229 PENTLAND ST.,"https://www.cde.ca.gov/schooldirectory/details?cdscode=19650521995976"
WILSHIRE CREST ELEMENTARY,LOS ANGELES,CA,5241 W. OLYMPIC BLVD.,"https://wce-lausd-ca.schoolloop.com/"
LINCOLN ELEMENTARY,MADERA,CA,650 LIBERTY LN.,"https://les.exeter.k12.ca.us/"
MILLER CREEK MIDDLE,SAN RAFAEL,CA,2255 LAS GALLINAS AVE.,"https://mcms-dsd-ca.schoolloop.com/"
FRANK ZEEK ELEMENTARY,UKIAH,CA,1060 N. BUSH ST.,"https://frankzeek.uusd.net/"
PEGGY HELLER ELEMENTARY,ATWATER,CA,201 LAKE VIEW DR.,"https://www.peggyheller.school/"
LAUREL ELEM MAGNET SCH OF INNOVATION AND CAREER EXPLR,BREA,CA,200 S. FLOWER AVE.,"https://laurel.bousd.us/"
HELEN A. FORT MIDDLE SCHOOL,PEMBERTON,NJ,101 FORT DIX ROAD,"https://www.pemberton.k12.nj.us/helenfort"
PS 272 CURTIS ESTABROOK,BROOKLYN,NY,101-24 SEAVIEW AVE,"https://www.schools.nyc.gov/schools/K272"
WILLIAM LAND ELEMENTARY,SACRAMENTO,CA,2120 12TH ST.,"https://williamland.scusd.edu/"
LUCERNE VALLEY COMMUNITY DAY,LUCERNE VALLEY,CA,8560 ALIENTO RD.,"https://www.cde.ca.gov/schooldirectory/details?cdscode=36750513630795"
EUCLID ELEMENTARY,ONTARIO,CA,1120 S. EUCLID AVE.,"https://www.omsd.net/Euclid"
CARSON ELEMENTARY,SAN DIEGO,CA,6905 KRAMER ST.,"https://carsonstreetes-lausd-ca.schoolloop.com/"
HERITAGE ELEMENTARY,LODI,CA,509 EDEN ST.,"https://heritage.tcsdk8.org/"
LEROY NICHOLS ELEMENTARY,LODI,CA,1301 S. CRESCENT AVE.,"https://nichols.lodiusd.net/"
DRY RIDGE ELEMENTARY,DRY RIDGE,KY,275 SCHOOL ROAD,"https://www.grant.kyschools.us/dryridgeelementary_home.aspx"
DAYLIGHT/TWILIGHT HIGH SCHOOL,TRENTON,NJ,501 EDGEWOOD AVENUE,"https://www.trentonk12.org/aboutus1496.aspx"
LONDON MIDDLE SCHOOL,LONDON,OH,270 E KENY BLVD,"https://www.london.k12.oh.us/o/lms/page/london-middle-school"
BEVERLY HILLS ELEMENTARY,VALLEJO,CA,1450 CORONEL AVE.,"https://www.bhusd.org/"
LINCOLN SCHOOL ALOP,JOLIET,IL,960 ROYCE AVE,"https://www.lincolnroe56.org/index.php/alop"
FENTON HIGH SCHOOL,BENSENVILLE,IL,1000 W GREEN ST,"https://www.fenton100.org/"
MISSION VIEJO ELEMENTARY SCHOOL,AURORA,CO,3855 SOUTH ALICIA PARKWAY,"https://www.cherrycreekschools.org/missionviejo"
HOLMES MIDDLE SCHOOL,COLORADO SPRINGS,CO,2455 MESA ROAD,"https://www.d11.org/Holmes"
GOODNIGHT ELEMENTARY SCHOOL,PUEBLO,CO,624 WINDY WAY,"http://goodnight.pueblocityschools.us/"
EAGLE PEAK AT PRATT,SPOKANE VALLEY,WA,6903 E 4TH AVE,"https://www.spokaneschools.org/pratt"
IONE JUNIOR HIGH,JACKSON,CA,217 REX AVE.,"https://ionejr.amadorcoe.org/"
VALLEY VIEW JUNIOR HIGH SCHOOL,FARMERSVILLE,OH,202 JACKSON ST,"https://www.valleyview.k12.oh.us/2/home"
PALERMO UNION COMMUNITY DAY (K-8),PALERMO,CA,7350 BULLDOG WAY,"https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04615236115034"
PAXTON-BUCKLEY-LODA HIGH SCHOOL,PAXTON,IL,PO BOX 50,"https://www.pblunit10.com/"
CHERRY HILL HIGH SCHOOL WEST,CHERRY HILL,NJ,2101 CHAPEL AVE,"https://www.chclc.org/west"
TUCKAHOE MIDDLE,RICHMOND,VA,9000 THREE CHOPT RD,"https://tuckahoems.henricoschools.us/"
DR. ANTONIA PANTOJA SCHOOL NO. 27,ELIZABETH,NJ,505 -517 MORRIS AVENUE,"https://www.epsnj.org/Domain/36"
FAIRFOREST ELEMENTARY,SPARTANBURG,SC,1005 MOUNT ZION ROAD,"https://fes.spart6.org/"
ACADEMIC MAGNET HIGH,NORTH CHARLESTON,SC,5109-A WEST ENTERPRISE STREET,"https://www.ccsdschools.com/Domain/9"
ALMO ELEMENTARY SCHOOL,ALMO,ID,150 MAIN STREET,"https://magicvalley.com/community/mini-cassia/news/district-opts-to-close-almo-elementary-school-due-to-budget-constraints/article_3fa2b528-7c77-5919-942b-76faad33f85f.html"
CHILDREN'S MEDICAL CTR,FORT WORTH,TX,100 N UNIVERSITY DR,"https://www.childrens.com/"
CAPTAIN COOPER ELEMENTARY,BIG SUR,CA,HIGHWAY 1,"https://www.carmelunified.org/cooper"
HARRISON PREP SCHOOL,LAKEWOOD,WA,8800 121ST ST SW,"https://harrisonprep.cloverpark.k12.wa.us/"
ALTAMAHA ELEMENTARY SCHOOL,BAXLEY,GA,344 ALTAMAHA SCHOOL RD,"https://www.appling.k12.ga.us/3/home"
WHISTLER ELEM SCHOOL,CHICAGO,IL,11533 S ADA ST,"https://whistlerelementary.org/"
LEXINGTON ACADEMY (THE),NEW YORK,NY,131 E 104TH ST,"https://www.schools.nyc.gov/schools/M072"
LONGWOOD ELEMENTARY,HAYWARD,CA,850 LONGWOOD AVE.,"https://lwd-haywardusd-ca.schoolloop.com/"
EARL WARREN ELEMENTARY,SACRAMENTO,CA,5420 LOWELL ST.,"https://ewe.leusd.k12.ca.us/"
VALLEY VIEW ELEMENTARY SCHOOL,BOISE,ID,3555 NORTH MILWAUKEE STREET,"https://valleyview.boiseschools.org/"
TURNER ELEM SCHOOL,ROBBINS,IL,3847 W 135TH ST,"https://www.wego33.org/turner"
TIMES2 ACADEMY,PROVIDENCE,RI,50 FILLMORE STREET,"https://times2.org/"
GLENHOPE EL,COLLEYVILLE,TX,6600 GLENHOPE CIR,"http://ghes.gcisd.net/"
VALLIVUE ACADEMY,CALDWELL,ID,6123 TIMBER DRIVE,"https://academy.vallivue.org/"
NORTHLAKE ELEMENTARY SCHOOL,LONGVIEW,WA,2210 OLYMPIA WAY,"https://northlake.longviewschools.com/"
HARBOR RIDGE MIDDLE SCHOOL,GIG HARBOR,WA,9010 PRENTICE AVE,"https://hrm.psd401.net/"
WASHINGTON ELEMENTARY SCHOOL,MOUNT VERNON,WA,1020 MCLEAN RD,"https://www.wenatcheeschools.org/wa"
PS 146 EDWARD COLLINS,BRONX,NY,968 CAULDWELL AVE,"https://www.schools.nyc.gov/schools/X146"
CALMECA ACAD ELEM SCHOOL,CHICAGO,IL,3456 W 38TH ST,"https://www.calmecaacademy.com/"
HALLS CROSS ROADS ELEMENTARY,ABERDEEN,MD,203 E BEL AIR AVE,"https://hxes.ss18.sharpschool.com/"
LUIS RODRIGUEZ CABRERO,SAN JUAN,PR,CALLE CORONA RES LUIS LLORENS TORRES,"https://publicschoolsk12.com/elementary-schools/pr/san-juan-municipio/720003001277.html"
BRIGHT STAR ELEMENTARY SCHOOL,DOUGLASVILLE,GA,6300 JOHN WEST RD,"https://bses.dcssga.org/"
FRED W TRANER MIDDLE SCHOOL,RENO,NV,1700 CARVILLE DRIVE,"https://www.washoeschools.net/traner"
FOX CHASE SCH,PHILADELPHIA,PA,500 RHAWN ST,"https://foxchase.philasd.org/"
J. BROWN ELEMENTARY,COLUMBIA,TN,301 CORD DR,"https://brownelementary.mauryk12.org/"
PUTNAM CAREER & TECHNICAL CENTER,ELEANOR,WV,300 ROOSEVELT BLDV,"https://www.pctc.edu/"
WALNUT GROVE HIGH SCHOOL,LOGANVILLE,GA,4863 GUTHRIE CEMETERY RD,"https://www.walton.k12.ga.us/walnutgrovehigh_home.aspx"
CARLIN PARK ELEMENTARY SCHOOL,ANGOLA,IN,800 N WILLIAMS ST,"https://cpe.msdsteuben.k12.in.us/"
MURCHISON MIDDLE,AUSTIN,TX,3700 N HILLS DR,"https://www.austinisd.org/schools/murchison"
ANDREW JACKSON MIDDLE SCHOOL,CHARLESTON,WV,5445 BIG TYLER ROAD,"https://aj.kana.k12.wv.us/"
WAUNETA-PALISADE HIGH SCHOOL,WAUNETA,NE,214 W WICHITA,"https://www.waunetapalisadeschools.org/"
MATHEMATICS SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,CAMBRIA HEIGHTS,NY,207-01 116TH AVE,"https://www.schools.nyc.gov/schools/Q492"
OAKVIEW EL SCH,STONEBORO,PA,1387 SCHOOL RD,"https://www.lakeview.k12.pa.us/Page/213"
PLEASANT ELEMENTARY SCHOOL,MARION,OH,1105 OWENS RD W,"https://www.norwalktruckers.net/pleasantelementary_home.aspx"
CERRO GORDO MEDINA,MOCA,PR,CARR 420 INT 495 KM 2.0,"https://www.waze.com/en/live-map/directions/escuela-cerro-gordo-medina-pr-495-moca?to=place.w.191955127.1919682346.4258998"
DANIEL F. RYAN ELEMENTARY SCHOOL NO. 19,PASSAIC,NJ,320 HIGHLAND AVE.,"https://passaicschools.org/school-no-19/"
FRANKFORT HIGH SCHOOL,FRANKFORT,KY,328 SHELBY ST,"https://www.frankfort.kyschools.us/FHS.aspx"
SPECIAL ED.,SAINT LOUIS PARK,MN,6425 W 33RD ST,"https://education.mn.gov/MDE/fam/sped/"
FROID HIGH SCHOOL,FROID,MT,408 1ST STREET S,"https://www.froidschool.com/"
RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,STATEN ISLAND,NY,290 ST MARKS PL,"https://mckeecths.org/"
BONDY INT,PASADENA,TX,5101 KEITH RD,"http://bondy.pasadenaisd.org/"
LAMONT MIDDLE SCHOOL,LAMONT,WA,602 MAIN STREET,"https://www.spraguelamont.org/"
TRACEYS ELEMENTARY,TRACEYS LANDING,MD,20 DEALE RD,"https://www.aacps.org/Page/5108"
EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,AURORA,CO,11777 EAST WESLEY AVENUE,"https://www.cherrycreekschools.org/eastridge"
FREEMAN'S MILL ELEMENTARY SCHOOL,LAWRENCEVILLE,GA,2303 OLD PEACHTREE RD,"https://www.gcpsk12.org/FreemansMillES"
MCKENNEY-HARRISON ELEMENTARY SCH,AUBURN,IN,400 SOUTH INDIANA AVE,"https://mck.dekalbcentral.net/"
JEFFERSON SENIOR HIGH,BLOOMINGTON,MN,4001 W 102ND ST,"https://www.bloomington.k12.mn.us/jhs"
ROBERT L. BAILEY IV,PROVIDENCE,RI,65 GORDON AVENUE,"https://www.providenceschools.org/bailey"
BELT LINE EL,LANCASTER,TX,1355 W BELT LINE RD,"https://www.lancasterisd.org/Domain/9"
STEAM ACADEMY @ BURKE,PICO RIVERA,CA,8101 ORANGE AVE.,"https://steam.erusd.org/"
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,KIT CARSON,CO,102 5TH AVENUE,"https://www.kcsdr1.org/"
PATTERSON ELEMENTARY SCHOOL,MAY,ID,13 PATTERSON ROAD,"https://www.homefacts.com/schools/Idaho/Lemhi-County/May/Patterson-Elementary-School.html"
LAKEVIEW MIDDLE,GREENVILLE,SC,3801 OLD BUNCOMBE ROAD,"https://www.greenville.k12.sc.us/lakeview/"
WILLIAM H BYRD MIDDLE,DUNCANVILLE,TX,1040 W WHEATLAND RD,"https://byrd.duncanvilleisd.org/"
THOMAS JEFFERSON ELEMENTARY SCHOOL,VALPARAISO,IN,1700 ROOSEVELT RD,"https://tjes.gccschools.com/"
KINYON ELEMENTARY SCHOOL,TAYLOR,MI,10455 MONROE BLVD,"https://www.taylorschools.net/kinyon/about-our-school/"
ARLINGTON ELEMENTARY SCHOOL,ARLINGTON,NE,705 N 9TH,"https://www.apseagles.org/"
MILFORD SCHOOL,MILFORD,NJ,7 HILLSIDE AVENUE,"https://www.dvrhs.org/mpsd"
HILLSVILLE ELEMENTARY,HILLSVILLE,VA,90 PATRIOT LANE,"https://www.hes.ccpsd.k12.va.us/en-US"
WASHINGTON ELEMENTARY,SANTA ANA,CA,910 W. ANAHURST PL.,"https://washington.sgusd.k12.ca.us/"
AARON COHN REGIONAL YOUTH DETENTION CENTER,MIDLAND,GA,7700 CHATTSWORTH RD,"https://djj.georgia.gov/locations/aaron-cohn-columbus-rydc"
BEARDSTOWN JR/SR HIGH SCHOOL,BEARDSTOWN,IL,500 E 15TH ST,"https://www.beardstown.com/"
BETHLEHEM ELEMENTARY SCHOOL,WHEELING,WV,22 CHAPEL RD,"https://bethlehem.ohio.k12.wv.us/"
STOCKTON ELEM SCHOOL,STOCKTON,IL,236 N PEARL ST,"https://www.stocktonschools.com/en-US"
HIGHLAND ELEMENTARY SCHOOL,GLASGOW,KY,164 SCOTTIE DRIVE,"https://www.daviesskyschools.org/14/home"
UNION AVENUE MIDDLE SCHOOL,IRVINGTON,NJ,427 UNION AVE,"https://irvington.k12.nj.us/schools/union-avenue-middle/"
KRAUSE EL,BRENHAM,TX,2201 E STONE,"https://schools.brenhamisd.net/page/kes.Home"
KING WILLIAM LUNALILO ELEMENTARY SCHOOL,HONOLULU,HI,810 PUMEHANA ST,"http://www.lunalilo.k12.hi.us/"
WHIPPANY PARK HIGH SCHOOL,WHIPPANY,NJ,165 WHIPPANY ROAD,"https://www.whippanypark.org/"
NACOGDOCHES CO ALTER ED COOP,CHIRENO,TX,901 MAIN ST,"http://www.nacisd.org/schools/daep_ncaec"
PAULDING MIDDLE SCHOOL,PAULDING,OH,405 N WATER ST,"https://www.pauldingschools.org/2/Home"
NEW EAGLE EL SCH,WAYNE,PA,507 PUGH RD,"https://www.tesd.net/neweagle"
REDBANK VALLEY HS,NEW BETHLEHEM,PA,910 BROAD ST,"http://www.redbankvalley.net/"
PLUMMER MIDDLE,HOUSTON,TX,11429 SPEARS GEARS RD,"https://plummerms.aldineisd.org/"
LAWTON ELEMENTARY SCHOOL,SEATTLE,WA,4000 27 AV W,"https://lawtones.seattleschools.org/"
QUAKER HILL ELEMENTARY SCHOOL,QUAKER HILL,CT,285 BLOOMINGDALE RD.,"https://qh.waterfordschools.org/"
WEST JEFFERSON MIDDLE SCHOOL,CONIFER,CO,9449 SOUTH BARNES STREET,"https://westjeffms.jeffcopublicschools.org/calendar"
BRIGHTON PARK ELEM SCHOOL,CHICAGO,IL,3825 S WASHTENAW AVE,"http://brightonpark.cps.edu/"
LOREAUVILLE ELEMENTARY SCHOOL,LOREAUVILLE,LA,318 ED BROUSSARD ROAD,"https://les.iberiaschools.org/"
FLOYD EBELING ELEMENTARY SCHOOL,MACOMB,MI,15970 HAVERHILL DR,"http://ebeling.uticak12.org/"
CAPITAL CITY ALTERNATIVE SCHOOL,JACKSON,MS,2221 BOLING STREET,"https://www.jackson.k12.ms.us/capitalcity"
CAPITAL HIGH SCHOOL,HELENA,MT,100 VALLEY DRIVE,"https://chs.helenaschools.org/"
MEADOWBROOK,HILLSDALE,NJ,50 PIERMONT AVE,"https://www.hillsdaleschools.com/meadowbrook"
MAIN ROAD SCHOOL,NEWFIELD,NJ,1452 MAIN RD,"http://mainroad.franklintwpschools.org/"
E. S. RICHARDSON ELEMENTARY SCHOOL,MINDEN,LA,515 W TODD,"https://res.websterpsb.org/"
JOHN S PARK ELEMENTARY SCHOOL,LAS VEGAS,NV,931 FRANKLIN AVE.,"http://johnspark.weebly.com/"
FARMERSVILLE J H,FARMERSVILLE,TX,501 HWY 78 N,"https://juniorhighschool.farmersvilleisd.net/"
JAMES HURST ELEMENTARY,PORTSMOUTH,VA,18 DAHLGREN AVE,"http://cres.ppsk12.us/"
C. W. DILLARD ELEMENTARY,WILTON,CA,9721 DILLARD RD.,"https://blogs.egusd.net/cwdillard/"
MC LAIN COMMUNITY HIGH SCHOOL,LAKEWOOD,CO,13600 WEST 2ND PLACE,"https://mclain.jeffcopublicschools.org/"
WESTDALE ELEM SCHOOL,NORTHLAKE,IL,99 DIVERSEY AVE,"https://www.illinoisreportcard.com/School.aspx?schoolid=060160830022005"
IROQUOIS WEST ELEM SCH/THAWVILLE,THAWVILLE,IL,PO BOX 99,"http://wp12.iwest.k12.il.us/wordpress/iwues/"
NORTHWEST JUNIOR HIGH SCHOOL,MERIDIAN,MS,4400 32ND STREET,"https://www.mpsdk12.net/Domain/99"
HELEN M SMITH ELEMENTARY SCHOOL,LAS VEGAS,NV,7101 PINEDALE AVE.,"http://www.helenmariesmith.org/"
CANYON SPRINGS,ANTHEM,AZ,40005 N. 45TH AVENUE,"https://www.dvusd.org/canyonsprings"
JEFFERSON ELEM SCHOOL,BELLEVILLE,IL,1400 N CHARLES ST,"https://jefferson.elmhurst205.org/"
T. H. WATKINS ELEMENTARY SCHOOL,LAKE CHARLES,LA,2501 SEVENTH AVENUE,"https://www.cpsb.org/watkins"
EAST LINDEN ELEMENTARY SCHOOL,COLUMBUS,OH,2505 BRENTNELL AVE,"https://www.ccsoh.us/eastlindenes"
LAUREL VALLEY EL SCH,NEW FLORENCE,PA,137 EDUCATION LANE,"https://www.lvsd.k12.pa.us/apps/pages/index.jsp?uREC_ID=1399744&type=d&pREC_ID=1577746"
DESERT POINTE ACADEMY,PEORIA,AZ,7785 W. PEORIA AVE,"http://www.ade.az.gov/edd/NewDetails.asp?EntityID=10799&RefTypeID=1035"
CENTURY ACADEMY FOR EXCELLENCE,INGLEWOOD,CA,2400 W. 85TH ST.,"https://centuryacademy.org/"
WHITE'S TOWER ELEMENTARY SCHOOL,INDEPENDENCE,KY,2977 HARRIS PK,"https://www.kenton.kyschools.us/39/home"
MUTUAL ELEMENTARY,PORT REPUBLIC,MD,1455 BALL RD,"https://mes.calvertnet.k12.md.us/"
DOBIE H S,HOUSTON,TX,10220 BLACKHAWK,"http://dobie.pasadenaisd.org/"
MARTIN LUTHER KING JR. ELEMENTARY SCHOOL,HOPKINSVILLE,KY,14405 MARTIN LUTHER KING WAY,"http://mlk.christian.kyschools.us/"
N.E. COMMUNITY TREATMENT CTR.,MEXICO,MO,710 S CLARK,"http://archive.oa.mo.gov/fmdc/Institutional_Information/pdf/Northeast_Community_Treatment_Center.pdf"
JOHN R BEATTY ELEMENTARY SCHOOL,LAS VEGAS,NV,8685 HIDDEN PALMS PARKWAY,"https://beattytrailblazers.weebly.com/"
PRINCE CHAPMAN ACADEMY,FORT WAYNE,IN,4808 E PAULDING RD,"https://pca.eacs.k12.in.us/"
COTEAU-BAYOU BLUE ELEMENTARY SCHOOL,HOUMA,LA,2550 COTEAU ROAD,"https://cbb-tpsd-la.schoolloop.com/"
WOODSTOCK SCHOOL,BRYANT POND,ME,224 RUMFORD AVENUE,"https://www.cherokeek12.net/woodstockes"
FRANKLIN TOWNSHIP MIDDLE SCHL EAST,INDIANAPOLIS,IN,10440 INDIAN CRK RD,"https://ftcsc.org/"
VANGORDEN ELEMENTARY SCHOOL,LIBERTY TOWNSHIP,OH,6475 LESOURDSVILLE WEST CHESTE,"http://vangorden.lakotaonline.com/"
NORTHLAND HIGH SCHOOL,COLUMBUS,OH,1919 NORTHCLIFF DR,"https://www.ccsoh.us/NorthlandHighSchool.aspx"
ALICE DRIVE MIDDLE,SUMTER,SC,40 MILLER ROAD,"https://adm.sumterschools.net/"
GEORGE KEVERIAN SCHOOL,EVERETT,MA,20 NICHOLS STREET,"https://gk.everettpublicschools.org/"
DURANGO HIGH SCHOOL,LAS VEGAS,NV,7100 W. DEWEY DR.,"https://www.durangohighschool.net/"
FORREST EDWIN SCH,PHILADELPHIA,PA,7300 COTTAGE ST,"https://forrest.philasd.org/"
TULE CONTINUATION HIGH,ALPAUGH,CA,AVE. 52 AND BOSWELL AVE.,"https://www.cde.ca.gov/schooldirectory/details?cdscode=54718035430111"
OAK POINT ELEMENTARY,EDEN PRAIRIE,MN,13400 STARING LAKE PKWY,"https://www.edenpr.org/oak-point-elementary"
THE R.Y.S.E SCHOOL,WOOD RIVER JUNCTION,RI,459 SWITCH ROAD,"https://cala.chariho.k12.ri.us/"
HEDGES ELEM SCHOOL,CHICAGO,IL,4747 S WINCHESTER AV,"https://www.hedgescps.org/"
SCHOOL OF THE FUTURE,PHILADELPHIA,PA,4021 PARKSIDE AVE,"https://sof.philasd.org/"
KEALAKEHE HIGH SCHOOL,KAILUA-KONA,HI,74-5000 PUOHULIHULI ST,"https://www.khswaveriders.org/"
COLUMBIA VIRTUAL ACADEMY-ORIENT,ORIENT,WA,374 4TH AVENUE,"https://www.cva.org/"
KAUAI HIGH SCHOOL,LIHUE,HI,3577 LALA RD,"https://www.kauaihigh.org/"
GRAVENSTEIN COMMUNITY DAY,SEBASTOPOL,CA,3840 TWIG AVE.,"https://www.scoe.org/pub/school/138"
SCIENCE AND MATH INSTITUTE,TACOMA,WA,5501 N. PEARL ST,"https://sami.tacomaschools.org/"
MOUNTAIN VILLA SCHOOL,ALLAMUCHY,NJ,1686 COUNTY RT 517,"https://www.aes.k12.nj.us/Domain/57"
MEMORIAL SCHOOL,CLEVELAND,OH,410 E 152ND ST,"https://www.clevelandmetroschools.org/memorial"
ELLERHORST ELEMENTARY,PINOLE,CA,3501 PINOLE VALLEY RD.,"https://www.wccusd.net/ellerhorst"
RUSHEON MIDDLE SCHOOL,BOSSIER CITY,LA,2401 OLD MINDEN ROAD,"https://www.bossierschools.org/rusheon"
ROBERT L. CRAIG SCHOOL,MOONACHIE,NJ,20 WEST PARK STREET,"https://www.moonachieschool.org/"
CHURCHILL COMMUNITY ED CENTER,ROYAL OAK,MI,707 GIRARD AVE,"https://www.royaloakschools.org/churchill-center/"
LAWTON HENRY W SCH,PHILADELPHIA,PA,6101 JACKSON ST,"https://lawton.philasd.org/"
POLK ELEMENTARY SCHOOL,BATON ROUGE,LA,408 EAST POLK,"https://npe.vpsb.us/"
ATLANTIC COUNTY ALTERNATIVE HIGH SCHOOL,MAYS LANDING,NJ,4805 NAWAKWA BLVD,"https://www.acitech.org/cms/schools/50-alternative-high-school"
LIVINGSTON,UNION,NJ,960 MIDLAND BLVD,"https://www.livingstonnj.org/"
FIELD ELEM SCHOOL,CHICAGO,IL,7019 N ASHLAND BLVD,"https://www.d64.org/fie"
WEST FORK HIGH SCHOOL,SHEFFIELD,IA,453 N. 5TH ST.,"https://www.westforkschool.org/"
HILLVIEW ACADEMY,TAYLORSVILLE,KY,404 MAIN CROSS ST,"https://www.spencer.kyschools.us/hillview/home"
SPENCER COUNTY PRESCHOOL,TAYLORSVILLE,KY,110 REASOR AVE,"https://www.spencer.kyschools.us/PRE/home"
RAYMOND A. GEIGER ELEMENTARY SCHOOL,LEWISTON,ME,601 COLLEGE STREET,"https://geiger.lewistonpublicschools.org/en-US"
MILLWOOD ELEMENTARY,SUMTER,SC,24 PINEWOOD ROAD,"https://mwe.sumterschools.net/"
RINGGOLD MS,FINLEYVILLE,PA,ROUTE 88,"https://www.ringgold.org/Domain/9"
JOSE ACEVEDO ALVAREZ,AGUADILLA,PR,SECTOR PLAYUELAS,"https://www.ancestry.com/1940-census/usa/Puerto-Rico/Jos%C3%A9-Acevedo-%C3%81lvarez_5nr0ml"
FRANCIS M PRICE ELEMENTARY SCHOOL,FORT WAYNE,IN,1901 W STATE ST,"https://fortwayneschools.org/price"
BREATHITT COUNTY HIGH SCHOOL,JACKSON,KY,2307 BOBCAT LANE,"https://www.breathitt.k12.ky.us/"
WM J DEAN VOCATIONAL TECHNICAL HIGH,HOLYOKE,MA,1045 MAIN STREET,"https://profiles.doe.mass.edu/?orgcode=01370605"
BRACKEN COUNTY HIGH SCHOOL,BROOKSVILLE,KY,350 W MIAMI ST,"https://www.bracken.k12.ky.us/"
JUMPING BRANCH ELEMENTARY SCHOOL,JUMPING BRANCH,WV,HC85 BOX 900,"https://jumpingbranch.summers.k12.wv.us/"
BRAINTREE HIGH,BRAINTREE,MA,128 TOWN STREET,"https://www.braintreeschools.org/bhs"
HERMOSA ELEMENTARY,ALTA LOMA,CA,10133 WILSON AVE.,"https://www.alsd.k12.ca.us/hermosa"
ELM STREET ELEMENTARY,OXNARD,CA,450 E. ELM ST.,"https://www.oxnardsd.org/Domain/307"
PLAIN DEALING HIGH SCHOOL,PLAIN DEALING,LA,300 EAST VANCE STREET,"https://www.bossierschools.org/plaindealing"
MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,HIGHLANDS,NJ,305 MAST WAY,"https://www.mcvsd.org/schools/marine-academy-of-science-technology/"
CAMDEN CO YOUTH CTR,BLACKWOODLEX,NJ,WOODBURY TURNERSVILLE RD LAKE,"https://www.camdencounty.com/service/corrections/juvenile-detention-center/"
FARMER ELEMENTARY,LOUISVILLE,KY,6405 GELLHAUS LN,"https://www.jefferson.kyschools.us/schools/profiles/farmer"
CANDLEWOOD EL,SAN ANTONIO,TX,3635 CANDLEGLEN,"https://www.ihg.com/candlewood/hotels/us/en/el-paso/elpca/hoteldetail"
TOBACCO ROAD ELEMENTARY SCHOOL,AUGUSTA,GA,2397 TOBACCO RD,"https://www.rcboe.org/tobaccoroad"
FISHING COVE EL. SCHOOL,NORTH KINGSTOWN,RI,110 WICKFORD POINT ROAD,"https://fc.nksd.net/"
BALDWIN ACADEMY,LA PUENTE,CA,1616 GRIFFITH AVE.,"https://ba-hlpusd-ca.schoolloop.com/"
FORDHAM LEADERSHIP ACADEMY,BRONX,NY,500 E FORDHAM RD,"https://www.schools.nyc.gov/schools/X438"
MERRYWOOD ELEMENTARY,GREENWOOD,SC,329 DEADFALL ROAD WEST,"http://mer.gwd50.org/"
GRANT PRIMARY,STONE PARK,IL,1801 N 36TH AVE,"https://www.sd88.org/Grant-Primary"
WASHINGTON ELEMENTARY SCHOOL,QUINCY,IL,1400 N 8TH ST,"https://www.district87.org/washington"
OAKLAND ELEMENTARY SCHOOL,ROYAL OAK,MI,2415 BROCKTON AVE,"https://www.royaloakschools.org/elementary/oakland/"
LAURA WELCH BUSH EL,AUSTIN,TX,12600 COUNTRY TRAILS,"https://lwb.leanderisd.org/"
LITCHFIELD HILLS TRANSITION CENTER,NEW MILFORD,CT,94 RAILROAD ST.,"https://content.schoolinsites.com/api/documents/d1392d8460574994a5137edbd16c408e.pdf"
PIPESTONE SENIOR HIGH,PIPESTONE,MN,1401 7TH ST SW,"https://www.pas.k12.mn.us/"
ZAVALLA H S,ZAVALLA,TX,431 E MAIN ST,"https://www.zavallaisd.org/"
BOB MATHIS ELEMENTARY SCHOOL,DECATUR,GA,3505 BORING RD,"http://www.bobmathises.dekalb.k12.ga.us/"
TUCKER MIDDLE SCHOOL,TUCKER,GA,2160 IDLEWOOD RD,"http://www.tuckerms.dekalb.k12.ga.us/"
CREEKSIDE HIGH SCHOOL,FAIRBURN,GA,7405 HERNDON RD,"https://www.fultonschools.org/creeksidehs"
GULLATT ELEMENTARY SCHOOL,UNION CITY,GA,6110 DODSON RD,"https://www.fultonschools.org/gullattes"
