url,url_href
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationApril2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationApril2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationApril2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationApril2016.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationAugust2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationAugust2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationAugust2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationAugust2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationDecember2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationDecember2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationDecember2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationDecember2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationFebruary2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationFebruary2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationFebruary2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationFebruary2016.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJanuary2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJanuary2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJanuary2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJanuary2016.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJuly2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJuly2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJuly2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJuly2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJune2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJune2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJune2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationJune2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMarch2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMarch2016.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationMay2016.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationNov302015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationNov302015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationNovember2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationNovember2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationOctober2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationOctober2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationOctober2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationOctober2015.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationSeptember2014.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationSeptember2014.pdf
http://doc.sd.gov/documents/about/stats/adult/AdultPopulationSeptember2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/about/stats/adult/AdultPopulationSeptember2015.pdf
http://doc.sd.gov/documents/AdultPopulationApril2017C.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationApril2017C.pdf
http://doc.sd.gov/documents/AdultPopulationApril2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationApril2018.pdf
http://doc.sd.gov/documents/AdultPopulationApril2019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationApril2019.pdf
http://doc.sd.gov/documents/AdultPopulationAugust2011.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationAugust2011.pdf
http://doc.sd.gov/documents/AdultPopulationAugust2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationAugust2016.pdf
http://doc.sd.gov/documents/AdultPopulationAugust2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationAugust2017.pdf
http://doc.sd.gov/documents/AdultPopulationDec2017B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationDec2017B.pdf
http://doc.sd.gov/documents/AdultPopulationDecember2016B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationDecember2016B.pdf
http://doc.sd.gov/documents/AdultPopulationFeb2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationFeb2018.pdf
http://doc.sd.gov/documents/AdultPopulationFebruary2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationFebruary2017.pdf
http://doc.sd.gov/documents/AdultPopulationFY2018BBB.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationFY2018BBB.pdf
http://doc.sd.gov/documents/AdultPopulationJan2013.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJan2013.pdf
http://doc.sd.gov/documents/AdultPopulationJan2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJan2018.pdf
http://doc.sd.gov/documents/AdultPopulationJanuary2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJanuary2017.pdf
http://doc.sd.gov/documents/AdultPopulationJanuary2019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJanuary2019.pdf
http://doc.sd.gov/documents/AdultPopulationJuly2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJuly2016.pdf
http://doc.sd.gov/documents/AdultPopulationJuly2017B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJuly2017B.pdf
http://doc.sd.gov/documents/AdultPopulationJuly2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJuly2018.pdf
http://doc.sd.gov/documents/AdultPopulationJuly2019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJuly2019.pdf
http://doc.sd.gov/documents/AdultPopulationJune2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJune2017.pdf
http://doc.sd.gov/documents/AdultPopulationJune2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJune2018.pdf
http://doc.sd.gov/documents/AdultPopulationJune302016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationJune302016.pdf
http://doc.sd.gov/documents/AdultPopulationMarch2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMarch2017.pdf
http://doc.sd.gov/documents/AdultPopulationMarch2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMarch2018.pdf
http://doc.sd.gov/documents/AdultPopulationMarch2019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMarch2019.pdf
http://doc.sd.gov/documents/AdultPopulationMay2018B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMay2018B.pdf
http://doc.sd.gov/documents/AdultPopulationMay312017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMay312017.pdf
http://doc.sd.gov/documents/AdultPopulationMay312019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationMay312019.pdf
http://doc.sd.gov/documents/AdultPopulationNov2011.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationNov2011.pdf
http://doc.sd.gov/documents/AdultPopulationNovember2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationNovember2016.pdf
http://doc.sd.gov/documents/AdultPopulationNovember2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationNovember2017.pdf
http://doc.sd.gov/documents/AdultPopulationNovember2018B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationNovember2018B.pdf
http://doc.sd.gov/documents/AdultPopulationNovember2019.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationNovember2019.pdf
http://doc.sd.gov/documents/AdultPopulationOctober2011.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationOctober2011.pdf
http://doc.sd.gov/documents/AdultPopulationOctober2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationOctober2016.pdf
http://doc.sd.gov/documents/AdultPopulationOctober2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationOctober2017.pdf
http://doc.sd.gov/documents/AdultPopulationOctober2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationOctober2018.pdf
http://doc.sd.gov/documents/AdultPopulationSept2011.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationSept2011.pdf
http://doc.sd.gov/documents/AdultPopulationSeptember2016.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationSeptember2016.pdf
http://doc.sd.gov/documents/AdultPopulationSeptember2017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationSeptember2017.pdf
http://doc.sd.gov/documents/AdultPopulationSeptember2018.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationSeptember2018.pdf
http://doc.sd.gov/documents/AdultPopulationSeptember2019B.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/AdultPopulationSeptember2019B.pdf
http://doc.sd.gov/documents/CorrectionsCommissionAdultPopulationUpdate92017.pdf,https://web.archive.org/web/*/http://doc.sd.gov/documents/CorrectionsCommissionAdultPopulationUpdate92017.pdf
http://doc.sd.gov:80/documents/about/stats/adult/AdultPopulationMarch2015.pdf,https://web.archive.org/web/*/http://doc.sd.gov:80/documents/about/stats/adult/AdultPopulationMarch2015.pdf
https://doc.sd.gov/documents/AdultPopulationApril2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationApril2020.pdf
https://doc.sd.gov/documents/AdultPopulationApril2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationApril2021.pdf
https://doc.sd.gov/documents/AdultPopulationAugust2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationAugust2021.pdf
https://doc.sd.gov/documents/AdultPopulationAugust312020B.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationAugust312020B.pdf
https://doc.sd.gov/documents/AdultPopulationDecember2019.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationDecember2019.pdf
https://doc.sd.gov/documents/AdultPopulationDecember2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationDecember2020.pdf
https://doc.sd.gov/documents/AdultPopulationDecember2021B.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationDecember2021B.pdf
https://doc.sd.gov/documents/AdultPopulationFebruary2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationFebruary2020.pdf
https://doc.sd.gov/documents/AdultPopulationFebruary2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationFebruary2021.pdf
https://doc.sd.gov/documents/AdultPopulationJanuary2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJanuary2020.pdf
https://doc.sd.gov/documents/AdultPopulationJanuary2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJanuary2021.pdf
https://doc.sd.gov/documents/AdultPopulationJanuary2022.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJanuary2022.pdf
https://doc.sd.gov/documents/AdultPopulationJuly2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJuly2021.pdf
https://doc.sd.gov/documents/AdultPopulationJuly312020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJuly312020.pdf
https://doc.sd.gov/documents/AdultPopulationJune2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationJune2021.pdf
https://doc.sd.gov/documents/AdultPopulationMarch2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationMarch2020.pdf
https://doc.sd.gov/documents/AdultPopulationMarch2021B.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationMarch2021B.pdf
https://doc.sd.gov/documents/AdultPopulationMarch2022.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationMarch2022.pdf
https://doc.sd.gov/documents/AdultPopulationMay2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationMay2021.pdf
https://doc.sd.gov/documents/AdultPopulationMay312020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationMay312020.pdf
https://doc.sd.gov/documents/AdultPopulationNovember2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationNovember2020.pdf
https://doc.sd.gov/documents/AdultPopulationNovember2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationNovember2021.pdf
https://doc.sd.gov/documents/AdultPopulationOctober2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationOctober2020.pdf
https://doc.sd.gov/documents/AdultPopulationOctober2021B.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationOctober2021B.pdf
https://doc.sd.gov/documents/AdultPopulationSeptember2020.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationSeptember2020.pdf
https://doc.sd.gov/documents/AdultPopulationSeptember2021.pdf,https://web.archive.org/web/*/https://doc.sd.gov/documents/AdultPopulationSeptember2021.pdf
