name,restaurant_name,identifier,calories,price_usd
SPICY TUNA SALAD | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
TOFU SALAD | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.95
ALBACORE SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
BEAN CURD SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.75
EGG SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.75
FRESH WATER EEL SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
IMITATION CRAB SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
JAPANESE SCALLOP SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
MACKEREL SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
OCTOPUS SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
SALMON SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
SCALLOP SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
SEARED ALBACORE SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SEARED TUNA SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SHRIMP SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.25
SMELT EGG SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
SWEET SHRIMP SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
TUNA SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
YELLOWTAIL SUSHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
ALBACORE SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
MIXED SASHIMI | LUNCH - 12 PIECES,SUSHI PLANET,"CAMARILLO, CA",,32.50
MIXED SASHIMI | LUNCH - 18 PIECES,SUSHI PLANET,"CAMARILLO, CA",,39.95
OCTOPUS SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
SALMON SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.00
SEARED ALBACORE SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SEARED TUNA SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
TUNA SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
YELLOWTAIL SASHIMI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
ALBACORE ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
AVOCADO ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
CALIFORNIA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
CUCUMBER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
EEL AVOCADO ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
IMITATION CRAB ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
MEXICAN ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
PHILADELPHIA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.75
SALMON ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
SALMON SKIN ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
SCALLOP ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.75
SHRIMP ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SPICY SEAFOOD ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
SPICY TUNA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
TUNA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
VEGETABLE ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
YELLOWTAIL ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
BAKED SALMON ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.75
HOLE IN 1 ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
HOME RUN ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
ICHI ROLL WITH REAL CRAB | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.25
J ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.50
JUPITER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
LOBSTER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
MR. TOMMY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
ROCKET ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SAMURAI ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
SHOGUN ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.95
TIGER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
911 ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.25
ALBACORE DELIGHT ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
ALBACORE SUPREME ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
BIG BOSS ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
CRUNCHY SPICY TUNA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
DELUXE 911 ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
EXCALIBUR ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
FIRECRACKER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
GALAXY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
GARLIC SALMON ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
HAPPY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
INFINITY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
JALAPENO BOMB | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
LOVE ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
MOON WALKER ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
NOVA HAND ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.50
OH BABY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.95
OH MY GOD ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
SALMON SPECIAL SUSHI ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.75
SEXY ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
SPICE GIRL ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
SUMO ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
TEMPURA RAINBOW ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
TOUCHDOWN ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.50
TROPICANA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
TUNA SPECIAL SUSHI ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.75
TUNA TACO ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,8.95
WHITE ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
BSCR ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
CALIFORNIA ROLL WITH REAL CRAB | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
CALIFORNIA TEMPURA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.50
CATERPILLAR ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
CRUNCH ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.95
RAINBOW ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
SALMON TEMPURA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.25
SHRIMP TEMPURA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.50
SHRIMP TEMPURA WITH SPICY TUNA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SOFT SHELL CRAB ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SPICY TUNA TEMPURA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
SUNSET ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
VEGETABLE TEMPURA ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.95
4 SEASONS | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.50
CHERRY BLOSSOM | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.50
RAINFOREST ROLL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
SUPER STAR | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
TUNA TATAKI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
VENUS | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.25
WALK ON THE BEACH | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
CHIRASHI | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
POKY BOWL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
SUSHI COMBINATION A | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SUSHI COMBINATION B | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.50
SUSHI COMBINATION C | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,21.95
SUSHI COMBINATION D | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,20.50
UNAJU | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
NABE UDON | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.95
TEMPURA UDON | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
TEPPAN FRIED RICE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
TERIYAKI BOWL | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
YAKI UDON | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
YAKISOBA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
BROWN RICE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
EDAMAME | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
GARLIC EDAMAME | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
MISO SOUP | LUNCH - SMALL,SUSHI PLANET,"CAMARILLO, CA",,2.25
MISO SOUP | LUNCH - LARGE,SUSHI PLANET,"CAMARILLO, CA",,7.25
STEAMED RICE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,1.95
FRIED BANANA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
APPLE JUICE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
CHERRY COKE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
GREEN ICED TEA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
ICED TEA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
JAPANESE SODA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
LEMONADE ICED TEA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
LEMONADE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
PERRIER | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
SHIRLEY TEMPLE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
SODA CANNED | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,1.95
STRAWBERRY LEMONADE | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
THAI ICED TEA BOBA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
THAI ICED TEA | LUNCH - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,3.95
DINNER BENTO BOX - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
SQUID KARAGE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
BRUSSEL SPROUT - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.50
SHUMAI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
EGG ROLLS - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
CRAB CHEESE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
AGEDASHI TOFU - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.75
VEGETABLE TEMPURA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,8.25
SHRIMP TEMPURA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.50
MIXED TEMPURA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.50
SHRIMP BACON - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.50
GYOZA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
GRILLED CHICKEN TERIYAKI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,8.95
BAKED GREEN MUSSELS - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.50
MUMMY SHRIMP - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.50
CUCUMBER SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
GREEN SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
SEAWEED SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
SPICY TUNA SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
SALMON SKIN SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SASHIMI SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,20.50
TOFU SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.95
CHICKEN SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.50
SEAFOOD SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
IKA SANSAI SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.50
SEARED ALBACORE SALAD - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
ALBACORE SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SEARED ALBACORE SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
TUNA SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SEARED TUNA SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
YELLOWTAIL SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SALMON SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
JAPANESE SCALLOP SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
MACKEREL SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.25
SHRIMP SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.25
SCALLOP SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
CRAB SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
OCTOPUS SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
BEAN CURD SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.75
EGG SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.75
SMELT EGG SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.50
FRESH WATER EEL SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
SWEET SHRIMP SUSHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
ALBACORE SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SEARED ALBACORE SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SALMON SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.00
TUNA SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SEARED TUNA SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
YELLOWTAIL SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
OCTOPUS SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
MIXED SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,32.50
MIXED SASHIMI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,39.95
ALBACORE ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
AVOCADO ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
CALIFORNIA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
CUCUMBER ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
EEL AVOCADO ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
IMITATION CRAB ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,5.95
MEXICAN ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
PHILADELPHIA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.75
SALMON SKIN ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
SALMON ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
SCALLOP ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.75
SHRIMP ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.25
SPICY SEAFOOD ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.95
SPICY TUNA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
TUNA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
VEGETABLE ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
YELLOWTAIL ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.25
J ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
ICHI ROLL WITH REAL CRAB - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.25
HOLE IN 1 ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
HOME RUN ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
JUPITER ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
MR. TOMMY ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
ROCKET ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SAMURAI ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
BAKED SALMON ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.75
SHOGUN ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.95
TIGER ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
911 ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.25
ALBACORE DELIGHT ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
ALBACORE SUPREME ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
BIG BOSS ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
CRUNCHY SPICY TUNA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
CRISPY TUNA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
DELUXE 911 ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
FIRECRACKER ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
GARLIC SALMON ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
GALAXY SALMON ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
HAPPY ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.95
INFINITY ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
LOVE ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
MOON WALKER ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
JALAPENO BOMB ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.95
NOVA HAND ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.50
OH BABY ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.95
OH MY GOD ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
EXCALIBUR ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
SEXY ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
SPICE GIRL ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.25
SUMO ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.50
TEMPURA RAINBOW ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
TOUCHDOWN ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.50
TROPICANA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
TUNA TACO - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,8.95
WHITE ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,16.50
SALMON OR TUNA SPECIAL SUSHI ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,7.75
RAINBOW ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
SUNSET ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,15.95
CATERPILLAR ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
SOFT SHELL CRAB ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
BSCR ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,14.95
SHRIMP TEMPURA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.50
CRUNCH ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.95
SALMON TEMPURA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.25
CALIFORNIA ROLL WITH REAL CRAB - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SHRIMP TEMPURA ROLL WITH SPICY TUNA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,13.95
SPICY TUNA TEMPURA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.50
CALIFORNIA TEMPURA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.50
VEGETABLE TEMPURA ROLL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.95
VENUS - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,10.25
CHERRY BLOSSOM - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.50
