name,restaurant_name,identifier,calories,price_usd
ANDOUILLE SAUSAGE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,6.50
DINNER ROLLS (3) - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,2.75
STEAM RICE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,2.50
FRIED RICE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,3.50
EXTRA BUTTER - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,1.00
EXTRA SEASONING SAUCE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,3.50
ASSORTED CAKE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,5.50
SODA OR TEA - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,3.00
JUICE - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,0.00
BOTTLED WATER - BOTTLE,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,2.50
CATFISH PO' BOY - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,11.00
WHITING PO' BOY - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,11.00
CHICKEN TENDER PO' BOY - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,11.00
SHRIMP PO' BOY - REGULAR,PHO VIET USA | H STREET NE,"WASHINGTON, DC",,12.00
