name,restaurant_name,identifier,calories,price_usd
TWICE COOKED PORK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
BEEF CHOW MEIN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF GARLIC SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF WITH MIXED VEGETABLE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF WITH SNOW PEAS COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
CURRY BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
JALAPENO BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
KUNG PAO BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
MONGOLIAN BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
MOO SHU BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
ORANGE BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
PEPPER STEAK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
SESAME BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
SZECHUAN BEEF COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
CASHEW NUTS SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
CURRY SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
HONEY WALNUT SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
JALAPENO SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
KUNG PAO SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
MOO SHU SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
NEPTUNE'S POT COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
ORANGE SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER CALAMARI COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER FISH FILLET COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SCALLOPS WITH BLACK BEAN SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,16.75
SCALLOPS WITH GARLIC SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,16.75
SESAME SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SHRIMP BROCCOLI COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP SNOW PEAS COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP SZECHUAN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH GARLIC SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH LOBSTER SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH MIXED VEGETABLE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SPICY WHOLE TILAPIA COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,16.45
SWEET & SOUR FISH FILLET COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SWEET & SOUR SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
VOLCANO SHRIMP COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
BEAN CURD VEGETABLE SOUP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,4.99
CHICKEN CORN SOUP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,6.99
EGG DROP SOUP - SMALL,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,1.99
EGG DROP SOUP - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,4.99
HOT & SOUR SOUP - SMALL,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,1.99
HOT & SOUR SOUP - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,4.99
SEAFOOD SOUP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,6.99
WONTON SOUP - SMALL,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,2.49
WONTON SOUP - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,5.99
WOR WONTON SOUP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,6.99
