name,restaurant_name,identifier,calories,price_usd
DAL FRY - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,8.00
PALAK PANEER - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,10.00
ALOO GOBI - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,10.00
AGED SELLA BASMATI RICE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,3.00
SAFFRON RICE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
COCONUT RICE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
NAAN - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,3.00
GARLIC NAAN - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
MALAI NAAN - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,6.00
LACHHA PARATHA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,5.00
ONIONS - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,3.00
CHILIS - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,3.00
RAITA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
DEMOLISHED CARROT HALWA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,9.00
CHOCOMOSSA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,12.00
NUTELLA DOSA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,12.00
CURBSIDE PICKUP (ADD TO CART FOR CURBSIDE PICKUP) - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,0.00
AQUA PANNA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
PELLEGRINO - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
GINGER BEER - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,6.00
COKE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
DIET COKE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
SPRITE - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
THUMS UP - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
LIMCA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,4.00
MANGO LASSI - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,5.00
TAJ MAHAL - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,9.00
LAGUNITAS - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,9.00
STELLA - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,9.00
TRUE MYTH CHARDONNAY - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,39.00
DI BRUNO PINOT GRIGIO - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,45.00
BRANDER SAUVIGNON BLANC - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,52.00
CANNONBALL MERLOT - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,39.00
EBERLE CABERNET SAUVIGNON - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,49.00
JOSH CELLARS CABERNET SAUVIGNON - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,45.00
LEESE FITCH CABERNET SAUVIGNON - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,39.00
LEESE FITCH PINOT NOIR - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,39.00
THE CALLING RUSSIAN RIVER PINOT NOIR - REGULAR,TUMBI | CRAFT INDIAN KITCHEN,"SANTA MONICA, CA",,55.00
