name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
ORANGE CARROT TWIST JUICE MEDIUM,JAMBA JUICE,NATIONAL,290,1,0,230,67,1,51,5
ORANGE CARROT TWIST JUICE LARGE,JAMBA JUICE,NATIONAL,360,1,0,290,85,1,59,7
PURELY CARROT JUICE SMALL,JAMBA JUICE,NATIONAL,190,0,0,330,45,0,26,4
PURELY CARROT JUICE MEDIUM,JAMBA JUICE,NATIONAL,270,1,0,450,62,0,39,6
PURELY CARROT JUICE LARGE,JAMBA JUICE,NATIONAL,340,1,0,570,79,0,46,8
PURELY ORANGE JUICE SMALL,JAMBA JUICE,NATIONAL,220,0,0,0,52,1,31,3
PURELY ORANGE JUICE MEDIUM,JAMBA JUICE,NATIONAL,310,0,0,5,71,0,0,5
PURELY ORANGE JUICE LARGE,JAMBA JUICE,NATIONAL,390,0,0,10,90,0,0,6
AMAZING GREENS SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,360,13,0,40,57,5,54,7
AMAZING GREENS SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,430,13,0,50,74,6,73,7
AMAZING GREENS SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,510,13,0,65,92,7,92,8
APPLE N GREENS SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,250,1,0,50,58,4,45,5
APPLE N GREENS SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,320,1,0,55,76,5,61,6
APPLE N GREENS SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,400,1,0,70,96,6,78,7
GREENS N GINGER SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,230,1,0,25,56,4,66,4
GREENS N GINGER SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,290,1,0,30,70,5,90,4
GREENS N GINGER SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,380,1,0,40,91,5,90,6
MEGA MANGO SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,210,0,0,10,50,3,52,2
MEGA MANGO SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,310,0,0,15,74,5,78,3
MEGA MANGO SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,350,0,0,15,85,6,89,4
PEACH PERFECTION SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,210,0,0,25,51,4,42,2
PEACH PERFECTION SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,310,0,0,35,76,5,62,3
PEACH PERFECTION SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,360,1,0,40,88,6,72,3
POMEGRANATE PARADISE SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,220,0,0,15,54,4,50,2
POMEGRANATE PARADISE SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,320,0,0,25,80,5,75,2
POMEGRANATE PARADISE SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,380,1,0,25,93,6,87,3
STRAWBERRY WHIRL SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,210,0,0,15,51,4,45,2
STRAWBERRY WHIRL SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,300,0,0,20,75,6,66,3
STRAWBERRY WHIRL SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,350,1,0,25,87,7,79,3
VANILLA BLUE SKY SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,210,0,0,90,43,0,0,2
VANILLA BLUE SKY SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,280,0,0,110,61,0,0,3
VANILLA BLUE SKY SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,360,0,0,150,77,0,0,4
ACAI SUPER ANTIOXIDANT SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,340,4,0,80,69,4,52,6
ACAI SUPER ANTIOXIDANT SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,440,6,5,100,89,5,70,8
ACAI SUPER ANTIOXIDANT SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,540,8,5,125,110,6,91,10
LA VIDA MOCHA SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,270,2,5,135,58,1,49,8
LA VIDA MOCHA SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,420,2,5,200,90,1,70,12
LA VIDA MOCHA SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,510,3,10,240,109,2,89,15
LOTTA HOTCHATA SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,190,2,150,140,38,2,26,4
LOTTA HOTCHATA SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,280,3,0,200,57,2,39,6
LOTTA HOTCHATA SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,320,3,0,250,66,3,50,7
ORANGE C BOOSTER SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,240,1,5,20,56,2,55,3
ORANGE C BOOSTER SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,330,1,5,25,76,3,75,3
ORANGE C BOOSTER SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,410,2,5,30,95,4,98,4
PB BANANA PROTEIN SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,540,22,55,260,51,3,35,36
PB BANANA PROTEIN SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,630,23,60,290,70,4,49,38
PB BANANA PROTEIN SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,810,33,65,370,89,6,64,42
PB CHOCOLATE LOVE SMOOTHIE SMALL,JAMBA JUICE,NATIONAL,400,14,15,180,64,5,53,12
PB CHOCOLATE LOVE SMOOTHIE MEDIUM,JAMBA JUICE,NATIONAL,580,24,20,270,86,7,71,17
PB CHOCOLATE LOVE SMOOTHIE LARGE,JAMBA JUICE,NATIONAL,760,34,25,350,105,9,89,21
PROTEIN BERRY WORKOUT SMOOTHIE WITH SOY PROTEIN SMALL,JAMBA JUICE,NATIONAL,300,1,0,170,58,3,48,13
PROTEIN BERRY WORKOUT SMOOTHIE WITH SOY PROTEIN MEDIUM,JAMBA JUICE,NATIONAL,390,1,0,200,78,5,65,16
PROTEIN BERRY WORKOUT SMOOTHIE WITH SOY PROTEIN LARGE,JAMBA JUICE,NATIONAL,420,1,0,210,87,6,79,17
PROTEIN BERRY WORKOUT SMOOTHIE WITH WHEY PROTEIN SMALL,JAMBA JUICE,NATIONAL,300,0,0,115,52,0,0,19
PROTEIN BERRY WORKOUT SMOOTHIE WITH WHEY PROTEIN MEDIUM,JAMBA JUICE,NATIONAL,390,0,0,150,72,0,0,21
PROTEIN BERRY WORKOUT SMOOTHIE WITH WHEY PROTEIN LARGE,JAMBA JUICE,NATIONAL,440,0,0,170,84,0,0,23
