name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
FRIED RICE WITH SHRIMP,PF CHANGS,NATIONAL,1000,20,380,1740,154,5,19,44
FRIED RICE WITH CHICKEN,PF CHANGS,NATIONAL,1100,26,270,1580,159,6,19,52
FRIED RICE WITH BEEF,PF CHANGS,NATIONAL,1140,33,274,1810,155,5,20,49
FRIED RICE WITH PORK,PF CHANGS,NATIONAL,1190,37,268,1720,161,5,20,46
FRIED RICE COMBO,PF CHANGS,NATIONAL,1200,35,339,1920,160,6,20,56
LO MEIN VEGETABLES,PF CHANGS,NATIONAL,760,13,14,2190,135,11,24,24
LO MEIN SHRIMP,PF CHANGS,NATIONAL,850,18,210,2560,126,7,19,43
LO MEIN CHICKEN,PF CHANGS,NATIONAL,950,24,97,2410,130,8,19,51
LO MEIN BEEF,PF CHANGS,NATIONAL,980,31,102,2630,127,7,20,48
LO MEIN PORK,PF CHANGS,NATIONAL,1030,35,96,2550,133,7,20,45
LO MEIN COMBO,PF CHANGS,NATIONAL,1050,33,167,2750,132,7,20,55
PAD THAI SHRIMP,PF CHANGS,NATIONAL,1180,31,322,2870,181,7,43,47
PAD THAI CHICKEN SHRIMP COMBO,PF CHANGS,NATIONAL,1210,32,282,2730,181,7,43,51
PAD THAI CHICKEN,PF CHANGS,NATIONAL,1230,33,242,2590,181,7,43,54
KUNG PAO SHRIMP STEAMED,PF CHANGS,NATIONAL,570,36,175,1880,27,7,18,42
KUNG PAO SHRIMP STIR FRIED,PF CHANGS,NATIONAL,760,52,111,1860,40,15,17,39
ORANGE PEEL SHRIMP STEAMED,PF CHANGS,NATIONAL,390,6,175,2060,57,3,52,28
ORANGE PEEL SHRIMP STIR FRIED,PF CHANGS,NATIONAL,570,22,110,2050,71,11,51,25
SHRIMP WITH LOBSTER SAUCE STEAMED,PF CHANGS,NATIONAL,370,18,340,2450,14,3,6,31
SHRIMP WITH LOBSTER SAUCE STIR FRIED,PF CHANGS,NATIONAL,500,27,458,2740,22,5,5,38
EGG DROP SOUP CUP,PF CHANGS,NATIONAL,40,1,30,560,6,0,2,1
EGG DROP SOUP BOWL,PF CHANGS,NATIONAL,270,7,185,3760,42,1,14,7
HOT SOUR SOUP CUP,PF CHANGS,NATIONAL,70,2,30,570,9,0,1,4
HOT SOUR SOUP BOWL,PF CHANGS,NATIONAL,470,12,185,3800,63,3,8,26
WONTON SOUP CUP,PF CHANGS,NATIONAL,120,3,40,570,13,0,2,9
WONTON SOUP BOWL,PF CHANGS,NATIONAL,570,17,185,2610,53,3,9,49
BBQ SPARE RIBS 2,PF CHANGS,NATIONAL,270,7,65,350,12,0,11,12
BBQ SPARE RIBS 4,PF CHANGS,NATIONAL,540,15,130,700,25,1,22,25
BBQ SPARE RIBS 6,PF CHANGS,NATIONAL,810,22,190,1040,37,1,33,37
LETTUCE WRAPS VEGETARIAN,PF CHANGS,NATIONAL,640,29,0,2060,68,8,34,24
LETTUCE WRAPS CHICKEN,PF CHANGS,NATIONAL,730,27,30,2050,81,8,42,38
NORTHERN STYLE SPARE RIBS 2,PF CHANGS,NATIONAL,240,7,65,350,4,0,3,12
NORTHERN STYLE SPARE RIBS 4,PF CHANGS,NATIONAL,480,14,130,700,9,1,7,25
NORTHERN STYLE SPARE RIBS 6,PF CHANGS,NATIONAL,710,21,190,1050,13,1,10,37
BUDDHAS FEAST STEAMED,PF CHANGS,NATIONAL,260,4,0,310,32,9,13,25
BUDDHAS FEAST STIR FRIED,PF CHANGS,NATIONAL,380,8,0,2330,53,9,30,27
