name,restaurant_name,identifier,calories,price_usd
SOURDOUGH AVOCADO TOAST - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,5.55
JUNGLE FRIES - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,5.55
QUE-SEA-DILLA - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,7.77
QUINOA MUSHROOM FRITTATAS - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,7.00
ISLAND SUPREME FLATBREAD - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,15.55
ISLAND JERK PIE FLATBREAD - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,15.55
ISLAND FRITTATA - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,8.00
THE BIG WAVE - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,12.20
THE PULLED OYSTER BRISKET SANDWICH - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,14.44
THE  INCH OLT INCH  - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,12.22
ISLAND TIME VURGER - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,10.55
SOUL BOWL - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,10.55
WILD FRIED RICE - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,12.20
JERK CHORIZO BURRITO - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,12.22
CUP OF QUINOA - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,2.00
WILD RICE - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,3.33
CHICKPEA FRENCH FRIES - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,4.20
CUCUMBA SALAD - REGULAR,MOXIE- COFFEE | ESPRESSO,"CHOWNOW, METAIRIE, LA",,4.44
