id,snapshot_date,source_url,total
STABS60cd1afa2b9613b8,2017-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1727
STABS83498ff6cadd39e2,2016-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1359
STABS1b8740d3c791509b,2017-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1600
STABS8c1b7522ca537c18,2019-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2254
STABS3605f3081e276271,2018-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,0
STABS5a58effc62f500fe,2017-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1413
STABS886e7ce5e4d629cb,2018-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2392
STABSe2a67809abc8dd9b,2018-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2358
STABSfe289d6bbcc152fd,2015-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2019
STABSfe289d6bbcc152fd,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2114
STABS11a8a70014ef1fc2,2018-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2553
STABS1b8740d3c791509b,2017-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1569
STABS5a9431094d10ff1c,2018-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1113
STABSac73f15055e7ddcf,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1280
STABS2f6eaaca83d16a08,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2391
STABS5ef4b308fbfaaee3,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1141
STABS52155d858d364bcc,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1381
STABS0777bcd710a28622,2018-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2079
STABS2f6eaaca83d16a08,2015-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2361
STABS11a8a70014ef1fc2,2017-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2471
STABS8c1b7522ca537c18,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2274
STABS1b8740d3c791509b,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1602
STABS52155d858d364bcc,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1444
STABS8c1b7522ca537c18,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2282
STABSac73f15055e7ddcf,2017-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1308
STABSfe289d6bbcc152fd,2018-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2161
STABS5ff8b46e328097f9,2019-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1225
STABSd2e6b6d7df9ec600,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2155
STABSac73f15055e7ddcf,2015-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1260
STABS2f6eaaca83d16a08,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2402
STABS26e8ff8ab54ea4cc,2017-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,12
STABS5270ba372bae70f6,2015-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2299
STABS58815edff1af193b,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3290
STABS52155d858d364bcc,2017-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1372
STABS5270ba372bae70f6,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2369
STABS52155d858d364bcc,2017-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1400
STABS5a58effc62f500fe,2018-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1541
STABS2f6eaaca83d16a08,2017-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2406
STABS886e7ce5e4d629cb,2019-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2343
STABS84d74a6d9a070580,2016-02-29,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1488
STABS0777bcd710a28622,2016-02-29,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2089
STABS5270ba372bae70f6,2016-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2321
STABS52155d858d364bcc,2018-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1459
STABS309ae66dbdcacb63,2017-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,507
STABS886e7ce5e4d629cb,2017-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2359
STABS52155d858d364bcc,2017-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1358
STABS5ff8b46e328097f9,2018-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1239
STABSfe289d6bbcc152fd,2015-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2012
STABS8c1b7522ca537c18,2018-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2295
STABS0777bcd710a28622,2017-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2073
STABS1b8740d3c791509b,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1576
STABS886e7ce5e4d629cb,2016-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2377
STABS5ef4b308fbfaaee3,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1132
STABS5a58effc62f500fe,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1389
STABS5a9431094d10ff1c,2018-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1123
STABSd2e6b6d7df9ec600,2017-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2161
STABS5ff8b46e328097f9,2018-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1233
STABSfe289d6bbcc152fd,2015-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1995
STABS5ff8b46e328097f9,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1211
STABS83498ff6cadd39e2,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1346
STABS84d74a6d9a070580,2016-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1435
STABS58815edff1af193b,2015-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3541
STABS80d9c996e70bbc74,2018-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2320
STABS60cd1afa2b9613b8,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1747
STABS84d74a6d9a070580,2017-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1425
STABSac73f15055e7ddcf,2018-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1291
STABS5a58effc62f500fe,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1401
STABS11a8a70014ef1fc2,2017-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2568
STABS1b8740d3c791509b,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1577
STABS52155d858d364bcc,2018-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1449
STABSe2a67809abc8dd9b,2018-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2374
STABS83498ff6cadd39e2,2018-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1411
STABS3605f3081e276271,2016-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3241
STABS5ef4b308fbfaaee3,2016-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1116
STABS2f6eaaca83d16a08,2016-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2384
STABS84d74a6d9a070580,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1417
STABSfe289d6bbcc152fd,2016-02-29,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2000
STABS83498ff6cadd39e2,2018-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1425
STABS2d676f2d3256e651,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1226
STABS84d74a6d9a070580,2018-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1480
STABS52155d858d364bcc,2018-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1436
STABS80d9c996e70bbc74,2016-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2319
STABSfe289d6bbcc152fd,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2133
STABS2d676f2d3256e651,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1151
STABS886e7ce5e4d629cb,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2388
STABS26e8ff8ab54ea4cc,2016-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1847
STABS2d676f2d3256e651,2018-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1230
STABS309ae66dbdcacb63,2015-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,482
STABS309ae66dbdcacb63,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,461
STABS26e8ff8ab54ea4cc,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1699
STABS58815edff1af193b,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3541
STABS8c1b7522ca537c18,2015-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2242
STABS5ef4b308fbfaaee3,2017-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1120
STABS5ef4b308fbfaaee3,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1114
STABS2f6eaaca83d16a08,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2377
STABS80d9c996e70bbc74,2015-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2271
STABS52155d858d364bcc,2017-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1393
STABSac73f15055e7ddcf,2016-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1264
STABS52155d858d364bcc,2016-02-29,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1401
STABS58815edff1af193b,2016-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3055
STABS80d9c996e70bbc74,2019-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2143
STABS84d74a6d9a070580,2017-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1490
STABS5a9431094d10ff1c,2016-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,926
STABS80d9c996e70bbc74,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2293
STABS0777bcd710a28622,2016-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2088
STABS2d676f2d3256e651,2015-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1187
STABS0777bcd710a28622,2015-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2050
STABSfe289d6bbcc152fd,2016-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2067
STABSe2a67809abc8dd9b,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2371
STABS11a8a70014ef1fc2,2015-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2480
STABS11a8a70014ef1fc2,2015-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2505
STABS52155d858d364bcc,2018-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1430
STABS2d676f2d3256e651,2017-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1197
STABSe2a67809abc8dd9b,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2440
STABS80d9c996e70bbc74,2016-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2270
STABS83498ff6cadd39e2,2017-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1369
STABS2f6eaaca83d16a08,2018-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2372
STABS3605f3081e276271,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3301
STABS2d676f2d3256e651,2015-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1184
STABS5ef4b308fbfaaee3,2017-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1130
STABS309ae66dbdcacb63,2017-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,447
STABS0777bcd710a28622,2018-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2074
STABSac73f15055e7ddcf,2016-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1258
STABS309ae66dbdcacb63,2018-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,485
STABSac73f15055e7ddcf,2017-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1310
STABS58815edff1af193b,2017-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3343
STABSd2e6b6d7df9ec600,2018-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2162
STABS5ef4b308fbfaaee3,2015-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1111
STABSe2a67809abc8dd9b,2016-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2420
STABS5ff8b46e328097f9,2017-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1205
STABS886e7ce5e4d629cb,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2367
STABS5a9431094d10ff1c,2016-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,949
STABSe2a67809abc8dd9b,2016-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2458
STABS886e7ce5e4d629cb,2016-02-29,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2390
STABS5a9431094d10ff1c,2018-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1123
STABS26e8ff8ab54ea4cc,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,769
STABS309ae66dbdcacb63,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,461
STABSd2e6b6d7df9ec600,2018-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2169
STABS5a58effc62f500fe,2016-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1404
STABS5ef4b308fbfaaee3,2016-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1120
STABS5270ba372bae70f6,2018-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2389
STABS60cd1afa2b9613b8,2016-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1732
STABS309ae66dbdcacb63,2016-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,496
STABS52155d858d364bcc,2016-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1417
STABSa649426589d91905,2018-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2376
STABS8c1b7522ca537c18,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2276
STABS0777bcd710a28622,2015-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2083
STABSd2e6b6d7df9ec600,2015-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2133
STABS0097e20278529ae2,2018-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2175
STABS5ef4b308fbfaaee3,2017-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1140
STABS11a8a70014ef1fc2,2018-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2556
STABS5a58effc62f500fe,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1400
STABS0097e20278529ae2,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2149
STABS60cd1afa2b9613b8,2016-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1737
STABS58815edff1af193b,2015-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3468
STABS0777bcd710a28622,2017-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2097
STABSfe289d6bbcc152fd,2017-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2146
STABS0097e20278529ae2,2017-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2185
STABS58815edff1af193b,2017-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3244
STABS5a9431094d10ff1c,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1027
STABSac73f15055e7ddcf,2017-04-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1300
STABS3605f3081e276271,2017-06-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3619
STABS2f6eaaca83d16a08,2016-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2398
STABS5ef4b308fbfaaee3,2017-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1136
STABS2f6eaaca83d16a08,2016-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2416
STABSd2e6b6d7df9ec600,2017-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2153
STABS309ae66dbdcacb63,2015-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,447
STABS5ef4b308fbfaaee3,2016-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1110
STABS11a8a70014ef1fc2,2017-08-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2512
STABSfe289d6bbcc152fd,2018-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2185
STABS0097e20278529ae2,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2168
STABS60cd1afa2b9613b8,2019-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1779
STABS886e7ce5e4d629cb,2015-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2365
STABS84d74a6d9a070580,2015-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1430
STABS309ae66dbdcacb63,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,501
STABS11a8a70014ef1fc2,2016-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2518
STABS1b8740d3c791509b,2016-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1601
STABS52155d858d364bcc,2016-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1396
STABS11a8a70014ef1fc2,2016-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2497
STABSac73f15055e7ddcf,2018-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1280
STABS1b8740d3c791509b,2017-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1581
STABS886e7ce5e4d629cb,2017-07-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2361
STABS886e7ce5e4d629cb,2017-12-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2401
STABS2f6eaaca83d16a08,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2412
STABSe2a67809abc8dd9b,2016-01-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2453
STABS5a58effc62f500fe,2018-03-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1509
STABS11a8a70014ef1fc2,2015-11-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2496
STABS2d676f2d3256e651,2017-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1153
STABS11a8a70014ef1fc2,2016-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2513
STABS80d9c996e70bbc74,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,2298
STABS52155d858d364bcc,2015-10-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1429
STABS5ef4b308fbfaaee3,2017-05-31,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1134
STABS3605f3081e276271,2017-02-28,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,3417
STABS1b8740d3c791509b,2018-09-30,https://data.pa.gov/Public-Safety/State-Correction-Population-June-2015-Current-Mont/a8qx-qnix,1597
