"",,Other Federal,,Pre-   Pre-,Total
"",TDOC,Local,Conv. &,Conv.,trial trial,Jail
FACILITY,Backup Felons Felons** Others,,Misd. Felony Misd.,,Pop.
Anderson,14,5,0,0,43,99,49,210
Bedford,37,2,6,0,16,27,38,126
Bedford Workhouse,19,3,1,0,64,1,0,88
Benton,9,3,2,0,5,16,5,40
Bledsoe,0,0,0,0,6,1,1,8
Blount,21,17,0,183,44,73,60,398
Bradley,92,17,41,80,34,69,23,356
Campbell,28,17,0,0,12,43,44,144
Cannon,14,0,0,0,19,6,18,57
Carroll,11,9,0,3,15,11,11,60
Carter,31,10,2,0,103,113,12,271
Cheatham,4,0,8,0,61,9,17,99
Chester,0,9,0,0,6,31,4,50
Claiborne,45,7,0,0,22,35,28,137
Clay,21,0,0,0,4,10,3,38
Cocke,15,13,0,0,33,28,9,98
Coffee,9,39,32,0,56,17,50,203
Crockett,6,4,2,0,13,16,14,55
Cumberland,17,4,0,1,41,14,15,92
Davidson CJC,2,3,10,46,69,432,136,698
Davidson HDC,3,4,9,3,99,325,77,520
Davidson CWC (CDC-M),0,19,13,23,253,271,134,713
Davidson CDC (F),1,124,5,11,114,170,67,492
Davidson CCA,0,1114,0,0,0,2,0,1116
Decatur,2,3,0,0,3,5,3,16
DeKalb,6,16,28,3,31,8,18,110
Dickson,35,4,7,1,70,89,29,235
Dyer,36,18,22,0,33,73,10,192
Fayette,32,10,0,3,19,43,4,111
Fentress,7,2,4,1,0,9,8,31
Franklin,13,18,5,0,38,37,0,111
Gibson,6,34,0,0,42,51,29,162
Giles,13,13,2,0,37,40,18,123
Grainger%Co%Det% Center,26,8,0,0,7,38,9,88
Greene,64,12,0,78,115,67,34,370
Grundy,8,1,0,0,5,16,11,41
Hamblen,16,68,0,3,71,70,62,290
Hamilton Jail,7,1,48,50,37,310,119,572
Hamilton - Silverdale CCA,0,0,35,125,360,0,254,774
Hancock,0,46,31,0,11,3,4,95
Hardeman,9,15,0,0,21,36,4,85
Hardin,12,0,0,0,17,77,8,114
Hawkins,0,2,0,0,34,38,8,82
Haywood,0,13,0,0,30,40,8,91
Henderson,10,2,14,4,6,19,15,70
Henry,47,11,0,0,36,35,12,141
Hickman,0,41,0,2,22,20,10,95
Houston,0,11,0,0,9,7,2,29
Humphreys,5,1,0,6,8,24,8,52
Jackson,43,0,0,9,17,4,28,101
Jefferson,72,39,0,0,38,58,17,224
Johnson,53,6,4,1,12,18,12,106
Knox - KCJ,6,7,0,15,17,140,21,206
Knox - KCDF,19,24,2,70,102,319,243,779
Knox - KJAX,0,0,0,0,0,0,0,0
Knox - KCWRC,0,7,0,0,22,25,6,60
Lake,30,0,0,0,7,0,9,46
Lauderdale,0,75,0,0,18,28,25,146
Lawrence****,6,4,7,8,27,37,51,140
Lewis,7,5,0,0,13,13,6,44
Lincoln,19,14,0,0,49,27,17,126
Loudon,5,1,0,0,26,34,22,88
Macon,64,0,0,0,22,22,15,123
Madison,46,15,0,7,55,128,108,359
Madison PF,0,15,0,0,66,2,9,92
Marion,2,10,20,0,0,33,38,103
Marshall,33,0,0,0,51,25,13,122
Maury,34,36,0,0,72,61,35,238
McMinn,31,10,1,0,33,83,39,197
McNairy,7,5,0,2,2,24,15,55
Meigs,12,0,0,0,14,6,10,42
Monroe,68,68,0,0,28,8,1,173
Montgomery,38,0,0,37,28,276,95,474
Montgomery Workhouse,0,12,0,0,74,0,0,86
Moore,10,3,0,0,4,3,1,21
Morgan,7,2,5,0,12,7,8,41
Obion,28,7,4,48,11,11,22,131
Overton,66,8,0,0,18,48,15,155
Perry,2,5,15,0,21,13,6,62
Pickett,1,0,0,0,1,2,4,8
Polk,74,0,1,0,12,24,23,134
Putnam,0,43,0,0,81,42,50,216
Rhea,19,4,0,0,32,20,39,114
Roane,7,4,0,0,24,31,25,91
Robertson,9,9,0,0,40,101,28,187
Rutherford,5,238,35,0,133,190,162,763
Rutherford WH,2,1,0,0,241,0,0,244
Scott,3,4,0,2,3,24,20,56
Sequatchie,44,3,0,0,12,23,19,101
Sevier,40,11,0,0,59,152,90,352
Shelby CJS,8,7,80,70,20,2519,258,2962
Shelby SCCC,0,2707,0,0,430,5,0,3142
Smith,13,0,0,0,10,8,8,39
Stewart,2,1,0,0,5,17,4,29
Sullivan,85,45,0,3,139,265,89,626
Kingsport City,0,0,0,0,0,4,3,7
Sumner,37,120,0,0,213,112,90,572
Tipton,31,0,0,0,35,58,32,156
Trousdale,18,4,0,0,3,3,6,34
Unicoi,21,3,0,3,9,34,13,83
Union,15,0,0,9,5,17,27,73
Van Buren,1,0,0,0,10,1,5,17
Warren,12,18,0,0,122,15,46,213
Washington,88,10,4,48,123,204,51,528
Johnson City (F),103,0,0,0,0,0,0,103
Wayne,4,1,0,0,11,1,18,35
Weakley,28,5,0,0,22,16,13,84
White,24,5,0,23,35,29,7,123
Williamson,45,11,0,1,101,83,54,295
Wilson,39,30,4,0,77,36,48,234
