"",,Other Federal,,Pre-,Pre-,Total
"",TDOC,Local,Conv. &,Conv.,trial,trial,Jail
FACILITY,Backup Felons Felons*** Others,,Misd.,Felony,Misd.,Pop.
Anderson,93,9,15,0,17,89,91,314
Bedford,30,2,2,1,33,17,80,165
Bedford Workhouse,14,4,0,0,58,0,2,78
Benton,24,2,0,0,15,21,18,80
Bledsoe,71,1,0,0,16,10,6,104
Blount,77,47,0,85,94,151,124,578
Bradley,122,12,35,67,70,127,62,495
Campbell,83,10,27,0,14,108,14,256
Cannon,4,9,0,0,30,19,12,74
Carroll,49,14,0,4,38,23,7,135
Carter,46,5,1,0,44,122,37,255
Cheatham,29,7,0,1,31,56,27,151
Chester,34,1,0,1,9,14,9,68
Claiborne,42,9,0,0,36,66,47,200
Clay,6,4,0,0,2,5,1,18
Cocke Jail,14,3,0,0,6,15,10,48
Cocke Annex,13,0,0,0,2,60,17,92
Coffee Annex,4,1,0,0,2,0,0,7
Coffee,46,20,0,0,82,46,174,368
Crockett,21,0,0,0,5,25,4,55
Cumberland,38,11,0,0,99,72,13,233
Davidson CJC,0,0,0,0,0,0,0,0
Davidson HDC,2,0,36,15,54,105,48,260
Davidson CDC,19,7,163,39,62,420,36,746
Davidson MCC,13,2,28,10,32,273,12,370
Davidson ORC,0,2,6,1,170,40,28,247
Davidson CCA,8,730,54,15,78,110,40,1035
Decatur,19,0,0,0,10,17,5,51
DeKalb,2,2,0,0,21,15,38,78
Dickson,71,2,0,0,60,114,50,297
Dyer,72,6,0,0,32,73,21,204
Dyer Annex,26,0,0,0,0,0,0,26
Fayette,65,0,1,0,31,18,83,198
Fentress,47,0,0,0,29,34,41,151
Franklin,22,21,0,0,71,47,20,181
Gibson,109,8,0,0,26,88,67,298
Giles,17,26,0,0,42,60,16,161
Grainger%Co%Det% Center,19,8,3,9,15,36,16,106
Greene%Det% Center,27,1,0,2,11,126,63,230
Greene WH,42,7,0,0,43,52,73,217
Grundy,23,4,0,0,9,24,16,76
Hamblen,66,5,0,0,148,128,66,413
Hamilton Jail,1,0,24,64,18,302,185,594
Hamilton - Silverdale CCA,13,10,72,74,388,94,393,1044
Hancock,61,21,0,0,15,5,13,115
Hardeman,30,4,3,0,18,85,17,157
Hardin,33,10,0,2,20,64,28,157
Hawkins,93,3,0,0,76,50,32,254
Haywood,0,40,0,1,21,65,16,143
Henderson,74,15,14,2,48,43,17,213
Henry,18,16,0,0,47,46,13,140
Hickman,12,10,0,0,22,59,9,112
Houston,4,3,3,0,6,16,3,35
Humphreys,3,4,5,5,18,27,36,98
Jackson,66,0,7,3,1,19,20,116
Jefferson,42,13,0,3,49,95,29,231
Jefferson WH,28,2,0,0,9,1,2,42
Johnson,50,16,3,0,7,16,14,106
Johnson City (F),0,47,0,0,0,0,0,47
Knox - KCJ,10,12,1,15,7,162,2,209
Knox - RDWDF,52,21,13,54,57,563,284,1044
Knox - KCWRC,0,2,0,2,14,38,35,91
Lake,23,0,0,0,13,16,9,61
Lauderdale,42,9,0,0,8,0,61,120
Lawrence,42,2,2,0,40,90,92,268
Lewis,2,0,7,7,6,18,23,63
Lincoln,50,21,3,0,51,26,20,171
Loudon,8,4,1,0,20,65,39,137
Macon,56,0,0,0,34,52,49,191
Madison Annex,6,1,0,0,14,9,8,38
Madison CJC,18,10,0,0,70,107,79,284
Madison PF,7,4,0,0,28,5,8,52
Marion,9,20,0,0,19,64,30,142
Marshall,64,9,1,0,72,23,7,176
Maury,144,33,0,0,111,88,40,416
McMinn,108,0,18,0,68,96,49,339
McNairy,14,0,0,1,3,37,51,106
Meigs,10,0,0,0,2,3,56,71
Monroe,26,26,0,0,35,74,54,215
Montgomery,66,12,0,15,78,289,92,552
Montgomery Workhouse,23,4,0,0,15,0,0,42
Moore,3,3,4,0,6,5,4,25
Morgan,11,0,0,0,40,3,36,90
Obion,23,15,5,50,9,38,15,155
Overton,53,7,0,0,23,25,19,127
Perry,24,0,0,0,9,13,6,52
Pickett,0,0,0,0,2,1,1,4
Polk,82,7,0,0,5,36,8,138
Putnam,113,13,12,0,136,61,60,395
Rhea,6,14,0,1,5,42,61,129
Roane,38,10,0,0,63,45,96,252
Robertson,166,19,0,0,98,162,64,509
Rutherford,206,37,0,0,105,384,92,824
Rutherford Work Center,0,66,0,0,81,0,0,147
Scott,41,10,0,0,7,52,21,131
Sequatchie,21,11,0,0,7,41,15,95
Sevier Jail,33,10,0,0,7,112,48,210
Sevier Annex,51,32,0,0,50,129,88,350
Shelby CJC,44,63,135,133,44,1973,256,2648
Shelby SCCC,135,1462,0,0,192,0,0,1789
Smith,63,1,0,0,22,34,19,139
Stewart,29,0,0,0,26,31,3,89
Sullivan,65,36,0,0,123,233,73,530
Sullivan Extension,15,18,0,0,103,31,68,235
Kingsport City,0,0,0,0,0,1,6,7
Sumner,122,51,0,0,155,284,79,691
Tipton,2,14,0,0,47,53,73,189
Trousdale,15,1,0,0,6,14,10,46
Unicoi Jail (M),28,0,0,0,2,22,10,62
Unicoi Annex (F),21,0,0,2,2,6,6,37
Union,1,1,14,2,6,24,43,91
Van Buren,0,8,0,0,31,7,11,57
Warren,36,19,0,0,129,80,50,314
"Washington Det, Center",62,5,10,78,126,209,78,568
Washington WH,24,1,0,0,16,0,0,41
Wayne,44,7,11,5,22,36,24,149
Weakley,38,9,0,0,13,13,30,103
White,39,12,8,0,85,30,20,194
Williamson,49,12,0,0,122,109,55,347
Wilson,73,24,18,36,89,130,117,487
