name,business_type,state_registered,street_registered,city_registered,zip5_registered,corp_id
"THE RIGHT PRINT SHOP, INC.",CORPORATION,AL,,BIRMINGHAM,,038765
ESTHER AND ESTHER LLC,LLC,AL,355 GRAND AVE,LOS ANGELES,90071,038767
MONDELEZ GLOBAL LLC,LLC,AL,,CHICAGO,,038770
"HUMPHREYS MECHANICAL, LLC",LLC,AL,703 DALLAS ROAD,CHATTANOOGA,37405,038771
XEEL CORPORATION,CORPORATION,AL,41 MAIN ST,NOTASULGA,36866,039441
"C & A COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,039442
"CLARK L.P. GAS CO., INC.",CORPORATION,AL,,HAMILTON,,039443
"STRATEGIC PRODUCTS GROUP, INC.",CORPORATION,AL,,,,039444
COMMERCIAL CONSULTING CORPORATION OF DOTHAN,CORPORATION,AL,,,,039445
"COURTESY AUTO BROKERS, INC.",CORPORATION,AL,,,,039447
GBEL LLC,LLC,AL,,,,040093
"BIRMINGHAM WOMENS MEDICAL CLINIC, INC.",CORPORATION,AL,,BIRMINGHAM,,040095
"C & F ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,040096
"C & C WELDERS, INC.",CORPORATION,AL,,MONTGOMERY,,040097
PZEM LLC,LLC,AL,12325 VENUS DRIVE,WILMER,36587,040098
"CHARLES CHIPS OF CENTRAL ALABAMA, INC.",CORPORATION,AL,,MONTGOMERY,,040099
"FLEMMING TRANSPORTATION, INC.",CORPORATION,AL,,WOODWARD,,040100
W P KELLY PROPERTIES LLC,LLC,AL,,,,040101
TENSAW PADDLE COMPANY LLC,LLC,AL,4404 THE CEDARS AVE,MOBILE,36608,040102
"3RD REALM CREATIONS, L.L.C.",LLC,AL,9160 MIDWAY ROAD,CODEN,36523,040103
JOHN RAY CORP.,CORPORATION,AL,,BIRMINGHAM,,040105
GROUP PROPERTIES ORANGE BEACH LLC,LLC,AL,15055 JEFFERSON HWY,BATON ROUGE,70817,040106
"SIPPIAL ELECTRIC & CONSTRUCTION COMPANY, INC.",CORPORATION,AL,,MONTGOMERY,,040107
"RJC INVESTMENTS, LLC",LLC,AL,,,,040108
"BUZBEE COAL COMPANY, INC.",CORPORATION,AL,,,,040110
"DANDI-LINE PLANTS, INC.",CORPORATION,AL,,ANNISTON,,040112
"FOLEY FISH COMPANY, INC.",CORPORATION,AL,,FOLEY,,040113
"HARDIN FARMS, INC.",CORPORATION,AL,,MOULTON,,040115
"JEFFCOAT ENTERPRISES, INC.",CORPORATION,AL,,TALLASSEE,,040116
SKYROS BENEVOLENT SOCIETY,NONPROFIT,AL,65 SILVERWOOD STREET,MOBILE,36607,040803
JEFFCO SEWER DEFENSE FUND,NONPROFIT,AL,1208 UW CLEMON DRIVE,BIRMINGHAM,35214,040804
"TECO ELECTRIC COMPANY, INC.",CORPORATION,AL,,IRONDALE,,040805
"SOUTHERN PROPERTY MANAGEMENT GROUP, LLC",LLC,AL,306 BROADWAY STREET,HOMEWOOD,35209,040806
JANSSEN-CILAG S.P.A.,CORPORATION,AL,,,,040807
VOIGT-ABERNATHY SALES CORPORATION,CORPORATION,AL,,BIRMINGHAM,,040808
"WIDGREN, INC.",CORPORATION,AL,,HUNTSVILLE,,040809
WGS (MULTI) LLC,LLC,AL,50 ROCKEFELLER PLAZA,NEW YORK,10020,040810
GODWIN ROAD SERVICE LLC,LLC,AL,,,,041219
SOUTHERN HISTORICAL ART CORPORATION,CORPORATION,AL,,BIRMINGHAM,,041220
"SOUTHERN MECHANICAL, INC.",CORPORATION,AL,,,,041221
"SOUTHERN PROPERTIES OF BIRMINGHAM, INC.",CORPORATION,AL,,BIRMINGHAM,,041222
"RLJ-MCLARTY-LANDERS AUTOMOTIVE HOLDINGS, LLC",LLC,AL,425 CAPITOL AVENUE,LITTLE ROCK,72201,041223
"CORPORATE ENTERTAINMENT, LLC",LLC,AL,,,,041224
"THE COTTAGES AT HARBOR POINT, LLC",LLC,AL,,,,041225
"UNION SPRINGS NEWSPAPERS, INC.",CORPORATION,AL,,,,041226
"POPLAR CREEK PARTNERS, LLC",LLC,AL,2700 280 MTN BROOK CTR,BIRMINGHAM,35223,041227
ROCKIN NOGGINS LLC,LLC,AL,551 LINGERLOST ROAD,KILLEN,35645,041228
"ALABAMA COMPUTER SERVICES, INC.",CORPORATION,AL,,ALBERTVILLE,,041229
"AMR APPRAISALS, INC.",CORPORATION,AL,5000 EXECUTIVE PARKWAY,SAN RAMON,94583,041230
ARCH INSURANCE SOLUTIONS INC.,CORPORATION,AL,,JERSEY CITY,,041231
"HEARING AND SPEECH CLINIC OF HUNTSVILLE, INC.",CORPORATION,AL,,HUNTSVILLE,,041871
"HERBERT STYRON & SONS, INC.",CORPORATION,AL,,FOLEY,,041872
"SOUTHERN COUNTRY DANCE & SKATE, LLC",LLC,AL,,,,041873
"LEGACY LOUNGE, INC.",CORPORATION,AL,1350 MONTGOMERY HWY,DOTHAN,36303,042546
"DENNIS INTERSTATE, INC.",CORPORATION,AL,,CLANTON,,042547
"GE EQUIPMENT SMALL TICKET, L.L.C., SERIES 2012-1",LLC,AL,,NORWALK,,042549
"EXCEL MIDSTREAM SOLUTIONS, INC.",CORPORATION,AL,8641 UNITED PLAZA BOULEVARD,BATON ROUGE,70709,042551
"SM2015, LLC",LLC,AL,1601 BENT ROAD,WAKE FOREST,27587,042552
"W. M. COMPANY, INC.",CORPORATION,AL,,,,042553
"ACTIVSTYLE, INC.",CORPORATION,AL,1701 BROADWAY STREET,MINNEAPOLIS,55413-2638,042554
"HRSTAFFING & PAYROLL, INC",CORPORATION,AL,214 PERRY AVENUE,DOTHAN,36303,042556
ORPHAN CARE LAW CENTER,NONPROFIT,AL,2120 MADISON AVENUE,MONTGOMERY,36107,042990
"HIMP, INC.",CORPORATION,AL,,MONTGOMERY,,042992
KATHY LINK ASSOCIATES,CORPORATION,AL,,MONTGOMERY,,042993
THOMAS & WEAVER CONSULTING FIRM LLC,LLC,AL,1205 GARDENIA CIRCLE,PRATTVILLE,36067,042994
"SELECT BENEFITS GROUP, INC.",CORPORATION,AL,5373 GREEN STREET,SALT LAKE CITY,84123,042995
CONTECH ENGINEERED SOLUTIONS LLC,LLC,AL,9025 CENTRE POINTE DRIVE,WEST CHESTER,45069,042996
"DEBT MANAGEMENT PARTNERS, LLC",LLC,AL,200 JOHN JAMES AUDUBON PKWY,AMHERST,14228,043000
"SUNSET I, LLC",LLC,AL,,,,043602
"J. G. (JIM) TUCEI CONTRACTORS, INC.",CORPORATION,AL,,,,043603
"J. W. BRITT CONSTRUCTION CO., INC.",CORPORATION,AL,,,,043604
"AVAILABLE SELF STORAGE, LLC",LLC,AL,59 SIDNEY PHILLIPS DR,MOBILE,36607,043605
GTSOUTH LLC,LLC,AL,4017 EASTERN BLVD,MONTGOMERY,36116,043606
"UNIVERSITY LAUNDROMAT ""LLC"".",LLC,AL,1169 11TH AVE,SOUTH BIRMINGHAM,35205,043607
"WOODRUFF SPECIALTIES, INC.",CORPORATION,AL,,,,043608
"PEEDCO FABRICATION AND AUTOMATION, LLC.",LLC,AL,9510 SHERMAN ROAD,FOLEY,36535,044175
REGIS UNIVERSITY,NONPROFIT,AL,3333 REGIS BLVD,DENVER,80221,044176
"R&R CRANE SERVICES, INC.",CORPORATION,AL,,,,044177
"ALLSTAR RESTORATION SERVICES, INC",CORPORATION,AL,205 HONEYCUTT LANE,MULGA,35118,044178
"EUROFINS EATON ANALYTICAL, LLC",LLC,AL,750 ROYAL OAKS DR,MONROVIA,91016,044180
"SCA COAL CO., INC.",CORPORATION,AL,,BRILLIANT,,044181
"SHARPE'S INSTITUTIONAL SERVICES, INC.",CORPORATION,AL,,TUSCALOOSA,,044182
"GOSS FOUNDATIONS, INC.",CORPORATION,AL,1057 BLACKWOOD STREET,ALTAMONTE SPRINGS,32701,044183
"TOTAL LOOK, INC.",CORPORATION,AL,,BIRMINGHAM,,044187
"AJLOFOODS III, INC.",CORPORATION,AL,,,,044709
"PETRODOME OPERATING, LLC",LLC,AL,4200 MONTROSE BLVD,HOUSTON,77006,044710
"CORE BUILDING GROUP, LLC",LLC,AL,15 SOUTHLAKE LN,HOOVER,35244,044711
"LOG HOMES, INC. OF TUSCALOOSA",CORPORATION,AL,,TUSCALOOSA,,044712
"KW-TUSCALOOSA HOTEL PARTNERS, LLC",LLC,AL,,,,044713
"THE HILB GROUP OF TENNESSEE, LLC",LLC,AL,761 OLD HICKORY BLVD,BRENTWOOD,37207,044714
"MANNCO HOMES, INC.",CORPORATION,AL,,,,044715
"MAX OIL COMPANY, INC.",CORPORATION,AL,,GREENVILLE,,044717
"CTK CONSTRUCTION, LLC",LLC,AL,936 54TH STREET,BIRMINGHAM,35222,044718
"MULLINS, INCORPORATED",CORPORATION,AL,,,,044720
"OMEGA INVESTMENTS, INC.",CORPORATION,AL,,,,044721
"PORT CITY RENTALS, INC.",CORPORATION,AL,,,,044723
"T & KC, INC.",CORPORATION,AL,,,,044724
"TATECO, INC.",CORPORATION,AL,,ANNISTON,,044725
SIMMONS REPO LLC,LLC,AL,,,,045397
"REECE,HEATING,& AIR, LLC",LLC,AL,,,,045398
"TAYLOR & MARTIN, INC. - AUCTIONEERS",CORPORATION,AL,1865 AIRPORT ROAD,FREMONT,68025,045399
MARSH TRUCKING LLC,LLC,AL,,,,045400
"SUPERIOR CONSTRUCTION COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,045401
FURGET 'UM WILDLIFE CONTROL LLC,LLC,AL,,,,045403
LUKE PHILLIPS FURNITURE LLC,LLC,AL,,,,045404
"WOOD BUTCHERS, INC.",CORPORATION,AL,,BIRMINGHAM,,045405
"CNB INVESTMENTS, LLC",LLC,AL,,,,045406
ATLANTA FLEETS LLC,LLC,AL,,,,045407
ALABAMA COMMERCIAL EQUIPMENT LLC,LLC,AL,,,,045794
"CODY MORRIS, LLC",LLC,AL,,,,045795
"SAFO, LLC",LLC,AL,,,,045796
"LONE STAR MINING COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,045797
"FRANK HARRIS & ASSOCIATES, INC.",CORPORATION,AL,,,,045798
"HENLEY'S COUNTRY CREATIONS ""L.L.C""",LLC,AL,4400 TITUS ROAD,TITUS,36080,045799
"DUNSON LAWN SERVICE, LLC",LLC,AL,,,,045800
"AT SELF STORAGE, LLC",LLC,AL,,,,045802
"PORCELAIN & BUILDING ERECTORS, INC.",CORPORATION,AL,,BIRMINGHAM,,045803
"LA BELLA E' VITA PROFESSIONAL STUDIOS, LLC",LLC,AL,,,,045804
"THE BEST BEACH HOUSE, LLC",LLC,AL,7561 KIVA WAY,GULF SHORE,36542,045805
REAL ESTATE MARKETING CORPORATION,CORPORATION,AL,,BIRMINGHAM,,045806
"REALTY UNION, INCORPORATED",CORPORATION,AL,,BIRMINGHAM,,045807
BIBO INC,CORPORATION,AL,21 WEATHERLY CLUB DRIVE,ALABASTER,35007,046333
"GREENE AND WILLIAMSON, INC.",CORPORATION,AL,,,,046334
CHRIST FELLOWSHIP CHURCH,NONPROFIT,AL,,,,046335
45 BOYZ MOTORCYCLE CLUB INCORPORATION,NONPROFIT,AL,,,,046336
"SIX-MILE CREEK YOUTH OUTDOOR ACTIVITIES, INCORPORATED",NONPROFIT,AL,1946 CENTRAL PARKWAY,DECATUR,35601,046337
BEACON CARE CENTER,NONPROFIT,AL,1516 ARMSTRONG LOOP,HAYDEN,35079,046339
"NOVA INDUSTRIAL GROUP, INC.",CORPORATION,AL,,BIRMINGHAM,,046340
"PETS AMERICA, INC.",CORPORATION,AL,,BIRMINGHAM,,046341
"REALTY EAST, INC.",CORPORATION,AL,,BIRMINGHAM,,046343
"RESTORATION OF APOSTOLIC MINISTRIES, INC.",NONPROFIT,AL,,,,046345
ABSCOPE ENVIRONMENTAL INC.,CORPORATION,AL,7086 COMMERCIAL DRIVE,CANASTOTA,13032,046346
"SOUTHLAND ELECTRIC COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,046347
"AMERICAN PRE-ARRANGEMENT SERVICES, INC.",CORPORATION,AL,,SUN CITY WEST,,046349
"VIRTUSTREAM, LLC",LLC,AL,8444 WESTPARK DR,MCLEAN,22102-5125,046351
"DOTHAN AFFORDABLE HOUSING, LLC",LLC,AL,1819 PEACHTREE ROAD,ATLANTA,30309,046353
"CARL WETTERSTEN & ASSOCIATES, INC.",CORPORATION,AL,,BIRMINGHAM,,046356
"VINTAGE CONSTRUCTION MANAGEMENT, LLC",LLC,AL,209 MAIN STREET,GREENVILLE,29601,047054
BLACK'S CARTS LLC,LLC,AL,,WEST VERNON,,047055
J BROWNING TRUCKING LLC,LLC,AL,75 FIRECRACKER LANE,OHATCHEE,36271,047056
"SPRING BANK SOLAR SYSTEMS, INC.",CORPORATION,AL,,,,047057
"TRANSPORT INSURORS OF ALABAMA, INC.",CORPORATION,AL,,BIRMINGHAM,,047058
"TRANSPORTATION SPECIALISTS, INC.",CORPORATION,AL,,BIRMINGHAM,,047059
"BATEY & SANDERS, INC.",CORPORATION,AL,,GADSDEN,,047060
"R.J. BILLINGSLEY, INC.",CORPORATION,AL,,,,047061
AMERICAN GIN AND INDUSTRIAL SUPPLY LLC,LLC,AL,,PRATTVILLE,,047062
"FOWLER'S PEST CONTROL & INSULATION, INC.",CORPORATION,AL,,GERALDINE,,047065
CAMP JARED,NONPROFIT,AL,,,,047850
"TRUE SHINE CAR WASH AND AUTO DETAIL, LLC",LLC,AL,,,,047852
"QUALITY FRAMES, INC.",CORPORATION,AL,,MONTGOMERY,,047853
BLESSED HOPE CHURCH,NONPROFIT,AL,,ALBERTVILLE,,047854
"ROBERT TURNER OPTICAL, INC.",CORPORATION,AL,,BIRMINGHAM,,047855
RUM JELLYFISH LLC,LLC,AL,804 BASS DRIVE,PLANO,75025,047856
"J A HUNTER ENTERPRISES, LLC",LLC,AL,,,,047857
"SHEWMAKE DEVELOPMENT CO., INC.",CORPORATION,AL,,BIRMINGHAM,,047858
"STUDIO BLUE EVENTS & DESIGN, LLC",LLC,AL,,,,047859
CONFEDERATE COAL CO. INC.,CORPORATION,AL,,,,048298
"CURIOUS CARGO OF BIRMINGHAM, INC.",CORPORATION,AL,,BIRMINGHAM,,048300
"BOUCHER SERVICES, LLC",LLC,AL,,,,048301
"DOGER, INC.",CORPORATION,AL,,BIRMINGHAM,,048303
"ESEM ENTERPRISES, INC.",CORPORATION,AL,,MOULTON,,048304
"WELLS PHARMACY NETWORK, LLC",LLC,AL,3420 FAIRLANE FARMS ROAD,WELLINGTON,33414,048306
"REYNOLDS ENTERPRISES, L.L.C.",LLC,AL,,,,048307
"GRECIAN LOUNGE, INC.",CORPORATION,AL,,,,048309
IMPROVISED THREAT TRAINING AIDS LLC,LLC,AL,,,,049121
"SHOPPERS GUIDE, INC.",CORPORATION,AL,,BIRMINGHAM,,049122
"SOUTHEASTERN OIL & SUPPLY, INC.",CORPORATION,AL,,BIRMINGHAM,,049124
TH' BARN RESTAURANT,CORPORATION,AL,,TUSCALOOSA,,049127
GENESIS3 L.L.C.,LLC,AL,,,,049128
MIDTOWN BACKLOT ENTERTAINMENT LLC,LLC,AL,,,,049129
"TIM-PREP, INC.",CORPORATION,AL,,ABBEVILLE,,049911
CHEAHA BREWING COMPANY LLC,LLC,AL,363 NORTHWOOD DR,OXFORD,36203,049912
"SCULLYANDSCULLY REAL ESTATE, LLC",LLC,AL,347 WRIGHT ROAD PINE,MOUNTAIN,31822,049913
"SPORTS FLOORS, INC.",CORPORATION,AL,,BIRMINGHAM,,049915
"TALLADEGA VETERINARY CLINIC, P. C.",CORPORATION,AL,,,,049917
"THE TAYLOR COMPANY, INC.",CORPORATION,AL,,LEEDS,,049918
"CUSTOM-BILT PRODUCTS, INC.",CORPORATION,AL,,BIRMINGHAM,,050809
"ELMORE COUNTY AVIATION, INC.",CORPORATION,AL,,,,050812
"FRANK ASHE FORD, INC.",CORPORATION,AL,,,,050813
"SIRMON HAY & CATTLE, INC.",CORPORATION,AL,,,,050815
"QUALITY EMPLOYMENT SERVICES, INC.",CORPORATION,AL,,,,050816
"RAY-NAY, INC.",CORPORATION,AL,,MOULTON,,050817
PHYSICIAN CHOICE PHARMACY LLC,LLC,AL,4529 PINE ISLAND ROAD,SUNRISE,33351,050818
ST. CLAIR ANIMAL CARE CORPORATION,CORPORATION,AL,,,,050819
"AMERICAN INDUSTRIAL PAINTING, INC.",CORPORATION,AL,,FAIRFIELD,,050820
"ARGENT PROPERTIES 2012, LLC",LLC,AL,4 RED OAK LANE,WHITE PLAINS,10604,050821
BEL CANTO STUDIOS OF NORTH ALABAMA,NONPROFIT,AL,2400 WHITESBURG DRIVE,HUNTSVILLE,35801,050822
CAMP HILL QUICK SHOP INC.,CORPORATION,AL,22132 SENATOR CLAUDE PEPPER DRIVE,CAMP HILL,36850,050823
"WOODHAM & JACKSON MARKET, INCORPORATED",CORPORATION,AL,,,,051252
"BROGDEN LOGGING, INC.",CORPORATION,AL,RED LEVEL AL,,,051253
INFINITY CHURCH THE APOSTOLIC ASSEMBLY,NONPROFIT,AL,,,,051254
S.O.Y -SAVING OUR YOUTH INC.,NONPROFIT,AL,,,,051255
"LIBERTY TRANSPORTATION, INCORPORATED",CORPORATION,AL,,BIRMINGHAM,,051256
THE BARKER AGENCY INC,CORPORATION,AL,,,,051257
BELIEVERS IN TRUTH INC.,NONPROFIT,AL,4225 HERITAGE OAKS CIR,BIRMINGHAM,35242,051258
THE WIDOW'S MITE THRIFT STORE INC,NONPROFIT,AL,,CALERA,,051259
"NORTHWEST ALABAMA TITLE SERVICES, INC.",CORPORATION,AL,,,,051260
"SMALL STEPS PEDIATRICS, P.C.",CORPORATION,AL,,,,051262
"A & L FLOOR COVERINGS, INC.",CORPORATION,AL,,SHEFFIELD,,051263
"APPLIANCE MART, INC.",CORPORATION,AL,,ENTERPRISE,,051264
PEGASYSTEMS INC.,CORPORATION,AL,ONE ROGERS STREET,CAMBRIDGE,02142,051883
"MARKETING OF THE GULF, INC.",CORPORATION,AL,,ORANGE BEACH,,051884
MADISON SMALL PUPS RESCUE AND ADOPTION,NONPROFIT,AL,,,,051885
L. MCCLUNG MINISTRIES,NONPROFIT,AL,,,,051886
"DRIVETRAIN AUTOMOTIVE SUPERCENTER, INC.",CORPORATION,AL,,,,051888
"HICKMAN & CORDILL CONSTRUCTION & DEMOLITION CO., INC.",CORPORATION,AL,,BIRMINGHAM,,051889
"LMSE, INC.",CORPORATION,AL,,,,051892
"DENNIS MACHINERY & SUPPLY CO., INC.",CORPORATION,AL,,BIRMINGHAM,,051893
"CWILL, INC.",CORPORATION,AL,19222 FAIRFAX DR,FAIRHOPE,36532,052388
"SUTTLE PRODUCE, INC.",CORPORATION,AL,,,,052389
OMEGA CHI FOUNDATION,NONPROFIT,AL,,,,052390
"TRAMMELL PAINT & FLOOR COVERING, INC.",CORPORATION,AL,,LINCOLN,,052392
"LAZENBY FARM FOUNDATION, INC.",NONPROFIT,AL,,,,052394
"WHITE ROCK DISCOUNT AUTO PARTS, INC.",CORPORATION,AL,,PHENIX CITY,,052395
HYPERION LIMITED PARTNERSHIP,PARTNERSHIP,AL,110 SCHOOLEY CIRCLE,DAPHNE,36526,052397
"WILKINS, INC.",CORPORATION,AL,,RAINSVILLE,,052398
"SHIELDS FAMILY, LLC",LLC,AL,,,,052401
"CONWAY ENTERPRISES, INC.",CORPORATION,AL,,EVERGREEN,,052402
"DARBY GRAIN ELEVATOR, INC.",CORPORATION,AL,,EVERGREEN,,052403
"DYKES AUTO PARTS, INC.",CORPORATION,AL,,,,052404
"CPR FOR PCS, LLC",LLC,AL,,,,052405
"MOORE'S INSURANCE OF CLANTON, INC.",CORPORATION,AL,,,,052407
"BAMA LOCAL, LLC",LLC,AL,,,,053286
"IVORY CHOPSTICKS, INC.",CORPORATION,AL,,,,053287
"HIGHPOINT OIL & GAS I, LLC",LLC,AL,,,,053288
JACKSON COUNTY MINING CORPORATION,CORPORATION,AL,,,,053289
"EL KORITA, LLC",LLC,AL,,,,053290
"NASSAR'S SHOPPER'S PLAZA, INC.",CORPORATION,AL,,FOLEY,,053291
"TUNA & HUTCH, LLC",LLC,AL,908 GLASSFORD CT,BIRMINGHAM,35242,053295
VALLEY COMPUTERS INC.,CORPORATION,AL,,,,053296
"THE GATLIFF COMPANY, INCORPORATED",CORPORATION,AL,,FLORENCE,,053847
"GOOD STEWART INVESTMENT GROUP, LLC",LLC,AL,,,,053848
"B & L LAW, LLC",LLC,AL,,,,053849
"J. D. GIBBS DISTRIBUTING CO., INC.",CORPORATION,AL,,HUNTSVILLE,,053850
"P&S TRANSPORTATION, LLC",LLC,AL,,,,053851
"LUCKY HYDRAULICS, INC.",CORPORATION,AL,,HUNTSVILLE,,053852
MARIO RESTAURANT CORP.,CORPORATION,AL,,DECATUR,,053853
"MARTEC, INCORPORATED",CORPORATION,AL,,HUNTSVILLE,,053854
"SHELBY COLE'S MOBILE HOME SALES OF HUNTSVILLE, INC.",CORPORATION,AL,,HUNTSVILLE,,053856
"MARTINEZ COMPANY, LLC",LLC,AL,,,,054569
"LEVEL E PRODUCTIONS, LLC",LLC,AL,,,,054570
"CHASE PATTON, LLC",LLC,AL,,,,054571
"SIDELINE LAWN CARE, LLC",LLC,AL,,,,054572
"JUST ADD SHUTTERS FRANCHISING, LLC",LLC,AL,,,,054574
"DRUID CITY BREWING COMPANY, LLC",LLC,AL,,,,054575
"CAPT. RILEY REALTY, INC.",CORPORATION,AL,,GADSDEN,,054577
"COOSA VALLEY CARGO, INC.",CORPORATION,AL,,ANNISTON,,054580
"HARPER CLOTHING COMPANY, LLC",LLC,AL,120 COURT STREET,FLORENCE,35630,054582
EASTWOOD CEMETERY CORPORATION,CORPORATION,AL,,MONTGOMERY,,054583
ELECTRICAL CONTRACTOR SERVICES LLC,LLC,AL,,,,054584
"GAY BUSINESS MACHINES, INC.",CORPORATION,AL,,GADSDEN,,054585
"HERE CO-INVESTMENT FEEDER FUND I, L.P.",PARTNERSHIP,AL,2100 THIRD AVENUE,BIRMINGHAM,35203,055139
SHANCO LAND COMPANY,CORPORATION,AL,,BIRMINGHAM,,055140
"SHARP ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,055141
"SNOOPIE SALES AND SERVICE, INC.",CORPORATION,AL,,PALMERDALE,,055142
PC BUILDERS & CONSULTANTS LLC,LLC,AL,7918 BERRYHILL PLACE,MONTGOMERY,36117,055143
"STRONG AIR CONDITIONING COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,055145
"AMERICAN FILM PROCESSING, INC.",CORPORATION,AL,,BIRMINGHAM,,055146
"AMERICAN INTERNATIONAL MINERAL & ENERGY ENGINEERING OF ALABAMA, INC.",CORPORATION,AL,,BIRMINGHAM,,055147
"AQUARIUS PLUMBING, HEATING & AIR CONDITIONING, INC.",CORPORATION,AL,,BIRMINGHAM,,055149
"BIRMINGHAM SERVICE CORPORATION AIR CONDITIONING, HEATING & CONTROLS",CORPORATION,AL,,,,055150
"BLACKWOOD CONSTRUCTION COMPANY, INCORPORATED",CORPORATION,AL,,,,055151
"BLAZING REALTY COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,055152
"1000 19TH STREET, LLC",LLC,AL,,,,055155
BIRMINGHAM BRIDAL CARRIAGES LLC,LLC,AL,,,,055156
"THE KEPPLE COMPANY, INC.",CORPORATION,AL,,HUNTSVILLE,,055809
"LECO DOOR COMPANY, INC.",CORPORATION,AL,,GLENCOE,,055810
"27TH STREET NORTH, LLC",LLC,AL,100 GILBERT DRIVE,ALABASTER,35007,055812
J & T COMPANY LLC,LLC,AL,,,,055813
"NEAL ENTERPRISES, INC.",CORPORATION,AL,,HUNTSVILLE,,055815
"ENTERPRISE PIZZA PARTNERS, LLC",LLC,AL,,,,055816
"PEPPERTREE, INC.",CORPORATION,AL,,HUNTSVILLE,,055818
JAYCAL TAX SERVICE LLC,LLC,AL,,,,055819
"RELIABLE AUTO RENTALS, INC.",CORPORATION,AL,,PHENIX CITY,,055820
AC/DC ADJUSTER SERVICES LLC,LLC,AL,,,,055821
"ALABAMA OVERHEAD CRANE SERVICE, LLC",LLC,AL,,,,056346
CAREY BREDESON LLC,LLC,AL,782 BURWELL ROAD,HARVEST,35749,056348
"VOGUE FEMININE FASHIONS, INC.",CORPORATION,AL,,,,056349
"K!, LLC",LLC,AL,,VINEMONT,,056350
"COMMUNITY ASSOCIATION MANAGEMENT COMPANY, LLC",LLC,AL,,,,056352
"HARRIS FLOORING SUPPLIES, INC.",CORPORATION,AL,,FLORENCE,,056353
"LARRY W. COX, D.M.D., P.A.",,AL,,PHIL CAMPBELL,,056354
"GA HC REIT II BESSEMER MOB, LLC",LLC,AL,4000 MACARTHUR BLVD,NEWPORT BEACH,92660,056355
"LAL MEDIA, LLC",LLC,AL,,,,056356
"ATLANTIC SHIRTWORKS, INC.",CORPORATION,AL,,FLORENCE,,056357
"CROSSGATE SERVICES, LLC",LLC,AL,,,,056358
"BERRY H. TEW TRUCKING AND LOGGING CO., INC.",CORPORATION,AL,,,,056359
"STU SANDERS MUSIC, LLC",LLC,AL,,,,056360
"GULF COAST MEDICAL, INC.",CORPORATION,AL,,,,056956
KIDS UNIVERSITY LLC,LLC,AL,2141 YOUNG FARM PL,MONTGOMERY,36106,056957
"LAKEVIEW CORPORATION, INC.",CORPORATION,AL,,,,056958
"THE L.F. JOHNSON LAW FIRM, L.L.C.",LLC,AL,,,,056959
"B. H. W. GROCERY CO., INC.",CORPORATION,AL,,PRICHARD,,056962
"YARBRO LAW OFFICES, LLC",LLC,AL,3451 BROOKWOOD ROAD,BIRMINGHAM,35223,056964
"BOWLSTEIN, INC.",CORPORATION,AL,,GREENVILLE,,056965
"C & C STEEL ERECTORS, INC.",CORPORATION,AL,,HUNTSVILLE,,056966
"CAIN'S REHAB EQUIPMENT CO., INC.",CORPORATION,AL,,,,057587
"CAROL-JAN, INC.",CORPORATION,AL,,TALLADEGA,,057588
COPIER SERVICES INCORPORATED,CORPORATION,AL,,,,057590
"CRUMPTON ENTERPRISES, INC.",CORPORATION,AL,,,,057591
"CUSTOM BUILDING ERECTORS, INC.",CORPORATION,AL,,,,057592
"DOTHAN CONCRETE FINISHING COMPANY, INC.",CORPORATION,AL,,,,057593
9542 ENTERPRISES LLC INC,LLC,AL,305 WINCHESTER ROAD,HUNTSVILLE,35811,057595
"ED'S INTERNATIONAL, INC.",CORPORATION,AL,,,,057596
"FOUR BROWN CO., INC.",CORPORATION,AL,,HACKLEBURG,,057597
"FOXFIRE, INC.",CORPORATION,AL,,BIRMINGHAM,,057598
"FIVE STAR PROPERTIES, LLC",LLC,AL,,,,057600
HUAYI LLC,LLC,AL,156 GARDEN BROOK DR,MADISON,35758,057601
"JACKSON PRINTING & SUPPLY COMPANY, INC.",CORPORATION,AL,,,,057602
"JOHN BOSCO JEWELER, INCORPORATED",CORPORATION,AL,,,,057604
"JUST IN FASHIONS, INC.",CORPORATION,AL,,,,057605
IPHONE CLINIC UNIVERSITY LLC,LLC,AL,,,,057606
"SMOKER, INC.",CORPORATION,AL,,,,058088
"THE DIAMOND SHINE CLEANING COMPANY, L.L.C.",LLC,AL,1117 WOOD AVENUE,FLORENCE,35630,058089
"STEEL ALUMINUM VINYL EXTERIORS, INC.",CORPORATION,AL,,WINFIELD,,058090
"TALLAPOOSA BRIDGE AUTHORITY, INC.",CORPORATION,AL,,MONTGOMERY,,058092
"TERESA'S WESTERN WEAR, INC.",CORPORATION,AL,,MONTGOMERY,,058093
"THOMAS-MAY & ASSOCIATES, INC.",CORPORATION,AL,,MONTGOMERY,,058094
"MCA ARCHITECTURE, INC.",CORPORATION,AL,28 AGORA PLACE,GREENVILLE,29615,058095
