property_id,physical_address,book,page,sale_date,sale_price,county,state,source_url,zip5
349676539000,1408 WATERING POND RD,258,670,1999-09-10 00:00:00,15000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349676539000.PDF,
349645295000,OFF SR 1146,335,269,2009-03-19 00:00:00,12000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349645295000.PDF,
349625797200,OFF SR 1146,321,448,2007-06-08 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349625797200.PDF,
349688570400,1409 WATERING POND RD,227,517,1993-09-22 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349688570400.PDF,
349676800800,1378 WATERING POND RD,205,81,1988-07-06 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349676800800.PDF,
349665145500,SR 1146,207,367,1992-01-28 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349665145500.PDF,
349634763500,OFF SR 1146,366,287,2013-09-20 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349634763500.PDF,
349675852600,1333 WATERING POND RD,403,946,2019-10-07 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349675852600.PDF,
349663666200,1151 WATERING POND RD,,,2003-01-01 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349663666200.PDF,
349623676300,OFF SR 1146,175,457,1977-04-19 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349623676300.PDF,
349683695800,1166 WATERING POND RD,218,398,1992-01-08 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349683695800.PDF,
349643608400,OFF SR 1146,183,273,1981-02-03 00:00:00,6250,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349643608400.PDF,
349633328700,3031 POTTERS HILL RD,278,333,2002-08-05 00:00:00,10000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349633328700.PDF,
349682315800,984 WATERING POND RD,305,659,2005-07-14 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349682315800.PDF,
349681863000,924 WATERING POND RD,227,531,1993-11-09 00:00:00,6000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349681863000.PDF,
440688386200,SR 1150,,,2014-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440688386200.PDF,
440688778600,SR 1150,351,349,2011-08-04 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440688778600.PDF,
440678652100,1715 HWY 258,306,789,2005-08-25 00:00:00,6000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440678652100.PDF,
440688723300,OFF SR 1150,261,374,2000-02-28 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440688723300.PDF,
440678920800,NC 258,261,374,2000-02-28 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440678920800.PDF,
440678620200,1673 HWY 258,253,424,1999-12-11 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440678620200.PDF,
440677994400,1636 HWY 258,,,2014-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440677994400.PDF,
440687460700,NC 258,,,2014-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440687460700.PDF,
440687040100,1592 HWY 258,104,187,2017-04-26 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440687040100.PDF,
440687122100,1580 HWY 258,,,2000-11-17 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440687122100.PDF,
440676799400,1549 HWY 258,223,214,1993-02-02 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440676799400.PDF,
440676555700,1497 HWY 258,391,286,2017-08-09 00:00:00,25000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440676555700.PDF,
440686246400,1500 HWY 258,,,2010-12-09 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440686246400.PDF,
440686237000,1484 HWY 258,381,941,2016-02-16 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440686237000.PDF,
440686326100,1480 HWY 258,366,238,2013-09-17 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440686326100.PDF,
440686118800,1476 HWY 258,400,378,2019-01-18 00:00:00,68500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440686118800.PDF,
440685298300,1460 HWY 258,324,838,2007-10-30 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440685298300.PDF,
440675675300,1439 HWY 258,381,120,2015-11-30 00:00:00,1500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440675675300.PDF,
440685591000,161 WILDLIFE TRL,,,2018-07-21 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440685591000.PDF,
440685263800,1430 HWY 258,291,836,2003-11-12 00:00:00,500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440685263800.PDF,
440675624300,NC 258,202,374,1987-09-21 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440675624300.PDF,
440675702000,1353 HWY 258,381,116,2015-11-30 00:00:00,1000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440675702000.PDF,
440684065700,1335 HWY 258,329,52,2008-05-08 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440684065700.PDF,
440674834700,NC 258 & OFF,186,673,1982-08-16 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440674834700.PDF,
440684518500,1296 HWY 258,343,495,2010-04-30 00:00:00,147000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440684518500.PDF,
440612628700,OFF SR 1146,392,62,2017-10-16 00:00:00,137000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440612628700.PDF,
441618974100,SR 1150,241,408,1996-10-21 00:00:00,3000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441618974100.PDF,
441628256300,1541 SMALL TOWN RD,311,327,2006-03-07 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441628256300.PDF,
441658015100,1335 SMALL TOWN RD,327,938,2008-03-24 00:00:00,267000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441658015100.PDF,
441627313000,231 KINGS RD,391,188,2017-08-28 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441627313000.PDF,
441618945200,1571 SMALL TOWN RD,,,2004-01-16 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441618945200.PDF,
441618509100,SR 1150,246,868,1997-11-17 00:00:00,7000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441618509100.PDF,
441647150200,OFF SR 1150,393,836,2018-01-16 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441647150200.PDF,
441627159600,SR 1151,362,866,2013-04-18 00:00:00,70000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441627159600.PDF,
441626943100,SR 1151,253,942,1999-01-12 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441626943100.PDF,
441626654200,311 KINGS RD,384,157,2016-05-19 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441626654200.PDF,
441626539400,SR 1151,173,559,1977-05-25 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441626539400.PDF,
441626719600,335 KINGS RD,159,807,1984-11-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441626719600.PDF,
441634244300,SR 1151,253,942,1999-01-12 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441634244300.PDF,
441642047600,NC 41,377,285,2015-04-23 00:00:00,150000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441642047600.PDF,
441632378600,OFF NC 41 W,336,67,2009-04-30 00:00:00,6500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441632378600.PDF,
441631492800,OFF NC 41,336,63,2009-04-30 00:00:00,18000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_441631492800.PDF,
348548659900,SR 1148/POTTERS HILL RD,397,518,2018-10-01 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348548659900.PDF,
348538537900,SR 1147,397,525,2018-10-01 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348538537900.PDF,
348568113700,2338 MARY TATE RD,397,96,2018-08-23 00:00:00,250000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348568113700.PDF,
348567898300,2226 MARY TATE RD,395,866,2018-05-10 00:00:00,9000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348567898300.PDF,
348538370900,2636 MARY TATE RD,,,2015-07-02 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348538370900.PDF,
348538008900,SR 1147,226,180,1993-08-06 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348538008900.PDF,
348547699300,3498 POTTERS HILL RD,397,518,2018-10-10 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348547699300.PDF,
348547668600,3584 POTTERS HILL RD,290,789,2003-10-20 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348547668600.PDF,
348577151500,2200 MARY TATE RD,354,554,2012-01-25 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348577151500.PDF,
348567326900,SR 1147,212,333,1990-05-17 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348567326900.PDF,
348567631300,2253 MARY TATE RD,188,245,1982-12-03 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348567631300.PDF,
348575792900,OFF SR 1147,379,312,2015-07-31 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348575792900.PDF,
348575436000,DUPLIN COUNTY LINE,,,2010-09-23 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_348575436000.PDF,
349536024400,SR 1147,324,436,2007-10-12 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349536024400.PDF,
349568708300,OFF SR 1147,400,529,2018-11-05 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349568708300.PDF,
349536923200,SR 1147,172,957,1977-02-11 00:00:00,50000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349536923200.PDF,
349516697300,SR 1147,251,732,1998-09-04 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349516697300.PDF,
349526473700,1660 MARY TATE RD,253,558,1998-12-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349526473700.PDF,
349516955400,OFF SR 1147,253,562,1998-12-15 00:00:00,67000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349516955400.PDF,
349555333600,1276 MARY TATE RD,172,957,1977-02-11 00:00:00,50000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349555333600.PDF,
349585941000,1038 MARY TATE RD,320,909,2007-05-21 00:00:00,190000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349585941000.PDF,
349515148200,1763 MARY TATE RD,403,507,2019-09-12 00:00:00,15000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349515148200.PDF,
349565249800,1287 MARY TATE RD,359,101,2012-09-24 00:00:00,24000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349565249800.PDF,
349525155200,1675 MARY TATE RD,388,458,2017-03-21 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349525155200.PDF,
349535933300,1537 MARY TATE RD,301,273,2004-08-31 00:00:00,16000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349535933300.PDF,
349553092900,NC 41,204,343,1988-03-03 00:00:00,15500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349553092900.PDF,
349584654800,SR 1147,316,278,2006-10-16 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349584654800.PDF,
349563281200,NC 41,172,454,1976-12-17 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349563281200.PDF,
349533224300,NC 41,324,439,2007-10-12 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349533224300.PDF,
349543240800,9572 HWY 41 W,324,439,2007-10-12 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349543240800.PDF,
349572681600,9290 HWY 41 W,205,688,1988-09-13 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349572681600.PDF,
349562876100,9366 HWY 41 W,371,119,2014-06-18 00:00:00,53000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562876100.PDF,
349582752400,NC 41,189,366,1983-08-22 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349582752400.PDF,
349562730500,9373 HWY 41 W,238,190,1996-02-26 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562730500.PDF,
349562423500,9407 HWY 41 W,319,506,2007-03-22 00:00:00,100000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562423500.PDF,
349562217900,9427 HWY 41 W,320,433,2007-04-27 00:00:00,40000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562217900.PDF,
349562117600,9435 HWY 41 W,397,739,2018-10-17 00:00:00,35000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562117600.PDF,
349562017400,9441 HWY 41 W,332,100,2008-09-24 00:00:00,35305,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349562017400.PDF,
349552817500,9497 HWY 41 W,380,534,2015-11-10 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349552817500.PDF,
349552624300,9477 HWY 41 W,350,202,2011-05-16 00:00:00,110000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349552624300.PDF,
349511794300,DUPLIN COUNTY LINE,,,2011-01-27 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349511794300.PDF,
440548852200,OFF NC 41,207,541,1989-02-01 00:00:00,250,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440548852200.PDF,
440548521700,NC 41,233,437,1995-02-20 00:00:00,16000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440548521700.PDF,
440565754400,NC 258 & NC 41,402,969,2019-08-06 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440565754400.PDF,
440538622100,NC 41,245,387,1997-07-25 00:00:00,500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440538622100.PDF,
440558959800,8280 HWY 41 W,384,554,2016-07-08 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440558959800.PDF,
440542853900,NC 41 (501),266,7400,2000-12-21 00:00:00,1421000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440542853900.PDF,
440558716300,OFF NC 41,281,127,2002-12-06 00:00:00,1000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440558716300.PDF,
440558504000,8336 HWY 41 W,310,30,2006-01-09 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440558504000.PDF,
440557681400,8362 HWY 41 W,190,254,1983-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440557681400.PDF,
440537882200,OFF HY 41 W,351,519,2011-08-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440537882200.PDF,
440547533800,8466 HWY 41 W,309,881,2005-12-30 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440547533800.PDF,
440537545600,NC 41,351,519,2011-08-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440537545600.PDF,
440557461900,8372 HWY 41 W,,,2004-07-01 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440557461900.PDF,
440557258600,8382 HWY 41 W,190,254,1983-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440557258600.PDF,
440557037500,8414 HWY 41 W,190,252,1983-12-29 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440557037500.PDF,
440546055200,8548 HWY 41 W,351,516,2011-08-04 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440546055200.PDF,
440546000800,8578 HWY 41 W,242,845,1997-02-03 00:00:00,62000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440546000800.PDF,
440535896200,8590 HWY 41 W,200,461,1987-03-10 00:00:00,250,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535896200.PDF,
440535774900,8610 HWY 41 W,326,160,2007-12-21 00:00:00,120000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535774900.PDF,
440535146300,8702 HWY 41 W,388,285,2017-03-10 00:00:00,250000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535146300.PDF,
440535940900,8621 HWY 41 W,402,115,2019-06-04 00:00:00,30000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535940900.PDF,
440535749200,8641 HWY 41 W,388,699,2017-04-04 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535749200.PDF,
440535624200,8671 HWY 41 W,384,550,2016-07-14 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535624200.PDF,
440535226000,8692 HWY 41 W,388,285,2017-03-10 00:00:00,250000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535226000.PDF,
440535612300,8673 HWY 41 W,387,635,2017-01-27 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440535612300.PDF,
440524063900,NC 41,227,202,1993-09-01 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440524063900.PDF,
440533381900,NC 41,214,347,1990-11-27 00:00:00,4250,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440533381900.PDF,
440524331900,8806 HWY 41 W,245,451,1997-08-05 00:00:00,39000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440524331900.PDF,
440524725600,8785 HWY 41 W,214,347,1990-11-27 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440524725600.PDF,
440524611700,8795 HWY 41 W,,,2010-12-10 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440524611700.PDF,
440532074500,NC 41,167,233,1984-11-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440532074500.PDF,
440524301100,8827 HWY 41 W,215,911,1991-04-26 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440524301100.PDF,
440523196600,8837 HWY 41 W,167,233,1974-11-25 00:00:00,3750,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440523196600.PDF,
349478338600,ONSLOW COUNTY LINE,,,2008-12-31 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349478338600.PDF,
440794157900,NC 258 (170-A),266,740,2000-12-21 00:00:00,1421000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440794157900.PDF,
440722555900,OFF SR 1148 (JONES #34),393,662,2017-12-18 00:00:00,845000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440722555900.PDF,
440720957100,OFF NC 258,316,576,2006-10-30 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440720957100.PDF,
440761913200,NC 258,173,129,1984-11-15 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440761913200.PDF,
440790971400,NC 258,344,181,2010-07-02 00:00:00,8500,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440790971400.PDF,
349699814800,SR 1146,371,933,2014-08-07 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349699814800.PDF,
440679149800,1799 HWY 258,318,918,2007-02-21 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440679149800.PDF,
349669942700,OFF SR 1148/WATERING POND RD,288,823,2003-07-28 00:00:00,25000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349669942700.PDF,
440679836500,1770 HWY 258,359,817,2012-11-05 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440679836500.PDF,
440689023200,1940 SMALL TOWN RD,341,833,2010-03-05 00:00:00,15000,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_440689023200.PDF,
349649935300,170 TURNER FARM LN,350,43,2011-05-04 00:00:00,0,Jones,NC,http://dl.agd.cc/prc/nc/jones/CA328NC_349649935300.PDF,
