name,city,state,district 
BOONEVILLE JR HIGH SCHOOL,BOONEVILLE,AR,MECKLENBURG CO PBLC SCHS
CRANBURY SCHOOL,CRANBURY,NJ,CRANBURY TOWNSHIP SCHOOL DISTRICT
CLOUDCROFT ELEMENTARY,CLOUDCROFT,NM,CLOUDCROFT MUNICIPAL SCHOOLS
HERBERT HOOVER ELEMENTARY SCHOOL,BUFFALO,NY,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT
ORENDORF EL SCH,MANCHESTER,PA,NORTHEASTERN YORK SD
YOUNG J H,ARLINGTON,TX,ARLINGTON ISD
COLLEGIATE SCHOOL OF MED/BIO,ST. LOUIS,MO,ST. LOUIS CITY
HIGHWOOD SCHOOL,HIGHWOOD,MT,HIGHWOOD K-12
MURIEL W. BATTLE HIGH SCHOOL,COLUMBIA,MO,COLUMBIA 93
LORTON STATION ELEMENTARY,LORTON,VA,FAIRFAX CO PBLC SCHS
THOMAS JEFFERSON ELEMENTARY,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS
HAWK POINT ELEM.,HAWK POINT,MO,TROY R-III
TERRELL EL,DENISON,TX,DENISON ISD
SOMERSWORTH HIGH SCHOOL,SOMERSWORTH,NH,SOMERSWORTH SCHOOL DISTRICT
WEST FOUNDATION EL,WICHITA FALLS,TX,WICHITA FALLS ISD
CENTRO EUGENIO MARIA DE HOSTOS,SAN JUAN,PR,PUERTO RICO DEPARTMENT OF EDUCATION
BOLD ALC,OLIVIA,MN,BIRD ISLAND-OLIVIA-LAKE LILLIAN
BDOTE LEARNING CENTER,MINNEAPOLIS,MN,BDOTE LEARNING CENTER
UNIVERSAL ACADEMY CHARTER SCHOOL,SAINT PAUL,MN,UNIVERSAL ACADEMY CHARTER SCHOOL
SEJONG ACADEMY OF MINNESOTA,SAINT PAUL,MN,SEJONG ACADEMY OF MINNESOTA
AGAMIM CLASSICAL ACADEMY,HOPKINS,MN,AGAMIM CLASSICAL ACADEMY
VOYAGEURS EXPEDITIONARY MS,BEMIDJI,MN,VOYAGEURS EXPEDITIONARY
STRINGTOWN ELEMENTARY SCHOOL,EVANSVILLE,IN,EVANSVILLE VANDERBURGH SCHOOL CORP
HAWTHORNE ELEMENTARY,ALBERT LEA,MN,ALBERT LEA PUBLIC SCHOOL DISTRICT
HERMANTOWN EARLY CHILDHOOD,HERMANTOWN,MN,HERMANTOWN PUBLIC SCHOOL DISTRICT
EARLY CHILDHOOD CENTER AT EDUCARE - KELLOM,OMAHA,NE,OMAHA PUBLIC SCHOOLS
TERRYVILLE ROAD SCHOOL,PORT JEFFERSON STA,NY,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT
MEADOWDALE PREK-6 SCHOOL,DAYTON,OH,DAYTON CITY
SCHAEFFER SCH,LANCASTER,PA,MANHEIM TOWNSHIP SD
MAPLE RIDGE EL SCH,SOMERSET,PA,SOMERSET AREA SD
BUSHNELL ELEMENTARY SCHOOL,LOWELL,MI,LOWELL AREA SCHOOLS
ACADEMY AT VIRGINIA RANDOLPH,GLEN ALLEN,VA,HENRICO CO PBLC SCHS
PRIVATE SCHOOL SERVICES,SEATTLE,WA,SEATTLE SCHOOL DISTRICT NO. 1
SPENCER MIDDLE SCHOOL,SPENCER,WV,ROANE COUNTY SCHOOLS
RUSSELLVILLE AREA TECHNOLOGY CENTER,RUSSELLVILLE,KY,KENTUCKY TECH SYSTEM
FULTON COUNTY AREA TECHNOLOGY CENTER,HICKMAN,KY,KENTUCKY TECH SYSTEM
TYGART CREEK ELEMENTARY SCHOOL,OLIVE HILL,KY,CARTER COUNTY
GREENUP COUNTY AREA TECHNOLOGY CENTER,GREENUP,KY,KENTUCKY TECH SYSTEM
LINCOLN COUNTY AREA TECHNOLOGY CENTER,STANFORD,KY,KENTUCKY TECH SYSTEM
NELSON COUNTY AREA TECHNOLOGY CENTER,BARDSTOWN,KY,KENTUCKY TECH SYSTEM
STATE ROAD ELEMENTARY,LA CROSSE,WI,LA CROSSE SCHOOL DISTRICT
BUTLER CO. AREA TECHNOLOGY CENTER,MORGANTOWN,KY,KENTUCKY TECH SYSTEM
CLAY COUNTY AREA TECHNOLOGY CENTER,MANCHESTER,KY,KENTUCKY TECH SYSTEM
VIRGINIA JR/ SR HIGH SCHOOL,VIRGINIA,IL,VIRGINIA CUSD 64
JOHN A BANNES ELEM SCHOOL,TINLEY PARK,IL,KIRBY SD 140
MEADOWLARK SCHOOL,CHINOOK,MT,CHINOOK ELEM
MARION COUNTY AREA TECHNOLOGY CENTER,LEBANON,KY,KENTUCKY TECH SYSTEM
WEBSTER COUNTY AREA TECHNOLOGY CENTER,DIXON,KY,KENTUCKY TECH SYSTEM
HORIZON SCIENCE ACAD-MCKINLEY PK,CHICAGO,IL,HORIZON SCIENCE ACAD-MCKINLEY PK
CRAFT ELEMENTARY,CARLSBAD,NM,CARLSBAD MUNICIPAL SCHOOLS
DEVEAUX ELEMENTARY SCHOOL,TOLEDO,OH,TOLEDO CITY
SMITHVILLE MS,SMITHVILLE,OK,SMITHVILLE
ROCKWOOD ELEMENTARY,CALEXICO,CA,SMITHVILLE
DRAKES CREEK MIDDLE SCHOOL,BOWLING GREEN,KY,WARREN COUNTY
HUTCHINSON TRANSITION ASSISTANCE PG,HUTCHINSON,MN,HUTCHINSON PUBLIC SCHOOL DISTRICT
SCPS EARLY LEARNING COALITION,SANFORD,FL,SEMINOLE
SAVANNAH CLASSICAL ACADEMY CHARTER SCHOOL,SAVANNAH,GA,SAVANNAH-CHATHAM COUNTY
COMPASSION ROAD ACADEMY,DENVER,CO,SAVANNAH-CHATHAM COUNTY
COME BACK KIDS,RIVERSIDE,CA,SAVANNAH-CHATHAM COUNTY
TAYLION SAN DIEGO ACADEMY,SAN MARCOS,CA,SAVANNAH-CHATHAM COUNTY
PALISADES ELEMENTARY SCHOOL,PALISADES,WA,PALISADES SCHOOL DISTRICT
SANDY LANE ELEMENTARY SCHOOL,CLEARWATER,FL,PINELLAS
ROCKY COMFORT ELEM.,ROCKY COMFORT,MO,MCDONALD CO. R-I
BONDURANT ELEMENTARY,BONDURANT,WY,SUBLETTE COUNTY SCHOOL DISTRICT #1
GRASS VALLEY ELEMENTARY SCHOOL,WINNEMUCCA,NV,HUMBOLDT COUNTY SCHOOL DISTRICT
TATUM JR HIGH,TATUM,NM,TATUM MUNICIPAL SCHOOLS
FOCUS PROGRAM,FISHERS,IN,HAMILTON SOUTHEASTERN SCHOOLS
WARREN WOODS EARLY CHILDHOOD CENTER,WARREN,MI,WARREN WOODS PUBLIC SCHOOLS
LINCOLN ELEMENTARY SCHOOL,LINCOLN,ND,BISMARCK 1
DURANGO BIG PICTURE HIGH SCHOOL,DURANGO,CO,BISMARCK 1
FARMINGTON WOODS ELEMENTARY,CARY,NC,WAKE COUNTY SCHOOLS
ECADEMY VIRTUAL HIGH SCHOOL,ALBUQUERQUE,NM,ALBUQUERQUE PUBLIC SCHOOLS
NEWTON D BAKER SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL
ASPIRE HANLEY ELEMENTARY,MEMPHIS,TN,ACHIEVEMENT SCHOOL DISTRICT
LIBERTY ES,PONCA CITY,OK,PONCA CITY
LORANE EL SCH,READING,PA,EXETER TOWNSHIP SD
BRIDGEPORT MIDDLE SCHOOL,BRIDGEPORT,WV,HARRISON COUNTY SCHOOLS
HERITAGE ELEMENTARY SCHOOL,GLENDALE,AZ,HARRISON COUNTY SCHOOLS
WELLBORN HIGH SCHOOL,ANNISTON,AL,HARRISON COUNTY SCHOOLS
LITTLE FORT ELEM SCHOOL,WAUKEGAN,IL,WAUKEGAN CUSD 60
LAKELAND HIGH SCHOOL,LAGRANGE,IN,LAKELAND SCHOOL CORPORATION
ARGILLITE ELEMENTARY SCHOOL,ARGILLITE,KY,GREENUP COUNTY
GEORGE GUFFEY ELEM.,FENTON,MO,FOX C-6
PLATO ES,DUNCAN,OK,DUNCAN
CLYDE S. JENNINGS ELEMENTARY SCHOOL,OAKLYN,NJ,HADDON TOWNSHIP SCHOOL DISTRICT
FOREST ACRES ELEMENTARY,EASLEY,SC,PICKENS 01
CLARK MIDDLE SCHOOL,ANCHORAGE,AK,PICKENS 01
WASILLA MIDDLE SCHOOL,WASILLA,AK,PICKENS 01
GARDEN VILLAS EL,HOUSTON,TX,HOUSTON ISD
BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #32
LAGUNA-ACOMA HIGH,CASA BLANCA,NM,GRANTS-CIBOLA COUNTY SCHOOLS
HOLLOWAY HIGH SCHOOL,MURFREESBORO,TN,RUTHERFORD COUNTY
JOHNSON ELEMENTARY,FRANKLIN,TN,FRANKLIN SSD
EFFIE MORRIS EL,LAKE WORTH,TX,LAKE WORTH ISD
LYLE SCHOOL,KEWANEE,IL,KEWANEE CUSD 229
TRICO JR HIGH SCHOOL,CAMPBELL HILL,IL,TRICO CUSD 176
MAUD S SHERWOOD ELEMENTARY SCHOOL,ISLIP,NY,ISLIP UNION FREE SCHOOL DISTRICT
LA GRANGE MOSCOW ELEMENTARY,MOSCOW,TN,FAYETTE COUNTY PUBLIC SCHOOLS
GODLEY MIDDLE,GODLEY,TX,GODLEY ISD
FRANKLIN ELEMENTARY,OSHKOSH,WI,OSHKOSH AREA SCHOOL DISTRICT
SU JOSE GONZALEZ GINORIO,VILLALBA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
ADAMS EL,CLEBURNE,TX,CLEBURNE ISD
RISING SUN ELEMENTARY,RISING SUN,MD,CECIL COUNTY PUBLIC SCHOOLS
HURLOCK ELEMENTARY SCHOOL,HURLOCK,MD,DORCHESTER COUNTY PUBLIC SCHOOLS
TAYLOR MIDDLE,TAYLOR,TX,TAYLOR ISD
GAITHERSBURG HIGH,GAITHERSBURG,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
MANLIO SILVA ELEMENTARY,STOCKTON,CA,MONTGOMERY COUNTY PUBLIC SCHOOLS
HIGHLAND MIDDLE SCHOOL,HIGHLAND,IN,SCHOOL TOWN OF HIGHLAND
BEULAH ELEMENTARY,NORTH CHESTERFIELD,VA,CHESTERFIELD CO PBLC SCHS
HARDING GRADE SCHOOL,EARLVILLE,IL,SERENA CUSD 2
BENNETT HIGH SCHOOL,BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT
ROBINSON EL,KATY,TX,CYPRESS-FAIRBANKS ISD
ALC AT BRYANT,ALEXANDRIA,VA,FAIRFAX CO PBLC SCHS
SHERIDAN INTERMEDIATE SCHOOL,SHERIDAN,AR,FAIRFAX CO PBLC SCHS
SHERIDAN MIDDLE SCHOOL,SHERIDAN,AR,FAIRFAX CO PBLC SCHS
COLUMBUS HIGH SCHOOL,COLUMBUS,MS,COLUMBUS MUNICIPAL SCHOOL DIST
NELSON EARLY CHILDHOOD CAMPUS,SAN ANTONIO,TX,SAN ANTONIO ISD
METLAKATLA HIGH SCHOOL,METLAKATLA,AK,SAN ANTONIO ISD
WATSON CHAPEL JR. HIGH SCHOOL,PINE BLUFF,AR,SAN ANTONIO ISD
HIGH PLAINS COMMUNITY HIGH SCH,POLK,NE,HIGH PLAINS COMMUNITY SCHOOLS
HILLS GARRISON ELEMENTARY SCHOOL,HUDSON,NH,HUDSON SCHOOL DISTRICT
BARTLETT ELEMENTARY SCHOOL,MANCHESTER,NH,GOFFSTOWN SCHOOL DISTRICT
KENNEDY ELEMENTARY,LINDSAY,CA,GOFFSTOWN SCHOOL DISTRICT
SHUNGNAK SCHOOL,SHUNGNAK,AK,GOFFSTOWN SCHOOL DISTRICT
COPPER KING ELEMENTARY,PHOENIX,AZ,GOFFSTOWN SCHOOL DISTRICT
SALIDA DEL SOL ELEMENTARY,YUMA,AZ,GOFFSTOWN SCHOOL DISTRICT
SPRINGFIELD TOWNSHIP SCHOOL,JOBSTOWN,NJ,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT
MAURICE RIVER TOWNSHIP SCHOOL,PORT ELIZABETH,NJ,MAURICE RIVER TOWNSHIP SCHOOL DISTRICT
LAS CRUCES HIGH,LAS CRUCES,NM,LAS CRUCES PUBLIC SCHOOLS
FRIENDSHIP CENTRAL SCHOOL,FRIENDSHIP,NY,FRIENDSHIP CENTRAL SCHOOL DISTRICT
VALLEY SPRINGS ELEM. SCHOOL,VALLEY SPRINGS,AR,FRIENDSHIP CENTRAL SCHOOL DISTRICT
VALLEY SPRINGS HIGH SCHOOL,VALLEY SPRINGS,AR,FRIENDSHIP CENTRAL SCHOOL DISTRICT
HERMAN AVENUE ELEMENTARY SCHOOL,AUBURN,NY,AUBURN CITY SCHOOL DISTRICT
WESTERN GROVE ELEM. SCHOOL,WESTERN GROVE,AR,AUBURN CITY SCHOOL DISTRICT
SCHOOL 45-MARY MCLEOD BETHUNE,ROCHESTER,NY,ROCHESTER CITY SCHOOL DISTRICT
BETHPAGE SENIOR HIGH SCHOOL,BETHPAGE,NY,BETHPAGE UNION FREE SCHOOL DISTRICT
FAIRVIEW ELEMENTARY SCHOOL,CAMDEN,AR,BETHPAGE UNION FREE SCHOOL DISTRICT
BUENA VISTA ELEMENTARY,PALMDALE,CA,BETHPAGE UNION FREE SCHOOL DISTRICT
HUNTINGTON PARK SENIOR HIGH,HUNTINGTON PARK,CA,BETHPAGE UNION FREE SCHOOL DISTRICT
TRENT PARK ELEMENTARY,NEW BERN,NC,CRAVEN COUNTY SCHOOLS
SELMA MIDDLE SCHOOL,SELMA,NC,JOHNSTON COUNTY PUBLIC SCHOOLS
ALBEMARLE ROAD MIDDLE,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS
MIDWAY HIGH SCHOOL,INKSTER,ND,MIDWAY 128
ALLEN EAST ELEMENTARY SCHOOL,HARROD,OH,ALLEN EAST LOCAL
ANNA M. GLAZIER ELEMENTARY,NORWALK,CA,ALLEN EAST LOCAL
EASTMAN AVENUE ELEMENTARY,LOS ANGELES,CA,ALLEN EAST LOCAL
ALPAUGH JUNIOR-SENIOR HIGH,ALPAUGH,CA,ALLEN EAST LOCAL
SEMINOLE ELEMENTARY SCHOOL,OKEECHOBEE,FL,OKEECHOBEE
CHATTOOGA HIGH SCHOOL,SUMMERVILLE,GA,CHATTOOGA COUNTY
EAST JACKSON ELEMENTARY SCHOOL,COMMERCE,GA,JACKSON COUNTY
COPPER MILL ELEMENTARY/MIDDLE SCHOOL,ZACHARY,LA,ZACHARY COMMUNITY SCHOOL DISTRICT
ACADEMY OF THE PACIFIC RIM CHARTER PUBLIC SCHOOL,HYDE PARK,MA,ACADEMY OF THE PACIFIC RIM CHARTER PUBLIC (DISTRICT)
SPENCER HIGH SCHOOL,SPENCER,IA,SPENCER COMM SCHOOL DISTRICT
MCCOLLOM ELEM,WICHITA,KS,WICHITA
LANSDOWNE ELEMENTARY SCHOOL,LEXINGTON,KY,FAYETTE COUNTY
OBERLIN ELEMENTARY SCHOOL,OBERLIN,LA,ALLEN PARISH
L.P. VAUGHN ELEMENTARY & MIDDLE SCHOOL,NATCHITOCHES,LA,NATCHITOCHES PARISH
WILLIAM P. GORMAN/FORT BANKS ELEMENTARY,WINTHROP,MA,WINTHROP
KURTZ ELEMENTARY SCHOOL,MILFORD,MI,HURON VALLEY SCHOOLS
KENNY ELEMENTARY,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DISTRICT
TRENT LOTT ACADEMY,PASCAGOULA,MS,PASCAGOULA-GAUTIER SCHOOL DISTRICT
HAZELWOOD WEST HIGH,HAZELWOOD,MO,HAZELWOOD
FERN RIDGE MIDDLE SCHOOL,ELMIRA,OR,FERN RIDGE SD 28J
RITENOUR MIDDLE,ST LOUIS,MO,RITENOUR
WASHINGTON ELEMENTARY SCHOOL,LITTLE FERRY,NJ,LITTLE FERRY PUBLIC SCHOOL DISTRICT
TENAFLY HIGH SCHOOL,TENAFLY,NJ,TENAFLY PUBLIC SCHOOL DISTRICT
LENOX ELEMENTARY SCHOOL,PORTLAND,OR,HILLSBORO SD 1J
PITTSBURGH ARSENAL 6-8,PITTSBURGH,PA,PITTSBURGH SD
IDAHO CONNECTS ONLINE ALTERNATIVE SCHOOL,BOISE,ID,IDAHO VIRTUAL EDUCATION PARTNERS INC.
GEORGE WASHINGTON SCHOOL NO. 2,PASSAIC,NJ,PASSAIC CITY SCHOOL DISTRICT
MANVILLE HIGH SCHOOL,MANVILLE,NJ,MANVILLE SCHOOL DISTRICT
FOREST ELEMENTARY SCHOOL,TROY,OH,TROY CITY
PATRICK J THOMAS JUVENILE CNTR,PAPILLION,NE,PATRICK J THOMAS JUVENILE JUSTICE CNTR
NEWPORT COLONY ELEMENTARY - 04,CLAREMONT,SD,LANGFORD AREA 45-5
E. A. G. L. E. CENTER HIGH SCHOOL - 07,EAGLE BUTTE,SD,EAGLE BUTTE SCHOOL DISTRICT 20-1
GAYVILLE-VOLIN JR. HIGH - 03,GAYVILLE,SD,GAYVILLE-VOLIN SCHOOL DISTRICT 63-1
H. G. HILL MIDDLE,NASHVILLE,TN,DAVIDSON COUNTY
MIDDLESEX EL SCH,CARLISLE,PA,CUMBERLAND VALLEY SD
COPPELL MIDDLE NORTH,COPPELL,TX,COPPELL ISD
JOHN SEDGWICK MIDDLE SCHOOL,PORT ORCHARD,WA,SOUTH KITSAP SCHOOL DISTRICT
AUGUSTA ELEMENTARY SCHOOL,AUGUSTA,WV,HAMPSHIRE COUNTY SCHOOLS
ACADEMIA MODERNA,WALNUT PARK,CA,HAMPSHIRE COUNTY SCHOOLS
WALTER BRACKEN ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
GRANDVIEW EL SCH,MORRISVILLE,PA,MORRISVILLE BOROUGH SD
ASPIRE CHARTER ACADEMY,GARY,IN,ASPIRE CHARTER ACADEMY
ENVIRONMENTAL AND SOCIAL POLICY MAGNET,LOS ANGELES,CA,ASPIRE CHARTER ACADEMY
RAMON QUINONES MEDINA,YABUCOA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
NORTH HIGHLAND SCHOOL,JASPER,AL,PUERTO RICO DEPARTMENT OF EDUCATION
CROSS ELEMENTARY,CROSS,SC,BERKELEY 01
WEST FORK ELEMENTARY SCHOOL,WEST FORK,AR,BERKELEY 01
OLIVER SPRINGS HIGH SCHOOL,OLIVER SPRINGS,TN,ROANE COUNTY
HOLSTON VALLEY MIDDLE SCHOOL,BRISTOL,TN,SULLIVAN COUNTY
HONEYSUCKLE MIDDLE SCHOOL,DOTHAN,AL,SULLIVAN COUNTY
GARDNERVILLE ELEMENTARY SCHOOL,GARDNERVILLE,NV,DOUGLAS COUNTY SCHOOL DISTRICT
MONTESSORI SCHOOLHOUSE,TUCSON,AZ,DOUGLAS COUNTY SCHOOL DISTRICT
LOS FRESNOS H S,LOS FRESNOS,TX,LOS FRESNOS CISD
SYCAMORE ELEMENTARY SCHOOL,CORONA,AZ,LOS FRESNOS CISD
AUSTIN SCHOOL,AUSTIN,NV,LANDER COUNTY SCHOOL DISTRICT
ROSEMARY CLARKE MIDDLE SCHOOL,PAHRUMP,NV,NYE COUNTY SCHOOL DISTRICT
HETTIE HALSTEAD EL,COPPERAS COVE,TX,COPPERAS COVE ISD
HIGH TECH MIDDLE,SAN DIEGO,CA,COPPERAS COVE ISD
GEORGE MCPARLAND ELEMENTARY,MANTECA,CA,COPPERAS COVE ISD
IMMOKALEE HIGH SCHOOL,IMMOKALEE,FL,COLLIER
JERRY WHITEHEAD ELEMENTARY SCHOOL,SPARKS,NV,WASHOE COUNTY SCHOOL DISTRICT
COLONIAL ELEMENTARY SCHOOL,FORT MYERS,FL,LEE
ELK RUN EARLY CHILDHOOD CENTER,ELK RUN HEIGHTS,IA,WATERLOO COMM SCHOOL DISTRICT
TOMBSTONE HIGH SCHOOL,TOMBSTONE,AZ,WATERLOO COMM SCHOOL DISTRICT
RED OAK EL,RED OAK,TX,RED OAK ISD
FRANK SEALE MIDDLE,MIDLOTHIAN,TX,MIDLOTHIAN ISD
WH FORD H S,QUINLAN,TX,QUINLAN ISD
DAWSON H S,DAWSON,TX,DAWSON ISD
WINDSOR SCHOOL,OREM,UT,ALPINE DISTRICT
THE BROOK-DUPONT,LOUISVILLE,KY,JEFFERSON COUNTY
LINCOLN COUNTY MIDDLE SCHOOL,STANFORD,KY,LINCOLN COUNTY
STERLINGTON HIGH SCHOOL,MONROE,LA,OUACHITA PARISH
NATHAN HALE,ROXBURY,MA,BOSTON
COOR EARLY CHILDHOOD SERVICES,ROSCOMMON,MI,C.O.O.R. ISD
HOQUIAM HIGH SCHOOL,HOQUIAM,WA,HOQUIAM SCHOOL DISTRICT
TYEE MIDDLE SCHOOL,BELLEVUE,WA,BELLEVUE SCHOOL DISTRICT
PIONEER MIDDLE SCHOOL,SHELTON,WA,PIONEER SCHOOL DISTRICT
NORTHEAST COLLEGE PREP CHARTER SCHO,MINNEAPOLIS,MN,NORTHEAST COLLEGE PREP
EMERSON ELEMENTARY,SNOHOMISH,WA,SNOHOMISH SCHOOL DISTRICT
LAKEWOOD MIDDLE SCHOOL,MARYSVILLE,WA,LAKEWOOD SCHOOL DISTRICT
SCOTT L LIBBY ELEMENTARY SCHOOL,LITCHFIELD PARK,AZ,LAKEWOOD SCHOOL DISTRICT
EAST ELMHURST COMMUNITY SCHOOL,EAST ELMHURST,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #30
DAYTON SMART ELEMENTARY SCHOOL,DAYTON,OH,DAYTON SMART ELEMENTARY SCHOOL
ALMANOR HIGH (CONTINUATION),CHESTER,CA,DAYTON SMART ELEMENTARY SCHOOL
IDYLWILD ELEMENTARY SCHOOL,GAINESVILLE,FL,ALACHUA
CEDAR HILLS SCHOOL,KINGMAN,AZ,ALACHUA
ANUENUE SCHOOL,HONOLULU,HI,HAWAII DEPARTMENT OF EDUCATION
ONTARIOVILLE ELEM SCHOOL,HANOVER PARK,IL,SD U-46
BRADLEY WEST ELEM SCHOOL,BRADLEY,IL,BRADLEY SD 61
RAWLINSON MIDDLE,SAN ANTONIO,TX,NORTHSIDE ISD
TOMBALL H S,TOMBALL,TX,TOMBALL ISD
HEBBRONVILLE EL,HEBBRONVILLE,TX,JIM HOGG COUNTY ISD
R O W V A JR AND SR HIGH SCHOOL,ONEIDA,IL,R O W V A CUSD 208
HOLLIS CONSOLIDATED GRADE SCH,PEORIA,IL,HOLLIS CONS SD 328
HICKORY CENTER ELEMENTARY SCHOOL,FORT WAYNE,IN,NORTHWEST ALLEN COUNTY SCHOOLS
CENTRAL JR-SR HIGH SCHOOL,ELKADER,IA,CENTRAL COMM SCHOOL DISTRICT
GMG SECONDARY SCHOOL,GARWIN,IA,GMG COMM SCHOOL DISTRICT
RICHFIELD COLLEGE EXPERIENCE PRG,BLOOMINGTON,MN,RICHFIELD PUBLIC SCHOOL DISTRICT
GEORGE DE LA TORRE JR. ELEMENTARY,WILMINGTON,CA,RICHFIELD PUBLIC SCHOOL DISTRICT
VAN NUYS MIDDLE,VAN NUYS,CA,RICHFIELD PUBLIC SCHOOL DISTRICT
LASSEN ELEMENTARY,NORTH HILLS,CA,RICHFIELD PUBLIC SCHOOL DISTRICT
KING-CHAVEZ ARTS ACADEMY,SAN DIEGO,CA,RICHFIELD PUBLIC SCHOOL DISTRICT
MYSTIC MIDDLE SCHOOL,MYSTIC,CT,RICHFIELD PUBLIC SCHOOL DISTRICT
SAHUARITA HIGH SCHOOL,SAHUARITA,AZ,RICHFIELD PUBLIC SCHOOL DISTRICT
ROLAND W. RUSSOM ELEMENTARY,DALLAS,GA,PAULDING COUNTY
POOLESVILLE HIGH,POOLESVILLE,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
CLARKSVILLE HIGH,CLARKSVILLE,TN,MONTGOMERY COUNTY
NELIDA MELENDEZ MELENDEZ (ELEM. URBANA),OROCOVIS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
EMILIO DEL TORO CUEVAS,SAN JUAN,PR,PUERTO RICO DEPARTMENT OF EDUCATION
HAVENS ELEMENTARY,PIEDMONT,CA,PUERTO RICO DEPARTMENT OF EDUCATION
FRIENDLY HILLS MIDDLE,MENDOTA HEIGHTS,MN,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN
DOYLE ELEMENTARY,SAN DIEGO,CA,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN
GIDEON POND ELEMENTARY,BURNSVILLE,MN,BURNSVILLE PUBLIC SCHOOL DISTRICT
WILDWOOD ELEMENTARY,PIEDMONT,CA,BURNSVILLE PUBLIC SCHOOL DISTRICT
MACEDONIA ELEMENTARY SCHOOL,CANTON,GA,CHEROKEE COUNTY
KANUIKAPONO LEARNING CENTER,ANAHOLA,HI,HAWAII DEPARTMENT OF EDUCATION
WOOD ROAD ELEMENTARY SCHOOL,BALLSTON SPA,NY,BALLSTON SPA CENTRAL SCHOOL DISTRICT
A B SHEPARD HIGH SCH (CAMPUS),PALOS HEIGHTS,IL,CHSD 218
CALHOUN ELEMENTARY SCHOOL,CALHOUN,LA,OUACHITA PARISH
JUNCTION K-8,LIVERMORE,CA,OUACHITA PARISH
PORT ALLEN MIDDLE SCHOOL,PORT ALLEN,LA,WEST BATON ROUGE PARISH
WATERFORD MEMORIAL SCHOOL,WATERFORD,ME,RSU 17/MSAD 17
ARTS ACADEMY IN THE WOODS,FRASER,MI,ARTS ACADEMY IN THE WOODS
AVALON ELEMENTARY SCHOOL,SAINT CLAIR SHORES,MI,SOUTH LAKE SCHOOLS
BOLIVAR HIGH,BOLIVAR,MO,BOLIVAR R-I
IS 7 ELIAS BERNSTEIN,STATEN ISLAND,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #31
PARKVIEW VILLAGE ELEMENTARY,HIGH POINT,NC,GUILFORD COUNTY SCHOOLS
BLANCHESTER HIGH SCHOOL,BLANCHESTER,OH,BLANCHESTER LOCAL
CHICHESTER MS,BOOTHWYN,PA,CHICHESTER SD
MCCOOK CENTRAL MIDDLE SCHOOL - 03,SALEM,SD,MCCOOK CENTRAL SCHOOL DISTRICT 43-7
WILLIAMS H S,PLANO,TX,PLANO ISD
CREEK VALLEY HIGH SCHOOL,CHAPPELL,NE,CREEK VALLEY SCHOOLS
MOUNTAIN VIEW MIDDLE SCHOOL,GOFFSTOWN,NH,GOFFSTOWN SCHOOL DISTRICT
FRANKLIN AVENUE MIDDLE SCHOOL,FRANKLIN LAKES,NJ,FRANKLIN LAKES SCHOOL DISTRICT
BROWNING ELEMENTARY,BROWNING,MT,BROWNING ELEM
BIGGS ELEMENTARY,BIGGS,CA,BROWNING ELEM
BIGGS HIGH,BIGGS,CA,BROWNING ELEM
JAMES M. BURCHFIELD PRIMARY,COLUSA,CA,BROWNING ELEM
CLEAR LAKE HIGH,LAKEPORT,CA,BROWNING ELEM
WALSH ELEMENTARY SCHOOL,WALSH,CO,BROWNING ELEM
BUNCHE MIDDLE SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
PIPER HIGH,KANSAS CITY,KS,PIPER-KANSAS CITY
HARDIN PARK ELEMENTARY,BOONE,NC,WATAUGA COUNTY SCHOOLS
EDENWALD SCHOOL,PLEASANTVILLE,NY,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT
CHOWAN MIDDLE,TYNER,NC,EDENTON-CHOWAN SCHOOLS
JUNTURA ELEMENTARY SCHOOL,JUNTURA,OR,JUNTURA SD 12
LYNDON B JOHNSON MIDDLE,PHARR,TX,PHARR-SAN JUAN-ALAMO ISD
LUCAMA ELEMENTARY,LUCAMA,NC,WILSON COUNTY SCHOOLS
