name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
ITALIAN SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,939,57,101,2682,65,4,16,39
ITALIAN SUB LARGE,FIREHOUSE SUBS,NATIONAL,1445,80,156,4108,118,6,36,69
JAMAICAN JERK TURKEY SUB SMALL,FIREHOUSE SUBS,NATIONAL,359,17,33,870,34,2,9,18
JAMAICAN JERK TURKEY SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,719,35,65,1742,68,4,18,35
JAMAICAN JERK TURKEY SUB LARGE,FIREHOUSE SUBS,NATIONAL,1145,54,114,3084,111,6,30,64
MEATBALL SUB SMALL,FIREHOUSE SUBS,NATIONAL,462,29,55,1058,30,2,5,21
MEATBALL SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,834,50,95,1927,59,4,9,37
MEATBALL SUB LARGE,FIREHOUSE SUBS,NATIONAL,1308,79,150,3068,97,6,16,58
NEW YORK STEAMER SUB SMALL,FIREHOUSE SUBS,NATIONAL,362,20,46,1074,24,1,3,20
NEW YORK STEAMER SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,725,40,91,2149,48,2,5,40
NEW YORK STEAMER SUB LARGE,FIREHOUSE SUBS,NATIONAL,1183,63,167,3871,82,3,11,74
PASTRAMI SUB SMALL,FIREHOUSE SUBS,NATIONAL,363,18,46,1336,28,2,5,20
PASTRAMI SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,720,37,91,2372,56,4,9,39
PASTRAMI SUB LARGE,FIREHOUSE SUBS,NATIONAL,1099,56,137,3508,92,6,15,59
PEPPERONI PIZZA MEATBALL SUB SMALL,FIREHOUSE SUBS,NATIONAL,678,49,83,1640,32,2,5,27
PEPPERONI PIZZA MEATBALL SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,1246,88,144,3112,67,5,12,49
PEPPERONI PIZZA MEATBALL SUB LARGE,FIREHOUSE SUBS,NATIONAL,1915,137,227,4668,103,6,16,76
ROAST BEEF SUB SMALL,FIREHOUSE SUBS,NATIONAL,373,18,41,1120,27,2,4,21
ROAST BEEF SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,740,36,81,1941,54,4,7,41
ROAST BEEF SUB LARGE,FIREHOUSE SUBS,NATIONAL,1129,55,122,2861,89,6,12,62
SMOKEHOUSE BEEF CHEDDAR BRISKET SUB SMALL,FIREHOUSE SUBS,NATIONAL,445,29,54,854,30,1,8,15
SMOKEHOUSE BEEF CHEDDAR BRISKET SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,890,59,108,1707,59,2,15,31
SMOKEHOUSE BEEF CHEDDAR BRISKET SUB LARGE,FIREHOUSE SUBS,NATIONAL,1497,101,196,3017,97,3,25,55
SPICY CAJUN CHICKEN SUB SMALL,FIREHOUSE SUBS,NATIONAL,357,17,63,1075,27,2,2,23
SPICY CAJUN CHICKEN SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,705,35,121,2106,53,3,4,44
SPICY CAJUN CHICKEN SUB LARGE,FIREHOUSE SUBS,NATIONAL,1163,54,227,3705,90,5,10,82
STEAK CHEESE SUB SMALL,FIREHOUSE SUBS,NATIONAL,413,24,56,1304,27,1,3,19
STEAK CHEESE SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,831,50,112,2315,53,2,6,38
STEAK CHEESE SUB LARGE,FIREHOUSE SUBS,NATIONAL,1384,82,207,3970,91,4,13,69
SWEET SPICY MEATBALL SUB SMALL,FIREHOUSE SUBS,NATIONAL,480,29,55,1290,39,2,9,21
SWEET SPICY MEATBALL SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,880,50,95,2380,76,4,17,37
SWEET SPICY MEATBALL SUB LARGE,FIREHOUSE SUBS,NATIONAL,1380,79,150,3750,118,6,27,59
TUNA SUB SMALL,FIREHOUSE SUBS,NATIONAL,456,28,42,1072,31,2,6,20
TUNA SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,906,56,83,1844,61,4,11,39
TUNA SUB LARGE,FIREHOUSE SUBS,NATIONAL,1542,97,151,3032,103,6,21,71
TURKEY BACON RANCH SUB SMALL,FIREHOUSE SUBS,NATIONAL,422,24,46,1286,32,2,6,20
TURKEY BACON RANCH SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,831,48,92,2271,61,4,10,40
TURKEY BACON RANCH SUB LARGE,FIREHOUSE SUBS,NATIONAL,1443,83,180,4073,103,7,19,80
TURKEY SUB SMALL,FIREHOUSE SUBS,NATIONAL,341,17,31,1120,30,2,5,18
TURKEY SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,677,34,61,1940,58,4,9,36
TURKEY SUB LARGE,FIREHOUSE SUBS,NATIONAL,1035,52,92,2860,96,6,15,55
VEGGIE SUB SMALL,FIREHOUSE SUBS,NATIONAL,365,22,30,1036,30,2,4,12
VEGGIE SUB MEDIUM,FIREHOUSE SUBS,NATIONAL,723,44,60,1760,58,5,8,24
VEGGIE SUB LARGE,FIREHOUSE SUBS,NATIONAL,1055,63,75,2587,96,8,15,34
CHEDDAR CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,55,4,15,90,1,0,0,4
CHEDDAR CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,110,9,30,180,1,0,0,7
CHEDDAR CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,165,13,45,270,2,0,0,11
FETA CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,35,2,11,164,0,0,0,3
FETA CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,70,5,22,328,0,0,0,5
FETA CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,105,8,33,492,0,0,0,8
MONTEREY JACK CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,50,4,15,85,0,0,0,4
MONTEREY JACK CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,100,8,30,170,0,0,0,7
MONTEREY JACK CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,150,12,45,255,0,0,0,11
PEPPER JACK CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,50,4,12,80,0,0,0,4
PEPPER JACK CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,100,8,24,160,0,0,0,7
PEPPER JACK CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,150,12,36,240,0,0,0,11
PROVOLONE CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,50,4,10,120,1,0,0,4
PROVOLONE CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,100,8,20,240,1,0,0,7
PROVOLONE CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,150,12,30,360,2,0,0,11
SWISS CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,50,4,13,30,1,0,0,4
SWISS CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,100,8,25,60,1,0,0,8
SWISS CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,150,12,38,90,2,0,0,12
BARQS ROOT BEER KIDS,FIREHOUSE SUBS,NATIONAL,165,0,0,1,45,0,45,0
BARQS ROOT BEER SMALL,FIREHOUSE SUBS,NATIONAL,303,0,0,2,82,0,82,0
BARQS ROOT BEER MEDIUM,FIREHOUSE SUBS,NATIONAL,440,0,0,3,120,0,120,0
BARQS ROOT BEER LARGE,FIREHOUSE SUBS,NATIONAL,605,0,0,4,165,0,165,0
CAFFEINE FREE DIET COKE KIDS,FIREHOUSE SUBS,NATIONAL,1,0,0,2,0,0,0,0
CAFFEINE FREE DIET COKE SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,4,0,0,0,0
CAFFEINE FREE DIET COKE MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,6,0,0,0,0
CAFFEINE FREE DIET COKE LARGE,FIREHOUSE SUBS,NATIONAL,4,0,0,9,1,0,0,0
CHERRY LIME AID KIDS,FIREHOUSE SUBS,NATIONAL,180,0,0,0,48,0,36,0
CHERRY LIME AID SMALL,FIREHOUSE SUBS,NATIONAL,330,0,0,0,88,0,66,0
CHERRY LIME AID MEDIUM,FIREHOUSE SUBS,NATIONAL,480,0,0,0,128,0,96,0
CHERRY LIME AID LARGE,FIREHOUSE SUBS,NATIONAL,660,0,0,0,176,0,132,0
CHERRY LIME AID LIGHT KIDS,FIREHOUSE SUBS,NATIONAL,120,0,0,0,24,0,24,0
CHERRY LIME AID LIGHT SMALL,FIREHOUSE SUBS,NATIONAL,220,0,0,0,44,0,44,0
CHERRY LIME AID LIGHT MEDIUM,FIREHOUSE SUBS,NATIONAL,320,0,0,0,64,0,64,0
CHERRY LIME AID LIGHT LARGE,FIREHOUSE SUBS,NATIONAL,440,0,0,0,88,0,88,0
CHERRY LIME AID LIGHT SPARKLING KIDS,FIREHOUSE SUBS,NATIONAL,120,0,0,0,24,0,24,0
CHERRY LIME AID LIGHT SPARKLING SMALL,FIREHOUSE SUBS,NATIONAL,220,0,0,0,44,0,44,0
CHERRY LIME AID LIGHT SPARKLING MEDIUM,FIREHOUSE SUBS,NATIONAL,320,0,0,0,64,0,64,0
CHERRY LIME AID LIGHT SPARKLING LARGE,FIREHOUSE SUBS,NATIONAL,440,0,0,0,88,0,88,0
CHERRY LIME AID SPARKLING KIDS,FIREHOUSE SUBS,NATIONAL,180,0,0,0,48,0,36,0
CHERRY LIME AID SPARKLING SMALL,FIREHOUSE SUBS,NATIONAL,330,0,0,0,88,0,66,0
CHERRY LIME AID SPARKLING MEDIUM,FIREHOUSE SUBS,NATIONAL,480,0,0,0,128,0,96,0
CHERRY LIME AID SPARKLING LARGE,FIREHOUSE SUBS,NATIONAL,660,0,0,0,176,0,132,0
CHERRY LIME AID ZERO SUGAR KIDS,FIREHOUSE SUBS,NATIONAL,4,0,0,6,0,0,0,0
CHERRY LIME AID ZERO SUGAR SMALL,FIREHOUSE SUBS,NATIONAL,7,0,0,12,0,0,0,0
CHERRY LIME AID ZERO SUGAR MEDIUM,FIREHOUSE SUBS,NATIONAL,10,0,0,17,0,0,0,0
CHERRY LIME AID ZERO SUGAR LARGE,FIREHOUSE SUBS,NATIONAL,13,0,0,23,1,0,1,0
CHERRY LIME AID ZERO SUGAR SPARKLING KIDS,FIREHOUSE SUBS,NATIONAL,4,0,0,6,0,0,0,0
CHERRY LIME AID ZERO SUGAR SPARKLING SMALL,FIREHOUSE SUBS,NATIONAL,7,0,0,12,0,0,0,0
CHERRY LIME AID ZERO SUGAR SPARKLING MEDIUM,FIREHOUSE SUBS,NATIONAL,10,0,0,17,0,0,0,0
CHERRY LIME AID ZERO SUGAR SPARKLING LARGE,FIREHOUSE SUBS,NATIONAL,13,0,0,23,1,0,1,0
COCA COLA KIDS,FIREHOUSE SUBS,NATIONAL,146,0,0,0,40,0,40,0
COCA COLA SMALL,FIREHOUSE SUBS,NATIONAL,268,0,0,0,73,0,73,0
COCA COLA MEDIUM,FIREHOUSE SUBS,NATIONAL,390,0,0,0,106,0,106,0
COCA COLA LARGE,FIREHOUSE SUBS,NATIONAL,536,0,0,0,146,0,146,0
COKE ZERO KIDS,FIREHOUSE SUBS,NATIONAL,1,0,0,3,0,0,0,0
COKE ZERO MEDIUM,FIREHOUSE SUBS,NATIONAL,2,0,0,7,0,0,0,0
COKE ZERO SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,5,0,0,0,0
COKE ZERO LARGE,FIREHOUSE SUBS,NATIONAL,3,0,0,10,0,0,0,0
DASANI SPARKLING SELTZER WATER SMALL,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
DASANI SPARKLING SELTZER WATER LARGE,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
DASANI SPARKLING SELTZER WATER KIDS,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
DASANI SPARKLING SELTZER WATER MEDIUM,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
DIET BARQS ROOT BEER KIDS,FIREHOUSE SUBS,NATIONAL,1,0,0,4,0,0,0,0
DIET BARQS ROOT BEER SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,7,0,0,0,0
DIET BARQS ROOT BEER MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,11,1,0,0,0
DIET BARQS ROOT BEER LARGE,FIREHOUSE SUBS,NATIONAL,4,0,0,15,1,0,0,0
DIET COKE KIDS,FIREHOUSE SUBS,NATIONAL,1,0,0,2,0,0,0,0
DIET COKE SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,4,0,0,0,0
DIET COKE MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,6,0,0,0,0
DIET COKE LARGE,FIREHOUSE SUBS,NATIONAL,4,0,0,9,1,0,0,0
DIET SEAGRAMS GINGER ALE KIDS,FIREHOUSE SUBS,NATIONAL,5,0,0,2,1,0,0,0
DIET SEAGRAMS GINGER ALE SMALL,FIREHOUSE SUBS,NATIONAL,8,0,0,3,1,0,0,0
DIET SEAGRAMS GINGER ALE MEDIUM,FIREHOUSE SUBS,NATIONAL,12,0,0,4,1,0,0,0
DIET SEAGRAMS GINGER ALE LARGE,FIREHOUSE SUBS,NATIONAL,17,0,0,6,2,0,0,0
FANTA ORANGE KIDS,FIREHOUSE SUBS,NATIONAL,164,0,0,6,45,0,44,0
FANTA ORANGE SMALL,FIREHOUSE SUBS,NATIONAL,301,0,0,11,82,0,82,0
FANTA ORANGE MEDIUM,FIREHOUSE SUBS,NATIONAL,438,0,0,16,119,0,119,0
FANTA ORANGE LARGE,FIREHOUSE SUBS,NATIONAL,603,0,0,21,163,0,163,0
FANTA ZERO ORANGE KIDS,FIREHOUSE SUBS,NATIONAL,2,0,0,8,1,0,0,0
FANTA ZERO ORANGE SMALL,FIREHOUSE SUBS,NATIONAL,4,0,0,14,1,0,0,0
FANTA ZERO ORANGE MEDIUM,FIREHOUSE SUBS,NATIONAL,5,0,0,20,1,0,0,0
FANTA ZERO ORANGE LARGE,FIREHOUSE SUBS,NATIONAL,7,0,0,28,2,0,0,0
FRUITWATER FIZZY CHERRY LIME KIDS,FIREHOUSE SUBS,NATIONAL,7,0,0,2,0,0,0,0
FRUITWATER FIZZY CHERRY LIME SMALL,FIREHOUSE SUBS,NATIONAL,12,0,0,3,1,0,0,0
FRUITWATER FIZZY CHERRY LIME MEDIUM,FIREHOUSE SUBS,NATIONAL,18,0,0,4,1,0,0,0
FRUITWATER FIZZY CHERRY LIME LARGE,FIREHOUSE SUBS,NATIONAL,24,0,0,6,2,0,0,0
FRUITWATER FIZZY LEMON LIME KIDS,FIREHOUSE SUBS,NATIONAL,5,0,0,3,1,0,0,0
FRUITWATER FIZZY LEMON LIME SMALL,FIREHOUSE SUBS,NATIONAL,9,0,0,5,1,0,0,0
FRUITWATER FIZZY LEMON LIME MEDIUM,FIREHOUSE SUBS,NATIONAL,13,0,0,7,1,0,0,0
FRUITWATER FIZZY LEMON LIME LARGE,FIREHOUSE SUBS,NATIONAL,18,0,0,10,2,0,0,0
FRUITWATER FIZZY LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,1,0,0,2,1,0,0,0
FRUITWATER FIZZY LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,3,0,0,4,1,0,0,0
FRUITWATER FIZZY LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,4,0,0,6,1,0,0,0
FRUITWATER FIZZY LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,5,0,0,8,2,0,0,0
FRUITWATER FIZZY MIXED BERRY KIDS,FIREHOUSE SUBS,NATIONAL,8,0,0,2,0,0,0,0
FRUITWATER FIZZY MIXED BERRY SMALL,FIREHOUSE SUBS,NATIONAL,15,0,0,3,1,0,0,0
FRUITWATER FIZZY MIXED BERRY MEDIUM,FIREHOUSE SUBS,NATIONAL,22,0,0,4,1,0,0,0
FRUITWATER FIZZY MIXED BERRY LARGE,FIREHOUSE SUBS,NATIONAL,30,0,0,6,2,0,0,0
FRUITWATER FIZZY PEACH LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,3,0,0,2,1,0,0,0
FRUITWATER FIZZY PEACH LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,5,0,0,4,1,0,0,0
FRUITWATER FIZZY PEACH LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,7,0,0,6,1,0,0,0
FRUITWATER FIZZY PEACH LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,10,0,0,8,2,0,0,0
FRUITWATER FIZZY STRAWBERRY LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,3,0,0,2,1,0,0,0
FRUITWATER FIZZY STRAWBERRY LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,6,0,0,4,1,0,0,0
FRUITWATER FIZZY STRAWBERRY LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,9,0,0,5,1,0,0,0
FRUITWATER FIZZY STRAWBERRY LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,12,0,0,7,2,0,0,0
FUZE DIET TEA KIDS,FIREHOUSE SUBS,NATIONAL,3,0,0,2,0,0,0,0
FUZE DIET TEA SMALL,FIREHOUSE SUBS,NATIONAL,6,0,0,3,0,0,0,0
FUZE DIET TEA MEDIUM,FIREHOUSE SUBS,NATIONAL,9,0,0,5,0,0,0,0
FUZE DIET TEA LARGE,FIREHOUSE SUBS,NATIONAL,12,0,0,7,0,0,0,0
FUZE SWEET TEA KIDS,FIREHOUSE SUBS,NATIONAL,127,0,0,0,34,0,34,0
FUZE SWEET TEA SMALL,FIREHOUSE SUBS,NATIONAL,232,0,0,0,62,0,62,0
FUZE SWEET TEA MEDIUM,FIREHOUSE SUBS,NATIONAL,337,0,0,0,90,0,90,0
FUZE SWEET TEA LARGE,FIREHOUSE SUBS,NATIONAL,464,0,0,0,124,0,124,0
FUZE UNSWEETENED TEA KIDS,FIREHOUSE SUBS,NATIONAL,3,0,0,0,0,0,0,0
FUZE UNSWEETENED TEA SMALL,FIREHOUSE SUBS,NATIONAL,6,0,0,0,0,0,0,0
FUZE UNSWEETENED TEA MEDIUM,FIREHOUSE SUBS,NATIONAL,8,0,0,0,0,0,0,0
FUZE UNSWEETENED TEA LARGE,FIREHOUSE SUBS,NATIONAL,12,0,0,0,0,0,0,0
MELLO YELLO KIDS,FIREHOUSE SUBS,NATIONAL,127,0,0,1,34,0,34,0
MELLO YELLO SMALL,FIREHOUSE SUBS,NATIONAL,233,0,0,2,63,0,63,0
MELLO YELLO MEDIUM,FIREHOUSE SUBS,NATIONAL,338,0,0,2,91,0,91,0
MELLO YELLO LARGE,FIREHOUSE SUBS,NATIONAL,465,0,0,3,126,0,126,0
MELLO YELLO ZERO KIDS,FIREHOUSE SUBS,NATIONAL,2,0,0,3,1,0,0,0
MELLO YELLO ZERO SMALL,FIREHOUSE SUBS,NATIONAL,3,0,0,6,1,0,0,0
MELLO YELLO ZERO MEDIUM,FIREHOUSE SUBS,NATIONAL,5,0,0,9,1,0,0,0
MELLO YELLO ZERO LARGE,FIREHOUSE SUBS,NATIONAL,7,0,0,12,2,0,0,0
MINUTE MAID LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,161,0,0,34,42,0,42,0
MINUTE MAID LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,294,0,0,63,77,0,76,0
MINUTE MAID LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,428,0,0,92,111,0,111,0
MINUTE MAID LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,589,0,0,126,153,0,153,0
MINUTE MAID LIGHT LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,8,0,0,37,2,0,0,0
MINUTE MAID LIGHT LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,15,0,0,67,3,0,0,0
MINUTE MAID LIGHT LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,22,0,0,98,5,0,0,0
MINUTE MAID LIGHT LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,30,0,0,134,7,0,0,0
MINUTE MAID LIGHT PINK LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,9,0,0,37,2,0,0,0
MINUTE MAID LIGHT PINK LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,16,0,0,67,3,0,0,0
MINUTE MAID LIGHT PINK LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,23,0,0,98,5,0,0,0
MINUTE MAID LIGHT PINK LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,32,0,0,134,7,0,0,0
MINUTE MAID PINK LEMONADE KIDS,FIREHOUSE SUBS,NATIONAL,161,0,0,34,42,0,42,0
MINUTE MAID PINK LEMONADE SMALL,FIREHOUSE SUBS,NATIONAL,295,0,0,63,77,0,76,0
MINUTE MAID PINK LEMONADE MEDIUM,FIREHOUSE SUBS,NATIONAL,430,0,0,92,111,0,111,0
MINUTE MAID PINK LEMONADE LARGE,FIREHOUSE SUBS,NATIONAL,591,0,0,126,153,0,153,0
PIBB XTRA KIDS,FIREHOUSE SUBS,NATIONAL,146,0,0,4,39,0,39,0
PIBB XTRA SMALL,FIREHOUSE SUBS,NATIONAL,267,0,0,6,71,0,71,0
PIBB XTRA MEDIUM,FIREHOUSE SUBS,NATIONAL,389,0,0,9,104,0,104,0
PIBB XTRA LARGE,FIREHOUSE SUBS,NATIONAL,534,0,0,13,143,0,143,0
PIBB ZERO KIDS,FIREHOUSE SUBS,NATIONAL,4,0,0,6,0,0,0,0
PIBB ZERO SMALL,FIREHOUSE SUBS,NATIONAL,7,0,0,12,0,0,0,0
PIBB ZERO MEDIUM,FIREHOUSE SUBS,NATIONAL,10,0,0,17,0,0,0,0
PIBB ZERO LARGE,FIREHOUSE SUBS,NATIONAL,13,0,0,23,1,0,1,0
SEAGRAMS GINGER ALE KIDS,FIREHOUSE SUBS,NATIONAL,99,0,0,0,26,0,26,0
SEAGRAMS GINGER ALE SMALL,FIREHOUSE SUBS,NATIONAL,182,0,0,0,48,0,48,0
SEAGRAMS GINGER ALE MEDIUM,FIREHOUSE SUBS,NATIONAL,265,0,0,0,69,0,69,0
SEAGRAMS GINGER ALE LARGE,FIREHOUSE SUBS,NATIONAL,364,0,0,0,95,0,95,0
SPRITE KIDS,FIREHOUSE SUBS,NATIONAL,145,0,0,1,39,0,39,0
SPRITE SMALL,FIREHOUSE SUBS,NATIONAL,266,0,0,1,71,0,71,0
SPRITE MEDIUM,FIREHOUSE SUBS,NATIONAL,387,0,0,1,103,0,103,0
SPRITE LARGE,FIREHOUSE SUBS,NATIONAL,532,0,0,2,141,0,141,0
SPRITE ZERO KIDS,FIREHOUSE SUBS,NATIONAL,5,0,0,3,0,0,0,0
SPRITE ZERO SMALL,FIREHOUSE SUBS,NATIONAL,10,0,0,5,1,0,0,0
SPRITE ZERO MEDIUM,FIREHOUSE SUBS,NATIONAL,14,0,0,7,1,0,0,0
SPRITE ZERO LARGE,FIREHOUSE SUBS,NATIONAL,19,0,0,10,2,0,0,0
SWEET TEA KIDS,FIREHOUSE SUBS,NATIONAL,158,0,0,11,40,0,40,0
SWEET TEA SMALL,FIREHOUSE SUBS,NATIONAL,290,0,0,20,74,0,73,0
SWEET TEA MEDIUM,FIREHOUSE SUBS,NATIONAL,422,0,0,29,108,0,106,0
SWEET TEA LARGE,FIREHOUSE SUBS,NATIONAL,580,0,0,40,148,0,146,0
UNSWEET TEA KIDS,FIREHOUSE SUBS,NATIONAL,3,0,0,11,1,0,0,0
UNSWEET TEA SMALL,FIREHOUSE SUBS,NATIONAL,5,0,0,20,1,0,0,0
UNSWEET TEA MEDIUM,FIREHOUSE SUBS,NATIONAL,7,0,0,29,1,0,0,0
UNSWEET TEA LARGE,FIREHOUSE SUBS,NATIONAL,10,0,0,40,2,0,0,0
VITAMINWATER LEMONADE C KIDS,FIREHOUSE SUBS,NATIONAL,73,0,0,0,20,0,19,0
VITAMINWATER LEMONADE C SMALL,FIREHOUSE SUBS,NATIONAL,134,0,0,1,36,0,35,0
VITAMINWATER LEMONADE C MEDIUM,FIREHOUSE SUBS,NATIONAL,195,0,0,1,52,0,51,0
VITAMINWATER LEMONADE C LARGE,FIREHOUSE SUBS,NATIONAL,269,0,0,1,72,0,70,0
VITAMINWATER ORANGEADE C KIDS,FIREHOUSE SUBS,NATIONAL,71,0,0,3,19,0,19,0
VITAMINWATER ORANGEADE C SMALL,FIREHOUSE SUBS,NATIONAL,131,0,0,6,35,0,34,0
VITAMINWATER ORANGEADE C MEDIUM,FIREHOUSE SUBS,NATIONAL,190,0,0,9,51,0,50,0
VITAMINWATER ORANGEADE C LARGE,FIREHOUSE SUBS,NATIONAL,262,0,0,12,70,0,68,0
