name,city,state,address,zip,website,category,public_private,district,lat,lon
SAKS HIGH SCHOOL,ANNISTON,AL,4401 SAKS RD,36206,https://www.calhoun.k12.al.us/sh/,HIGH,PUBLIC,CHARLESTON R-I,33.70221,-85.83673
