name,city,state,address,zip
RENO HIGH SCHOOL,RENO,NV,395 BOOTH ST,89509
RENOVO EL SCH,RENOVO,PA,1301 BUCKTAIL AVE,17764
RENSSELAER AT HARTFORD,HARTFORD,CT,275 WINDSOR ST,06120
RENSSELAER COUNTY JAIL,TROY,NY,4000 MAIN ST,12180
RENSSELAER PARK ELEMENTARY SCHOOL,TROY,NY,70 110TH ST,12182
RENTON ACADEMY,RENTON,WA,2607 JONES AVE S,98055
RENTON SENIOR HIGH SCHOOL,RENTON,WA,400 S 2ND ST,98057
RENU HOPE PRESCHOOL,BANNING,CA,771 W WILLIAMS ST,92220
RENUEVO LEADERSHIP ACADEMY,HUNTINGTON PARK,CA,3154 E GAGE AVE,90255
RENVILLE COUNTY WEST SENIOR HIGH,RENVILLE,MN,301 3RD ST NE,56284
REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,NEW YORK,NY,123 W 43RD ST,10036
REPUBLIC JUNIOR HIGH,REPUBLIC,WA,30306 STATE RTE 20,99166
REPUBLIC PARENT PARTNER,REPUBLIC,WA,30306 STATE RTE 20,99166
RESACA MIDDLE,LOS FRESNOS,TX,33422 FM1575,78566
RESEDA COMMUNITY ADULT,RESEDA,CA,18230 KITTRIDGE ST,91335
RESEDA CONTINUATION,RESEDA,CA,18230 KITTRIDGE ST,91335
RESEDA SENIOR HIGH,RESEDA,CA,18230 KITTRIDGE ST,91335
RESERVE ELEMENTARY,RESERVE,NM,24 MOUNTAINEER RD,87830
RESERVE HIGH,RESERVE,NM,24 MOUNTAINEER RD,87830
RESERVOIR AVENUE SCHOOL,PROVIDENCE,RI,156 RESERVOIR AVE,02907
RESILIENCE CHARTER SCHOOL INC,GAINESVILLE,FL,1717-A NE 9TH ST,32609
RESILIENCY MIDDLE SCHOOL,FALL RIVER,MA,290 ROCK ST,02720
RESILIENCY PREPARATORY ACADEMY,FALL RIVER,MA,290 ROCK ST,02720
RESILIENCY PREPARATORY SCHOOL,FALL RIVER,MA,290 ROCK ST,02720
RESNIK CAMP,LANCASTER,CA,5300 W AVE I #5300,93536
RESOLUTE ACADEMY CHARTER,LOS ANGELES,CA,1265 E 112TH ST,90059
RESOURCE LINK CHARTER SCHOOL,COOS BAY,OR,1255 HEMLOCK AVE,97420
RESPECT ACADEMY AT LINCOLN,DENVER,CO,2285 S FEDERAL BLVD,80219
RESSIE JEFFRIES ELEMENTARY,FRONT ROYAL,VA,320 E CRISER RD,22630
RESTON CHILDREN'S CENTER,RESTON,VA,11825 OLDE CRAFTS DR,20191
RESTORATION ACADEMY,FAIRFIELD,AL,4600 CARNEGIE AVE,35064
RESURRECTION ACADEMY,FONTANA,CA,17434 MILLER AVE,92336
RESURRECTION CATHOLIC SCHOOL,CHERRY HILL,NJ,402 KINGS HWY N,08034
RESURRECTION CATHOLIC SCHOOL,JACKSONVILLE,FL,5710 JACK RD,32277
RESURRECTION CATHOLIC SCHOOL,KANSAS CITY,KS,425 N 15TH ST,66102
RESURRECTION CATHOLIC SCHOOL,LANCASTER,PA,521 E ORANGE ST,17602
RESURRECTION CATHOLIC SCHOOL,MONTGOMERY,AL,2815 FORBES DR,36110
RESURRECTION CHRISTIAN SCHOOL,LOVELAND,CO,6508 E CROSSROADS BLVD,80538
RESURRECTION ELEMENTARY,SUNNYVALE,CA,1395 HOLLENBECK AVE,94087
RESURRECTION LUTHERAN ACADEMY,SOUTH BEND,IN,6840 NIMTZ PKWY,46628
RESURRECTION LUTHERAN SCHOOL,AURORA,IL,2567 W SULLIVAN RD,60506
RESURRECTION LUTHERAN SCHOOL,CARY,NC,100 W LOCHMERE DR,27518
RESURRECTION LUTHERAN SCHOOL,ROCHESTER,MN,4520 19TH AVE NW,55901
RESURRECTION LUTHERAN SCHOOL & CHILD CARE,NEWPORT NEWS,VA,765 J CLYDE MORRIS BLVD,23601
RESURRECTION REGIONAL CATHOLIC SCHOOL,PHILADELPHIA,PA,2020 SHELMIRE AVE,19152
RESURRECTION SCHOOL,CINCINNATI,OH,1740 ILIFF AVE,45205
RESURRECTION SCHOOL,LANSING,MI,1521 E MICHIGAN AVE,48912
RESURRECTION ST PAUL SCHOOL,ELLICOTT CITY,MD,3155 PAULSKIRK DR,21042
RETTA BROWN ELEMENTARY SCHOOL,EL DORADO,AR,505 DIXIE DR,71730
REUBEN ELEMENTARY,NEWBERRY,SC,3605 STATE RD S-36-49,29108
REUBEN JOHNSON EL,MCKINNEY,TX,3400 ASH LN,75070
REUTHER MIDDLE SCHOOL,ROCHESTER HILLS,MI,1430 E AUBURN RD,48307
REV. HENRY E. BAKER SR. INTERM. SCHOOL,WINCHESTER,KY,1645 MARTIN LUTHER KING JR DR,40391
REVELATION CHRISTIAN SCHOOL,MOBILE,AL,1711 TAYLOR LN,36605
REVERE (PAUL) ELEMENTARY,ANAHEIM,CA,140 W GUINIDA LN,92805
REVERE ELEMENTARY,SAN DIEGO,CA,6735 GIFFORD WAY,92111
REVERE HIGH,REVERE,MA,101 SCHOOL ST,02151
REVERE JUNIOR-SENIOR HIGH SCHOOL,OVID,CO,500 MAIN ST,80744
REVERE MIDDLE,HOUSTON,TX,10502 BRIAR FOREST DR,77042
REVERE MIDDLE SCHOOL,AKRON,OH,3195 SPRING VALLEY RD,44333
REVILLA JR/SR HIGH SCHOOL,KETCHIKAN,AK,3131 BARANOF AVE,99901
REVO ACADEMY,THOUSAND OAKS,CA,1250 ERBES RD,91362
REX BELL ELEMENTARY SCHOOL,LAS VEGAS,NV,2900 WILMINGTON WAY,89102
REX MILL MIDDLE SCHOOL,REX,GA,6380 EVANS DR,30273
REXBURG COLLEGE OF MASSAGE THERAPY,REXBURG,ID,669 PIONEER RD STE 500,83440
REYDON ES,REYDON,OK,4TH & OKLAHOMA ST,73660
REYES MARIA RUIZ LEADERSHIP ACADEMY,PHOENIX,AZ,S 2ND ST,85040
REYN FRANCA,DENAIR,CA,4033 MAIN ST,95316
REYNOLDS ELEMENTARY,OCEANSIDE,CA,4575 DOUGLAS DR,92057
REYNOLDS ELEMENTARY SCHOOL,READING,MI,221 STRONG ST,49274
REYNOLDS HIGH SCHOOL,TROUTDALE,OR,1698 SW CHERRY PARK RD,97060
REYNOLDS LANE ELEMENTARY SCHOOL,JACKSONVILLE,FL,840 REYNOLDS LN,32254
REYNOLDS MIDDLE,ASHEVILLE,NC,2 ROCKET DR,28803
REYNOLDS MOUNTAIN CHRISTIAN ACADENY,ASHEVILLE,NC,20 REYNOLDS MOUNTAIN BLVD,28804
REYNOLDS MS,LANCASTER,PA,605 W WALNUT ST,17603
REYNOLDSBURG HIGH SCHOOL ESTEM,REYNOLDSBURG,OH,6699 E LIVINGSTON AVE,43068
REYNOLDSBURG HS BUSINESS EDUCATION LEADERSHIP & LAW ACADEMY,REYNOLDSBURG,OH,6699 E LIVINGSTON AVE,43068
RF PETTIGREW ELEMENTARY - 17,SIOUX FALLS,SD,7900 W 53RD ST,57106
RFM CHRISTIAN ACADEMY,MELBOURNE,FL,777 S APOLLO BLVD,32901
RHAWNHURST SCH,PHILADELPHIA,PA,7809 CASTOR AVE,19152
RHEA MIDDLE SCHOOL,EVENSVILLE,TN,405 PIERCE RD,37332
RHEMA CHRISTIAN SCHOOL,CORAOPOLIS,PA,1301 CORAOPOLIS HEIGHTS RD,15108
RHINOS ACADEMY,IRVINE,CA,60 POST,92618
RHODA MAXWELL ELEMENTARY,WOODLAND,CA,50 ASHLEY AVE,95695
RHODE ISLAND COLLEGE,PROVIDENCE,RI,600 MT PLEASANT AVE,02908
RHODES COLLEGE,MEMPHIS,TN,2000 NORTH PKWY,38112
RHODES COLLEGE AND CAREER ACADEMY,CLEVELAND,OH,5100 BIDDULPH RD,44144
RHODES E WASHINGTON SCH,PHILADELPHIA,PA,2900 W CLEARFIELD ST,19132
RHODES EL,SAN ANTONIO,TX,5714 N KNOLL,78240
RHODES JUNIOR HIGH SCHOOL,MESA,AZ,1860 S LONGMORE,85202
RHODES MIDDLE,SAN ANTONIO,TX,3000 TAMPICO ST,78207
RHODES SCHOOLS OF ENVIRONMENTAL STUDIES,CLEVELAND,OH,5100 BIDDULPH RD,44144
RIALTO MIDDLE,RIALTO,CA,1262 W RIALTO AVE,92376
RIB LAKE HIGH,RIB LAKE,WI,1200 NORTH ST,54470
RIBET ACADEMY,LOS ANGELES,CA,2911 N SAN FERNANDO RD,90065
RICARDO ESTRADA MIDDLE,EL PASO,TX,851 DARRINGTON RD,79928
RICARDO LIZARRAGA ELEMENTARY,LOS ANGELES,CA,401 E 40TH PL,90011
RICARDO SALINAS EL,UNIVERSAL CITY,TX,10560 OLD CIMARRON TRAIL,78148
RICE (ELDRIDGE),ROSEMEAD,CA,2150 ANGELUS AVE,91770
RICE (ELDRIDGE) ELEMENTARY,ROSEMEAD,CA,2150 ANGELUS AVE,91770
RICE (WILLIAM) ELEMENTARY,SANTA MARIA,CA,700 VICKIE AVE,93454
RICE CHILDRENS CENTER,EVANSTON,IL,1101 WASHINGTON ST,60202
RICE CREEK SCHOOL,PORT WENTWORTH,GA,100 MULBERRY AVE,31407
RICE EL SCH,MOUNTAIN TOP,PA,3700 CHURCH RD,18707
RICE ELEMENTARY SCHOOL,WELLINGTON,CO,7000 3RD ST,80549
RICE H S,RICE,TX,1400 MCKINNEY ST,75155
RICE INTERMEDIATE/MIDDLE SCHOOL,RICE,TX,1402 S MCKINNEY ST,75155
RICE LAKE ELEMENTARY,LINO LAKES,MN,575 BIRCH ST,55014
RICE LAKE HIGH,RICE LAKE,WI,30 S WISCONSIN AVE,54868
RICE MEMORIAL HIGH SCHOOL,SOUTH BURLINGTON,VT,99 PROCTOR AVE,05403
RICE SCH /LA ESCUELA RICE,HOUSTON,TX,7550 SEUSS DR,77025
RICE SCHOOL,SAN CARLOS,AZ,13 SAN CARLOS AVE,85550
RICEVILLE ELEMENTARY,RICEVILLE,TN,3592 US-11,37370
RICEVILLE HIGH SCHOOL,RICEVILLE,IA,912 WOODLAND AVE,50466
RICH EAST CAMPUS HIGH SCHOOL,PARK FOREST,IL,SOUTH SUBURBS,60466
RICH HILL HIGH,RICH HILL,MO,703 N 3RD ST,64779
RICH HILL YOUTH DEV. CTR.,RICH HILL,MO,501 N 14TH ST,64779
RICH SOUTH CAMPUS HIGH SCHOOL,RICHTON PARK,IL,5000 SAUK TRAIL,60471
RICHARD A. ALONZO COMMUNITY DAY,LOS ANGELES,CA,5755 FOUNTAIN AVE,90028
RICHARD ALLEN ACADEMY II,DAYTON,OH,184 SALEM AVE,45406
RICHARD ALLEN PREPARATORY CS,PHILADELPHIA,PA,2601 S 58TH ST,19143
RICHARD AVENUE ELEMENTARY SCHOOL,GROVE CITY,OH,3646 RICHARD AVE,43123
RICHARD BARD ELEMENTARY,PORT HUENEME,CA,622 E PLEASANT VALLEY RD,93041
RICHARD BUTLER SCHOOL,BUTLER,NJ,3 PEARL PL,07405
RICHARD C. PRIEST ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,4150 FUSELIER DR,89032
RICHARD CRANE ELEMENTARY,ROHNERT PARK,CA,1290 SOUTHWEST BLVD,94928
RICHARD D. BROWNING HIGH,LONG BEACH,CA,2180 OBISPO AVE,90804
RICHARD D. HUBBARD SCHOOL,EAST BERLIN,CT,139 GROVE ST,06023
RICHARD D. STRUCK COMMUNICATIO,SANTA CRUZ,CA,877 CEDAR ST STE 150,95060
RICHARD E MILLER SCHOOL,PHOENIX,AZ,2021 W ALICE AVE,85021
RICHARD E. BYRD MIDDLE,SUN VALLEY,CA,8501 ARLETA AVE,91352
RICHARD ELEMENTARY SCHOOL,CHURCH POINT,LA,1616 CHARLENE HWY,70525
RICHARD ELEMENTARY SCHOOL,GROSSE POINTE FARMS,MI,176 MCKINLEY AVE,48236
RICHARD GIRD ELEMENTARY,CHINO,CA,4980 RIVERSIDE DR,91710
RICHARD H BRYAN ELEMENTARY SCHOOL,LAS VEGAS,NV,8050 CIELO VISTA AVE,89128
RICHARD HARDY MEMORIAL SCHOOL,SOUTH PITTSBURG,TN,1620 HAMILTON AVE,37380
RICHARD HAYNES ELEMENTARY,ONTARIO,CA,715 W FRANCIS ST,91762
RICHARD HENRY DANA ELEMENTARY,DANA POINT,CA,24242 LA CRESTA DR,92629
RICHARD HENRY DANA EXCEPTIONAL NEEDS,DANA POINT,CA,24242 LA CRESTA DR,92629
RICHARD HENRY DANA MIDDLE,HAWTHORNE,CA,5504 W 135TH ST,90250
RICHARD HENRY LEE ELEMENTARY,GLEN BURNIE,MD,400 A ST SW,21061
RICHARD HENRY LEE ELEMENTARY,LOS ALAMITOS,CA,11481 FOSTER RD,90720
RICHARD J MURPHY,DORCHESTER,MA,1 WORRELL ST,02122
RICHARD JOHNSON ELEMENTARY,METLAKATLA,AK,910 MILTON ST,99926
RICHARD KANE ES,BARTLESVILLE,OK,801 E 13TH ST,74003
RICHARD L. SANDERS SCHOOL,PINELLAS PARK,FL,5025 76TH AVE N,33781
RICHARD LAGOW EL,DALLAS,TX,637 EDGEWORTH DR,75217
RICHARD M. MOON PRIMARY,WATERFORD,CA,319 N REINWAY AVE,95386
RICHARD M. TEITELMAN MIDDLE SCHOOL,CAPE MAY,NJ,687 U.S. 9,08204
RICHARD MCKENNA CHARTER SCHOOL - ONSITE,MOUNTAIN HOME,ID,675 S HASKETT ST,83647
RICHARD MILBURN ACADEMY AMARILLO,AMARILLO,TX,4106 SW 51ST AVE,79109
RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),HOUSTON,TX,713 E AIRTEX DR,77073
RICHARD MILBURN ACADEMY LUBBOCK,LUBBOCK,TX,2333 50TH ST,79412
RICHARD MILBURN ACADEMY MIDLAND SOUTH,MIDLAND,TX,503 I-20 FRONTAGE SUITE #110,79701
RICHARD MILBURN ACADEMY ODESSA,ODESSA,TX,2419 N COUNTY RD W #100,79763
RICHARD MILBURN ALTER H S (KILLEEN),KILLEEN,TX,802 N 8TH ST,76541
RICHARD R GREEN HIGH SCHOOL OF TEACHING,NEW YORK,NY,7 BEAVER ST,10004
RICHARD R. OLIPHANT ELEMENTARY,INDIO,CA,41-633 GORE ST,92203
RICHARD SIMPSON ELEM.,ARNOLD,MO,3585 VOGEL RD,63010
RICHARD T STANK MIDDLE SCHOOL,CONKLIN,NY,1040 CONKLIN RD,13748
RICHARD WARREN MIDDLE SCHOOL,LEAVENWORTH,KS,3501 NEW LAWRENCE RD,66048
RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS,WASHINGTON,DC,475 SCHOOL ST SW,20024
RICHARDS ELEM.,WEST PLAINS,MO,3461 CO RD 1710,65775
RICHARDS H S,RICHARDS,TX,9477 PANTHER ST,77873
RICHARDS MIDDLE SCHOOL,COLUMBUS,GA,2892 EDGEWOOD RD,31906
RICHARDS MIDDLE SCHOOL,LAWRENCEVILLE,GA,3555 SUGARLOAF PKWY,30045
RICHARDSON ELEM.,LEE'S SUMMIT,MO,800 NE BLACKWELL RD,64086
RICHARDSON ELEMENTARY SCHOOL,CENTRAL POINT,OR,200 W PINE ST,97502
RICHARDSON ELEMENTARY SCHOOL,CUYAHOGA FALLS,OH,2226 23RD ST,44223
RICHARDSON MIDDLE,EL PASO,TX,11350 LOMA FRANKLIN DR,79934
RICHARDSON MIDDLE SCHOOL,CHICAGO,IL,6018 S KARLOV AVE,60629
RICHARDSON OLMSTED SCHOOL,NORTH EASTON,MA,101 LOTHROP ST,02356
RICHARDSON PARK LEARNING CENTER,WILMINGTON,DE,99 MIDDLEBORO RD,19804
RICHARDSON PREP HI,SAN BERNARDINO,CA,455 S K ST,92410
RICHARDSON PREP HI MIDDLE,SAN BERNARDINO,CA,455 S K ST,92410
RICHARDSON SCHOOL,BELOIT,WI,321 OLYMPIAN BLVD,53511
RICHARDSON SIXTH GRADE ACADEMY,LAKE CITY,FL,646 SE PENNSYLVANIA ST,32025
RICHARDSON WEST J H,RICHARDSON,TX,RICHARDSON WEST JR HIGH ARTS AND TECHNOLOGY MAGNET,75080
RICHARDSVILLE ELEMENTARY,BOWLING GREEN,KY,1775 RICHARDSVILLE RD,42101
RICHBOURG SCHOOL,CRESTVIEW,FL,500 ALABAMA ST,32536
RICHEY ELEMENTARY SCHOOL,NEW PORT RICHEY,FL,6850 ADAMS ST,34652
RICHEY HIGH SCHOOL,RICHEY,MT,205 ROYAL AVE,59259
RICHEY SCHOOL,RICHEY,MT,205 ROYAL AVE,59259
RICHFIELD ELEMENTARY,RICHFIELD,NC,120 MORGAN ST,28137
RICHFIELD HIGH,RICHFIELD,UT,495 W CENTER ST,84701
RICHFIELD MIDDLE,RICHFIELD,WI,3117 WI-167,53076
RICHFIELD PUBLIC SCHOOL ACADEMY,FLINT,MI,3807 CENTER RD,48506
RICHFIELD PUBLIC SCHOOL ACADEMY PREK,FLINT,MI,3807 CENTER RD,48506
RICHFIELD SENIOR HIGH,RICHFIELD,MN,7001 HARRIET AVE,55423
RICHFIELD SPRINGS JUNIOR/SENIOR HIGH SCHOOL,RICHFIELD SPRINGS,NY,93 W MAIN ST,13439
RICHFORD ELEMENTARY SCHOOL,RICHFORD,VT,1 ELEMENTARY SCHOOL RD,05476
RICHFORD JUNIOR/SENIOR HIGH SCHOOL,RICHFORD,VT,1 CORLISS HEIGHTS,05476
RICHLAND ACADEMY,JOHNSTOWN,PA,420 GALLERIA DR,15904
RICHLAND AVENUE ELEMENTARY,LOS ANGELES,CA,11562 RICHLAND AVE,90064
RICHLAND CENTER HIGH,RICHLAND CENTER,WI,1996 US-14,53581
RICHLAND COLLEGE,DALLAS,TX,12800 ABRAMS RD,75243
RICHLAND COLLEGIATE H S OF MATH SCIENCE ENGINEERIN,DALLAS,TX,RLC CROCKETT,75243
RICHLAND COUNTY HIGH SCHOOL,OLNEY,IL,1200 E LAUREL ST,62450
RICHLAND EL SCH,QUAKERTOWN,PA,500 FAIRVIEW AVE,18951
RICHLAND ELEM SCHOOL,CREST HILL,IL,1919 CATON FARM RD,60403
RICHLAND ELEMENTARY,MEMPHIS,TN,5440 RICH RD,38120
RICHLAND HIGH,ESSEX,MO,24456 MO-114,63846
RICHLAND HIGH SCHOOL,RICHLAND,MS,1202 US 49,39218
RICHLAND HIGH SCHOOL,RICHLAND,WA,930 LONG AVE,99352
RICHLAND JR HIGH,CREST HILL,IL,1919 CATON FARM RD,60403
RICHLAND JR. HIGH,RICHLAND,MO,714 E JEFFERSON AVE,65556
RICHLAND NORTHEAST HIGH,COLUMBIA,SC,7500 BROOKFIELD RD,29223
RICHLAND ONLINE ACADEMY,RICHLAND CENTER,WI,1996 US-14,53581
RICHLAND SCHOOL,LYNNVILLE,TN,10610 COLUMBIA HWY,38472
RICHLAND TWO CHARTER HIGH,COLUMBIA,SC,7900 BROOKMONT LN,29203
RICHLAND UPPER ELEMENTARY,RICHLAND,MS,175 WILSON DR,39218
RICHLANDS CHRISTIAN ACADEMY,RICHLANDS,VA,2506 4TH ST #2264,24641
RICHLANDS ELEMENTARY,RICHLANDS,VA,175 LEARNING LN,24641
RICHLANDS HIGH,RICHLANDS,NC,8100 RICHLANDS HWY,28574
RICHLANDS HIGH,RICHLANDS,VA,138 TORNADO ALLEY,24641
RICHLANDS MIDDLE,RICHLANDS,VA,294 LEARNING LN,24641
RICHMAN ELEMENTARY,FULLERTON,CA,700 S RICHMAN AVE,92832
RICHMOND ALTERNATIVE SCHOOL,RICHMOND,VA,119 W LEIGH ST,23220
RICHMOND CHARTER ACADEMY,RICHMOND,CA,1450 MARINA WAY S,94804
RICHMOND CHARTER ELEMENTARY-BENITO JUAREZ,RICHMOND,CA,1450 MARINA WAY S,94804
RICHMOND COMMUNITY COLLEGE,HAMLET,NC,1042 W HAMLET AVE,28345
RICHMOND COMMUNITY HIGH,RICHMOND,VA,201 E BROOKLAND PARK BLVD,23222
RICHMOND COMMUNITY HIGH SCHOOL,RICHMOND,MI,35320 DIVISION RD,48062
RICHMOND COUNTY TECHNICAL CAREER MAGNET SCHOOL,AUGUSTA,GA,3200B AUGUSTA TECH DR,30906
RICHMOND DRIVE ELEMENTARY,ROCK HILL,SC,1162 RICHMOND DR,29732
RICHMOND EARLY COLLEGE HIGH,HAMLET,NC,1042 W HAMLET AVE,28345
RICHMOND EL SCH,FLEETWOOD,PA,14432 KUTZTOWN RD,19522
RICHMOND ELEMENTARY SCHOOL,PORTLAND,OR,2276 SE 41ST AVE,97214
RICHMOND ELEMENTARY SCHOOL,SALEM,OR,466 RICHMOND AVE SE,97301
RICHMOND GRADE SCHOOL,RICHMOND,IL,5815 BROADWAY RD,60071
RICHMOND HEIGHTS ELEMENTARY SCHOOL,RICHMOND HEIGHTS,OH,447 RICHMOND RD,44143
RICHMOND HIGH,RICHMOND,CA,1250 23RD ST,94804
RICHMOND HIGH SCHOOL,RICHMOND,IN,380 HUB ETCHISON PKWY,47374
RICHMOND JUVENILE DETENTION HOME,RICHMOND,VA,1700 OLIVER HILL WAY,23219
RICHMOND MIDDLE,RICHMOND,MO,715 S WELLINGTON ST,64085
RICHMOND MIDDLE SCHOOL,RICHMOND,ME,132 MAIN ST,04357
RICHMOND MIDDLE SCHOOL,RICHMOND,MI,35250 DIVISION RD,48062
RICHMOND MONTESSORI SCHOOL,RICHMOND,VA,499 N PARHAM RD,23229
RICHMOND PERRINE OPTIMIST,MIAMI,FL,18055 HOMESTEAD AVE,33157
RICHMOND PREPARATORY CHRISTIAN ACADEMY,RICHMOND,VA,4103 MONUMENT AVE,23230
RICHMOND STREET ELEMENTARY,EL SEGUNDO,CA,615 RICHMOND ST,90245
RICHMOND TECHNICAL CENTER,RICHMOND,VA,2020 WESTWOOD AVE,23230
RICHMOND WALDORF SCHOOL,RICHMOND,VA,1301 ROBIN HOOD RD,23227
RICHMONT GRADUATE UNIVERSITY,CHATTANOOGA,TN,1815 MCCALLIE AVE,37404
RICHMONT GRADUATE UNIVERSITY - ATLANTA CAMPUS,ATLANTA,GA,1900 THE EXCHANGE SE #100,30339
RICHTON HIGH SCHOOL,RICHTON,MS,701 ELM AVE,39476
RICHTON SQUARE SCHOOL,RICHTON PARK,IL,22700 RICHTON SQUARE RD,60471
RICHVALE ELEMENTARY,RICHVALE,CA,5236 CHURCH ST,95974
RICHVIEW MIDDLE,CLARKSVILLE,TN,2350 MEMORIAL DR,37043
RICHWOOD HIGH SCHOOL,MONROE,LA,5901 HWY 165 BYPASS,71202
RICHWOODS ELEM.,RICHWOODS,MO,10788 STATE HWY A,63071
RICK MARCOTTE CENTRAL SCHOOL,SOUTH BURLINGTON,VT,200 MARKET ST,05403
RICK SCHNEIDER MIDDLE,HOUSTON,TX,8420 EASTHAVEN BLVD,77075
RICKARD ELEMENTARY SCHOOL,WILLISTON,ND,1224 1ST AVE E,58801
RICKEY C BAILEY MIDDLE,SPRING,TX,3377 JAMES C LEO,77373
RICKMAN ELEMENTARY,RICKMAN,TN,631 RICKMAN MONTEREY HWY,38580
RICKOVER NAVAL ACADEMY HIGH SCHL,CHICAGO,IL,5700 W BERTEAU AVE,60634
RICKS CENTER FOR GIFTED CHILDREN,DENVER,CO,2040 S YORK ST,80210
RIDDLE EL,PLANO,TX,8201 ROBINSON RD,75024
RIDDLE ELEMENTARY,LANSING,MI,221 HURON ST,48915
RIDDLE ELEMENTARY SCHOOL,MATTOON,IL,4201 WESTERN AVE,61938
RIDDLE ELEMENTARY SCHOOL,RIDDLE,OR,463 PARK ST,97469
RIDDLE HIGH SCHOOL,RIDDLE,OR,147 MAIN ST,97469
RIDGE ACADEMY,CHICAGO,IL,2501 W 103RD ST,60655
RIDGE AND VALLEY CHARTER SCHOOL,BLAIRSTOWN,NJ,1234 NJ-94,07825
RIDGE CENTRAL ELEM SCHOOL,CHICAGO RIDGE,IL,10800 LYMAN AVE,60415
RIDGE CHRISTIAN ACADEMY,DAVENPORT,FL,41219 US-27,33837
RIDGE CHRISTIAN ACADEMY,SUMMERVILLE,SC,2168 RIDGE CHURCH RD,29483
RIDGE CIRCLE ELEM SCHOOL,STREAMWOOD,IL,420 RIDGE CIR,60107
RIDGE CREST ELEMENTARY,MORENO VALLEY,CA,28500 JOHN F KENNEDY DR,92555
RIDGE CREST ELEMENTARY SCHOOL,BLACKFOOT,ID,800 AIRPORT RD,83221
RIDGE ELEMENTARY SCHOOL,DUSON,LA,2901 S FIELDSPAN RD,70529
RIDGE ELEMENTARY SCHOOL,RIDGEWOOD,NJ,325 W RIDGEWOOD AVE,07450
RIDGE LAWN ELEMENTARY SCHOOL,CHICAGO RIDGE,IL,5757 W 105TH ST,60415
RIDGE MEADOWS ELEM.,ELLISVILLE,MO,777 RIDGE RD,63021
RIDGE PARK EL SCH,CONSHOHOCKEN,PA,200 KARRS LN,19428
RIDGE RANCH ELEMENTARY SCHOOL,PARAMUS,NJ,345 LOCKWOOD DR,07652
RIDGE ROAD ELEMENTARY SCHOOL,NORTH HAVEN,CT,1341 RIDGE RD,06473
RIDGE ROAD MIDDLE,CHARLOTTE,NC,7260 HIGHLAND CREEK PKWY,28269
RIDGE ROAD SCHOOL,HORSEHEADS,NY,112 RIDGE RD,14845
RIDGE SPRING-MONETTA MIDDLE HIGH,MONETTA,SC,1071 TROJAN RD,29105
RIDGE STREET SCHOOL,NEWARK,NJ,735 RIDGE ST,07104
RIDGE TECHNICAL COLLEGE,WINTER HAVEN,FL,7700 FL-544,33881
RIDGE VIEW,FREDERICKSBURG,OH,6464 HARRISON RD,44627
RIDGE VIEW ACADEMY CHARTER SCHOOL,WATKINS,CO,28101 E QUINCY AVE,80137
RIDGE VIEW ELEMENTARY,ROCKWOOD,TN,625 PUMPHOUSE RD,37854
RIDGE VIEW HIGH,COLUMBIA,SC,4801 HARDSCRABBLE RD,29229
RIDGE VIEW HIGH SCHOOL,HOLSTEIN,IA,E MAPLE ST,51025
RIDGECREST EL,HOUSTON,TX,2015 RIDGECREST DR,77055
RIDGECREST ELEMENTARY,PUYALLUP,WA,12616 SHAW RD E,98374
RIDGECREST ELEMENTARY SCHOOL,HUNTSVILLE,AL,3505 SW CERRO VISTA ST,35805
RIDGECREST ELEMENTARY SCHOOL,LARGO,FL,1901 119TH ST N,33778
RIDGECREST ES,MIDWEST CITY,OK,137 W RIDGEWOOD DR,73110
RIDGECREST INTERMEDIATE,RANCHO PALOS VERDES,CA,28915 NORTHBAY RD,90275
RIDGEDALE ELEMENTARY SCHOOL,MORGANTOWN,WV,1550 GOSHEN RD,26508
RIDGEDALE ELEMENTARY SCHOOL,MORRAL,OH,3105 HILLMAN-FORD RD,43337
RIDGEDALE JR/SR HIGH SCHOOL,MORRAL,OH,3165 HILLMAN-FORD RD,43337
RIDGEDALE MIDDLE SCHOOL,FLORHAM PARK,NJ,71 RIDGEDALE AVE,07932
RIDGEFIELD ACADEMY,RIDGEFIELD,CT,223 W MOUNTAIN RD,06877
RIDGEFIELD CHRISTIAN SCHOOL,JONESBORO,AR,3824 CASEY SPRINGS RD,72404
RIDGEFIELD HIGH SCHOOL,RIDGEFIELD,WA,2630 S HILLHURST RD,98642
RIDGELAND ELEMENTARY,RIDGELAND,SC,250 JAGUAR TRAIL #103,29936
RIDGELAND HIGH SCHOOL,RIDGELAND,MS,586 SUNNYBROOK RD,39157
RIDGELINE ACADEMY  INC.,PHOENIX,AZ,33625 N NORTH VALLEY PKWY,85085
RIDGELINE ACADEMY INC.,PHOENIX,AZ,33625 N NORTH VALLEY PKWY,85085
RIDGELINE SCHOOL,HIGHLAND,UT,6250 W 11800 N,84003
RIDGEMONT ELEMENTARY,UNION CITY,TN,1285 N HIGHWAY 45 W,38261
RIDGEMONT MONTESSORI SCHOOL,MCLEAN,VA,6519 VA-193,22101
RIDGEMOOR PARK MONTESSORI,GRAND RAPIDS,MI,2555 INVERNESS RD SE,49546
