filename_hash,code_hash,price_hash,billing_class,negotiated_type,service_code,expiration_date,additional_information,billing_code_modifier,negotiated_rate
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,16799583060879228365,professional,negotiated,"[""11""]",9999-12-31,,,604.08
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,5691892973611408445,professional,negotiated,"[""11""]",9999-12-31,,,931.29
8383968989332204873,133265192398176291,15740117566287870911,professional,negotiated,"[""11""]",9999-12-31,,,759.68
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,1348400689864824624,professional,negotiated,"[""11""]",9999-12-31,,,654.42
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12089659359577691046,professional,negotiated,"[""11""]",9999-12-31,,,780.27
8383968989332204873,133265192398176291,9462501206367025395,professional,negotiated,"[""11""]",9999-12-31,,,0.5
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,12415970741146221284,professional,negotiated,"[""11""]",9999-12-31,,,412.28
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12852293813654630749,professional,negotiated,"[""11""]",9999-12-31,,,755.1
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,2226710417438166255,professional,negotiated,"[""11""]",9999-12-31,,,445.05
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5691892973611408445,professional,negotiated,"[""11""]",9999-12-31,,,931.29
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,9996221924386096075,professional,negotiated,"[""11""]",9999-12-31,,,729.93
8383968989332204873,133265192398176291,12444878730226992259,professional,negotiated,"[""11""]",9999-12-31,,,1308.84
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,16799583060879228365,professional,negotiated,"[""11""]",9999-12-31,,,604.08
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,10103354169015091904,professional,negotiated,"[""11""]",9999-12-31,,,629.25
8383968989332204873,133265192398176291,2608579448427959442,professional,negotiated,"[""11""]",9999-12-31,,,1006.8
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,16799583060879228365,professional,negotiated,"[""11""]",9999-12-31,,,604.08
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,5691892973611408445,professional,negotiated,"[""11""]",9999-12-31,,,931.29
8383968989332204873,133265192398176291,15740117566287870911,professional,negotiated,"[""11""]",9999-12-31,,,759.68
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,1348400689864824624,professional,negotiated,"[""11""]",9999-12-31,,,654.42
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12089659359577691046,professional,negotiated,"[""11""]",9999-12-31,,,780.27
8383968989332204873,133265192398176291,9462501206367025395,professional,negotiated,"[""11""]",9999-12-31,,,0.5
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,12415970741146221284,professional,negotiated,"[""11""]",9999-12-31,,,412.28
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12852293813654630749,professional,negotiated,"[""11""]",9999-12-31,,,755.1
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,2226710417438166255,professional,negotiated,"[""11""]",9999-12-31,,,445.05
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,12312104007631980481,professional,negotiated,"[""11""]",9999-12-31,,,729.93
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14690583531866646126,professional,negotiated,"[""11""]",9999-12-31,,,755.1
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,12322122404711238290,professional,negotiated,"[""11""]",9999-12-31,,,1069.17
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,16521881525741870530,professional,negotiated,"[""11""]",9999-12-31,,,1308.84
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,13721810191808596924,professional,negotiated,"[""11""]",9999-12-31,,,604.08
11744313869834158196,133265192398176291,13243945681831005364,professional,negotiated,"[""11""]",9999-12-31,,,931.29
11744313869834158196,133265192398176291,2695913159921099108,professional,negotiated,"[""11""]",9999-12-31,,,513.52
11744313869834158196,133265192398176291,13824294345028324535,professional,negotiated,"[""11""]",9999-12-31,,,780.27
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,13243945681831005364,professional,negotiated,"[""11""]",9999-12-31,,,931.29
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2639134189230940818,professional,negotiated,"[""11""]",9999-12-31,,,445.05
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,18037645216802022560,professional,negotiated,"[""11""]",9999-12-31,,,713.82
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,10497650227575526516,professional,negotiated,"[""11""]",9999-12-31,,,759.68
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,9688716012739011315,professional,negotiated,"[""11""]",9999-12-31,,,654.42
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,6462413339729456634,professional,negotiated,"[""11""]",9999-12-31,,,1006.8
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,8832778630237106596,professional,negotiated,"[""11""]",9999-12-31,,,0.5
11744313869834158196,133265192398176291,270561915928201101,professional,negotiated,"[""11""]",9999-12-31,,,412.28
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,4550006012602557641,professional,negotiated,"[""11""]",9999-12-31,,,629.25
11744313869834158196,133265192398176291,12322122404711238290,professional,negotiated,"[""11""]",9999-12-31,,,1069.17
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,13721810191808596924,professional,negotiated,"[""11""]",9999-12-31,,,604.08
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,2695913159921099108,professional,negotiated,"[""11""]",9999-12-31,,,513.52
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,12312104007631980481,professional,negotiated,"[""11""]",9999-12-31,,,729.93
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14690583531866646126,professional,negotiated,"[""11""]",9999-12-31,,,755.1
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,12322122404711238290,professional,negotiated,"[""11""]",9999-12-31,,,1069.17
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,16521881525741870530,professional,negotiated,"[""11""]",9999-12-31,,,1308.84
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,13721810191808596924,professional,negotiated,"[""11""]",9999-12-31,,,604.08
11744313869834158196,133265192398176291,13243945681831005364,professional,negotiated,"[""11""]",9999-12-31,,,931.29
11744313869834158196,133265192398176291,2695913159921099108,professional,negotiated,"[""11""]",9999-12-31,,,513.52
11744313869834158196,133265192398176291,13824294345028324535,professional,negotiated,"[""11""]",9999-12-31,,,780.27
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,13243945681831005364,professional,negotiated,"[""11""]",9999-12-31,,,931.29
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2639134189230940818,professional,negotiated,"[""11""]",9999-12-31,,,445.05
11744313869834158196,133265192398176291,5475664685304597676,professional,negotiated,"[""11""]",9999-12-31,,,503.4
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,18037645216802022560,professional,negotiated,"[""11""]",9999-12-31,,,713.82
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,10497650227575526516,professional,negotiated,"[""11""]",9999-12-31,,,759.68
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,9688716012739011315,professional,negotiated,"[""11""]",9999-12-31,,,654.42
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,6462413339729456634,professional,negotiated,"[""11""]",9999-12-31,,,1006.8
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,8832778630237106596,professional,negotiated,"[""11""]",9999-12-31,,,0.5
11744313869834158196,133265192398176291,270561915928201101,professional,negotiated,"[""11""]",9999-12-31,,,412.28
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,4550006012602557641,professional,negotiated,"[""11""]",9999-12-31,,,629.25
11744313869834158196,133265192398176291,12322122404711238290,professional,negotiated,"[""11""]",9999-12-31,,,1069.17
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,13721810191808596924,professional,negotiated,"[""11""]",9999-12-31,,,604.08
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,2695913159921099108,professional,negotiated,"[""11""]",9999-12-31,,,513.52
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,14486676887854689330,professional,negotiated,"[""11""]",9999-12-31,,,302.04
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
11744313869834158196,133265192398176291,2361916286515148558,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5691892973611408445,professional,negotiated,"[""11""]",9999-12-31,,,931.29
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,9996221924386096075,professional,negotiated,"[""11""]",9999-12-31,,,729.93
8383968989332204873,133265192398176291,12444878730226992259,professional,negotiated,"[""11""]",9999-12-31,,,1308.84
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,16799583060879228365,professional,negotiated,"[""11""]",9999-12-31,,,604.08
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,10103354169015091904,professional,negotiated,"[""11""]",9999-12-31,,,629.25
8383968989332204873,133265192398176291,2608579448427959442,professional,negotiated,"[""11""]",9999-12-31,,,1006.8
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,16799583060879228365,professional,negotiated,"[""11""]",9999-12-31,,,604.08
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,5746280940364111132,professional,negotiated,"[""11""]",9999-12-31,,,513.52
8383968989332204873,133265192398176291,5691892973611408445,professional,negotiated,"[""11""]",9999-12-31,,,931.29
8383968989332204873,133265192398176291,15740117566287870911,professional,negotiated,"[""11""]",9999-12-31,,,759.68
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,1348400689864824624,professional,negotiated,"[""11""]",9999-12-31,,,654.42
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12089659359577691046,professional,negotiated,"[""11""]",9999-12-31,,,780.27
8383968989332204873,133265192398176291,9462501206367025395,professional,negotiated,"[""11""]",9999-12-31,,,0.5
8383968989332204873,133265192398176291,15265386346302968397,professional,negotiated,"[""11""]",9999-12-31,,,503.4
8383968989332204873,133265192398176291,12415970741146221284,professional,negotiated,"[""11""]",9999-12-31,,,412.28
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12852293813654630749,professional,negotiated,"[""11""]",9999-12-31,,,755.1
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,133265192398176291,2226710417438166255,professional,negotiated,"[""11""]",9999-12-31,,,445.05
8383968989332204873,133265192398176291,5510109141361176365,professional,negotiated,"[""11""]",9999-12-31,,,302.04
8383968989332204873,133265192398176291,12824164896915041918,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,6432211800018950175,2033664709944694992,professional,negotiated,"[""11""]",9999-12-31,,,155.77
8383968989332204873,6432211800018950175,13223277313992262622,professional,negotiated,"[""11""]",9999-12-31,,,220.24
8383968989332204873,6432211800018950175,9246606734480643443,professional,negotiated,"[""11""]",9999-12-31,,,179.73
8383968989332204873,6432211800018950175,2417574461450346902,professional,negotiated,"[""11""]",9999-12-31,,,325.95
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,2417574461450346902,professional,negotiated,"[""11""]",9999-12-31,,,325.95
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,7955837688712789614,professional,negotiated,"[""11""]",9999-12-31,,,265.89
8383968989332204873,6432211800018950175,9246606734480643443,professional,negotiated,"[""11""]",9999-12-31,,,179.73
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,4517369005285531705,professional,negotiated,"[""11""]",9999-12-31,,,0.18
8383968989332204873,6432211800018950175,6934035492244845215,professional,negotiated,"[""11""]",9999-12-31,,,229.05
8383968989332204873,6432211800018950175,8642168073472251654,professional,negotiated,"[""11""]",9999-12-31,,,144.3
8383968989332204873,6432211800018950175,2139965949909193742,professional,negotiated,"[""11""]",9999-12-31,,,264.29
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,1183536702393791384,professional,negotiated,"[""11""]",9999-12-31,,,176.19
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,4909651548468457327,professional,negotiated,"[""11""]",9999-12-31,,,352.38
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,1183536702393791384,professional,negotiated,"[""11""]",9999-12-31,,,176.19
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,17816917935449147027,professional,negotiated,"[""11""]",9999-12-31,,,458.09
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,1183536702393791384,professional,negotiated,"[""11""]",9999-12-31,,,176.19
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,3400141260870982781,professional,negotiated,"[""11""]",9999-12-31,,,273.09
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,6070936982917553586,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,6070936982917553586,professional,negotiated,"[""11""]",9999-12-31,,,211.43
8383968989332204873,6432211800018950175,11758932822801636141,professional,negotiated,"[""11""]",9999-12-31,,,255.48
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
626440289406050443,7975354242324159447,8238614626210938783,professional,negotiated,"[""11""]",9999-12-31,,,42.13
626440289406050443,7620161014223743775,17839268972329019228,professional,negotiated,"[""11""]",9999-12-31,,,51.33
8383968989332204873,6432211800018950175,2033664709944694992,professional,negotiated,"[""11""]",9999-12-31,,,155.77
8383968989332204873,6432211800018950175,13223277313992262622,professional,negotiated,"[""11""]",9999-12-31,,,220.24
8383968989332204873,6432211800018950175,9246606734480643443,professional,negotiated,"[""11""]",9999-12-31,,,179.73
8383968989332204873,6432211800018950175,2417574461450346902,professional,negotiated,"[""11""]",9999-12-31,,,325.95
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,2417574461450346902,professional,negotiated,"[""11""]",9999-12-31,,,325.95
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,7955837688712789614,professional,negotiated,"[""11""]",9999-12-31,,,265.89
8383968989332204873,6432211800018950175,9246606734480643443,professional,negotiated,"[""11""]",9999-12-31,,,179.73
8383968989332204873,6432211800018950175,15505542673419291740,professional,negotiated,"[""11""]",9999-12-31,,,105.71
8383968989332204873,6432211800018950175,4517369005285531705,professional,negotiated,"[""11""]",9999-12-31,,,0.18
8383968989332204873,6432211800018950175,6934035492244845215,professional,negotiated,"[""11""]",9999-12-31,,,229.05
8383968989332204873,6432211800018950175,8642168073472251654,professional,negotiated,"[""11""]",9999-12-31,,,144.3
8383968989332204873,6432211800018950175,2139965949909193742,professional,negotiated,"[""11""]",9999-12-31,,,264.29
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,1183536702393791384,professional,negotiated,"[""11""]",9999-12-31,,,176.19
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
8383968989332204873,6432211800018950175,18133738412871332008,professional,negotiated,"[""11""]",9999-12-31,,,74.0
