name,city,state,district 
WINFIELD-MT UNION JR-SR HIGH SCHOOL,WINFIELD,IA,WINFIELD-MT UNION COMM SCHOOL DISTRICT
HOLLISTER ELEMENTARY SCHOOL,TWIN FALLS,ID,FILER DISTRICT
LAKE CRESTELEMENTARYSCHOOL,OAKLAND,IL,OAKLAND CONSOLIDATED UNIT SCHOOL DISTRICT 5
NATHAN HALE MIDDLE SCHOOL,CRESTWOOD,IL,COOK COUNTY SD 130
LOZANOELEMENTARYBILINGUAL & INTL CTR,CHICAGO,IL,CITY OF CHICAGO SD 299
CHUTE MIDDLE SCHOOL,EVANSTON,IL,EVANSTON CCSD 65
JORDANELEMENTARYCOMMUNITY SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
BARTONELEMENTARYSCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
EUREKA SCHOOL,EUREKA,MI,ST. JOHNS PUBLIC SCHOOLS
IRON MOUNTAIN HIGH SCHOOL,IRON MOUNTAIN,MI,IRON MOUNTAIN PUBLIC SCHOOLS
KINGSFORD MIDDLE SCHOOL,KINGSFORD,MI,BREITUNG TOWNSHIP SCHOOL DISTRICT
ESCANABA AREA PUBLIC HIGH SCHOOL,ESCANABA,MI,ESCANABA AREA PUBLIC SCHOOLS
MAPLE ELEMENTARY SCHOOL,CHARDON,OH,CHARDON LOCAL
SECOND DISTRICT EL SCH,MEADVILLE,PA,CRAWFORD CENTRAL SD
GREENCASTLE-ANTRIM EL SCH,GREENCASTLE,PA,GREENCASTLE-ANTRIM SD
BUCHANAN EL SCH,CHAMBERSBURG,PA,CHAMBERSBURG AREA SD
FOREST CITY REGIONAL EL SCH,FOREST CITY,PA,FOREST CITY REGIONAL SD
CARVER ELEMENTARY,FLORENCE,SC,FLORENCE 01
SOUTH SIDE ELEMENTARY,SHELBYVILLE,TN,BEDFORD COUNTY
MADISON MIDDLE SCHOOL,MADISON,OH,MADISON LOCAL
JOSEPH M GALLAGHER SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL
H. E. MCCRACKEN MIDDLE,BLUFFTON,SC,BEAUFORT 01
OAKLAND BAY JUNIOR HIGH SCHOOL,SHELTON,WA,SHELTON SCHOOL DISTRICT
LADYSMITH ELEMENTARY,LADYSMITH,WI,LADYSMITH SCHOOL DISTRICT
BONANZA HIGH SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
CORONADO H S,LUBBOCK,TX,LUBBOCK INDEPENDENT SCHOOL DISTRICT
SCHOOL WITHOUT WALLS AT FRANCIS STEVENS,WASHINGTON,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS
ELMWOOD MIDDLE,ELMWOOD,WI,ELMWOOD SCHOOL DISTRICT
DALLASTOWN AREA INTERMEDIATE SCH,YORK,PA,DALLASTOWN AREA SD
BRAMLETTE EL,LONGVIEW,TX,LONGVIEW INDEPENDENT SCHOOL DISTRICT
UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER,ORLANDO,FL,ORANGE
WEST CENTRAL LEARNING ACADEMY II,LIMA,OH,WEST CENTRAL LEARNING ACADEMY II
ODLE MIDDLE SCHOOL,BELLEVUE,WA,BELLEVUE SCHOOL DISTRICT
UNIVERSITY VIEW ACADEMY INC. (FRM LA CONNECTIONS),BATON ROUGE,LA,UNIVERSITY VIEW ACADEMY INC. (FRM LA CONNECTIONS)
CRESAPTOWN ELEMENTARY,CRESAPTOWN,MD,ALLEGANY COUNTY PUBLIC SCHOOLS
MAPLE POINT MS,LANGHORNE,PA,NESHAMINY SD
MAVERICKS HIGH SCHOOL AT PALM SPRINGS,PALM SPRINGS,FL,PALM BEACH
GRYGLA SECONDARY,GRYGLA,MN,GRYGLA PUBLIC SCHOOL DISTRICT
TUSSEY MOUNTAIN JH,SAXTON,PA,TUSSEY MOUNTAIN SD
CHURCHILL,FAIRFIELD,NJ,FAIRFIELD PUBLIC SCHOOL DISTRICT
AGUSTIN CABRERA,CAROLINA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
POINCIANA HIGH SCHOOL,KISSIMMEE,FL,OSCEOLA
PROVIDENCE-ENGLEWOODELEMENTARYCHARTER,CHICAGO,IL,CITY OF CHICAGO SD 299
NEW BUFFALO MIDDLE SCHOOL,NEW BUFFALO,MI,NEW BUFFALO AREA SCHOOLS
FESTUS SR. HIGH,FESTUS,MO,FESTUS R-VI
KIPP VISION,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
WILLIAMSON ELEMENTARY SCHOOL,WILLIAMSON,NY,WILLIAMSON CENTRAL SCHOOL DISTRICT
VERDA ELEMENTARY SCHOOL,MONTGOMERY,LA,GRANT PARISH
CASIMIR PULASKI SCHOOL,YONKERS,NY,YONKERS CITY SCHOOL DISTRICT
HILLIARD BRADLEY HIGH SCHOOL,HILLIARD,OH,HILLIARD CITY
MOTLEY EL,MESQUITE,TX,MESQUITE INDEPENDENT SCHOOL DISTRICT
J D CLEMENT EARLY COLLEGE HS,DURHAM,NC,DURHAM PUBLIC SCHOOLS
MOREHEAD STEM ACADEMY,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS
SOUTH PRAIRIE ELEMENTARY,GRIMES,IA,DALLAS CENTER-GRIMES COMM SCHOOL DISTRICT
WATKINS GLEN ELEMENTARY SCHOOL,WATKINS GLEN,NY,WATKINS GLEN CENTRAL SCHOOL DISTRICT
W H KNUCKLES,LUMBERTON,NC,PUBLIC SCHOOLS OF ROBESON COUNTY
LOMIRA ELEMENTARY,LOMIRA,WI,LOMIRA SCHOOL DISTRICT
ROCKY MOUNT HIGH,ROCKY MOUNT,NC,NASH COUNTY PUBLIC SCHOOLS
VOLCANO VISTA HIGH,ALBUQUERQUE,NM,ALBUQUERQUE PUBLIC SCHOOLS
ACADEMY OF HEALTH SCIENCES AT PGCC,LARGO,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
BREMEN SENIOR HIGH SCHOOL,BREMEN,IN,BREMEN PUBLIC SCHOOLS
HARBOR CREEK SENIOR HS,HARBORCREEK,PA,HARBOR CREEK SD
READFIELD ELEMENTARY SCHOOL,READFIELD,ME,RSU 38
REED-CUSTER PRIMARY SCHOOL,CUSTER PARK,IL,REED CUSTER CONSOLIDATED UNIT SCHOOL DISTRICT 255U
GATES-CHILI MIDDLE SCHOOL,ROCHESTER,NY,GATES-CHILI CENTRAL SCHOOL DISTRICT
GLYNN H. BROCK ELEMENTARY SCHOOL,SLIDELL,LA,ST. TAMMANY PARISH
HYDE PARK MIDDLE SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
HADFIELD ELEMENTARY,WAUKESHA,WI,WAUKESHA SCHOOL DISTRICT
ARNOLD ELEMENTARY SCHOOL,ARNOLD,NE,ARNOLD PUBLIC SCHOOLS
OCEAN ACRES ELEMENTARY SCHOOL,MANAHAWKIN,NJ,STAFFORD TOWNSHIP SCHOOL DISTRICT
CARVER MIDDLE SCHOOL,DELRAY BEACH,FL,PALM BEACH
ROCKY POINT MIDDLE SCHOOL,ROCKY POINT,NY,ROCKY POINT UNION FREE SCHOOL DISTRICT
LIBERTY ELEMENTARY SCHOOL,POWELL,OH,WORTHINGTON CITY
PHOENIX H S,ELGIN,TX,ELGIN INDEPENDENT SCHOOL DISTRICT
TRINITY CHARTER SCHOOL,CANYON LAKE,TX,TRINITY CHARTER SCHOOL
COPPERAS COVE H S,COPPERAS COVE,TX,COPPERAS COVE INDEPENDENT SCHOOL DISTRICT
LAKE VIEW ELEMENTARY SCHOOL,AUBURN,WA,AUBURN SCHOOL DISTRICT
COPOPA ELEMENTARY SCHOOL,COLUMBIA STATION,OH,COLUMBIA LOCAL
COOPER H S,COOPER,TX,COOPER INDEPENDENT SCHOOL DISTRICT
BLUE MOUNTAIN USD #21,WELLS RIVER,VT,BLUE MOUNTAIN USD #21
LA CENTER MIDDLE SCHOOL,LA CENTER,WA,LA CENTER SCHOOL DISTRICT
MACHIAS ELEMENTARY,SNOHOMISH,WA,SNOHOMISH SCHOOL DISTRICT
CHRISTA MCAULIFFE CHARTER ELEMENTARY SCHOOL,CAPE CORAL,FL,LEE
CLEARVIEW ELEMENTARY,CLEAR LAKE,MN,ST. CLOUD PUBLIC SCHOOL DISTRICT
RANDOLPH ELEMENTARY SCHOOL,LINCOLN,NE,LINCOLN PUBLIC SCHOOLS
SOUTH MIDDLE SCHOOL,BRENTWOOD,NY,BRENTWOOD UNION FREE SCHOOL DISTRICT
JUNCTION CITY ELEMENTARY SCHOOL,JUNCTION CITY,OH,NEW LEXINGTON SCHOOL DISTRICT
BEACON HILL ACADEMY,DUNDEE,OH,BEACON HILL ACADEMY
OXFORD HIGH,OXFORD,MA,OXFORD
FROSTWOOD EL,HOUSTON,TX,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
DUNBAR COLLEGE PREPARATORY ACADEMY,LUBBOCK,TX,LUBBOCK INDEPENDENT SCHOOL DISTRICT
POTTERVILLE HIGH SCHOOL,POTTERVILLE,MI,POTTERVILLE PUBLIC SCHOOLS
SCUDDER PRI,WIMBERLEY,TX,WIMBERLEY INDEPENDENT SCHOOL DISTRICT
RICE EL,RICE,TX,RICE INDEPENDENT SCHOOL DISTRICT
BONNY EAGLE HIGH SCHOOL,STANDISH,ME,RSU 06/MSAD 06
GARLOUGH ENVIRONMENTAL MAGNET,WEST SAINT PAUL,MN,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN
SUMMIT HIGH SCHOOL,BEND,OR,BEND-LAPINE ADMINISTRATIVE SD 1
VIRGINIA L. MURRAY ELEMENTARY,CHARLOTTESVILLE,VA,ALBEMARLE CO PUBLIC SCHOOLS
GLENDALE MIDDLE,SALT LAKE CITY,UT,SALT LAKE DISTRICT
SETTLEMENT CANYON SCHOOL,TOOELE,UT,TOOELE DISTRICT
HOLCOMB BRIDGE MIDDLE SCHOOL,ALPHARETTA,GA,FULTON COUNTY
LORANGER ELEMENTARY SCHOOL,LORANGER,LA,TANGIPAHOA PARISH
POSITIVE SOLUTIONS CHARTER,SAN ANTONIO,TX,POSITIVE SOLUTIONS CHARTER SCHOOL
BAYTOWN J H,BAYTOWN,TX,GOOSE CREEK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
WEDGEWOOD PARK SCHOOL,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT
SCHOOL OF BUISINESS TECHNOLOGY,PATERSON,NJ,PATERSON PUBLIC SCHOOL DISTRICT
INDIAN RIVER HIGH,CHESAPEAKE,VA,CHESAPEAKE CITY PUBLIC SCHOOLS
RICHMOND INTERMEDIATE SCH,SAINT CHARLES,IL,ST CHARLES CONSOLIDATED UNIT SCHOOL DISTRICT 303
LINKHORN PARK ELEMENTARY,VIRGINIA BEACH,VA,VA BEACH CITY PUBLIC SCHOOLS
DRUM INTERMEDIATE,UNIVERSITY PLA,WA,UNIVERSITY PLACE SCHOOL DISTRICT
TUKES VALLEY MIDDLE SCHOOL,BATTLE GROUND,WA,BATTLE GROUND SCHOOL DISTRICT
PILOT BUTTE MIDDLE SCHOOL,BEND,OR,BEND-LAPINE ADMINISTRATIVE SD 1
CLIMAX ELEMENTARY,CLIMAX,MN,CLIMAX-SHELLY PUBLIC SCHOOLS
JENKS HS,JENKS,OK,JENKS
FRUITDALE ELEMENTARY SCHOOL,GRANTS PASS,OR,THREE RIVERS/JOSEPHINE COUNTY SD
CONEMAUGH TWP AREA EL SCH,JOHNSTOWN,PA,CONEMAUGH TOWNSHIP AREA SD
GULF COAST CHARTER ACADEMY SOUTH,NAPLES,FL,COLLIER
NORTHERN ELEMENTARY,BEMIDJI,MN,BEMIDJI PUBLIC SCHOOL DISTRICT
RICHLAND MIDDLE,RICHLAND HILLS,TX,BIRDVILLE INDEPENDENT SCHOOL DISTRICT
CRESTWOOD ELEMENTARY,MADISON,WI,MADISON METROPOLITAN SCHOOL DISTRICT
BARNARDSVILLE ELEMENTARY,BARNARDSVILLE,NC,BUNCOMBE COUNTY SCHOOLS
WORLD LANGUAGES INSTITUTE,FORT WORTH,TX,FORT WORTH INDEPENDENT SCHOOL DISTRICT
PINE RIDGE ELEMENTARY SCHOOL,CLERMONT,FL,LAKE
NEIL C TWITCHELL ELEMENTARY SCHOOL,HENDERSON,NV,CLARK COUNTY SCHOOL DISTRICT
WYANDOT EARLY CHILDHOOD SCHOOL,LIBERTY,OH,LAKOTA LOCAL
FRANK JACINTO ELEMENTARY,LORAIN,OH,LORAIN CITY
RED BOILING SPRINGS SCHOOL,RED BOILING SPG,TN,MACON COUNTY
BECKER EL,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
REPUBLIC SENIOR HIGH SCHOOL,REPUBLIC,WA,REPUBLIC SCHOOL DISTRICT
WALNUT CREEK ELEMENTARY,RALEIGH,NC,WAKE COUNTY SCHOOLS
MCCALL-DONNELLY HIGH SCHOOL,MCCALL,ID,MCCALL-DONNELLY JOINT SCHOOL DISTRICT
SOUTH HAGERSTOWN HIGH,HAGERSTOWN,MD,WASHINGTON COUNTY PUBLIC SCHOOLS
MAPLEWOOD EL,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
RUCKERSVILLE ELEMENTARY,RUCKERSVILLE,VA,GREENE CO PUBLIC SCHOOLS
SOUTHEASTERN ELEMENTARY,CHESAPEAKE,VA,CHESAPEAKE CITY PUBLIC SCHOOLS
RIVERVIEW ELEMENTARY,WAUTOMA,WI,WAUTOMA AREA SCHOOL DISTRICT
SU LAURO GONZALEZ HIJO,LAS MARIAS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
LONE PEAK HIGH SCHOOL,GALLATIN GATEWAY,MT,BIG SKY SCHOOL K-12
DOUGLAS L. JAMERSON JR. ELEMENTARY,ST PETERSBURG,FL,PINELLAS
COULTERVILLE JUNIOR HIGH SCHOOL,COULTERVILLE,IL,COULTERVILLE USD 1
KALKASKA MIDDLE SCHOOL,KALKASKA,MI,KALKASKA PUBLIC SCHOOLS
ROCK PORT ELEM.,ROCK PORT,MO,ROCK PORT R-II
BOLTON HIGH SCHOOL,ALEXANDRIA,LA,RAPIDES PARISH
ERIKSSON ELEMENTARY SCHOOL,CANTON,MI,PLYMOUTH-CANTON COMMUNITY SCHOOLS
HALF HOLLOW HILLS HIGH SCHOOL WEST,DIX HILLS,NY,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT
DANVILLE MIDDLE SCHOOL,DANVILLE,OH,DANVILLE LOCAL
COMMERCE ELEMENTARY SCHOOL,COMMERCE,GA,COMMERCE CITY
BEVERIDGE MAGNET MIDDLE SCHOOL,OMAHA,NE,OMAHA PUBLIC SCHOOLS
PS 203 OAKLAND GARDENS,BAYSIDE,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #26
WALNUT ELEMENTARY SCHOOL,ASHVILLE,OH,TEAYS VALLEY LOCAL
COLMAN-EGAN JR. HIGH - 02,COLMAN,SD,COLMAN-EGAN SCHOOL DISTRICT 50-5
WEST HIGH SCHOOL,KNOXVILLE,TN,KNOX COUNTY
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,BROOKLYN,NY,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 9
SAGLE ELEMENTARY SCHOOL,SAGLE,ID,LAKE PEND OREILLE SCHOOL DISTRICT
NORTHWOOD HIGH SCHOOL,SILVER SPRING,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
MADISON ELEMENTARY SCHOOL,MADISON,NH,MADISON SCHOOL DISTRICT
MOUNTAIN LAKES HIGH SCHOOL,MOUNTAIN LAKES,NJ,MOUNTAIN LAKES PUBLIC SCHOOL DISTRICT
UNIVERSITY PARK ELEMENTARY,CASPER,WY,NATRONA COUNTY SCHOOL DISTRICT #1
GARDEN SPOT MS,NEW HOLLAND,PA,EASTERN LANCASTER COUNTY SD
BIO MED ACADEMY,MARYSVILLE,WA,MARYSVILLE SCHOOL DISTRICT
TAYLORVILLE SR HIGH SCHOOL,TAYLORVILLE,IL,TAYLORVILLE CONSOLIDATED UNIT SCHOOL DISTRICT 3
MADISONVILLE INTERMEDIATE SCHOOL,MADISONVILLE,TN,MONROE COUNTY
NORTHERN VALLEY REGIONAL HIGH SCHOOL AT DEMAREST,DEMAREST,NJ,NORTHERN VALLEY REGIONAL HIGH SCHOOL DISTRICT
BLOOM-CARROLL HIGH SCHOOL,CARROLL,OH,BLOOM-CARROLL LOCAL
HOUSTON EL,ENNIS,TX,ENNIS INDEPENDENT SCHOOL DISTRICT
HIGHLAND HTS EL,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
RIVER OAKS ACADEMY,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS
CAMBRIDGE HIGH,CAMBRIDGE,WI,CAMBRIDGE SCHOOL DISTRICT
NORTHSIDE MIDDLE SCHOOL,COLUMBUS,IN,BARTHOLOMEW CON SCHOOL CORPORATION
CLINTON PARKELEMENTARYSCHOOL,CLINTON,MS,CLINTON PUBLIC SCHOOL DISTRICT
ICICLE RIVER MIDDLE SCHOOL,LEAVENWORTH,WA,CASCADE SCHOOL DISTRICT
HIGH HILLS ELEMENTARY,SHAW AIR FORCE BASE,SC,SUMTER 01
FROST ELEMENTARY,FROSTBURG,MD,ALLEGANY COUNTY PUBLIC SCHOOLS
WELBY SCHOOL,SOUTH JORDAN,UT,JORDAN DISTRICT
MICHIGAN CYBER ACADEMY,HAZEL PARK,MI,HAZEL PARK SCHOOL DISTRICT OF THE CITY OF
TOMMY SMITH ELEMENTARY SCHOOL,PANAMA CITY,FL,BAY
ORLAND PARKELEMENTARYSCHOOL,ORLAND PARK,IL,ORLAND SD 135
BENNETT ELEMENTARY SCHOOL,BENNETT,IA,BENNETT COMM SCHOOL DISTRICT
HARRISONVILLE MIDDLE,HARRISONVILLE,MO,HARRISONVILLE R-IX
SPRINGS SCHOOL,EAST HAMPTON,NY,SPRINGS UNION FREE SCHOOL DISTRICT
BATAAN MEMORIAL INTERMEDIATE SCHOOL,PORT CLINTON,OH,PORT CLINTON CITY
CASCADE HIGH SCHOOL,LEAVENWORTH,WA,CASCADE SCHOOL DISTRICT
CHADWICK JUNIOR HIGH SCHOOL,CHADWICK,IL,CHADWICK-MILLEDGEVILLE CONSOLIDATED UNIT SCHOOL DISTRICT 399
F. NIEL POSTLETHWAIT MIDDLE SCHOOL ILC,CAMDEN,DE,CAESAR RODNEY SCHOOL DISTRICT
IDAHO HILL ELEMENTARY SCHOOL,OLDTOWN,ID,WEST BONNER COUNTY DISTRICT
NORTH BEND SENIOR HIGH SCHOOL,NORTH BEND,OR,NORTH BEND SD 13
KELLY ELEMENTARY SCHOOL,PORTLAND,OR,PORTLAND SD 1J
EAST ELEMENTARY,MILTON,WI,MILTON SCHOOL DISTRICT
OLEAN SENIOR HIGH SCHOOL,OLEAN,NY,OLEAN CITY SCHOOL DISTRICT
MORRIS SCHOTT ELEMENTARY,MATTAWA,WA,WAHLUKE SCHOOL DISTRICT
SUNRISE ELEMENTARY,PUYALLUP,WA,PUYALLUP SCHOOL DISTRICT
BOURBONNAIS UPPER GRADE CENTER,BOURBONNAIS,IL,BOURBONNAIS SD 53
KIONA-BENTON CITY HIGH SCHOOL,BENTON CITY,WA,KIONA-BENTON CITY SCHOOL DISTRICT
TRI JUNIOR-SENIOR HIGH SCHOOL,STRAUGHN,IN,SOUTH HENRY SCHOOL CORPORATION
L GILBERT CARROLL MIDDLE,LUMBERTON,NC,PUBLIC SCHOOLS OF ROBESON COUNTY
NORWOOD HIGH SCHOOL,NORWOOD,OH,NORWOOD CITY
SARASOTA VIRTUAL INSTRUCTION (COURSE OFFERINGS),SARASOTA,FL,SARASOTA
GLENVIEW MIDDLE SCHOOL,EAST MOLINE,IL,EAST MOLINE SD 37
JEFFERSONTOWN ELEMENTARY,JEFFERSONTOWN,KY,JEFFERSON COUNTY
OREM HIGH,OREM,UT,ALPINE DISTRICT
W L MORSE SCHOOL,SLEEPY HOLLOW,NY,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS
DUNAWAY EL,WAXAHACHIE,TX,WAXAHACHIE INDEPENDENT SCHOOL DISTRICT
ROCK HALL ELEMENTARY,ROCK HALL,MD,KENT COUNTY PUBLIC SCHOOLS
ROY KELLEY ELEMENTARY SCHOOL,LOCKPORT,NY,LOCKPORT CITY SCHOOL DISTRICT
R. C. LIPSCOMB ELEMENTARY SCHOOL,PENSACOLA,FL,ESCAMBIA
THOMAS S. WOOTTON HIGH,ROCKVILLE,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
TREMONT ELEMENTARY SCHOOL,UPPER ARLINGTON,OH,UPPER ARLINGTON CITY
LIBERTY DRIVE ELEMENTARY,THOMASVILLE,NC,THOMASVILLE CITY SCHOOLS
ANDREW MAIER EL SCH,BLANDON,PA,FLEETWOOD AREA SD
ISLAND TREES HIGH SCHOOL,LEVITTOWN,NY,ISLAND TREES UNION FREE SCHOOL DISTRICT
VERNONIA ELEMENTARY SCHOOL,VERNONIA,OR,VERNONIA SD 47J
TOLEDO HIGH SCHOOL,TOLEDO,WA,TOLEDO SCHOOL DISTRICT
NEW HOLSTEIN HIGH,NEW HOLSTEIN,WI,NEW HOLSTEIN SCHOOL DISTRICT
BRASS COMMUNITY SCHOOL,KENOSHA,WI,KENOSHA SCHOOL DISTRICT
SOUTHWEST ACADEMY,SAN ANTONIO,TX,SOUTHWEST INDEPENDENT SCHOOL DISTRICT
J L BUFORD INTERMEDIATE ED CTR,MOUNT VERNON,IL,MOUNT VERNON SD 80
VALLEY VIEW SCHOOL,BOUNTIFUL,UT,DAVIS DISTRICT
WONEWOC-CENTER ELEMENTARY,WONEWOC,WI,WONEWOC-UNION CENTER SCHOOL DISTRICT
NASELLE HOMELINK,NASELLE,WA,NASELLE-GRAYS RIVER VALLEY SCHOOL DISTRICT
ALBERSELEMENTARYSCHOOL,ALBERS,IL,ALBERS SD 63
OAKWOOD HIGH SCHOOL,FITHIAN,IL,OAKWOOD CONSOLIDATED UNIT SCHOOL DISTRICT 76
MONTMORENCY CCSD #145,ROCK FALLS,IL,MONTMORENCY CCSD 145
HARTLAND VIRTUAL ACADEMY,HOWELL,MI,HARTLAND CONSOLIDATED SCHOOLS
HYDE PARK SCHOOL,CINCINNATI,OH,CINCINNATI PUBLIC SCHOOLS
PLEASANT HILL EC CTR,OKLAHOMA CITY,OK,MIDWEST CITY-DEL CITY
GRADUATION PREP ACADEMY TRAVIS,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,BRONX,NY,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II
STEM SCHOOL CHATTANOOGA,CHATTANOOGA,TN,HAMILTON COUNTY
CORNERSTONE PREP - LESTER CAMPUS,MEMPHIS,TN,ACHIEVEMENT SCHOOL DISTRICT
GOODE SCH,YORK,PA,YORK CITY SD
CANYON SCHOOL,SPANISH FORK,UT,NEBO DISTRICT
SNOQUALMIE ELEMENTARY,SNOQUALMIE,WA,SNOQUALMIE VALLEY SCHOOL DISTRICT
DISNEY II MAGNET HS,CHICAGO,IL,CITY OF CHICAGO SD 299
UK EARLY CHILDHOOD LAB,LEXINGTON,KY,FAYETTE COUNTY
BRONX ALLIANCE MIDDLE SCHOOL,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #11
BROOKLYN GARDENS ELEMENTARY SCHOOL,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #19
ORIGINS HIGH SCHOOL,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #22
SAMUEL CHASE ELEMENTARY,TEMPLE HILLS,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
FRANCES DEMASI MIDDLE SCHOOL,MARLTON,NJ,EVESHAM TOWNSHIP SCHOOL DISTRICT
ROOSEVELT ELEMENTARY SCHOOL,NEW BRUNSWICK,NJ,NEW BRUNSWICK SCHOOL DISTRICT
HANKINSON ELEMENTARY SCHOOL,HANKINSON,ND,HANKINSON 8
CAVE SPRINGS HS,BUNCH,OK,CAVE SPRINGS
HERSHEY INTRMD EL SCH,HERSHEY,PA,DERRY TOWNSHIP SD
JERLING JUNIOR HIGH SCHOOL,ORLAND PARK,IL,ORLAND SD 135
MC MILLAN MAGNET MIDDLE SCHOOL,OMAHA,NE,OMAHA PUBLIC SCHOOLS
PS 212,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #12
STUYVESANT HIGH SCHOOL,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2
EAGLE BUTTE JR. HIGH - 06,EAGLE BUTTE,SD,EAGLE BUTTE SCHOOL DISTRICT 20-1
TATES CREEK ELEMENTARY SCHOOL,LEXINGTON,KY,FAYETTE COUNTY
BLUE RIDGE JUVENILE DETENTION HOME,CHARLOTTESVILLE,VA,DOE SOP EDUC PROGRAMS
BROADUS WOOD ELEMENTARY,EARLYSVILLE,VA,ALBEMARLE CO PUBLIC SCHOOLS
VALLEY VIEW SCHOOL,WATCHUNG,NJ,WATCHUNG BOROUGH SCHOOL DISTRICT
HALL FLETCHER ELEMENTARY,ASHEVILLE,NC,ASHEVILLE CITY SCHOOLS
DEKALB JR.-SR. HIGH,DEKALB,MO,BUCHANAN CO. R-IV
RIVERSIDE SCHOOL,ROCKVILLE CENTRE,NY,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT
DE LEON H S,DE LEON,TX,DE LEON INDEPENDENT SCHOOL DISTRICT
ARLINGTON HEIGHTS H S,FORT WORTH,TX,FORT WORTH INDEPENDENT SCHOOL DISTRICT
CEDARHURST ELEMENTARY,BURIEN,WA,HIGHLINE SCHOOL DISTRICT
PRICE MIDDLE SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
LANGSTON HUGHES ELEMENTARY SCHOOL,EAST ORANGE,NJ,EAST ORANGE SCHOOL DISTRICT
WELLSTON HIGH SCHOOL,WELLSTON,OH,WELLSTON CITY
SPRINGFIELD EL SCH,EAST SPRINGFIELD,PA,NORTHWESTERN SD
SANTO NINO EL,LAREDO,TX,LAREDO INDEPENDENT SCHOOL DISTRICT
BEAVER VALLEY SCHOOL,LEAVENWORTH,WA,CASCADE SCHOOL DISTRICT
PITTSBURGH ALLEGHENY 6-8,PITTSBURGH,PA,PITTSBURGH SD
STILES POINT ELEMENTARY,CHARLESTON,SC,CHARLESTON 01
NORTHSIDE EL SCH,MECHANICSBURG,PA,MECHANICSBURG AREA SD
WAVERLY PARK EL,FORT WORTH,TX,FORT WORTH INDEPENDENT SCHOOL DISTRICT
LAFAYETTE ELEMENTARY SCHOOL,SEATTLE,WA,SEATTLE SCHOOL DISTRICT NO. 1
LUIS MUNOZ MARIN,ANASCO,PR,PUERTO RICO DEPARTMENT OF EDUCATION
LAURENCE J. DALY ELEM.,FAYETTE,MO,FAYETTE R-III
RUTHERFORD EL SCH,HARRISBURG,PA,CENTRAL DAUPHIN SD
CENTERVILLE ELEMENTARY,CENTERVILLE,WA,CENTERVILLE SCHOOL DISTRICT
PROJECT ECHO,JOHNSTON CITY,IL,FRANKLN/JOHNSN/MASSC/WILLIMSN ROE
EDWARD NEILL ELEMENTARY,BURNSVILLE,MN,BURNSVILLE PUBLIC SCHOOL DISTRICT
PONDEROSA SCHOOL,BILLINGS,MT,BILLINGS ELEM
CENTRAL ELEMENTARY SCHOOL,SIDNEY,NE,SIDNEY PUBLIC SCHOOLS
