id,name,agency_type,state_iso,city,lat,lng,date_insert,data_policy,country,homepage_url
1cb87020fae2463285d2f65bfc87c7bb,Lafayette Police Department,4,GA,Lafayette,,,2021-06-01 11:48:00,,US,http://mycityoflafayettega.org/government/departments/police
997695967b4b4c7c819088a296f5821f,"Mount Vernon Police Department",4,GA,Mount Vernon,,,2021-06-01-2021 11:25:00,,US,http://mtvernonga.org/2151/Police
