cms_certification_num
440150
190026
440161
440197
440046
440194
440227
440006
441311
420085
420079
420030
100161
100110
100320
100131
100209
100228
100224
100189
100080
141335
100269
490112
490118
490020
490107
490141
490145
110125
110177
110003
490048
110036
490110
490116
490126
440065
110128
494023
230017
340069
500129
471306
040027
340173
450040
350011
230075
300020
150048
070027
241354
150082
390081
140015
241381
040020
200021
270057
520063
180056
330157
430027
503301
240100
140095
390146
450604
231332
450133
050135
361301
520103
244015
050060
410005
194069
350015
390180
420053
500015
260025
320004
530014
070012
063301
230085
390097
030006
010087
060011
451330
390057
360068
060024
111305
241369
050245
501330
151319
351329
310069
230097
290003
201315
150113
180088
400021
013301
281313
140049
430097
100166
100191
141338
150074
241304
240022
141315
200037
241328
260034
100259
050380
150169
521341
060032
431336
241315
150128
100156
281359
241371
271344
150007
241303
281334
451300
201312
161381
070029
050468
431329
431333
050028
241347
360125
180087
050122
241332
051334
231322
190167
230081
511300
100248
050663
060020
131314
060131
063303
431307
041307
431334
230058
100213
060132
100267
431311
050780
100256
100180
100243
100238
351302
100236
301302
100264
450711
100126
100206
290039
290047
060114
530034
260214
450431
170023
450788
050125
060104
500037
260027
100023
260095
170176
170182
060003
241302
231301
060129
450662
060130
450587
450678
360259
230303
060125
100231
100254
100204
100212
451391
100223
331314
100054
100242
060049
060034
060112
100232
060100
050022
060118
100246
100260
060065
361328
060014
281319
100252
170110
450617
141324
450775
450097
450087
450403
450222
361318
450634
450644
100179
450647
450651
450675
450669
450672
450822
141305
670103
100226
263303
450674
670106
450203
450638
450659
450670
060124
431305
050481
450853
460005
460047
460052
460042
460017
460060
072003
450804
050549
050771
431309
511301
450713
450718
450809
061312
063027
281357
261320
061326
050091
050641
460013
390050
300017
460054
130018
130014
300014
281338
300029
454094
180127
673057
241336
190176
011305
180124
020017
150046
390090
390032
062011
390267
390160
521317
390266
110100
330166
